t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,5.76806,44964.9,-4677.9,6478.24,2443.18,-22.5567,-4699.77
0.1,5.74123,44999.8,-3550.64,1616.08,2452.12,6.90825,-4627.44
0.2,5.72524,45037.1,-5618.59,-1167.09,2430.58,5.5945,-4723.8
0.3,5.72944,45099.5,-7819.09,-2994.41,2361.78,-102.553,-4861.51
0.4,5.75327,45154.4,-7735.56,-5141.92,2274.4,-224.55,-4865.52
0.5,5.78272,45136.0,-4543.37,-8668.18,2164.78,-254.831,-4810.09
0.6,5.80727,45124.7,-3419.16,-13939.0,2104.59,-211.697,-4719.12
0.7,5.83934,45170.6,-3945.72,-19007.5,2106.01,-131.586,-4723.33
0.8,5.88889,45217.1,-4057.89,-21380.9,2189.33,-44.5807,-4724.26
0.9,5.93374,45163.9,-1127.05,-21822.8,2264.32,-73.9807,-4636.21
1.0,5.95658,45100.7,2150.64,-21725.1,2317.75,-134.01,-4513.35
1.1,5.95273,45022.2,4047.7,-22778.7,2368.18,-136.875,-4556.16
1.2,5.94002,45050.8,4871.04,-25125.5,2418.56,-64.3566,-4698.8
1.3,5.94875,45123.2,6436.38,-25873.7,2426.65,14.77,-4745.18
1.4,5.97063,45122.5,8986.36,-22175.7,2381.7,-38.1171,-4724.46
1.5,5.97727,45066.4,7557.41,-15307.4,2351.75,-280.124,-4726.09
1.6,5.97514,44941.1,4348.61,-8457.16,2350.91,-494.305,-4919.31
1.7,5.95647,44763.3,3354.28,-5368.32,2323.85,-527.719,-5041.95
1.8,5.93234,44690.4,3898.02,-7639.97,2282.99,-413.448,-4852.06
1.9,5.92145,44790.0,5874.03,-12166.8,2246.87,-230.093,-4725.97
2.0,5.93251,44892.6,4269.1,-14715.9,2235.45,-80.9045,-4811.01
2.1,5.9468,44910.1,4368.35,-14590.1,2195.1,-90.9528,-5026.18
2.2,5.96493,44847.5,7186.47,-13012.5,2095.78,-183.262,-5011.1
2.3,5.96605,44739.9,11597.2,-11793.4,2021.81,-212.209,-4904.36
2.4,5.9757,44776.2,12461.0,-11671.6,1989.85,-137.756,-4964.94
2.5,6.0115,44888.6,9103.81,-11023.9,1986.38,-97.4638,-5127.6
2.6,6.05797,44893.7,5358.71,-7987.39,1989.22,-163.732,-5153.87
2.7,6.09417,44724.2,4461.41,-3214.79,1970.92,-303.522,-5037.86
2.8,6.11438,44494.2,5943.78,1531.28,1951.0,-387.22,-4992.95
2.9,6.11455,44257.9,6539.04,4426.98,1945.68,-332.644,-5021.38
3.0,6.11551,44124.9,7272.32,4252.74,1946.12,-235.119,-5032.99
3.1,6.11951,44030.9,7987.09,2475.94,1946.29,-127.923,-4929.75
3.2,6.11134,43867.7,8419.57,65.9468,1967.22,-68.065,-4839.24
3.3,6.10023,43759.2,5860.7,-2255.62,2018.29,-53.4265,-4830.48
3.4,6.07929,43633.5,1501.15,-5211.84,2040.64,-114.523,-4892.18
3.5,6.04708,43584.1,-1804.97,-8926.69,2003.03,-133.585,-4924.5
3.6,6.02222,43650.8,-3423.4,-13384.3,1968.11,-129.873,-4868.77
3.7,6.01319,43799.9,-4947.56,-17205.6,1899.28,-100.315,-4797.97
3.8,6.01968,43939.3,-7506.92,-19708.9,1881.76,-109.735,-4821.57
3.9,6.03116,43980.3,-9452.63,-20906.4,1858.55,-141.491,-4867.14
