idx,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,B_mm,C_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,S_index,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa,governing,feasible,t_s,warn
0.70_4.50_3300_31_230_550,1581,0.7,4.5,3300.0,31.0,230.0,550.0,2.391,41,2603.0,3982.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.77354,130.403,32909.6,44831.6,110650.8,2413.9,1781.0,2413.9,Myz_max/UW,0,0.27,
0.70_5.00_3600_15_230_550,1582,0.7,5.0,3600.0,15.0,230.0,550.0,2.391,45,3019.0,4166.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.24995,130.299,29298.4,66336.8,124933.6,2177.9,1722.2,2177.9,Myz_max/UW,0,0.23,
0.30_4.50_4200_19_170_325,1583,0.3,4.5,4200.0,19.0,170.0,325.0,1.912,71,3805.0,4585.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.62063,130.286,13587.1,95795.5,122969.8,2241.6,1923.7,2241.6,Myz_max/UW,0,0.3,
0.70_5.00_3900_31_230_400,1584,0.7,5.0,3900.0,31.0,230.0,400.0,1.739,49,3339.0,4450.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,6.62643,130.21,22020.5,81144.9,125186.0,2155.9,1771.5,2155.9,Myz_max/UW,0,0.26,
0.70_5.00_4200_15_200_400,1585,0.7,5.0,4200.0,15.0,200.0,400.0,2.0,60,3745.0,4643.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.40315,130.209,19152.6,102078.0,140383.3,2110.4,1810.7,2110.4,Myz_max/UW,0,0.26,
0.70_5.00_3600_19_110_250,1586,0.7,5.0,3600.0,19.0,110.0,250.0,2.273,94,3316.0,3877.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.50972,130.18,6570.9,80030.9,93172.6,2769.3,2301.9,2769.3,Myz_max/UW,0,0.35,
0.50_4.00_3600_27_170_400,1587,0.5,4.0,3600.0,27.0,170.0,400.0,2.353,61,3109.0,4078.9999999999995,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.31354,130.157,18356.2,57559.9,94272.4,2414.5,1980.3,2414.5,Myz_max/UW,0,0.29,
1.00_4.50_3600_27_170_400,1588,1.0,4.5,3600.0,27.0,170.0,400.0,2.353,61,3109.0,4078.9999999999995,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.31354,130.157,18356.2,63955.4,100667.9,2429.3,1990.7,2429.3,Myz_max/UW,0,0.25,
0.70_3.50_4200_23_170_400,1589,0.7,3.5,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.56093,130.151,20460.4,73605.6,114526.3,2255.6,1975.7,2255.6,Myz_max/UW,0,0.3,
0.70_4.50_4500_15_200_400,1590,0.7,4.5,4500.0,15.0,200.0,400.0,2.0,65,4045.0,4943.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.98338,130.15,20582.8,108261.2,149426.7,2073.1,1815.9,2073.1,Myz_max/UW,1,0.29,
0.50_4.00_4200_27_170_325,1591,0.5,4.0,4200.0,27.0,170.0,325.0,1.912,71,3773.0,4618.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.61556,130.143,14818.4,84771.9,114408.7,2293.4,1967.4,2293.4,Myz_max/UW,0,0.32,
1.00_4.50_4200_27_170_325,1592,1.0,4.5,4200.0,27.0,170.0,325.0,1.912,71,3773.0,4618.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.61556,130.143,14818.4,94191.0,123827.8,2306.9,1977.5,2306.9,Myz_max/UW,0,0.31,
0.70_3.00_4500_31_200_400,1593,0.7,3.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.98434,130.101,24658.3,72814.9,122131.4,2147.5,1885.6,2147.5,Myz_max/UW,0,0.31,
0.50_3.00_4500_23_110_250,1594,0.5,3.0,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.38027,130.099,8668.9,81779.8,99117.5,2618.2,2334.2,2618.2,Myz_max/UW,0,0.34,
1.00_3.50_4500_23_110_250,1595,1.0,3.5,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.38027,130.099,8668.9,93462.6,110800.3,2634.4,2346.4,2634.4,Myz_max/UW,0,0.34,
0.30_4.00_3600_27_110_250,1596,0.3,4.0,3600.0,27.0,110.0,250.0,2.273,94,3290.0,3903.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.50498,130.056,7240.5,64457.0,78937.9,2811.6,2343.1,2811.6,Myz_max/UW,0,0.32,
0.70_3.50_4500_19_140_325,1597,0.7,3.5,4500.0,19.0,140.0,325.0,2.321,92,4134.0,4857.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.3231,130.049,13760.4,90462.1,117982.9,2371.0,2111.3,2371.0,Myz_max/UW,0,0.38,
0.70_5.00_3600_15_200_475,1598,0.7,5.0,3600.0,15.0,200.0,475.0,2.375,52,3096.0,4090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.24591,130.036,21960.5,69763.8,113684.9,2265.2,1817.8,2265.2,Myz_max/UW,0,0.25,
0.70_4.50_3600_23_170_400,1599,0.7,4.5,3600.0,23.0,170.0,400.0,2.353,61,3129.0,4059.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.30669,130.006,17534.0,64780.9,99848.8,2402.7,1962.5,2402.7,Myz_max/UW,0,0.3,
0.70_3.00_4500_23_200_475,1600,0.7,3.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.19223,129.988,30858.8,72009.1,133726.8,2090.0,1863.7,2090.0,Myz_max/UW,1,0.28,
0.30_4.50_3300_27_140_325,1601,0.3,4.5,3300.0,27.0,140.0,325.0,2.321,68,2899.0,3691.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.85652,129.98,11159.4,55607.4,77926.2,2714.3,2124.8,2714.3,Myz_max/UW,0,0.28,
0.30_3.50_4500_15_110_250,1602,0.3,3.5,4500.0,15.0,110.0,250.0,2.273,118,4230.0,4762.0,325.565,315.0625,265.7025,49.31,45.74,2.079,4.37549,129.97,7744.4,94712.3,110201.1,2573.3,2297.0,2573.3,Myz_max/UW,0,0.32,
0.50_4.50_4500_27_110_175,1603,0.5,4.5,4500.0,27.0,110.0,175.0,1.591,118,4254.0,4741.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.26007,129.948,4857.4,119737.7,129452.5,2714.8,2315.7,2714.8,Myz_max/UW,0,0.36,
1.00_5.00_4500_27_110_175,1604,1.0,5.0,4500.0,27.0,110.0,175.0,1.591,118,4254.0,4741.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.26007,129.948,4857.4,131711.4,141426.2,2731.4,2327.5,2731.4,Myz_max/UW,0,0.36,
0.50_4.50_3600_23_110_250,1605,0.5,4.5,3600.0,23.0,110.0,250.0,2.273,94,3302.0,3890.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.49852,129.911,6923.3,72142.3,85989.0,2789.6,2321.1,2789.6,Myz_max/UW,0,0.37,
1.00_5.00_3600_23_110_250,1606,1.0,5.0,3600.0,23.0,110.0,250.0,2.273,94,3302.0,3890.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.49852,129.911,6923.3,79356.5,93203.2,2807.4,2333.4,2807.4,Myz_max/UW,0,0.32,
0.30_3.50_4200_19_140_325,1607,0.3,3.5,4200.0,19.0,140.0,325.0,2.321,86,3834.0,4557.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.6199,129.861,12844.3,77809.0,103497.6,2396.1,2101.6,2396.1,Myz_max/UW,0,0.36,
0.50_3.50_4500_15_200_475,1608,0.5,3.5,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.18653,129.853,27478.0,84523.4,139479.3,2065.0,1838.2,2065.0,Myz_max/UW,1,0.29,
1.00_4.00_4500_15_200_475,1609,1.0,4.0,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.18653,129.853,27478.0,95088.8,150044.8,2077.5,1847.7,2077.5,Myz_max/UW,1,0.26,
0.30_3.00_4500_27_200_400,1610,0.3,3.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,4.97254,129.814,23812.5,73440.6,121065.7,2115.2,1855.6,2115.2,Myz_max/UW,0,0.29,
0.50_5.00_4200_15_170_325,1611,0.5,5.0,4200.0,15.0,170.0,325.0,1.912,71,3823.0,4567.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.59933,129.806,12874.0,106374.4,132122.5,2232.8,1919.6,2232.8,Myz_max/UW,0,0.29,
0.50_4.00_4500_27_230_400,1612,0.5,4.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.77391,129.76,24563.7,93194.6,142322.1,2036.6,1750.7,2036.6,Myz_max/UW,1,0.27,
1.00_4.50_4500_27_230_400,1613,1.0,4.5,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.77391,129.76,24563.7,103549.6,152677.1,2048.3,1759.5,2048.3,Myz_max/UW,1,0.25,
0.50_5.00_3900_27_140_250,1614,0.5,5.0,3900.0,27.0,140.0,250.0,1.786,80,3563.0,4230.0,325.565,315.0625,265.7025,49.31,45.74,1.634,6.45865,129.743,8301.3,92397.5,109000.0,2534.3,2114.9,2534.3,Myz_max/UW,0,0.39,
0.50_3.00_4200_27_140_325,1615,0.5,3.0,4200.0,27.0,140.0,325.0,2.321,86,3799.0,4591.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.61449,129.688,14200.0,66845.5,95245.5,2444.7,2148.7,2444.7,Myz_max/UW,0,0.35,
1.00_3.50_4200_27_140_325,1616,1.0,3.5,4200.0,27.0,140.0,325.0,2.321,86,3799.0,4591.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.61449,129.688,14200.0,76394.9,104794.9,2459.6,2160.1,2459.6,Myz_max/UW,0,0.38,
0.50_4.50_3600_19_230_550,1617,0.5,4.5,3600.0,19.0,230.0,550.0,2.391,45,2986.0,4198.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.22597,129.68,31211.2,58995.0,121417.4,2182.9,1732.2,2182.9,Myz_max/UW,0,0.24,
1.00_5.00_3600_19_230_550,1618,1.0,5.0,3600.0,19.0,230.0,550.0,2.391,45,2986.0,4198.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.22597,129.68,31211.2,64894.5,127316.9,2197.3,1741.0,2197.3,Myz_max/UW,0,0.23,
0.70_3.00_4500_23_230_550,1619,0.7,3.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.19652,129.672,41199.3,68866.5,151265.0,1992.0,1770.8,1992.0,Myz_max/UW,1,0.28,
0.50_3.50_3900_27_140_325,1620,0.5,3.5,3900.0,27.0,140.0,325.0,2.321,80,3499.0,4291.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.9618,129.666,13186.5,64805.8,91178.8,2498.2,2146.2,2498.2,Myz_max/UW,0,0.38,
1.00_4.00_3900_27_140_325,1621,1.0,4.0,3900.0,27.0,140.0,325.0,2.321,80,3499.0,4291.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.9618,129.666,13186.5,72906.5,99279.5,2513.4,2157.5,2513.4,Myz_max/UW,0,0.35,
0.30_4.00_4500_19_170_325,1622,0.3,4.0,4500.0,19.0,170.0,325.0,1.912,76,4105.0,4885.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.22378,129.662,14557.7,100347.1,129462.5,2210.6,1931.1,2210.6,Myz_max/UW,0,0.29,
0.70_4.50_3900_27_200_400,1623,0.7,4.5,3900.0,27.0,200.0,400.0,2.0,56,3382.0,4406.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.76747,129.632,20600.0,75680.3,116880.3,2221.5,1857.3,2221.5,Myz_max/UW,0,0.27,
0.30_4.00_3900_31_170_325,1624,0.3,4.0,3900.0,31.0,170.0,325.0,1.912,66,3459.0,4332.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.01982,129.63,14234.2,71249.1,99717.5,2373.5,1991.6,2373.5,Myz_max/UW,0,0.3,
0.30_5.00_3900_19_170_325,1625,0.3,5.0,3900.0,19.0,170.0,325.0,1.912,66,3505.0,4285.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.0175,129.62,12616.6,89413.8,114646.9,2296.6,1924.6,2296.6,Myz_max/UW,0,0.3,
0.70_4.50_4200_19_230_475,1626,0.7,4.5,4200.0,19.0,230.0,475.0,2.065,52,3640.0,4746.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,5.22877,129.581,28256.5,87667.5,144180.5,2027.8,1736.7,2027.8,Myz_max/UW,1,0.27,
0.30_5.00_3600_23_200_400,1627,0.3,5.0,3600.0,23.0,200.0,400.0,2.0,52,3102.0,4086.9999999999995,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,6.20792,129.545,18259.9,70034.5,106554.4,2280.7,1825.6,2280.7,Myz_max/UW,0,0.26,
0.30_5.00_3600_27_170_325,1628,0.3,5.0,3600.0,27.0,170.0,325.0,1.912,61,3173.0,4018.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,6.51039,129.542,12700.9,73277.2,98678.9,2429.4,1960.5,2429.4,Myz_max/UW,0,0.27,
0.50_3.50_4500_15_230_550,1629,0.5,3.5,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.19039,129.538,36625.3,81297.3,154547.9,1970.8,1747.4,1970.8,Myz_max/UW,1,0.27,
1.00_4.00_4500_15_230_550,1630,1.0,4.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.19039,129.538,36625.3,91459.5,164710.1,1982.6,1756.5,1982.6,Myz_max/UW,1,0.27,
0.70_4.50_3300_31_170_400,1631,0.7,4.5,3300.0,31.0,170.0,400.0,2.353,56,2790.0,3798.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.7632,129.536,17519.7,51504.4,86543.8,2602.4,2007.6,2602.4,Myz_max/UW,0,0.29,
0.50_4.00_4200_31_140_250,1632,0.5,4.0,4200.0,31.0,140.0,250.0,1.786,86,3853.0,4540.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.99536,129.508,9217.7,88404.9,106840.3,2519.7,2148.1,2519.7,Myz_max/UW,0,0.34,
1.00_4.50_4200_31_140_250,1633,1.0,4.5,4200.0,31.0,140.0,250.0,1.786,86,3853.0,4540.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.99536,129.508,9217.7,98227.7,116663.1,2534.6,2159.2,2534.6,Myz_max/UW,0,0.36,
0.50_5.00_4200_27_200_325,1634,0.5,5.0,4200.0,27.0,200.0,325.0,1.625,60,3746.0,4645.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,6.61683,129.48,15427.6,102132.5,132987.7,2191.1,1837.7,2191.1,Myz_max/UW,0,0.27,
0.30_4.00_4200_31_230_400,1635,0.3,4.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,6.20616,129.451,23638.6,78857.4,126134.5,2097.5,1770.3,2097.5,Myz_max/UW,1,0.28,
0.30_4.50_4200_31_110_175,1636,0.3,4.5,4200.0,31.0,110.0,175.0,1.591,110,3947.0,4448.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.69118,129.43,4668.4,103079.0,112415.7,2791.8,2346.4,2791.8,Myz_max/UW,0,0.42,
0.50_4.50_3600_19_200_475,1637,0.5,4.5,3600.0,19.0,200.0,475.0,2.375,52,3069.0,4118.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.22168,129.418,23361.8,62320.3,109043.9,2270.9,1828.8,2270.9,Myz_max/UW,0,0.28,
1.00_5.00_3600_19_200_475,1638,1.0,5.0,3600.0,19.0,200.0,475.0,2.375,52,3069.0,4118.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.22168,129.418,23361.8,68552.3,115275.9,2285.4,1838.2,2285.4,Myz_max/UW,0,0.25,
1.00_3.00_4200_31_230_550,1639,1.0,3.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.51246,129.375,41907.6,56834.8,140650.0,2070.0,1817.1,2070.0,Myz_max/UW,1,0.28,
0.50_4.00_4200_15_140_325,1640,0.5,4.0,4200.0,15.0,140.0,325.0,2.321,86,3852.0,4538.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.59877,129.28,12093.4,88359.0,112545.7,2390.9,2098.7,2390.9,Myz_max/UW,0,0.33,
1.00_4.50_4200_15_140_325,1641,1.0,4.5,4200.0,15.0,140.0,325.0,2.321,86,3852.0,4538.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.59877,129.28,12093.4,98176.7,122363.4,2405.6,2109.8,2405.6,Myz_max/UW,0,0.33,
0.30_3.00_4500_19_170_400,1642,0.3,3.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,4.22693,129.184,20766.2,76007.8,117540.3,2198.4,1961.8,2198.4,Myz_max/UW,0,0.35,
0.70_4.50_3300_31_200_475,1643,0.7,4.5,3300.0,31.0,200.0,475.0,2.375,47,2697.0,3890.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.76823,129.102,24571.6,48128.0,97271.1,2499.8,1885.0,2499.8,Myz_max/UW,0,0.26,
0.30_4.50_4500_23_200_325,1644,0.3,4.5,4500.0,23.0,200.0,325.0,1.625,65,4061.0,4930.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,6.08593,129.077,16004.0,109119.4,141127.4,2125.2,1819.6,2125.2,Myz_max/UW,0,0.28,
0.50_5.00_3900_15_230_475,1645,0.5,5.0,3900.0,15.0,230.0,475.0,2.065,49,3368.0,4419.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,5.52691,129.06,24828.2,82560.6,132217.0,2067.9,1723.1,2067.9,Myz_max/UW,1,0.25,
0.30_5.00_4500_19_110_175,1646,0.3,5.0,4500.0,19.0,110.0,175.0,1.591,118,4270.0,4725.0,227.89549999999997,220.54375000000002,185.99175,34.52,32.02,1.455,6.21625,129.052,4516.2,132704.1,141736.4,2650.7,2271.0,2650.7,Myz_max/UW,0,0.39,
0.30_4.00_4500_23_140_250,1647,0.3,4.0,4500.0,23.0,140.0,250.0,1.786,92,4175.0,4818.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.58095,129.033,9211.7,103798.5,122222.0,2418.0,2095.4,2418.0,Myz_max/UW,0,0.39,
0.70_3.50_3900_27_230_550,1648,0.7,3.5,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,4.77533,129.014,37475.5,55156.0,130106.9,2105.7,1787.2,2105.7,Myz_max/UW,0,0.26,
0.70_4.00_4500_19_230_475,1649,0.7,4.0,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,4.83181,128.996,30318.9,92442.3,153080.0,1991.7,1743.5,1991.7,Myz_max/UW,1,0.28,
0.30_3.50_3600_31_140_325,1650,0.3,3.5,3600.0,31.0,140.0,325.0,2.321,74,3184.0,4006.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.33843,128.983,12658.4,53662.6,78979.3,2606.6,2171.4,2606.6,Myz_max/UW,0,0.3,
0.30_5.00_3300_19_140_325,1651,0.3,5.0,3300.0,19.0,140.0,325.0,2.321,68,2934.0,3657.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.81042,128.982,10095.7,62654.0,82845.4,2675.7,2087.3,2675.7,Myz_max/UW,0,0.3,
1.00_3.00_4200_31_200_475,1652,1.0,3.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.50758,128.923,31323.7,59925.9,122573.3,2177.8,1917.5,2177.8,Myz_max/UW,0,0.27,
0.70_4.50_3900_15_200_475,1653,0.7,4.5,3900.0,15.0,200.0,475.0,2.375,56,3396.0,4390.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.82609,128.877,23768.1,76308.2,123844.4,2174.1,1837.0,2174.1,Myz_max/UW,0,0.27,
0.50_5.00_3600_23_230_475,1654,0.5,5.0,3600.0,23.0,230.0,475.0,2.065,45,3015.0,4171.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,6.01247,128.851,25483.0,66161.2,117127.1,2198.1,1741.6,2198.1,Myz_max/UW,0,0.24,
0.70_4.00_3900_23_140_325,1655,0.7,4.0,3900.0,23.0,140.0,325.0,2.321,80,3516.0,4275.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,4.92969,128.842,12592.4,73616.7,98801.5,2485.4,2132.8,2485.4,Myz_max/UW,0,0.33,
0.50_3.00_3900_31_200_475,1656,0.5,3.0,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.82773,128.833,29105.0,50346.8,108556.8,2223.2,1905.4,2223.2,Myz_max/UW,0,0.27,
1.00_3.50_3900_31_200_475,1657,1.0,3.5,3900.0,31.0,200.0,475.0,2.375,56,3297.0,4490.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.82773,128.833,29105.0,57539.2,115749.2,2236.3,1915.6,2236.3,Myz_max/UW,0,0.26,
0.70_4.50_4200_23_170_325,1658,0.7,4.5,4200.0,23.0,170.0,325.0,1.912,71,3788.0,4602.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.55778,128.823,14242.1,94941.4,123425.7,2281.0,1958.7,2281.0,Myz_max/UW,0,0.31,
0.50_4.00_3900_19_200_475,1659,0.5,4.0,3900.0,19.0,200.0,475.0,2.375,56,3369.0,4418.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.82472,128.821,25286.6,67589.7,118162.8,2178.1,1843.7,2178.1,Myz_max/UW,0,0.29,
1.00_4.50_3900_19_200_475,1660,1.0,4.5,3900.0,19.0,200.0,475.0,2.375,56,3369.0,4418.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,4.82472,128.821,25286.6,75099.6,125672.8,2191.5,1853.4,2191.5,Myz_max/UW,0,0.26,
0.30_4.50_4500_19_230_400,1661,0.3,4.5,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,5.72866,128.788,22655.8,105601.3,150913.0,1997.9,1720.6,1997.9,Myz_max/UW,1,0.26,
0.70_4.50_4500_27_200_325,1662,0.7,4.5,4500.0,27.0,200.0,325.0,1.625,65,4046.0000000000005,4945.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.487,6.06939,128.712,16579.4,108314.7,141473.6,2161.2,1849.4,2161.2,Myz_max/UW,0,0.29,
0.70_4.00_4500_23_170_325,1663,0.7,4.0,4500.0,23.0,170.0,325.0,1.912,76,4088.0,4902.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.18494,128.69,15259.7,99517.6,130037.0,2246.5,1962.5,2246.5,Myz_max/UW,0,0.33,
0.30_5.00_3900_15_200_400,1664,0.3,5.0,3900.0,15.0,200.0,400.0,2.0,56,3445.0,4343.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,5.72294,128.688,17802.4,86378.8,121983.6,2162.1,1809.5,2162.1,Myz_max/UW,0,0.26,
0.50_4.50_3900_15_110_250,1665,0.5,4.5,3900.0,15.0,110.0,250.0,2.273,102,3630.0,4162.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.01483,128.648,6704.7,87186.5,100595.8,2674.1,2304.8,2674.1,Myz_max/UW,0,0.31,
1.00_5.00_3900_15_110_250,1666,1.0,5.0,3900.0,15.0,110.0,250.0,2.273,102,3630.0,4162.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.01483,128.648,6704.7,95905.1,109314.4,2691.1,2317.1,2691.1,Myz_max/UW,0,0.29,
0.70_4.00_4500_27_140_250,1667,0.7,4.0,4500.0,27.0,140.0,250.0,1.786,92,4163.0,4830.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.56404,128.636,9575.6,103202.7,122353.8,2460.2,2130.7,2460.2,Myz_max/UW,0,0.36,
0.50_4.50_3300_31_110_250,1668,0.5,4.5,3300.0,31.0,110.0,250.0,2.273,86,2978.0,3615.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.954,128.631,6906.3,58679.3,72492.0,3001.1,2386.4,3001.1,Myz_max/UW,0,0.35,
1.00_5.00_3300_31_110_250,1669,1.0,5.0,3300.0,31.0,110.0,250.0,2.273,86,2978.0,3615.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.954,128.631,6906.3,64547.3,78360.0,3020.7,2399.4,3020.7,Myz_max/UW,0,0.35,
0.30_4.50_4200_23_140_250,1670,0.3,4.5,4200.0,23.0,140.0,250.0,1.786,86,3875.0,4518.0,325.565,315.0625,265.7025,49.31,45.74,1.634,5.95374,128.63,8599.0,99352.6,116550.5,2454.4,2096.7,2454.4,Myz_max/UW,0,0.36,
0.30_3.00_3900_31_110_250,1671,0.3,3.0,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.0142,128.606,8173.0,59294.5,75640.5,2774.1,2397.3,2774.1,Myz_max/UW,0,0.37,
0.70_5.00_3300_27_110_250,1672,0.7,5.0,3300.0,27.0,110.0,250.0,2.273,86,2990.0,3603.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.95227,128.601,6632.1,65068.5,78332.8,2971.4,2356.7,2971.4,Myz_max/UW,0,0.37,
0.30_4.00_3900_19_110_250,1673,0.3,4.0,3900.0,19.0,110.0,250.0,2.273,102,3616.0,4177.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.01294,128.593,7123.1,77863.7,92109.9,2686.6,2314.8,2686.6,Myz_max/UW,0,0.35,
0.50_4.50_4500_15_170_325,1674,0.5,4.5,4500.0,15.0,170.0,325.0,1.912,76,4123.0,4867.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.1796,128.583,13793.4,112476.7,140063.4,2205.9,1931.4,2205.9,Myz_max/UW,0,0.26,
1.00_5.00_4500_15_170_325,1675,1.0,5.0,4500.0,15.0,170.0,325.0,1.912,76,4123.0,4867.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,5.1796,128.583,13793.4,123724.3,151311.1,2219.1,1941.2,2219.1,Myz_max/UW,0,0.29,
