idx,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,B_mm,C_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,S_index,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa,governing,feasible,t_s,warn
0.30_5.00_4500_31_170_400,1,0.3,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,7.38293,225.078,23899.8,115870.9,163670.4,1918.8,1566.8,1918.8,Myz_max/UW,1,2.22,
0.50_5.00_4500_31_200_475,2,0.5,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,7.18749,222.42,33637.1,110532.3,177806.6,1820.6,1487.4,1820.6,Myz_max/UW,1,0.31,
0.50_5.00_4500_31_230_550,3,0.5,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,7.19226,221.879,44954.4,105264.3,195173.2,1738.9,1414.3,1738.9,Myz_max/UW,1,0.35,
0.30_5.00_4500_31_140_325,4,0.3,5.0,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,7.37859,221.376,15820.0,121394.8,153034.8,2070.9,1696.5,2070.9,Myz_max/UW,1,0.37,
0.50_5.00_4500_31_170_400,5,0.5,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,7.18293,218.998,23899.8,115870.9,163670.4,1936.5,1589.1,1936.5,Myz_max/UW,1,0.3,
0.30_5.00_4500_31_110_250,6,0.3,5.0,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,7.37447,218.414,9439.6,127047.3,145926.4,2280.2,1872.3,2280.2,Myz_max/UW,0,0.42,
0.70_5.00_4500_31_200_475,7,0.7,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.98749,216.245,33637.1,110532.3,177806.6,1837.6,1508.9,1837.6,Myz_max/UW,1,0.32,
0.70_5.00_4500_31_230_550,8,0.7,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.99226,215.719,44954.4,105264.3,195173.2,1754.7,1434.6,1754.7,Myz_max/UW,1,0.29,
0.50_5.00_4500_31_140_325,9,0.5,5.0,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,7.17859,215.396,15820.0,121394.8,153034.8,2090.6,1721.0,2090.6,Myz_max/UW,1,0.42,
0.70_5.00_4500_31_170_400,10,0.7,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.98293,212.918,23899.8,115870.9,163670.4,1954.9,1612.5,1954.9,Myz_max/UW,1,0.36,
0.30_5.00_4500_27_170_400,11,0.3,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.97135,212.583,22951.7,116977.0,162880.5,1922.4,1586.3,1922.4,Myz_max/UW,1,2.13,
0.50_5.00_4500_31_110_250,12,0.5,5.0,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,7.17447,212.514,9439.6,127047.3,145926.4,2302.9,1900.0,2302.9,Myz_max/UW,0,0.38,
0.30_4.50_4500_31_170_400,13,0.3,4.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.88293,209.878,23899.8,105337.2,153136.7,1953.2,1616.8,1953.2,Myz_max/UW,1,0.34,
0.50_5.00_4500_27_200_475,14,0.5,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.77569,209.73,32329.2,111783.8,176442.2,1826.0,1507.2,1826.0,Myz_max/UW,1,0.29,
0.70_5.00_4500_31_140_325,15,0.7,5.0,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.97859,209.416,15820.0,121394.8,153034.8,2111.3,1746.8,2111.3,Myz_max/UW,0,0.35,
0.50_5.00_4500_27_230_550,16,0.5,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.78021,209.22,43190.3,106652.8,193033.4,1744.5,1433.1,1744.5,Myz_max/UW,1,0.27,
0.30_5.00_4500_27_140_325,17,0.3,5.0,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.96719,209.087,15213.5,122288.1,152715.0,2074.2,1717.7,2074.2,Myz_max/UW,1,0.34,
0.50_4.50_4500_31_200_475,18,0.5,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.68749,206.982,33637.1,100483.9,167758.2,1853.7,1535.9,1853.7,Myz_max/UW,1,0.29,
1.00_5.00_4500_31_200_475,19,1.0,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.68749,206.982,33637.1,110532.3,177806.6,1864.5,1543.4,1864.5,Myz_max/UW,1,0.28,
0.70_5.00_4500_31_110_250,20,0.7,5.0,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.97447,206.614,9439.6,127047.3,145926.4,2326.6,1929.1,2326.6,Myz_max/UW,0,0.41,
0.50_5.00_4500_27_170_400,21,0.5,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.77135,206.503,22951.7,116977.0,162880.5,1941.7,1610.4,1941.7,Myz_max/UW,1,0.35,
0.50_4.50_4500_31_230_550,22,0.5,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.69226,206.479,44954.4,95694.8,185603.7,1769.4,1460.1,1769.4,Myz_max/UW,1,0.26,
1.00_5.00_4500_31_230_550,23,1.0,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.69226,206.479,44954.4,105264.3,195173.2,1779.7,1467.2,1779.7,Myz_max/UW,1,0.27,
0.30_4.50_4500_31_140_325,24,0.3,4.5,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.87859,206.426,15820.0,110358.9,141999.0,2109.4,1751.5,2109.4,Myz_max/UW,0,0.36,
0.30_5.00_4500_27_110_250,25,0.3,5.0,4500.0,27.0,110.0,250.0,2.273,118,4190.0,4803.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.96322,206.29,9065.4,127778.1,145909.0,2283.0,1895.9,2283.0,Myz_max/UW,0,0.47,
0.30_5.00_4200_31_170_400,26,0.3,5.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,7.20293,205.151,22305.0,99101.7,143711.7,2015.8,1631.2,2015.8,Myz_max/UW,1,0.29,
0.50_4.50_4500_31_170_400,27,0.5,4.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.68293,203.798,23899.8,105337.2,153136.7,1972.8,1641.7,1972.8,Myz_max/UW,1,0.34,
1.00_5.00_4500_31_170_400,28,1.0,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.68293,203.798,23899.8,115870.9,163670.4,1984.1,1649.7,1984.1,Myz_max/UW,1,0.32,
0.30_4.50_4500_31_110_250,29,0.3,4.5,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.87447,203.664,9439.6,115497.5,134376.6,2324.6,1934.4,2324.6,Myz_max/UW,0,0.38,
0.70_5.00_4500_27_200_475,30,0.7,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.57569,203.555,32329.2,111783.8,176442.2,1844.7,1530.5,1844.7,Myz_max/UW,1,0.31,
0.50_5.00_4500_27_140_325,31,0.5,5.0,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.76719,203.107,15213.5,122288.1,152715.0,2095.7,1744.1,2095.7,Myz_max/UW,1,0.35,
0.70_5.00_4500_27_230_550,32,0.7,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.58021,203.06,43190.3,106652.8,193033.4,1761.9,1455.2,1761.9,Myz_max/UW,1,0.29,
0.30_5.00_4200_31_140_325,33,0.3,5.0,4200.0,31.0,140.0,325.0,2.321,86,3784.0,4606.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,7.19851,201.9,14766.2,104215.1,133747.5,2170.7,1767.1,2170.7,Myz_max/UW,0,0.37,
0.30_5.00_4500_23_170_400,34,0.3,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.58809,200.948,21923.5,118147.1,161994.0,1931.1,1609.7,1931.1,Myz_max/UW,1,0.3,
0.50_5.00_4200_31_230_550,35,0.5,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,7.01246,200.875,41907.6,89311.8,173127.0,1840.3,1475.3,1840.3,Myz_max/UW,1,0.35,
0.70_4.50_4500_31_200_475,36,0.7,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.48749,200.807,33637.1,100483.9,167758.2,1872.6,1560.0,1872.6,Myz_max/UW,1,0.3,
0.50_4.50_4500_31_140_325,37,0.5,4.5,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.67859,200.446,15820.0,110358.9,141999.0,2131.3,1778.8,2131.3,Myz_max/UW,0,0.34,
1.00_5.00_4500_31_140_325,38,1.0,5.0,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.67859,200.446,15820.0,121394.8,153034.8,2144.0,1787.6,2144.0,Myz_max/UW,0,0.34,
0.70_5.00_4500_27_170_400,39,0.7,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.57135,200.423,22951.7,116977.0,162880.5,1961.9,1635.6,1961.9,Myz_max/UW,1,0.32,
0.50_5.00_4500_27_110_250,40,0.5,5.0,4500.0,27.0,110.0,250.0,2.273,118,4190.0,4803.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.76322,200.39,9065.4,127778.1,145909.0,2307.7,1925.7,2307.7,Myz_max/UW,0,0.4,
0.70_4.50_4500_31_230_550,41,0.7,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.49226,200.319,44954.4,95694.8,185603.7,1786.9,1482.8,1786.9,Myz_max/UW,1,0.27,
0.50_5.00_4200_31_200_475,42,0.5,5.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,7.00758,200.173,31323.7,94169.3,156816.7,1925.4,1555.1,1925.4,Myz_max/UW,1,0.3,
0.50_5.00_4200_31_170_400,43,0.5,5.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,7.00293,199.471,22305.0,99101.7,143711.7,2034.1,1655.1,2034.1,Myz_max/UW,1,0.32,
0.30_5.00_4200_31_110_250,44,0.3,5.0,4200.0,31.0,110.0,250.0,2.273,110,3878.0,4515.0,325.565,315.0625,265.7025,49.31,45.74,2.079,7.19433,198.649,8806.3,109457.1,127069.7,2388.8,1954.5,2388.8,Myz_max/UW,0,0.43,
0.50_5.00_4500_23_200_475,45,0.5,5.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.39223,197.913,30858.8,113157.2,174874.9,1836.3,1530.8,1836.3,Myz_max/UW,1,0.31,
0.50_4.50_4500_31_110_250,46,0.5,4.5,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.67447,197.764,9439.6,115497.5,134376.6,2349.8,1965.2,2349.8,Myz_max/UW,0,0.39,
1.00_5.00_4500_31_110_250,47,1.0,5.0,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.67447,197.764,9439.6,127047.3,145926.4,2364.2,1975.1,2364.2,Myz_max/UW,0,0.39,
0.70_4.50_4500_31_170_400,48,0.7,4.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.48293,197.718,23899.8,105337.2,153136.7,1993.3,1667.6,1993.3,Myz_max/UW,1,0.36,
0.30_5.00_4500_23_140_325,49,0.3,5.0,4500.0,23.0,140.0,325.0,2.321,92,4116.0,4875.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.5841,197.643,14527.5,123304.6,152359.5,2083.0,1743.1,2083.0,Myz_max/UW,1,0.36,
0.50_5.00_4500_23_230_550,50,0.5,5.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.39652,197.432,41199.3,108218.8,190617.3,1754.4,1455.7,1754.4,Myz_max/UW,1,0.28,
0.30_4.50_4500_27_170_400,51,0.3,4.5,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.47135,197.383,22951.7,106342.8,152246.2,1960.9,1640.5,1960.9,Myz_max/UW,1,0.34,
0.70_5.00_4500_27_140_325,52,0.7,5.0,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.56719,197.127,15213.5,122288.1,152715.0,2118.3,1771.7,2118.3,Myz_max/UW,0,0.37,
0.50_5.00_4200_31_140_325,53,0.5,5.0,4200.0,31.0,140.0,325.0,2.321,86,3784.0,4606.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.99851,196.31,14766.2,104215.1,133747.5,2191.5,1793.3,2191.5,Myz_max/UW,0,0.35,
0.70_5.00_4200_31_230_550,54,0.7,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.81246,195.155,41907.6,89311.8,173127.0,1856.1,1497.2,1856.1,Myz_max/UW,1,0.28,
0.30_5.00_4500_23_110_250,55,0.3,5.0,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.58027,194.999,8668.9,128511.1,145848.8,2292.1,1924.1,2292.1,Myz_max/UW,0,0.38,
0.50_5.00_4500_23_170_400,56,0.5,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.38809,194.868,21923.5,118147.1,161994.0,1952.2,1635.5,1952.2,Myz_max/UW,1,0.32,
0.30_4.00_4500_31_170_400,57,0.3,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.38293,194.678,23899.8,94803.4,142603.0,1992.5,1672.8,1992.5,Myz_max/UW,1,0.87,
0.70_5.00_4500_27_110_250,58,0.7,5.0,4500.0,27.0,110.0,250.0,2.273,118,4190.0,4803.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.56322,194.49,9065.4,127778.1,145909.0,2333.6,1956.8,2333.6,Myz_max/UW,0,0.38,
0.70_5.00_4200_31_200_475,59,0.7,5.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.80758,194.473,31323.7,94169.3,156816.7,1942.8,1578.3,1942.8,Myz_max/UW,1,0.27,
0.70_4.50_4500_31_140_325,60,0.7,4.5,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.47859,194.466,15820.0,110358.9,141999.0,2154.3,1807.3,2154.3,Myz_max/UW,0,0.34,
0.50_4.50_4500_27_200_475,61,0.5,4.5,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.27569,194.292,32329.2,101621.7,166280.0,1863.4,1559.9,1863.4,Myz_max/UW,1,0.27,
1.00_5.00_4500_27_200_475,62,1.0,5.0,4500.0,27.0,200.0,475.0,2.375,65,3919.0,5068.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.27569,194.292,32329.2,111783.8,176442.2,1874.3,1567.5,1874.3,Myz_max/UW,1,0.27,
0.30_5.00_4200_27_170_400,63,0.3,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.81871,194.256,21420.0,100124.9,142964.9,2017.9,1649.5,2017.9,Myz_max/UW,1,0.28,
0.30_4.50_4500_27_140_325,64,0.3,4.5,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.46719,194.137,15213.5,111171.0,141597.9,2117.2,1777.2,2117.2,Myz_max/UW,0,0.33,
0.50_4.50_4500_27_230_550,65,0.5,4.5,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.28021,193.82,43190.3,96957.1,183337.7,1779.1,1483.0,1779.1,Myz_max/UW,1,0.27,
1.00_5.00_4500_27_230_550,66,1.0,5.0,4500.0,27.0,230.0,550.0,2.391,56,3828.0,5156.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.28021,193.82,43190.3,106652.8,193033.4,1789.7,1490.2,1789.7,Myz_max/UW,1,0.26,
0.70_5.00_4200_31_170_400,67,0.7,5.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.80293,193.791,22305.0,99101.7,143711.7,2053.3,1680.0,2053.3,Myz_max/UW,1,0.29,
0.50_5.00_4200_31_110_250,68,0.5,5.0,4200.0,31.0,110.0,250.0,2.273,110,3878.0,4515.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.99433,193.149,8806.3,109457.1,127069.7,2412.8,1984.4,2412.8,Myz_max/UW,0,0.37,
0.30_5.00_4500_31_200_400,69,0.3,5.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,7.38434,192.501,24658.3,114423.4,163739.9,1912.8,1571.5,1912.8,Myz_max/UW,1,0.27,
0.70_4.50_4500_31_110_250,70,0.7,4.5,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.47447,191.864,9439.6,115497.5,134376.6,2376.1,1997.3,2376.1,Myz_max/UW,0,0.39,
0.70_5.00_4500_23_200_475,71,0.7,5.0,4500.0,23.0,200.0,475.0,2.375,65,3943.0,5044.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.19223,191.738,30858.8,113157.2,174874.9,1856.8,1555.7,1856.8,Myz_max/UW,1,0.3,
0.50_5.00_4500_23_140_325,72,0.5,5.0,4500.0,23.0,140.0,325.0,2.321,92,4116.0,4875.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.3841,191.663,14527.5,123304.6,152359.5,2106.5,1771.4,2106.5,Myz_max/UW,0,0.34,
0.50_5.00_4500_31_230_475,73,0.5,5.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,7.18911,191.623,34464.8,109062.3,177991.9,1825.0,1500.1,1825.0,Myz_max/UW,1,0.27,
0.50_4.00_4500_31_200_475,74,0.5,4.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.18749,191.545,33637.1,90435.5,157709.8,1891.5,1590.4,1891.5,Myz_max/UW,1,0.29,
1.00_4.50_4500_31_200_475,75,1.0,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.18749,191.545,33637.1,100483.9,167758.2,1902.3,1598.2,1902.3,Myz_max/UW,1,0.27,
0.30_4.50_4500_27_110_250,76,0.3,4.5,4500.0,27.0,110.0,250.0,2.273,118,4190.0,4803.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.46322,191.54,9065.4,116161.9,134292.8,2332.6,1962.9,2332.6,Myz_max/UW,0,0.38,
0.30_4.00_4500_31_140_325,77,0.3,4.0,4500.0,31.0,140.0,325.0,2.321,92,4083.9999999999995,4906.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.37859,191.476,15820.0,99323.0,130963.1,2153.4,1813.0,2153.4,Myz_max/UW,0,0.35,
0.50_4.50_4500_27_170_400,78,0.5,4.5,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.27135,191.303,22951.7,106342.8,152246.2,1982.6,1667.2,1982.6,Myz_max/UW,1,0.35,
1.00_5.00_4500_27_170_400,79,1.0,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.27135,191.303,22951.7,116977.0,162880.5,1994.2,1675.4,1994.2,Myz_max/UW,1,0.3,
0.70_5.00_4500_23_230_550,80,0.7,5.0,4500.0,23.0,230.0,550.0,2.391,56,3856.0,5128.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.19652,191.272,41199.3,108218.8,190617.3,1773.7,1479.4,1773.7,Myz_max/UW,1,0.28,
0.30_5.00_4200_27_140_325,81,0.3,5.0,4200.0,27.0,140.0,325.0,2.321,86,3799.0,4591.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.81449,191.178,14200.0,105043.0,133443.0,2172.4,1786.9,2172.4,Myz_max/UW,0,0.36,
0.50_4.00_4500_31_230_550,82,0.5,4.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.19226,191.079,44954.4,86125.3,176034.2,1804.5,1511.5,1804.5,Myz_max/UW,1,0.29,
1.00_4.50_4500_31_230_550,83,1.0,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.19226,191.079,44954.4,95694.8,185603.7,1815.0,1518.9,1815.0,Myz_max/UW,1,0.24,
0.30_4.50_4200_31_170_400,84,0.3,4.5,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.70293,190.951,22305.0,90092.5,134702.4,2051.2,1684.7,2051.2,Myz_max/UW,1,0.3,
0.70_5.00_4200_31_140_325,85,0.7,5.0,4200.0,31.0,140.0,325.0,2.321,86,3784.0,4606.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.79851,190.72,14766.2,104215.1,133747.5,2213.2,1821.1,2213.2,Myz_max/UW,0,0.32,
0.30_5.00_4500_19_170_400,86,0.3,5.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.22693,189.984,20766.2,119440.9,160973.3,1944.8,1637.5,1944.8,Myz_max/UW,1,0.28,
0.50_5.00_4200_27_230_550,87,0.5,5.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.62774,189.904,40260.3,90591.1,171111.7,1844.2,1493.3,1844.2,Myz_max/UW,1,0.3,
0.50_5.00_4200_27_200_475,88,0.5,5.0,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.62313,189.24,30102.6,95324.7,155530.0,1929.3,1573.8,1929.3,Myz_max/UW,1,0.27,
0.50_5.00_4500_23_110_250,89,0.5,5.0,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.38027,189.099,8668.9,128511.1,145848.8,2319.0,1956.0,2319.0,Myz_max/UW,0,0.36,
0.30_4.00_4500_31_110_250,90,0.3,4.0,4500.0,31.0,110.0,250.0,2.273,118,4178.0,4815.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.37447,188.914,9439.6,103947.8,122826.9,2375.3,2003.9,2375.3,Myz_max/UW,0,0.36,
0.70_5.00_4500_23_170_400,91,0.7,5.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.18809,188.788,21923.5,118147.1,161994.0,1974.4,1662.4,1974.4,Myz_max/UW,1,0.3,
0.50_4.00_4500_31_170_400,92,0.5,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.18293,188.598,23899.8,94803.4,142603.0,2014.4,1700.6,2014.4,Myz_max/UW,1,0.28,
1.00_4.50_4500_31_170_400,93,1.0,4.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.18293,188.598,23899.8,105337.2,153136.7,2026.0,1709.0,2026.0,Myz_max/UW,1,0.33,
0.50_5.00_4200_27_170_400,94,0.5,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.61871,188.576,21420.0,100124.9,142964.9,2037.9,1675.1,2037.9,Myz_max/UW,1,0.27,
0.50_4.50_4500_27_140_325,95,0.5,4.5,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.26719,188.157,15213.5,111171.0,141597.9,2141.4,1806.5,2141.4,Myz_max/UW,0,0.36,
