k,dt_s,eps_UW_pct,eps_DW_pct,eps_Sys_pct
0.0,20,-14.502562052732927,-27.908243165463574,-16.91780147961479
0.05,20,-11.299143426146918,-23.836944346240017,-13.560041727550532
0.1,20,-7.997783227479383,-19.57447165840973,-10.087218434873634
0.15,20,-4.596431726099503,-15.114522846029088,-6.49647202489485
0.2,20,-1.0930188446941491,-10.45069372057663,-2.7849062110367195
0.25,20,2.5145457359587065,-5.576478693719011,1.050411807982754
0.3,20,6.2283724736659,-0.48527130838608157,5.0124511543343075
0.35,20,10.05059186290065,4.829635232198148,9.10421707871274
0.4,20,13.983354334248999,10.375047537845528,13.328750769496821
0.45,20,18.02883015518264,16.15787150737702,17.68912916349452
0.5,20,22.189209332122715,22.185111807490454,22.18846475832601
0.55,20,26.466701513759872,28.46387135474504,26.82990542648689
0.6,20,30.863535895598957,35.00135080086086,31.616634231127282
0.65,20,35.38196112569874,41.804848021506835,36.55186924357492
0.7,20,40.02424521157619,48.88175760872877,41.638863362623994
0.75,20,44.792675428249915,56.239570367152304,46.88090413560604
0.8,20,49.68955822739534,63.885872814076116,52.28131358125463
0.85,20,54.71721914758769,71.82834668355329,57.84344801437087
0.9,20,59.87800272560815,80.07476843454924,63.57069787229146
0.95,20,65.17427240879165,88.63300876324487,69.46648754316168
1.0,20,70.60841046839319,97.51103211954725,75.5342751960067
1.05,20,76.182817913953,106.71689622785618,81.77755261259792
1.1,20,81.89991440863878,116.25875161212508,88.1998450211035
1.15,20,87.76213818554808,126.14484112524802,94.80471093151527
1.2,20,93.77194596494884,136.3834994827931,101.5957419728366
1.25,20,99.93181287244343,146.98315280109892,108.57656273202085
1.3,20,106.24423235803597,157.95231813974024,115.75083059464251
1.35,20,112.71171611608767,169.29960304836618,123.12223558728634
1.4,20,119.33679400614298,181.03370511790726,130.6945002216368
1.45,20,126.12201397461114,193.16341153614266,138.47137934024965
1.5,20,133.06994197728787,205.69759864761457,146.45665996398805
1.55,20,140.18316190270124,218.64523151787378,154.65416114110124
1.6,20,147.46427549626856,232.0153635020361,163.06773379792995
1.65,20,154.91590228524973,245.81713581762457,171.70126059121534
1.7,20,162.54182047527883,260.0597771216738,180.55958168871987
1.75,20,170.3452093382758,274.75260309206317,189.64706730104385
1.8,20,178.3272584956483,289.9050160130538,198.96649054832
1.85,20,186.49066567100832,305.5265043649893,208.52186576426072
1.9,20,194.85681831714854,321.62664241813,218.33237196658834
1.95,20,203.43460206872658,338.21508983058317,228.40705667659708
2.0,20,212.20405517825841,355.3015912502894,238.73161229513022
2.05,20,221.19336660904972,372.89597592102695,249.33076026427642
2.1,20,230.38303555319993,391.0081572923966,260.19060907839366
2.15,20,239.7741209686755,409.64813263374066,271.31394376109085
2.2,20,249.3695185752029,428.8259826519608,282.7050534825316
2.25,20,259.17214177457515,448.55187111318423,294.368258051925
2.3,20,269.1849215819199,468.8360444682456,306.30790778677203
2.35,20,279.4108065576086,489.68883148193225,318.5283833834303
2.4,20,289.8527627397938,511.12064286595347,331.0340957889786
2.45,20,300.513773577573,533.1419709155923,343.8294860743669
2.5,20,311.3968398647625,555.7633891499889,356.91902530882686
2.55,20,322.50497967428043,578.9955519560206,370.30721443553256
2.6,20,333.8412282931221,602.8491942357279,383.9985841484862
2.65,20,345.408638157927,627.3351310572436,397.9976947706179
2.7,20,357.2102787911274,652.4642573091879,412.30913613307985
2.75,20,369.2492367376647,678.2475473584751,426.93752745571356
2.8,20,381.54060289467833,704.6960547114976,441.8971826208475
2.85,20,394.09513063671443,731.8209116786394,457.1989244072681
2.9,20,406.8975408027021,759.6333290420807,472.83260586043633
2.95,20,419.95101059119185,788.1445957268422,488.80298068213517
3.0,20,433.26804779442966,817.366078475042,505.1223333171576
0.0,10,-13.11798024912485,-25.540649957373375,-15.357906742361028
0.05,10,-10.133078100345482,-21.65959145522368,-12.213170158735476
0.1,10,-7.062098028383446,-17.6061518492733,-8.966486304911204
0.15,10,-3.902533970615929,-13.374792008233793,-5.614763178767779
0.2,10,-0.6537977852895671,-8.959882772560945,-2.1564642777830767
0.25,10,2.6864144233121667,-4.355705434162383,1.411372056134752
0.3,10,6.119797787533865,0.44354778517630145,5.0912257150312
0.35,10,9.647647436014273,5.443773257027851,8.885266583771756
0.4,10,13.271774247732449,10.650955471562495,12.796104778564942
0.45,10,16.994005778919586,16.071166565089424,16.826381386664057
0.5,10,20.81618617902943,21.710565850168418,20.97876830096801
0.55,10,24.740176107895472,27.575399348525487,25.255968055910394
0.6,10,28.767852654036584,33.671999326979304,29.660713664696114
0.65,10,32.9011092540723,40.00678383656062,34.19576845793466
0.7,10,37.14185561321459,46.58625625498043,38.86392592371406
0.75,10,41.49201762680326,53.417004832587025,43.6680095491498
0.8,10,45.95353730285532,60.50570224192682,48.61087266344069
0.85,10,50.52837268559958,67.85910513101278,53.695398282453176
0.9,10,55.21849777997081,75.4840536803847,58.924498954855586
0.95,10,60.02590247703819,83.387471164034,64.30111660981488
1.0,10,64.95259248034336,91.57636351425123,69.82822240626601
1.05,10,70.0005892331286,100.05781889044543,75.50881658376163
1.1,10,75.17192984643073,108.83900725197276,81.34592831490322
1.15,10,80.46866702802316,117.92717993500226,87.34261555935493
1.2,10,85.89286901218598,127.32966923343976,93.501964919436
1.25,10,91.44661949028607,137.05388798392204,99.82709149728757
1.3,10,97.13201754214947,147.10732915488796,106.32113875360538
1.35,10,102.95117756821028,157.49756543972606,112.98727836793007
1.4,10,108.90622922241965,168.23224885399375,119.82871010048343
1.45,10,114.99931734589887,179.3191103366968,126.84866165553754
1.5,10,121.23654905857366,190.76595935561608,134.0535957936768
1.55,10,127.63985681600798,202.5806835166619,141.46284103684982
1.6,10,134.21938746090288,214.77124817723475,149.08615027796048
1.65,10,140.95311725729727,227.34569606356706,156.9071691334364
1.7,10,147.83958880908105,240.31214689201897,164.9262734381867
1.75,10,154.8811423255394,253.67879699429778,173.14693880289855
1.8,10,162.08200314452048,267.45391894656757,181.5741846489816
1.85,10,169.44405349537595,281.645861202418,190.21114380891953
1.9,10,176.9684930506044,296.2630477296548,199.06041129936915
1.95,10,184.65773211377234,311.31397765087377,208.12557902127665
2.0,10,192.51419670443818,326.8072248877832,217.41026632733033
2.05,10,200.5403284932443,342.7514378092331,226.91811989767373
2.1,10,208.73858473765216,359.1553388829125,236.65281361697157
2.15,10,217.11143821831266,376.027724330672,246.6180484528095
2.2,10,225.6698454486791,393.3774637874346,256.8244031224583
2.25,10,234.40918430626394,411.2134999636477,267.26986330661623
2.3,10,243.3311160391987,429.54484831123693,277.9575161045001
2.35,10,252.44448916647758,448.3805966930225,288.89627303879723
2.4,10,261.7594850578177,467.72990505554554,300.0961309424794
2.45,10,271.268475316175,487.60200510527545,311.552706780742
2.5,10,280.9727550766686,508.0061999881434,323.26884764706534
2.55,10,290.8787886469591,528.9518639723675,335.2515892567935
2.6,10,300.99030323135264,550.4484421345231,347.5057686168013
2.65,10,311.30850799077797,572.5054500488156,360.0342038693662
2.7,10,321.8420049606511,595.1324734795182,372.84569212629253
2.75,10,332.58370280414164,618.3391680765255,385.93638281467184
2.8,10,343.53632351633354,642.1352590739881,399.31035975473355
2.85,10,354.7026041729645,666.5305409919837,412.97173257048485
2.9,10,366.0883865650253,691.5348773411826,426.9271263603056
2.95,10,377.706661182548,717.1582003304696,441.1889363121236
3.0,10,389.54750945537626,743.4105105774822,455.7511113175825
0.0,4,-11.52011388981694,-22.55818147656391,-13.512457144877231
0.05,4,-8.778639810878952,-18.91547421773463,-10.60971827872217
0.1,4,-5.964076849343214,-15.121737091752918,-7.619547190939924
0.15,4,-3.0750522807159286,-11.172361413297871,-4.539954059822615
0.2,4,-0.10873697090134637,-7.06266601333978,-1.3677410216488384
0.25,4,2.9364153179940455,-2.7878976014277024,1.8992514897854917
0.3,4,6.06039939566585,1.6567688721988993,5.261926415748697
0.35,4,9.264659428639476,6.276229854990634,8.722389095871641
0.4,4,12.55065262727577,11.075452831246157,12.282769639439707
0.45,4,15.919849180998003,16.059475962305548,15.945222798440284
