DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC1.2-d-s4,6001,0.1,5.750108408598566,4.43085,6.63346,8.056395534181823,3.478195292821351,0.7537544509200327,0,38180.0,6361.527539,32638.448408598568,6858.787100171598,21.014439823569113,-19139.827990501584,7455.334343053743,38.95194014676392,14315.690062246289,9454.541856272042,66.04321422971992,3719.7014747542084,514.5096638738073,13.832014944366072,56.95018712364606,83.17389127038928,146.04673921405777,-4989.258968505249,93.8776835416241,1.8815957266244945
