design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
cmin,DLC6.4-a-s1,3.0,center,30,24340.0,0.1515,0.1797,0.1559
cmin,DLC6.4-a-s2,3.0,center,30,24340.0,0.5803,0.6026,0.5838
cmin,DLC6.4-a-s3,3.0,center,30,24340.0,0.4555,0.5851,0.4759
cmin,DLC6.4-a-s4,3.0,center,30,24340.0,0.5701,0.6753,0.5866
cmin,DLC6.4-a-s5,3.0,center,30,24340.0,0.234,0.2731,0.2402
cmin,DLC6.4-a-s6,3.0,center,30,24340.0,0.5417,0.6121,0.5527
cmin,DLC6.4-b-s1,0.25,center,30,292.4,2.9,-4.473,1.6806
cmin,DLC6.4-b-s2,0.25,center,30,292.4,2.6853,-5.6518,1.2878
cmin,DLC6.4-b-s3,0.17,center,30,292.4,2.6159,-3.1303,1.6926
cmin,DLC6.4-b-s4,0.37,center,30,292.4,2.2432,-9.9006,0.0312
cmin,DLC6.4-b-s5,0.49,min_pos,30,292.4,4.5252,-12.5499,1.0095
cmin,DLC6.4-b-s6,0.19,center,30,292.4,2.6375,-3.3303,1.6819
