design,n_dlc,D30_UW,D30_DW,D30_Sys,life_UW_yr,life_DW_yr,life_Sys_yr,pass_UW,pass_Sys,t_s
c50,111,0.13465964079800527,0.005063624614653789,0.13764237812670443,222.78390037443492,5924.609796939137,217.95612956050493,1,1,249.1
c45,111,0.09764525103941071,0.0035486930908990915,0.09972683238872533,307.2346036356818,8453.816442153708,300.82174758206463,1,1,227.5
cmin,111,0.047326463029219244,0.0015647868582592743,0.04823366594726673,633.8948250047351,19171.9401538003,621.9722140298983,1,1,164.3
