t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.48667,41157.7,-23539.8,14621.8,3591.15,18.6252,-5153.94
0.1,6.50058,41168.6,-20165.0,17175.6,3561.89,21.6173,-5024.2
0.2,6.50277,41117.9,-17146.3,20099.6,3533.36,33.13,-4919.55
0.3,6.50346,41096.4,-17364.4,23313.8,3510.54,11.51,-4975.36
0.4,6.50536,41066.7,-19091.8,26870.3,3486.38,-25.6303,-5068.7
0.5,6.50177,41046.1,-18872.1,29677.0,3468.65,-21.4548,-5044.73
0.6,6.50798,41074.1,-17729.4,31174.7,3454.48,20.0265,-4927.62
0.7,6.51199,41032.1,-18758.6,31741.4,3418.46,56.2767,-4910.31
0.8,6.50276,40970.6,-21568.4,31624.2,3377.39,53.6152,-5047.64
0.9,6.48998,40950.6,-24273.4,30983.9,3339.53,35.3862,-5098.76
1.0,6.46989,40954.2,-24941.4,28754.8,3297.26,-9.524,-5002.43
1.1,6.45981,41062.6,-25557.0,24716.3,3267.67,8.13437,-4924.68
1.2,6.46511,41160.1,-28107.2,19776.9,3264.57,77.6441,-4974.64
1.3,6.47783,41213.2,-30692.8,16446.1,3332.43,177.666,-5054.12
1.4,6.48977,41167.8,-31953.3,15890.5,3388.69,185.316,-5003.32
1.5,6.48489,41076.6,-31837.1,17639.5,3435.38,114.546,-4915.52
1.6,6.47009,41026.3,-32040.1,18777.3,3460.87,26.5421,-4914.41
1.7,6.46491,41110.9,-32808.8,18137.1,3491.59,40.0255,-4983.63
1.8,6.47276,41195.8,-32242.2,15463.6,3485.92,70.072,-4999.8
1.9,6.49061,41250.9,-31685.8,13095.8,3490.33,84.4915,-4923.17
2.0,6.50974,41207.7,-31896.4,13276.9,3528.16,73.5854,-4935.62
2.1,6.51453,41089.8,-33643.0,15473.6,3563.97,6.69425,-5037.5
2.2,6.5108,41014.2,-34858.8,17907.1,3602.61,-53.0402,-5114.27
2.3,6.49724,40962.9,-33349.5,18338.4,3593.51,-55.0312,-5065.89
2.4,6.48139,40996.8,-31182.4,15986.8,3572.28,25.0335,-4960.82
2.5,6.47497,41074.4,-30308.3,12217.7,3551.55,111.677,-4938.78
2.6,6.47348,41123.6,-30657.3,9924.88,3541.06,162.441,-5003.34
2.7,6.46928,41115.1,-29014.2,10272.2,3487.72,112.989,-5045.29
2.8,6.46387,41111.8,-26017.9,12656.0,3463.95,-0.38625,-4980.6
2.9,6.45655,41108.0,-23423.6,14629.4,3446.42,-100.481,-4974.35
3.0,6.4534,41161.9,-22554.1,14532.7,3454.16,-92.137,-5081.17
3.1,6.45801,41224.2,-21223.8,13223.0,3468.89,13.473,-5160.49
3.2,6.46673,41257.7,-18637.7,13176.6,3486.27,112.181,-5049.21
3.3,6.47749,41271.4,-15660.9,15624.0,3481.39,86.7123,-4927.58
3.4,6.48909,41248.1,-15306.1,19770.9,3454.2,-17.1979,-4936.29
3.5,6.49871,41206.9,-16643.3,23718.1,3437.2,-61.7117,-5019.46
3.6,6.50142,41150.4,-16942.1,25536.3,3398.95,-45.71,-5027.32
3.7,6.4955,41088.9,-17335.7,24893.7,3321.0,-40.1504,-4939.98
3.8,6.48827,41100.0,-19375.5,23865.6,3275.4,7.18563,-4967.54
3.9,6.48538,41128.9,-23225.3,23576.8,3258.1,31.6871,-5094.06
4.0,6.48313,41142.7,-26726.9,24057.1,3209.63,12.5746,-5138.14
4.1,6.47624,41129.3,-27741.0,24552.2,3174.81,4.97775,-5066.74
4.2,6.45953,41093.8,-28183.8,23546.2,3163.91,21.4573,-4977.7
4.3,6.44078,41125.8,-28773.7,20738.3,3170.28,65.7476,-4997.62
4.4,6.4362,41225.0,-29791.2,17974.4,3226.55,132.544,-5020.25
4.5,6.43933,41290.2,-30310.5,17105.0,3269.92,158.927,-4971.8
4.6,6.44449,41310.2,-30511.8,18322.4,3302.17,98.902,-4933.08
4.7,6.44437,41273.8,-31768.5,20217.2,3326.1,9.98025,-4959.1
4.8,6.4388,41255.8,-32263.0,20438.1,3343.33,-35.0795,-5037.88
4.9,6.44065,41310.1,-30697.1,17896.4,3330.45,-7.24925,-5037.08
5.0,6.45942,41393.0,-29321.1,14762.6,3317.24,96.6953,-4932.8
5.1,6.48009,41384.9,-29690.7,12834.0,3327.83,125.271,-4923.93
5.2,6.49204,41309.5,-31342.9,12662.1,3342.13,62.7071,-5005.73
5.3,6.48891,41191.5,-31399.2,13234.0,3367.78,-13.1819,-5043.06
5.4,6.46339,41106.4,-28017.2,12056.3,3379.32,-37.589,-4968.17
5.5,6.43922,41163.8,-25288.2,8459.37,3383.2,31.6954,-4868.34
5.6,6.42883,41275.9,-24618.4,4248.9,3393.47,115.243,-4921.03
5.7,6.42446,41379.3,-25344.3,1897.88,3414.11,165.177,-5020.29
5.8,6.43054,41417.9,-23165.4,2490.74,3406.66,98.6525,-5011.19
5.9,6.42165,41350.2,-19529.2,5030.59,3338.31,-23.1031,-4883.09
6.0,6.40259,41332.0,-17028.3,6989.37,3290.42,-85.7042,-4875.32
6.1,6.39379,41405.9,-16868.5,7284.95,3280.14,-54.8359,-5003.79
6.2,6.39467,41512.4,-17381.2,6539.62,3287.31,22.4964,-5077.21
6.3,6.41247,41620.7,-15370.4,7015.83,3309.21,91.6104,-5048.26
6.4,6.43019,41590.3,-12538.8,9946.71,3317.46,79.7899,-5000.01
6.5,6.43075,41488.9,-11157.4,14411.4,3294.07,18.8434,-5019.83
6.6,6.42699,41446.5,-11129.6,18756.4,3269.04,-22.0789,-5066.7
6.7,6.42286,41457.7,-10888.0,21772.4,3231.11,-17.8908,-5036.24
6.8,6.42378,41516.2,-10198.5,22905.5,3191.39,-10.5323,-4950.73
6.9,6.43157,41565.0,-10733.6,22981.7,3174.5,-21.1478,-4925.28
7.0,6.43293,41538.2,-13361.6,23335.6,3186.07,-13.1945,-4990.08
7.1,6.41785,41477.0,-15978.4,23898.5,3170.38,-9.5775,-5073.1
7.2,6.39769,41483.3,-17211.6,24474.6,3161.98,24.4398,-5072.69
7.3,6.38574,41555.4,-18353.6,24828.6,3204.55,87.7635,-5020.54
7.4,6.38337,41654.7,-20022.1,24715.2,3260.62,144.482,-5038.99
7.5,6.38969,41689.7,-22274.5,24738.0,3305.58,160.166,-5072.63
7.6,6.38287,41627.2,-24191.3,25594.5,3343.46,132.858,-5020.09
7.7,6.36491,41591.0,-24474.2,26509.7,3356.78,58.0886,-4949.85
7.8,6.35595,41656.4,-24820.1,26558.8,3354.88,-36.1896,-4927.11
