dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
20.0,0.25,0,2.3103002854932164,-6.038914238692938,0.9243908323103067,140.96391040884268,589.1932201729087,119.86667534382309,0.21282042980355698,0.050917082839473264,0.2177372208008964,21.632405629999994,5.729288099973928,1
