rank,stage,tag,K1L,K2L,zmL_um,K1R,K2R,zmR_um,sigma_MPa,edge_L_MPa,margin_L_mm,y_star_mm,y_star_pct,edge_R_MPa,margin_R_mm,contact_mm,score,feasible
130,S2,asym K1=6.0 K2=1.0 zmL=400 r=0.5,6.0,1.0,400.0,6.0,1.0,200.0,2110.2,468.8,2.36,-104.2,50.0,709.7,37.38,377.4,,0
130,S2,asym K1=6.0 K2=1.0 zmL=400 r=0.7,6.0,1.0,400.0,6.0,1.0,280.0,2117.2,474.7,2.25,-106.13,50.9,171.3,34.21,380.6,,0
130,S2,asym K1=6.0 K2=1.0 zmL=400 r=1.0,6.0,1.0,400.0,6.0,1.0,400.0,2120.9,478.7,2.18,-107.2,51.4,231.2,38.1,376.8,,0
130,S2,asym K1=6.0 K2=1.0 zmL=500 r=0.15,6.0,1.0,500.0,6.0,1.0,75.0,2078.9,430.9,5.09,-108.38,52.0,491.2,0.0,412.0,0.79674,1
130,S2,asym K1=6.0 K2=1.0 zmL=500 r=0.3,6.0,1.0,500.0,6.0,1.0,150.0,2106.4,521.8,4.83,-99.93,47.9,652.8,28.24,384.0,,0
130,S2,asym K1=6.0 K2=1.0 zmL=500 r=0.5,6.0,1.0,500.0,6.0,1.0,250.0,2118.8,537.0,4.69,-103.69,49.7,136.6,31.76,380.6,,0
130,S2,asym K1=6.0 K2=1.0 zmL=500 r=0.7,6.0,1.0,500.0,6.0,1.0,350.0,2123.6,543.2,4.64,-105.01,50.4,231.3,36.66,375.8,,0
130,S2,asym K1=6.0 K2=1.0 zmL=500 r=1.0,6.0,1.0,500.0,6.0,1.0,500.0,2126.1,546.4,4.62,-105.65,50.7,244.2,38.99,373.5,,0
130,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.15,4.0,1.0,400.0,4.0,1.0,60.0,2059.1,1318.3,2.38,-142.37,68.3,576.8,0.0,414.7,-0.34932,1
130,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.3,4.0,1.0,400.0,4.0,1.0,120.0,2080.8,1351.7,2.18,-142.98,68.6,81.1,13.4,401.5,-0.38803,1
130,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.5,4.0,1.0,400.0,4.0,1.0,200.0,2089.5,1359.8,2.07,-134.64,64.6,272.3,25.03,390.0,-0.33559,1
130,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.7,4.0,1.0,400.0,4.0,1.0,280.0,2092.3,1362.3,2.04,-135.35,64.9,328.4,28.75,386.3,-0.34342,1
130,S2,asym K1=4.0 K2=1.0 zmL=400 r=1.0,4.0,1.0,400.0,4.0,1.0,400.0,2093.2,1363.5,2.03,-135.6,65.0,350.7,30.07,385.0,-0.34649,1
130,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.15,4.0,1.0,520.0,4.0,1.0,78.0,2070.5,1438.0,4.09,-140.92,67.6,616.1,10.59,402.4,-0.44973,1
130,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.3,4.0,1.0,520.0,4.0,1.0,156.0,2087.2,1463.9,3.97,-142.56,68.4,215.3,20.37,392.8,-0.48812,1
130,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.5,4.0,1.0,520.0,4.0,1.0,260.0,2092.6,1470.3,3.93,-133.68,64.1,315.7,28.07,385.1,-0.4297,1
130,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.7,4.0,1.0,520.0,4.0,1.0,364.0,2094.0,1471.9,3.92,-134.0,64.3,344.7,29.75,383.4,-0.43368,1
130,S2,asym K1=4.0 K2=1.0 zmL=520 r=1.0,4.0,1.0,520.0,4.0,1.0,520.0,2094.4,1472.4,3.92,-134.08,64.3,349.5,30.2,383.0,-0.43477,1
130,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.15,4.0,1.0,640.0,4.0,1.0,96.0,2076.6,1505.6,4.86,-140.27,67.3,400.2,10.57,401.7,-0.50862,1
130,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.3,4.0,1.0,640.0,4.0,1.0,192.0,2090.4,1525.3,4.79,-142.47,68.3,262.5,24.12,388.2,-0.54469,1
130,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.5,4.0,1.0,640.0,4.0,1.0,320.0,2093.7,1529.9,4.77,-133.22,63.9,336.0,29.28,383.1,-0.48167,1
130,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.7,4.0,1.0,640.0,4.0,1.0,448.0,2094.4,1530.7,4.76,-133.37,63.9,348.5,30.05,382.3,-0.48361,1
130,S2,asym K1=4.0 K2=1.0 zmL=640 r=1.0,4.0,1.0,640.0,4.0,1.0,640.0,2094.5,1530.9,4.76,-133.4,64.0,348.6,30.2,382.1,-0.48403,1
130,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.15,4.0,1.0,800.0,4.0,1.0,120.0,2082.3,1557.7,5.4,-140.22,67.2,56.8,13.17,398.5,-0.55757,1
130,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.3,4.0,1.0,800.0,4.0,1.0,240.0,2092.8,1571.2,5.36,-142.48,68.3,298.8,27.25,384.5,-0.58775,1
130,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.5,4.0,1.0,800.0,4.0,1.0,400.0,2094.4,1574.0,5.35,-142.9,68.5,344.8,29.88,381.9,-0.59366,1
130,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.7,4.0,1.0,800.0,4.0,1.0,560.0,2094.6,1574.3,5.35,-142.95,68.5,348.2,30.15,381.6,-0.59433,1
130,S2,asym K1=4.0 K2=1.0 zmL=800 r=1.0,4.0,1.0,800.0,4.0,1.0,800.0,2094.6,1574.4,5.35,-142.95,68.5,347.9,30.19,381.6,-0.59443,1
130,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.15,4.0,0.85,250.0,4.0,0.85,37.5,2057.8,1275.5,0.0,-144.38,69.2,825.7,0.0,417.1,-0.33285,1
130,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.3,4.0,0.85,250.0,4.0,0.85,75.0,2078.4,1317.3,0.0,-144.38,69.2,563.3,10.69,406.4,-0.3745,1
130,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.5,4.0,0.85,250.0,4.0,0.85,125.0,2087.4,1334.7,0.0,-145.31,69.7,226.1,16.56,400.5,-0.39865,1
130,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.7,4.0,0.85,250.0,4.0,0.85,175.0,2091.1,1334.6,0.0,-146.41,70.2,313.4,23.54,393.6,-0.4066,1
130,S2,asym K1=4.0 K2=0.85 zmL=250 r=1.0,4.0,0.85,250.0,4.0,0.85,250.0,2093.8,1334.6,0.0,-147.09,70.5,354.4,27.87,389.2,-0.41158,1
130,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.15,4.0,0.85,325.0,4.0,0.85,48.8,2072.6,790.6,0.06,-144.33,69.2,671.4,-0.0,417.0,0.15096,1
130,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.3,4.0,0.85,325.0,4.0,0.85,97.5,2091.7,829.2,0.0,-144.38,69.2,282.7,10.69,406.4,0.11185,1
130,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.5,4.0,0.85,325.0,4.0,0.85,162.5,2098.7,804.4,0.0,-135.77,65.1,315.9,22.03,395.1,,0
130,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.7,4.0,0.85,325.0,4.0,0.85,227.5,2101.4,792.5,0.0,-136.63,65.5,351.0,26.67,390.4,,0
130,S2,asym K1=4.0 K2=0.85 zmL=325 r=1.0,4.0,0.85,325.0,4.0,0.85,325.0,2102.8,786.6,0.0,-137.05,65.7,390.4,28.97,388.1,,0
130,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.15,4.0,0.85,400.0,4.0,0.85,60.0,2074.9,1374.2,2.47,-142.29,68.2,447.0,0.0,414.6,-0.404,1
130,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.3,4.0,0.85,400.0,4.0,0.85,120.0,2090.3,1398.0,2.31,-143.11,68.6,225.6,14.98,399.8,-0.43448,1
130,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.5,4.0,0.85,400.0,4.0,0.85,200.0,2095.1,1403.4,2.24,-144.74,69.4,331.5,24.89,390.0,-0.45213,1
130,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.7,4.0,0.85,400.0,4.0,0.85,280.0,2097.2,1405.0,2.21,-135.09,64.8,374.5,28.12,386.8,-0.38324,1
130,S2,asym K1=4.0 K2=0.85 zmL=400 r=1.0,4.0,0.85,400.0,4.0,0.85,400.0,2098.0,1405.7,2.2,-135.31,64.9,394.2,29.28,385.6,,0
130,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.15,4.0,0.85,500.0,4.0,0.85,75.0,2082.2,1471.0,3.91,-141.07,67.6,590.8,10.59,402.6,-0.48458,1
130,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.3,4.0,0.85,500.0,4.0,0.85,150.0,2094.8,1489.5,3.81,-142.67,68.4,277.5,20.16,393.1,-0.51521,1
130,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.5,4.0,0.85,500.0,4.0,0.85,250.0,2098.2,1493.9,3.78,-143.81,69.0,358.9,27.24,386.1,,0
130,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.7,4.0,0.85,500.0,4.0,0.85,350.0,2099.0,1495.1,3.77,-144.09,69.1,387.7,28.92,384.4,,0
130,S2,asym K1=4.0 K2=0.85 zmL=500 r=1.0,4.0,0.85,500.0,4.0,0.85,500.0,2099.2,1495.4,3.76,-144.16,69.1,395.4,29.39,383.9,,0
210,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.15,4.0,1.0,400.0,4.0,1.0,60.0,2051.5,1152.7,2.5,-100.51,57.8,950.0,0.0,345.1,-0.17879,1
210,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.3,4.0,1.0,400.0,4.0,1.0,120.0,2081.1,1199.8,2.31,-100.66,57.9,546.8,8.85,336.4,-0.23134,1
210,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.5,4.0,1.0,400.0,4.0,1.0,200.0,2091.8,1214.4,2.2,-102.48,59.0,471.1,17.07,328.3,-0.26492,1
210,S2,asym K1=4.0 K2=1.0 zmL=400 r=0.7,4.0,1.0,400.0,4.0,1.0,280.0,2095.2,1218.6,2.17,-103.19,59.4,499.3,20.3,325.1,-0.27635,1
210,S2,asym K1=4.0 K2=1.0 zmL=400 r=1.0,4.0,1.0,400.0,4.0,1.0,400.0,2096.8,1220.3,2.15,-103.54,59.6,511.6,21.92,323.5,-0.28163,1
210,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.15,4.0,1.0,520.0,4.0,1.0,78.0,2064.0,1272.6,3.77,-99.5,57.3,690.8,0.0,343.8,-0.28908,1
210,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.3,4.0,1.0,520.0,4.0,1.0,156.0,2088.5,1315.1,3.65,-100.37,57.8,437.4,12.52,331.4,-0.34324,1
210,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.5,4.0,1.0,520.0,4.0,1.0,260.0,2096.0,1325.2,3.6,-101.93,58.6,503.4,19.73,324.3,-0.3692,1
210,S2,asym K1=4.0 K2=1.0 zmL=520 r=0.7,4.0,1.0,520.0,4.0,1.0,364.0,2098.0,1327.7,3.59,-102.33,58.9,507.9,21.58,322.4,-0.37575,1
210,S2,asym K1=4.0 K2=1.0 zmL=520 r=1.0,4.0,1.0,520.0,4.0,1.0,520.0,2098.5,1328.4,3.59,-102.45,58.9,515.1,22.15,321.9,-0.37764,1
210,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.15,4.0,1.0,640.0,4.0,1.0,96.0,2074.2,1345.5,4.31,-99.07,57.0,226.0,-0.0,343.3,-0.35925,1
210,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.3,4.0,1.0,640.0,4.0,1.0,192.0,2092.8,1378.4,4.24,-100.7,57.9,457.0,16.3,327.1,-0.41021,1
210,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.5,4.0,1.0,640.0,4.0,1.0,320.0,2097.8,1385.8,4.22,-101.72,58.5,504.1,21.02,322.4,-0.42795,1
210,S2,asym K1=4.0 K2=1.0 zmL=640 r=0.7,4.0,1.0,640.0,4.0,1.0,448.0,2098.7,1387.1,4.21,-101.92,58.6,512.1,21.99,321.4,-0.43131,1
210,S2,asym K1=4.0 K2=1.0 zmL=640 r=1.0,4.0,1.0,640.0,4.0,1.0,640.0,2098.9,1387.4,4.21,-101.97,58.7,515.1,22.18,321.2,-0.4321,1
210,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.15,4.0,1.0,800.0,4.0,1.0,120.0,2081.3,1404.7,4.7,-98.76,56.8,550.2,8.79,334.1,-0.41689,1
210,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.3,4.0,1.0,800.0,4.0,1.0,240.0,2095.8,1426.5,4.65,-100.96,58.1,504.6,19.07,323.9,-0.4614,1
210,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.5,4.0,1.0,800.0,4.0,1.0,400.0,2098.7,1431.1,4.65,-101.54,58.4,508.4,21.78,321.2,-0.47184,1
210,S2,asym K1=4.0 K2=1.0 zmL=800 r=0.7,4.0,1.0,800.0,4.0,1.0,560.0,2099.0,1431.6,4.64,-101.61,58.5,513.8,22.13,320.8,-0.4731,1
210,S2,asym K1=4.0 K2=1.0 zmL=800 r=1.0,4.0,1.0,800.0,4.0,1.0,800.0,2099.0,1431.6,4.64,-101.62,58.5,514.5,22.18,320.8,-0.4732,1
210,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.15,4.0,0.85,250.0,4.0,0.85,37.5,2045.8,1089.5,0.0,-111.41,64.1,1124.9,0.0,347.6,-0.23057,1
210,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.3,4.0,0.85,250.0,4.0,0.85,75.0,2069.8,1142.6,0.0,-111.41,64.1,592.1,0.0,347.6,-0.28695,1
210,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.5,4.0,0.85,250.0,4.0,0.85,125.0,2084.3,1183.1,0.0,-111.41,64.1,418.5,8.91,338.7,-0.32996,1
210,S2,asym K1=4.0 K2=0.85 zmL=250 r=0.7,4.0,0.85,250.0,4.0,0.85,175.0,2090.5,1185.9,0.0,-112.65,64.8,483.2,15.64,332.0,-0.34481,1
210,S2,asym K1=4.0 K2=0.85 zmL=250 r=1.0,4.0,0.85,250.0,4.0,0.85,250.0,2093.5,1188.2,0.0,-113.39,65.2,538.3,19.65,327.9,-0.35435,1
210,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.15,4.0,0.85,325.0,4.0,0.85,48.8,2058.8,847.7,0.71,-110.82,63.8,1010.4,0.0,346.9,0.03597,1
210,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.3,4.0,0.85,325.0,4.0,0.85,97.5,2085.5,809.1,0.5,-111.0,63.9,703.6,8.9,338.2,0.07401,1
210,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.5,4.0,0.85,325.0,4.0,0.85,162.5,2096.3,740.4,0.36,-112.08,64.5,492.0,14.13,333.1,0.13581,1
210,S2,asym K1=4.0 K2=0.85 zmL=325 r=0.7,4.0,0.85,325.0,4.0,0.85,227.5,2100.7,691.3,0.3,-112.98,65.0,547.5,18.74,328.6,,0
210,S2,asym K1=4.0 K2=0.85 zmL=325 r=1.0,4.0,0.85,325.0,4.0,0.85,325.0,2102.6,667.1,0.27,-113.38,65.2,549.9,20.81,326.5,,0
210,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.15,4.0,0.85,400.0,4.0,0.85,60.0,2064.6,1217.6,2.54,-109.32,62.9,868.8,-0.0,345.1,-0.33187,1
210,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.3,4.0,0.85,400.0,4.0,0.85,120.0,2087.5,1254.7,2.4,-109.44,63.0,504.0,8.85,336.4,-0.37323,1
210,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.5,4.0,0.85,400.0,4.0,0.85,200.0,2095.7,1263.8,2.32,-111.05,63.9,518.8,17.23,328.1,-0.39878,1
210,S2,asym K1=4.0 K2=0.85 zmL=400 r=0.7,4.0,0.85,400.0,4.0,0.85,280.0,2098.3,1266.7,2.29,-111.57,64.2,546.6,19.95,325.4,-0.40701,1
210,S2,asym K1=4.0 K2=0.85 zmL=400 r=1.0,4.0,0.85,400.0,4.0,0.85,400.0,2099.6,1267.9,2.28,-111.83,64.3,552.2,21.27,324.0,-0.41083,1
210,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.15,4.0,0.85,500.0,4.0,0.85,75.0,2074.4,1315.0,3.62,-108.44,62.4,629.2,0.0,344.0,-0.42062,1
210,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.3,4.0,0.85,500.0,4.0,0.85,150.0,2092.6,1347.2,3.52,-109.22,62.8,482.5,12.59,331.5,-0.46286,1
210,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.5,4.0,0.85,500.0,4.0,0.85,250.0,2098.4,1354.4,3.48,-110.48,63.6,553.6,19.26,324.9,-0.48281,1
210,S2,asym K1=4.0 K2=0.85 zmL=500 r=0.7,4.0,0.85,500.0,4.0,0.85,350.0,2100.1,1356.4,3.47,-110.78,63.7,549.5,20.86,323.3,,0
210,S2,asym K1=4.0 K2=0.85 zmL=500 r=1.0,4.0,0.85,500.0,4.0,0.85,500.0,2100.7,1357.0,3.47,-110.89,63.8,553.3,21.46,322.7,,0
210,S2,asym K1=3.0 K2=1.0 zmL=250 r=0.15,3.0,1.0,250.0,3.0,1.0,37.5,2038.5,1285.8,0.0,-120.32,69.2,1127.9,0.0,347.6,-0.52437,1
210,S2,asym K1=3.0 K2=1.0 zmL=250 r=0.3,3.0,1.0,250.0,3.0,1.0,75.0,2063.7,1334.4,0.0,-120.32,69.2,609.8,0.0,347.6,-0.57598,1
210,S2,asym K1=3.0 K2=1.0 zmL=250 r=0.5,3.0,1.0,250.0,3.0,1.0,125.0,2077.4,1367.0,0.0,-120.32,69.2,517.1,8.91,338.7,-0.6106,1
210,S2,asym K1=3.0 K2=1.0 zmL=250 r=0.7,3.0,1.0,250.0,3.0,1.0,175.0,2082.0,1364.8,0.0,-121.16,69.7,575.0,14.24,333.4,-0.61631,1
210,S2,asym K1=3.0 K2=1.0 zmL=250 r=1.0,3.0,1.0,250.0,3.0,1.0,250.0,2084.6,1363.4,0.0,-121.61,70.0,599.3,17.08,330.5,-0.61913,1
210,S2,asym K1=3.0 K2=1.0 zmL=325 r=0.15,3.0,1.0,325.0,3.0,1.0,48.8,2049.7,1202.0,0.6,-119.82,68.9,1009.6,-0.0,347.0,-0.42712,1
210,S2,asym K1=3.0 K2=1.0 zmL=325 r=0.3,3.0,1.0,325.0,3.0,1.0,97.5,2076.8,1174.2,0.42,-119.97,69.0,725.6,8.9,338.3,-0.40008,1
210,S2,asym K1=3.0 K2=1.0 zmL=325 r=0.5,3.0,1.0,325.0,3.0,1.0,162.5,2085.7,1125.8,0.32,-120.76,69.5,590.4,13.41,333.9,-0.35683,1
210,S2,asym K1=3.0 K2=1.0 zmL=325 r=0.7,3.0,1.0,325.0,3.0,1.0,227.5,2088.9,1100.0,0.29,-121.27,69.8,595.1,16.43,330.9,-0.33449,1
210,S2,asym K1=3.0 K2=1.0 zmL=325 r=1.0,3.0,1.0,325.0,3.0,1.0,325.0,2090.0,1089.3,0.28,-121.48,69.9,619.5,17.69,329.6,-0.3252,1
210,S2,asym K1=3.0 K2=1.0 zmL=400 r=0.15,3.0,1.0,400.0,3.0,1.0,60.0,2053.1,1604.1,2.18,-118.48,68.2,866.8,0.0,345.4,-0.83213,1
210,S2,asym K1=3.0 K2=1.0 zmL=400 r=0.3,3.0,1.0,400.0,3.0,1.0,120.0,2075.3,1635.8,2.06,-118.58,68.2,566.6,8.86,336.7,-0.86745,1
210,S2,asym K1=3.0 K2=1.0 zmL=400 r=0.5,3.0,1.0,400.0,3.0,1.0,200.0,2081.7,1644.1,2.0,-119.65,68.8,581.7,15.31,330.3,-0.88686,1
210,S2,asym K1=3.0 K2=1.0 zmL=400 r=0.7,3.0,1.0,400.0,3.0,1.0,280.0,2083.3,1646.0,1.99,-119.97,69.0,609.0,17.28,328.3,-0.892,1
210,S2,asym K1=3.0 K2=1.0 zmL=400 r=1.0,3.0,1.0,400.0,3.0,1.0,400.0,2083.7,1646.6,1.99,-120.05,69.1,618.9,17.79,327.8,-0.8934,1
210,S2,asym K1=3.0 K2=1.0 zmL=500 r=0.15,3.0,1.0,500.0,3.0,1.0,75.0,2062.5,1683.6,3.21,-117.6,67.7,630.0,0.0,344.4,-0.90216,1
210,S2,asym K1=3.0 K2=1.0 zmL=500 r=0.3,3.0,1.0,500.0,3.0,1.0,150.0,2080.0,1709.4,3.13,-118.2,68.0,567.3,12.21,332.3,-0.93577,1
210,S2,asym K1=3.0 K2=1.0 zmL=500 r=0.5,3.0,1.0,500.0,3.0,1.0,250.0,2084.6,1715.1,3.11,-118.95,68.4,599.8,16.8,327.7,-0.94912,1
210,S2,asym K1=3.0 K2=1.0 zmL=500 r=0.7,3.0,1.0,500.0,3.0,1.0,350.0,2085.3,1716.0,3.11,-119.09,68.5,615.9,17.64,326.9,-0.95142,1
210,S2,asym K1=3.0 K2=1.0 zmL=500 r=1.0,3.0,1.0,500.0,3.0,1.0,500.0,2085.4,1716.2,3.11,-119.11,68.5,618.9,17.8,326.7,-0.95182,1
1,S3,refine r0,11.2,0.85,400.0,8.0,0.85,120.0,2104.3,123.3,0.0,-116.28,43.6,199.3,13.68,519.8,,0
1,S3,refine r0,4.8,0.85,400.0,8.0,0.85,120.0,9000000000.0,9000000000.0,0.0,,,9000000000.0,0.0,0.0,,0
1,S3,refine r0,8.0,1.0,400.0,8.0,0.85,120.0,2067.9,460.4,0.0,-129.96,48.7,259.5,13.68,519.8,0.78843,1
1,S3,refine r0,8.0,0.7,400.0,8.0,0.85,120.0,2131.0,39.6,0.0,-157.31,59.0,484.8,27.36,506.1,,0
1,S3,refine r0,8.0,0.85,520.0,8.0,0.85,120.0,2106.5,1434.4,18.2,-140.07,52.5,96.5,13.56,501.7,,0
1,S3,refine r0,8.0,0.85,280.0,8.0,0.85,120.0,2066.2,1487.4,0.0,-143.63,53.8,490.3,27.36,506.1,-0.32845,1
1,S3,refine r0,8.0,0.85,400.0,11.2,0.85,120.0,2098.5,318.4,0.0,-143.63,53.8,554.8,27.36,506.1,,0
1,S3,refine r0,8.0,0.85,400.0,4.8,0.85,120.0,2090.9,245.5,0.0,-143.63,53.8,150.5,13.68,519.8,0.92802,1
1,S3,refine r0,8.0,0.85,400.0,4.8,1.0,120.0,2102.1,343.6,0.0,-143.63,53.8,89.0,13.68,519.8,,0
1,S3,refine r0,8.0,0.85,400.0,4.8,0.7,120.0,2079.9,65.3,0.0,-143.63,53.8,248.5,13.68,519.8,1.11034,1
1,S3,refine r0,8.0,0.85,400.0,4.8,0.7,156.0,2083.7,142.8,0.0,-145.49,54.5,263.4,21.53,512.0,1.02134,1
1,S3,refine r0,8.0,0.85,400.0,4.8,0.7,84.0,2073.5,1438.5,13.68,-143.63,53.8,632.4,13.68,506.1,-0.2274,1
1,S3,refine r1,9.6,0.85,400.0,4.8,0.7,120.0,2083.9,1351.9,13.68,-129.96,48.7,328.0,13.68,506.1,-0.06195,1
1,S3,refine r1,6.4,0.85,400.0,4.8,0.7,120.0,2076.6,408.3,0.0,-157.31,59.0,19.7,13.68,519.8,0.68542,1
1,S3,refine r1,8.0,0.925,400.0,4.8,0.7,120.0,2064.6,248.2,0.0,-129.96,48.7,340.5,13.68,519.8,1.00312,1
1,S3,refine r1,8.0,0.775,400.0,4.8,0.7,120.0,2096.9,1483.3,13.68,-143.63,53.8,89.4,13.68,506.1,-0.27272,1
1,S3,refine r1,8.0,0.85,460.0,4.8,0.7,120.0,2083.9,1386.8,15.3,-128.71,48.3,302.8,13.64,504.6,-0.08403,1
1,S3,refine r1,8.0,0.85,340.0,4.8,0.7,120.0,2066.7,1016.9,0.0,-143.63,53.8,133.1,13.68,519.8,0.14757,1
1,S3,refine r1,8.0,0.85,400.0,5.76,0.7,120.0,2081.8,116.0,0.0,-143.63,53.8,161.4,13.68,519.8,1.05904,1
1,S3,refine r1,8.0,0.85,400.0,3.84,0.7,120.0,2077.3,1447.9,13.68,-143.63,53.8,346.4,13.68,506.1,-0.23691,1
1,S3,refine r1,8.0,0.85,400.0,4.8,0.775,120.0,2085.4,179.0,0.0,-143.63,53.8,195.8,13.68,519.8,0.9953,1
1,S3,refine r1,8.0,0.85,400.0,4.8,0.625,120.0,2074.3,1443.4,13.68,-143.63,53.8,308.9,13.68,506.1,-0.23235,1
1,S3,refine r1,8.0,0.85,400.0,4.8,0.7,138.0,2082.0,119.4,0.0,-144.56,54.2,212.2,17.6,515.9,1.05031,1
1,S3,refine r1,8.0,0.85,400.0,4.8,0.7,102.0,2077.2,1445.9,13.68,-143.63,53.8,474.4,13.68,506.1,-0.23488,1
130,S3,refine r0,8.4,1.0,325.0,6.0,1.0,97.5,2089.3,1347.2,10.69,-90.91,43.6,583.7,10.69,395.7,0.03858,1
130,S3,refine r0,3.6,1.0,325.0,6.0,1.0,97.5,2092.1,996.2,0.0,-144.38,69.2,185.0,10.69,406.4,-0.05455,1
130,S3,refine r0,6.0,0.85,325.0,6.0,1.0,97.5,2108.1,147.5,0.0,-112.3,53.8,350.3,10.69,406.4,,0
130,S3,refine r0,6.0,1.0,422.5,6.0,1.0,97.5,2088.8,446.4,3.49,-109.61,52.6,505.8,10.61,403.0,0.76458,1
130,S3,refine r0,6.0,1.0,227.5,6.0,1.0,97.5,2060.7,1455.8,0.0,-112.3,53.8,366.9,10.69,406.4,-0.27771,1
130,S3,refine r0,6.0,1.0,325.0,8.4,1.0,97.5,2087.3,299.4,0.0,-112.3,53.8,442.6,10.69,406.4,0.87454,1
130,S3,refine r0,6.0,1.0,325.0,3.6,1.0,97.5,2074.0,151.5,0.0,-112.3,53.8,554.6,10.69,406.4,1.02191,1
130,S3,refine r0,6.0,1.0,325.0,3.6,0.85,97.5,2062.8,1542.6,10.69,-112.3,53.8,578.4,10.69,395.7,-0.31267,1
130,S3,refine r0,6.0,1.0,325.0,3.6,1.0,126.8,2079.8,246.3,0.0,-112.81,54.1,330.5,12.86,404.2,0.92372,1
130,S3,refine r0,6.0,1.0,325.0,3.6,1.0,68.2,2061.2,1539.3,10.69,-112.3,53.8,560.5,0.0,406.4,-0.30939,1
130,S3,refine r1,7.2,1.0,325.0,3.6,1.0,97.5,2076.0,1428.5,10.69,-101.6,48.7,611.4,10.69,395.7,-0.12067,1
130,S3,refine r1,4.8,1.0,325.0,3.6,1.0,97.5,2074.0,577.7,0.0,-122.99,59.0,472.7,10.69,406.4,0.519,1
130,S3,refine r1,6.0,0.925,325.0,3.6,1.0,97.5,2086.2,1583.0,10.69,-112.3,53.8,507.5,10.69,395.7,-0.35293,1
130,S3,refine r1,6.0,1.0,373.8,3.6,1.0,97.5,2076.5,357.5,1.72,-110.97,53.2,572.9,10.65,404.7,0.83467,1
130,S3,refine r1,6.0,1.0,276.2,3.6,1.0,97.5,2064.1,998.3,0.0,-112.3,53.8,520.4,10.69,406.4,0.17815,1
130,S3,refine r1,6.0,1.0,325.0,4.32,1.0,97.5,2077.6,203.1,0.0,-112.3,53.8,517.5,10.69,406.4,0.9705,1
130,S3,refine r1,6.0,1.0,325.0,2.88,1.0,97.5,2068.8,1551.3,10.69,-112.3,53.8,614.1,10.69,395.7,-0.32134,1
130,S3,refine r1,6.0,1.0,325.0,3.6,0.925,97.5,2068.5,1550.7,10.69,-112.3,53.8,564.3,10.69,395.7,-0.32075,1
