idx,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,B_mm,C_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,S_index,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa,governing,feasible,t_s,warn
1.50_5.50_4500_31_230_475,226,1.5,5.5,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,6.68911,178.323,34464.8,118977.1,187906.7,1881.1,1564.3,1881.1,Myz_max/UW,1,0.27,
2.00_6.00_4500_31_230_475,227,2.0,6.0,4500.0,31.0,230.0,475.0,2.065,56,3871.0,5116.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,6.68911,178.323,34464.8,128891.9,197821.4,1892.0,1572.1,1892.0,Myz_max/UW,1,0.25,
1.00_6.00_3900_27_110_250,228,1.0,6.0,3900.0,27.0,110.0,250.0,2.273,102,3590.0,4203.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.95771,178.172,7848.8,110858.3,126555.9,2511.8,2039.9,2511.8,Myz_max/UW,0,0.35,
1.00_5.50_4500_31_170_325,229,1.0,5.5,4500.0,31.0,170.0,325.0,1.912,76,4059.0,4932.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,7.17978,177.936,16424.4,130814.3,163663.1,2096.7,1736.9,2096.7,Myz_max/UW,1,0.31,
1.50_6.00_4500_31_170_325,230,1.5,6.0,4500.0,31.0,170.0,325.0,1.912,76,4059.0,4932.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,7.17978,177.936,16424.4,141715.5,174564.2,2108.9,1745.7,2108.9,Myz_max/UW,0,0.3,
1.00_5.50_3900_31_140_325,231,1.0,5.5,3900.0,31.0,140.0,325.0,2.321,80,3484.0,4306.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.81846,177.927,13712.3,96377.0,123801.6,2330.5,1883.8,2330.5,Myz_max/UW,0,0.36,
1.50_6.00_3900_31_140_325,232,1.5,6.0,3900.0,31.0,140.0,325.0,2.321,80,3484.0,4306.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.81846,177.927,13712.3,104408.4,131833.0,2344.6,1893.5,2344.6,Myz_max/UW,0,0.31,
1.00_6.00_3600_31_230_550,233,1.0,6.0,3600.0,31.0,230.0,550.0,2.391,45,2903.0,4282.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,7.15308,177.287,35958.1,72489.2,144405.3,2126.2,1571.6,2126.2,Myz_max/UW,0,0.28,
1.00_6.00_4200_19_110_250,234,1.0,6.0,4200.0,19.0,110.0,250.0,2.273,110,3916.0,4477.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.41616,177.27,7675.3,131906.0,147256.6,2396.5,2005.5,2396.5,Myz_max/UW,0,0.33,
1.00_6.00_4500_31_140_250,235,1.0,6.0,4500.0,31.0,140.0,250.0,1.786,92,4153.0,4840.0,325.565,315.0625,265.7025,49.31,45.74,1.634,7.67544,177.189,9874.7,148355.3,168104.8,2276.5,1867.5,2276.5,Myz_max/UW,0,0.33,
1.00_6.00_3900_23_200_475,236,1.0,6.0,3900.0,23.0,200.0,475.0,2.375,56,3343.0,4444.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.63808,177.035,26696.8,96128.4,149522.0,2031.0,1609.9,2031.0,Myz_max/UW,1,0.28,
1.00_6.00_3600_31_200_475,237,1.0,6.0,3600.0,31.0,200.0,475.0,2.375,52,2997.0,4190.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,7.14794,176.929,26886.0,77259.6,131031.6,2199.7,1653.0,2199.7,Myz_max/UW,0,0.3,
1.50_5.50_4500_23_140_325,239,1.5,5.5,4500.0,23.0,140.0,325.0,2.321,92,4116.0,4875.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.8841,176.713,14527.5,134514.1,163569.0,2184.0,1858.0,2184.0,Myz_max/UW,0,0.34,
2.00_6.00_4500_23_140_325,240,2.0,6.0,4500.0,23.0,140.0,325.0,2.321,92,4116.0,4875.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.8841,176.713,14527.5,145723.6,174778.5,2197.3,1867.5,2197.3,Myz_max/UW,0,0.39,
1.00_5.50_4500_27_200_400,241,1.0,5.5,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,6.77254,176.614,23812.5,125898.2,173523.3,1947.8,1623.0,1947.8,Myz_max/UW,1,0.27,
1.50_6.00_4500_27_200_400,242,1.5,6.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,6.77254,176.614,23812.5,136389.7,184014.8,1959.1,1631.0,1959.1,Myz_max/UW,1,0.27,
1.00_6.00_4200_27_230_475,243,1.0,6.0,4200.0,27.0,230.0,475.0,2.065,52,3592.0,4794.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,7.12459,176.358,30966.4,110981.8,172914.6,1903.8,1542.5,1903.8,Myz_max/UW,1,0.27,
1.00_5.50_4500_15_200_475,244,1.0,5.5,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68653,176.166,27478.0,126785.0,181741.0,1882.6,1600.0,1882.6,Myz_max/UW,1,0.27,
1.50_6.00_4500_15_200_475,245,1.5,6.0,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68653,176.166,27478.0,137350.5,192306.4,1893.8,1607.9,1893.8,Myz_max/UW,1,0.29,
1.50_4.50_4500_31_200_475,247,1.5,4.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68749,176.107,33637.1,100483.9,167758.2,1957.4,1668.8,1957.4,Myz_max/UW,1,0.3,
2.00_5.00_4500_31_200_475,248,2.0,5.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68749,176.107,33637.1,110532.3,177806.6,1968.9,1677.2,1968.9,Myz_max/UW,1,0.3,
2.50_5.50_4500_31_200_475,249,2.5,5.5,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68749,176.107,33637.1,120580.7,187855.0,1980.4,1685.7,1980.4,Myz_max/UW,1,0.27,
3.00_6.00_4500_31_200_475,250,3.0,6.0,4500.0,31.0,200.0,475.0,2.375,65,3897.0,5090.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.68749,176.107,33637.1,130629.1,197903.4,1992.0,1694.3,1992.0,Myz_max/UW,1,0.25,
1.50_5.00_4500_27_170_400,252,1.5,5.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.77135,176.103,22951.7,116977.0,162880.5,2053.8,1749.2,2053.8,Myz_max/UW,1,0.29,
2.00_5.50_4500_27_170_400,253,2.0,5.5,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.77135,176.103,22951.7,127611.3,173514.8,2065.9,1758.1,2065.9,Myz_max/UW,1,0.33,
2.50_6.00_4500_27_170_400,254,2.5,6.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.77135,176.103,22951.7,138245.6,184149.1,2078.1,1767.1,2078.1,Myz_max/UW,1,0.29,
1.00_5.50_4500_15_230_550,255,1.0,5.5,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69039,175.738,36625.3,121946.0,195196.6,1799.4,1521.8,1799.4,Myz_max/UW,1,0.3,
1.50_6.00_4500_15_230_550,256,1.5,6.0,4500.0,15.0,230.0,550.0,2.391,56,3919.0,5066.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69039,175.738,36625.3,132108.2,205358.8,1810.4,1529.3,1810.4,Myz_max/UW,1,0.26,
1.00_6.00_3900_23_170_400,257,1.0,6.0,3900.0,23.0,170.0,400.0,2.353,66,3429.0,4359.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.6338,175.704,18997.2,101137.9,139132.3,2138.7,1716.1,2138.7,Myz_max/UW,0,0.29,
1.50_4.50_4500_31_230_550,259,1.5,4.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69226,175.679,44954.4,95694.8,185603.7,1866.9,1586.0,1866.9,Myz_max/UW,1,0.28,
2.00_5.00_4500_31_230_550,260,2.0,5.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69226,175.679,44954.4,105264.3,195173.2,1877.6,1593.9,1877.6,Myz_max/UW,1,0.26,
2.50_5.50_4500_31_230_550,261,2.5,5.5,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69226,175.679,44954.4,114833.8,204742.7,1888.4,1602.0,1888.4,Myz_max/UW,1,0.26,
3.00_6.00_4500_31_230_550,262,3.0,6.0,4500.0,31.0,230.0,550.0,2.391,56,3803.0,5182.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.69226,175.679,44954.4,124403.3,214312.1,1899.3,1610.1,1899.3,Myz_max/UW,1,0.26,
1.50_5.50_4200_27_230_550,264,1.5,5.5,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.12774,175.604,40260.3,98826.7,179347.2,1900.9,1562.2,1900.9,Myz_max/UW,1,0.26,
2.00_6.00_4200_27_230_550,265,2.0,6.0,4200.0,27.0,230.0,550.0,2.391,52,3528.0,4856.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.12774,175.604,40260.3,107062.2,187582.8,1912.0,1569.9,1912.0,Myz_max/UW,1,0.26,
1.00_5.50_4200_23_140_325,266,1.0,5.5,4200.0,23.0,140.0,325.0,2.321,86,3816.0,4575.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.25689,175.604,13560.0,115620.2,142740.1,2217.5,1850.9,2217.5,Myz_max/UW,0,0.41,
1.50_6.00_4200_23_140_325,267,1.5,6.0,4200.0,23.0,140.0,325.0,2.321,86,3816.0,4575.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.25689,175.604,13560.0,125255.2,152375.2,2230.9,1860.5,2230.9,Myz_max/UW,0,0.32,
1.00_6.00_4200_15_230_550,268,1.0,6.0,4200.0,15.0,230.0,550.0,2.391,52,3619.0,4766.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.11021,175.186,34134.6,112656.5,180925.7,1851.9,1519.5,1851.9,Myz_max/UW,1,0.29,
1.50_5.50_4200_27_200_475,270,1.5,5.5,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.12313,174.99,30102.6,103990.6,164195.9,1990.9,1647.1,1990.9,Myz_max/UW,1,0.26,
2.00_6.00_4200_27_200_475,271,2.0,6.0,4200.0,27.0,200.0,475.0,2.375,60,3619.0,4768.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.12313,174.99,30102.6,112656.5,172861.8,2002.6,1655.5,2002.6,Myz_max/UW,1,0.26,
1.00_5.50_3900_27_230_550,272,1.0,5.5,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.47533,174.829,37475.5,82734.0,157684.9,1967.6,1554.5,1967.6,Myz_max/UW,1,0.27,
1.50_6.00_3900_27_230_550,273,1.5,6.0,3900.0,27.0,230.0,550.0,2.391,49,3228.0,4556.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.47533,174.829,37475.5,89628.5,164579.4,1979.9,1562.2,1979.9,Myz_max/UW,1,0.26,
1.00_6.00_3600_31_170_400,274,1.0,6.0,3600.0,31.0,170.0,400.0,2.353,61,3090.0,4098.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,7.14305,174.78,19115.0,82128.9,120358.9,2307.1,1763.6,2307.1,Myz_max/UW,0,0.29,
1.00_6.00_4200_15_200_475,275,1.0,6.0,4200.0,15.0,200.0,475.0,2.375,60,3696.0,4690.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.1063,174.574,25575.6,117501.4,168652.6,1936.2,1601.1,1936.2,Myz_max/UW,1,0.26,
1.00_5.50_3900_31_110_250,276,1.0,5.5,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.8142,174.506,8173.0,101647.7,117993.7,2561.9,2089.6,2561.9,Myz_max/UW,0,0.4,
1.50_6.00_3900_31_110_250,277,1.5,6.0,3900.0,31.0,110.0,250.0,2.273,102,3578.0,4215.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.8142,174.506,8173.0,110118.4,126464.4,2577.9,2100.5,2577.9,Myz_max/UW,0,0.39,
1.50_5.50_4200_27_170_400,279,1.5,5.5,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.11871,174.376,21420.0,109227.2,152067.2,2105.1,1753.6,2105.1,Myz_max/UW,0,0.29,
2.00_6.00_4200_27_170_400,280,2.0,6.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.11871,174.376,21420.0,118329.4,161169.4,2117.5,1762.5,2117.5,Myz_max/UW,0,0.27,
1.50_5.50_4500_23_110_250,282,1.5,5.5,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.88027,174.349,8668.9,140193.9,157531.6,2407.0,2053.1,2407.0,Myz_max/UW,0,0.37,
2.00_6.00_4500_23_110_250,283,2.0,6.0,4500.0,23.0,110.0,250.0,2.273,118,4202.0,4790.0,325.565,315.0625,265.7025,49.31,45.74,2.079,5.88027,174.349,8668.9,151876.7,169214.5,2421.9,2063.7,2421.9,Myz_max/UW,0,0.35,
1.50_5.50_4500_31_200_400,285,1.5,5.5,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,6.68434,174.301,24658.3,124825.5,174142.1,1990.8,1662.4,1990.8,Myz_max/UW,1,0.31,
2.00_6.00_4500_31_200_400,286,2.0,6.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,6.68434,174.301,24658.3,135227.7,184544.2,2002.3,1670.7,2002.3,Myz_max/UW,1,0.29,
1.00_6.00_4500_19_230_475,287,1.0,6.0,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,6.53181,174.216,30318.9,133527.8,194165.5,1825.3,1524.4,1825.3,Myz_max/UW,1,0.27,
1.00_6.00_4200_15_170_400,288,1.0,6.0,4200.0,15.0,170.0,400.0,2.353,71,3774.0,4614.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.10248,173.961,18230.1,122513.2,158973.4,2043.0,1703.1,2043.0,Myz_max/UW,1,0.29,
1.00_6.00_4200_31_170_325,289,1.0,6.0,4200.0,31.0,170.0,325.0,1.912,71,3759.0,4632.0,423.2345,409.58125000000007,345.41325,64.11,59.46,1.749,7.49978,173.607,15329.3,121541.3,152199.9,2155.2,1755.2,2155.2,Myz_max/UW,0,0.27,
1.00_5.50_4200_31_230_475,290,1.0,5.5,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,7.00931,173.483,32126.3,101250.4,165503.0,1933.5,1573.7,1933.5,Myz_max/UW,1,0.26,
1.50_6.00_4200_31_230_475,291,1.5,6.0,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,598.61875,504.83475,93.7,86.91,1.889,7.00931,173.483,32126.3,109687.9,173940.6,1944.7,1581.5,1944.7,Myz_max/UW,1,0.24,
1.00_5.50_4500_15_170_400,292,1.0,5.5,4500.0,15.0,170.0,400.0,2.353,76,4074.0,4914.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68275,173.455,19533.2,131782.9,170849.3,2001.0,1709.7,2001.0,Myz_max/UW,1,0.32,
1.50_6.00_4500_15_170_400,293,1.5,6.0,4500.0,15.0,170.0,400.0,2.353,76,4074.0,4914.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68275,173.455,19533.2,142764.8,181831.2,2013.0,1718.3,2013.0,Myz_max/UW,1,0.28,
1.50_4.50_4500_31_170_400,295,1.5,4.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68293,173.398,23899.8,105337.2,153136.7,2086.6,1785.2,2086.6,Myz_max/UW,1,0.32,
2.00_5.00_4500_31_170_400,296,2.0,5.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68293,173.398,23899.8,115870.9,163670.4,2098.9,1794.4,2098.9,Myz_max/UW,1,0.31,
2.50_5.50_4500_31_170_400,297,2.5,5.5,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68293,173.398,23899.8,126404.6,174204.1,2111.2,1803.7,2111.2,Myz_max/UW,0,0.3,
3.00_6.00_4500_31_170_400,298,3.0,6.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,5.68293,173.398,23899.8,136938.3,184737.8,2123.7,1813.1,2123.7,Myz_max/UW,0,0.37,
1.50_5.00_4500_27_140_325,300,1.5,5.0,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.76719,173.207,15213.5,122288.1,152715.0,2220.9,1896.6,2220.9,Myz_max/UW,0,0.35,
2.00_5.50_4500_27_140_325,301,2.0,5.5,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.76719,173.207,15213.5,133405.2,163832.1,2234.5,1906.3,2234.5,Myz_max/UW,0,0.35,
2.50_6.00_4500_27_140_325,302,2.5,6.0,4500.0,27.0,140.0,325.0,2.321,92,4099.0,4891.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,5.76719,173.207,15213.5,144522.3,174949.2,2248.1,1916.2,2248.1,Myz_max/UW,0,0.34,
1.00_6.00_3900_23_140_325,303,1.0,6.0,3900.0,23.0,140.0,325.0,2.321,80,3516.0,4275.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.62969,173.042,12592.4,106335.2,131520.1,2292.2,1860.3,2292.2,Myz_max/UW,0,0.38,
1.00_5.50_4200_23_110_250,304,1.0,5.5,4200.0,23.0,110.0,250.0,2.273,110,3902.0,4490.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.25301,172.777,8087.0,120890.3,137064.4,2439.9,2048.4,2439.9,Myz_max/UW,0,0.54,
1.50_6.00_4200_23_110_250,305,1.5,6.0,4200.0,23.0,110.0,250.0,2.273,110,3902.0,4490.0,325.565,315.0625,265.7025,49.31,45.74,2.079,6.25301,172.777,8087.0,130964.5,147138.6,2454.8,2059.0,2454.8,Myz_max/UW,0,0.32,
1.00_6.00_4500_31_230_400,306,1.0,6.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.591,7.68596,172.567,25362.2,133460.0,184184.4,1915.4,1568.1,1915.4,Myz_max/UW,1,0.26,
1.00_5.50_3900_27_200_475,307,1.0,5.5,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.47062,172.558,27970.9,87464.4,143406.2,2060.5,1646.1,2060.5,Myz_max/UW,1,0.26,
1.50_6.00_3900_27_200_475,308,1.5,6.0,3900.0,27.0,200.0,475.0,2.375,56,3319.0,4468.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.47062,172.558,27970.9,94753.2,150694.9,2073.1,1654.3,2073.1,Myz_max/UW,1,0.25,
1.50_5.00_4200_31_230_550,310,1.5,5.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.01246,172.275,41907.6,89311.8,173127.0,1928.2,1596.5,1928.2,Myz_max/UW,1,0.28,
2.00_5.50_4200_31_230_550,311,2.0,5.5,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.01246,172.275,41907.6,97431.0,181246.2,1939.3,1604.5,1939.3,Myz_max/UW,1,0.26,
2.50_6.00_4200_31_230_550,312,2.5,6.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.01246,172.275,41907.6,105550.3,189365.5,1950.5,1612.6,1950.5,Myz_max/UW,1,0.24,
1.00_6.00_3600_31_140_325,313,1.0,6.0,3600.0,31.0,140.0,325.0,2.321,74,3184.0,4006.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,7.13843,172.273,12658.4,87201.8,112518.5,2456.3,1911.3,2456.3,Myz_max/UW,0,0.32,
1.50_5.00_4200_31_200_475,315,1.5,5.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.00758,171.673,31323.7,94169.3,156816.7,2021.7,1684.0,2021.7,Myz_max/UW,1,0.26,
2.00_5.50_4200_31_200_475,316,2.0,5.5,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.00758,171.673,31323.7,102730.2,165377.5,2033.6,1692.7,2033.6,Myz_max/UW,1,0.25,
2.50_6.00_4200_31_200_475,317,2.5,6.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,6.00758,171.673,31323.7,111291.0,173938.4,2045.5,1701.4,2045.5,Myz_max/UW,1,0.26,
1.50_5.50_4200_27_140_325,319,1.5,5.5,4200.0,27.0,140.0,325.0,2.321,86,3799.0,4591.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.11449,171.613,14200.0,114592.4,142992.4,2270.5,1902.2,2270.5,Myz_max/UW,0,0.39,
2.00_6.00_4200_27_140_325,320,2.0,6.0,4200.0,27.0,140.0,325.0,2.321,86,3799.0,4591.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.11449,171.613,14200.0,124141.7,152541.7,2284.2,1912.1,2284.2,Myz_max/UW,0,0.36,
1.00_6.00_4200_27_200_400,321,1.0,6.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,1.83,7.11998,171.36,22166.3,116612.9,160945.6,2011.2,1642.1,2011.2,Myz_max/UW,1,0.28,
1.50_5.50_4500_19_200_475,323,1.5,5.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.53088,171.34,29230.9,125077.5,183539.3,1920.9,1637.4,1920.9,Myz_max/UW,1,0.3,
2.00_6.00_4500_19_200_475,324,2.0,6.0,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,598.61875,504.83475,93.7,86.91,2.173,5.53088,171.34,29230.9,135500.6,193962.4,1932.3,1645.6,1932.3,Myz_max/UW,1,0.26,
1.00_5.50_3900_27_170_400,325,1.0,5.5,3900.0,27.0,170.0,400.0,2.353,66,3409.0,4379.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.4661,171.261,19888.2,92272.2,132048.6,2172.6,1755.4,2172.6,Myz_max/UW,0,0.28,
1.50_6.00_3900_27_170_400,326,1.5,6.0,3900.0,27.0,170.0,400.0,2.353,66,3409.0,4379.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.4661,171.261,19888.2,99961.6,139737.9,2186.0,1764.2,2186.0,Myz_max/UW,0,0.27,
1.00_6.00_4200_15_140_325,327,1.0,6.0,4200.0,15.0,140.0,325.0,2.321,86,3852.0,4538.0,423.2345,409.58125000000007,345.41325,64.11,59.46,2.124,6.09877,171.205,12093.4,127629.7,151816.4,2197.6,1845.4,2197.6,Myz_max/UW,0,0.33,
1.50_5.00_4200_31_170_400,329,1.5,5.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.00293,171.071,22305.0,99101.7,143711.7,2140.5,1793.6,2140.5,Myz_max/UW,0,0.31,
2.00_5.50_4200_31_170_400,330,2.0,5.5,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.00293,171.071,22305.0,108111.0,152720.9,2153.1,1802.8,2153.1,Myz_max/UW,0,0.29,
2.50_6.00_4200_31_170_400,331,2.5,6.0,4200.0,31.0,170.0,400.0,2.353,71,3690.0,4698.0,520.904,504.1000000000001,425.1240000000001,78.9,73.19,2.153,6.00293,171.071,22305.0,117120.2,161730.2,2165.7,1812.0,2165.7,Myz_max/UW,0,0.32,
1.50_5.50_3900_31_230_550,333,1.5,5.5,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.33273,170.953,39005.9,81457.5,159469.2,2006.2,1598.5,2006.2,Myz_max/UW,1,0.27,
2.00_6.00_3900_31_230_550,334,2.0,6.0,3900.0,31.0,230.0,550.0,2.391,49,3203.0,4582.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.33273,170.953,39005.9,88245.6,166257.3,2018.6,1606.5,2018.6,Myz_max/UW,1,0.24,
1.00_6.00_3900_19_230_550,335,1.0,6.0,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,6.32892,170.941,33862.9,92878.3,160604.2,1947.8,1541.3,1947.8,Myz_max/UW,1,0.27,
1.50_5.50_4500_19_230_550,337,1.5,5.5,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.53496,170.924,39020.7,119901.0,197942.3,1835.3,1557.1,1835.3,Myz_max/UW,1,0.26,
2.00_6.00_4500_19_230_550,338,2.0,6.0,4500.0,19.0,230.0,550.0,2.391,56,3886.0,5098.0,716.243,693.1375,584.5455000000001,108.49,100.63,2.188,5.53496,170.924,39020.7,129892.7,207934.0,1846.1,1564.8,1846.1,Myz_max/UW,1,0.25,
