DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC2.4.2-a-s4,3001,0.1,3.3177563596801063,0.0692231,7.55032,91.14053760918121,6.028170194489017,0.6622235878744211,1307,25.0,2.08,14473.142548580558,16428.674898598645,113.51145643355716,-20276.387553815395,10043.1910192353,49.5314611272829,6667.79976563912,9983.733572840503,149.7305546619627,1738.7299806631122,1725.8375719329006,99.25851576302291,4.054856620459848,71.85968509618303,1772.1880653830283,-4947.605994668444,86.1113970322881,1.7404659369618765
