dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
20.0,0.17,0,1.8654645217105914,-0.48647989268570946,1.6582102906428364,53123.82495863262,423473.720970267,48936.026985175464,0.0005647183730343385,7.084264858575808e-05,0.0005752529939308754,5.474645664999843,1.3265775999752805,1
