rank,case,DLC,D30_UW,D30_DW,k
210,adin,DLC1.2-b-s2,0.021022450176365157,0.0007020235784804537,0.18
210,adin,DLC1.2-b-s3,0.02079044611349568,0.0007080374015650523,0.18
210,adin,DLC1.2-b-s4,0.020753000496428285,0.0006978949678750859,0.18
210,adin,DLC1.2-b-s5,0.021498874434956926,0.0008049972200415461,0.18
210,adin,DLC1.2-b-s6,0.02059773502925908,0.0006961583775113764,0.18
210,adin,DLC1.2-c-s1,0.015585530243086291,0.0009630672455332161,0.17
210,adin,DLC1.2-c-s2,0.01587221795926972,0.0009455280364750943,0.19
210,adin,DLC1.2-c-s3,0.015593748985526965,0.0008274376371979166,0.18
210,adin,DLC1.2-c-s4,0.01499723867132853,0.0009407171746867224,0.19
210,adin,DLC1.2-c-s5,0.015407068405571184,0.0009755118678078505,0.17
210,adin,DLC1.2-c-s6,0.01608237023375107,0.0011077984181321946,0.18
210,adin,DLC1.2-d-s1,0.0193568049080016,0.0013543456415321673,0.18
210,adin,DLC1.2-d-s2,0.018749133396355994,0.0010925797017971798,0.18
210,adin,DLC1.2-d-s3,0.018317662422844588,0.0011370244101077086,0.17
210,adin,DLC1.2-d-s4,0.018183074832959983,0.0011222572371887612,0.18
210,adin,DLC1.2-d-s5,0.01920787749365305,0.0013902590889431172,0.19
210,adin,DLC1.2-d-s6,0.018031221860083862,0.001161918138199419,0.18
210,adin,DLC1.2-e-s1,0.013494845255921359,0.0009095617653232861,0.21
210,adin,DLC1.2-e-s2,0.013317387935337361,0.0009139936558524712,0.21
210,adin,DLC1.2-e-s3,0.011275197047878273,0.0006408121027930261,0.19
210,adin,DLC1.2-e-s4,0.012734552648917373,0.000786399603264254,0.21
210,adin,DLC1.2-e-s5,0.01262260708677101,0.0009405853526984954,0.2
210,adin,DLC1.2-e-s6,0.012474310218897526,0.0007678034377443963,0.2
210,adin,DLC1.2-f-s1,0.005536875768737609,0.00034470691441749844,0.25
210,adin,DLC1.2-f-s2,0.0052815708779551055,0.00027247957532024766,0.25
210,adin,DLC1.2-f-s3,0.005901406225966628,0.0004803045176672395,0.25
210,adin,DLC1.2-f-s4,0.005650564897469824,0.00038380984259093733,0.25
210,adin,DLC1.2-f-s5,0.0057657917704372445,0.00040944256271128196,0.24
210,adin,DLC1.2-f-s6,0.005699520576420584,0.0003714190570313554,0.27
210,adin,DLC1.2-g-s1,0.0024180143933206872,0.0001703251400222964,0.29
210,adin,DLC1.2-g-s2,0.0025246934780092565,0.00020352121413445438,0.28
210,adin,DLC1.2-g-s3,0.0023508829532582327,0.0001409562466776439,0.29
210,adin,DLC1.2-g-s4,0.002605054451730712,0.00018332524986364328,0.29
210,adin,DLC1.2-g-s5,0.002498400345429873,0.0001611744546298588,0.32
210,adin,DLC1.2-g-s6,0.0025631984233016017,0.00019839207253002092,0.31
210,adin,DLC1.2-h-s1,0.0012074683838209416,0.00013433711065846844,0.37
210,adin,DLC1.2-h-s2,0.0011335882645155159,8.455039927510482e-05,0.4
210,adin,DLC1.2-h-s3,0.0011048342741816855,8.912592319399839e-05,0.36
210,adin,DLC1.2-h-s4,0.0010993255715924005,9.160538751787878e-05,0.36
210,adin,DLC1.2-h-s5,0.0011384918456748912,9.023916970603235e-05,0.38
210,adin,DLC1.2-h-s6,0.0010592551423183126,7.264415908421395e-05,0.39
210,adin,DLC1.2-i-s1,0.0004420871303153181,3.6515354448075794e-05,0.48
210,adin,DLC1.2-i-s2,0.0004460223722524152,4.8163621212696144e-05,0.4
210,adin,DLC1.2-i-s3,0.00045738272189597084,4.748946628774548e-05,0.41
210,adin,DLC1.2-i-s4,0.0004088276214440658,3.758421383807966e-05,0.45
210,adin,DLC1.2-i-s5,0.0004563060616368728,6.055800386506855e-05,0.45
210,adin,DLC1.2-i-s6,0.0004102348017044797,4.2323748308094e-05,0.45
210,adin,DLC1.2-j-s1,0.0001561815387821664,2.4377171629523226e-05,0.47
210,adin,DLC1.2-j-s2,0.00016829806860010018,2.573227699177705e-05,0.52
210,adin,DLC1.2-j-s3,0.00016491006249186373,2.2224854143758017e-05,0.5
210,adin,DLC1.2-j-s4,0.00015997023315831666,2.0979587800450942e-05,0.48
210,adin,DLC1.2-j-s5,0.0001603155304554768,2.8640733846427544e-05,0.52
210,adin,DLC1.2-j-s6,0.00016103699622796447,1.639734801120383e-05,0.54
210,adin,DLC1.2-k-s1,5.702830176054637e-05,1.629594328994024e-05,0.58
210,adin,DLC1.2-k-s2,4.4308827109326873e-05,1.1955395732754571e-05,0.6
210,adin,DLC1.2-k-s3,5.379441112474883e-05,1.7771616392502076e-05,0.6
210,adin,DLC1.2-k-s4,7.002736208671537e-05,2.5011224899467866e-05,0.59
210,adin,DLC1.2-k-s5,5.364481726030106e-05,2.3249135200333114e-05,0.5
210,adin,DLC1.2-k-s6,5.426955692423984e-05,1.7307152621879062e-05,0.56
210,adin,DLC2.4.1-a-s1,4.13084147744073e-06,6.638539051917722e-07,0.32
210,adin,DLC2.4.1-a-s2,4.6593138987839026e-06,7.498035051825058e-07,0.37
210,adin,DLC2.4.1-a-s3,4.998218767577824e-06,8.183597608492888e-07,0.35
210,adin,DLC2.4.1-a-s4,4.8469208856091475e-06,7.482641931426561e-07,0.33
210,adin,DLC2.4.1-a-s5,4.814014578302942e-06,7.872064231102778e-07,0.38
210,adin,DLC2.4.1-a-s6,4.198635209289507e-06,6.593100468741963e-07,0.32
210,adin,DLC2.4.1-b-s1,4.0973022292922e-06,5.52630669000755e-07,0.63
210,adin,DLC2.4.1-b-s2,3.0194540431607913e-06,4.039639339116072e-07,0.51
210,adin,DLC2.4.1-b-s3,4.159229800106296e-06,5.082784299679343e-07,0.41
210,adin,DLC2.4.1-b-s4,3.7804130286349495e-06,4.783839950845093e-07,0.49
210,adin,DLC2.4.1-b-s5,5.216739837964994e-06,8.705650926788169e-07,0.52
210,adin,DLC2.4.1-b-s6,4.195741207564222e-06,5.960770051555289e-07,0.38
210,adin,DLC2.4.2-a-s1,6.960839989922216e-06,5.245135882083129e-07,0.25
210,adin,DLC2.4.2-a-s2,4.6181277459428544e-06,3.405332994821831e-07,0.19
210,adin,DLC2.4.2-a-s3,4.727795643518559e-06,3.501571470917087e-07,0.24
210,adin,DLC2.4.2-a-s4,4.1218735617683465e-06,2.743650035816984e-07,0.22
210,adin,DLC2.4.2-a-s5,5.123237147083539e-06,3.802433732300929e-07,0.26
210,adin,DLC2.4.2-a-s6,4.6261391876403125e-06,2.9562351431702017e-07,0.22
210,adin,DLC2.4.2-b-s1,2.2325376079602147e-06,3.182722730226487e-07,0.37
210,adin,DLC2.4.2-b-s2,2.7508347062406364e-06,4.5120583097693137e-07,0.5
210,adin,DLC2.4.2-b-s3,3.088025511277887e-06,2.784157798529847e-07,0.42
210,adin,DLC2.4.2-b-s4,2.4920721274685744e-06,2.601366021579649e-07,0.42
210,adin,DLC2.4.2-b-s5,2.8564685103030366e-06,4.030255333932192e-07,0.37
210,adin,DLC2.4.2-b-s6,2.287651557529678e-06,3.107493577733037e-07,0.29
210,adin,DLC4.1-a-y1,0.0012627143499369553,0.00012096531559451309,0.16
210,adin,DLC4.1-a-y2,0.0012382259448048836,0.00011735981218103679,0.16
210,adin,DLC4.1-a-y3,0.0012288973406505718,0.00011533967349391614,0.16
210,adin,DLC4.1-b-y1,5.7516426069541854e-05,4.751870580772818e-06,0.28
210,adin,DLC4.1-b-y2,5.171600774623026e-05,3.9034837591279495e-06,0.29
210,adin,DLC4.1-b-y3,5.0766952795117247e-05,3.6122628872361044e-06,0.28
210,adin,DLC4.1-c-y1,4.2375440152792916e-05,4.590794327317346e-06,0.24
210,adin,DLC4.1-c-y2,3.127782484109279e-05,3.0092209588989666e-06,0.31
210,adin,DLC4.1-c-y3,4.0511730644756054e-05,4.648698829002384e-06,0.48
210,adin,DLC6.4-a-s1,0.0006838423242331762,6.676120651556908e-05,3.0
210,adin,DLC6.4-a-s2,0.0010613628640796,0.00010361479289863145,3.0
210,adin,DLC6.4-a-s3,0.001153679779067204,0.00011281491898201838,3.0
210,adin,DLC6.4-a-s4,0.0007318092589369841,7.156870566748773e-05,3.0
210,adin,DLC6.4-a-s5,0.0007474618142275727,7.296291029786273e-05,3.0
210,adin,DLC6.4-a-s6,0.0007324281589627538,7.153578170279663e-05,3.0
210,adin,DLC6.4-b-s1,5.1102277126628435e-05,5.1318634674837825e-06,0.29
210,adin,DLC6.4-b-s2,5.4616709068939855e-05,5.510190393071967e-06,0.28
210,adin,DLC6.4-b-s3,4.814042206030273e-05,4.7111750356065045e-06,0.23
210,adin,DLC6.4-b-s4,6.135017209916779e-05,6.738588311682179e-06,0.4
210,adin,DLC6.4-b-s5,7.50625671046792e-05,9.352986840416717e-06,0.51
210,adin,DLC6.4-b-s6,4.7253304761658756e-05,4.589506907387317e-06,0.25
