dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
10.0,0.42,1,2.464154548411157,-4.254265902847454,0.8114658604559288,1322.3014713002233,3565.37705226099,1027.8502902469081,0.022687715813021748,0.008414257331065574,0.023246776194158922,21.25409734333322,20.43622880001203,1
