n_dlc,sumD30_UW,sumD30_DW,life_UW_yr,life_DW_yr,life_Sys_yr,total_analysis_s,mean_per_dlc_s,min_per_dlc_s,max_per_dlc_s
111,6.3331580814449175,1.5543829975261245,4.736973183709867,19.30026257862216,4.010704277252009,403.707466699474,3.637004204499766,0.4614039000007324,5.723405800003093
