DLC,k,dt_s,eps_UW_pct,eps_DW_pct,eps_Sys_pct
DLC1.2-c-s4,0.0,20.0,-16.099643606610435,-28.54298987588996,-17.98783623715878
DLC1.2-c-s4,0.05,20.0,-12.987792645996855,-24.634727164838253,-14.756651289641976
DLC1.2-c-s4,0.1,20.0,-9.766363389217858,-20.530146641704917,-11.40249054243605
DLC1.2-c-s4,0.15,20.0,-6.4342176474331385,-16.221421605790066,-7.923166768129475
DLC1.2-c-s4,0.2,20.0,-2.991096055358544,-11.700536099634762,-4.317205879127384
DLC1.2-c-s4,0.25,20.0,0.5645919336515925,-6.9592848284232955,-0.5819712080155637
DLC1.2-c-s4,0.3,20.0,4.235662194445333,-1.9892731311838552,3.286245225455464
DLC1.2-c-s4,0.35,20.0,8.024970760363349,3.2180830000507976,7.291216607857098
DLC1.2-c-s4,0.4,20.0,11.935413748860423,8.671556856710172,11.436781275324437
DLC1.2-c-s4,0.45,20.0,15.96992728419806,14.380110909124543,15.726842645568762
DLC1.2-c-s4,0.5,20.0,20.13148741741395,20.35289666405291,20.165369139473356
DLC1.2-c-s4,0.55,20.0,24.423110043758435,26.599254487202995,24.756394093036672
DLC1.2-c-s4,0.6,20.0,28.847850817781207,33.12871339344146,29.50401566038572
DLC1.2-c-s4,0.65,20.0,33.40880506624,39.95099080720763,34.41239670854186
DLC1.2-c-s4,0.7,20.0,38.10910769899367,47.07599229546196,39.48576470457892
DLC1.2-c-s4,0.75,20.0,42.95193311803283,54.51381127533792,44.72841159577572
DLC1.2-c-s4,0.8,20.0,47.94049512479204,62.27472869850925,50.144693683326594
DLC1.2-c-s4,0.85,20.0,53.078046825881664,70.36921271414431,55.739031490140725
DLC1.2-c-s4,0.9,20.0,58.36788053736623,78.80791831218022,61.51590962322378
DLC1.2-c-s4,0.95,20.0,63.81332768771166,87.60168694853026,67.47987663110489
DLC1.2-c-s4,1.0,20.0,69.41775871951623,96.76154615371966,73.6355448567419
DLC1.2-c-s4,1.05,20.0,75.18458299013145,106.29870912633793,79.98759028630708
DLC1.2-c-s4,1.1,20.0,81.11724867127651,116.2245743125975,86.54075239423014
DLC1.2-c-s4,1.15,20.0,87.21924264774093,126.55072497319493,93.29983398484781
DLC1.2-c-s4,1.2,20.0,93.49409041526562,137.28892873858803,100.26970103098706
DLC1.2-c-s4,1.25,20.0,99.94535597768754,148.451137153717,107.45528250978347
DLC1.2-c-s4,1.3,20.0,106.57664174342818,160.04948521313355,114.86157023601771
DLC1.2-c-s4,1.35,20.0,113.39158842140047,172.09629088742338,122.49361869323141
DLC1.2-c-s4,1.4,20.0,120.39387491640632,184.60405464175312,130.35654486286555
DLC1.2-c-s4,1.45,20.0,127.58721822408958,197.58545894730815,138.45552805164635
DLC1.2-c-s4,1.5,20.0,134.97537332550903,211.0533677863362,146.79580971742854
DLC1.2-c-s4,1.55,20.0,142.56213308138928,225.02082615146182,155.38269329368836
DLC1.2-c-s4,1.6,20.0,150.35132812610533,239.50105953988637,164.22154401284809
DLC1.2-c-s4,1.65,20.0,158.34682676145397,254.50747344305006,173.3177887285964
DLC1.2-c-s4,1.7,20.0,166.5525348502583,270.0536528322889,182.67691573735928
DLC1.2-c-s4,1.75,20.0,174.97239570985585,286.1533616409795,192.30447459906458
DLC1.2-c-s4,1.8,20.0,183.6103900055091,302.8205422436388,202.20607595733148
DLC1.2-c-s4,1.85,20.0,192.47053564378223,320.06931493240234,212.3873913592064
DLC1.2-c-s4,1.9,20.0,201.55688766592021,337.91397739128286,222.8541530745594
DLC1.2-c-s4,1.95,20.0,210.8735381412683,356.3690041685804,233.61215391524394
DLC1.2-c-s4,2.0,20.0,220.42461606076245,375.44904614778886,244.66724705411673
DLC1.2-c-s4,2.05,20.0,230.21428723052622,395.16893001731705,256.0253458440076
DLC1.2-c-s4,2.1,20.0,240.2467541655986,415.5436577393292,267.6924236367189
DLC1.2-c-s4,2.15,20.0,250.52625598382662,436.5884060179762,279.67451360213363
DLC1.2-c-s4,2.2,20.0,261.0570682999417,458.31852576727886,291.9777085474989
DLC1.2-c-s4,2.25,20.0,271.8435031198507,480.74954157890176,304.60816073695065
DLC1.2-c-s4,2.3,20.0,282.8899087351597,503.8971511900444,317.5720817113406
DLC1.2-c-s4,2.35,20.0,294.2006696179538,527.77722495165,330.8757421084165
DLC1.2-c-s4,2.4,20.0,305.7802063158516,552.4058052971311,344.52547148340784
DLC1.2-c-s4,2.45,20.0,317.63297534735483,577.7991062117875,358.52765813006596
DLC1.2-c-s4,2.5,20.0,329.7634690975072,603.9735127030824,372.8887489021956
DLC1.2-c-s4,2.55,20.0,342.17621571388213,630.9455802719336,387.6152490357217
DLC1.2-c-s4,2.6,20.0,354.8757790029133,658.7320343851577,402.7137219713268
DLC1.2-c-s4,2.65,20.0,367.86675832657636,687.3497699492051,418.19078917768655
DLC1.2-c-s4,2.7,20.0,381.1537884994478,716.815850785304,434.05312997534463
DLC1.2-c-s4,2.75,20.0,394.74153968613604,747.1475091061295,450.30748136124134
DLC1.2-c-s4,2.8,20.0,408.63471729911157,778.3621449941036,466.9606378339309
DLC1.2-c-s4,2.85,20.0,422.8380618969363,810.4773258814201,484.01945121950956
DLC1.2-c-s4,2.9,20.0,437.3563490829034,843.5107860318848,501.4908304982658
DLC1.2-c-s4,2.95,20.0,452.19438940410254,877.4804260246593,519.3817416320891
DLC1.2-c-s4,3.0,20.0,467.3570282509086,912.4043122399718,537.6992073926351
DLC1.2-c-s5,0.0,20.0,-14.94508093694973,-27.818001099328004,-16.95477046088909
DLC1.2-c-s5,0.05,20.0,-11.827522294081906,-23.760983355919763,-13.692310182295952
DLC1.2-c-s5,0.1,20.0,-8.612358685414112,-19.520436263985673,-10.31850467073766
DLC1.2-c-s5,0.15,20.0,-5.301905372988946,-15.090453452522834,-6.834354700033507
DLC1.2-c-s5,0.2,20.0,-1.894164815928312,-10.4650267677458,-3.2371992226575053
DLC1.2-c-s5,0.25,20.0,1.612882156450035,-5.638046413502806,0.4756582401463483
DLC1.2-c-s5,0.3,20.0,5.221276295647126,-0.6033011000473931,4.306949533241111
DLC1.2-c-s5,0.35,20.0,8.933079884636296,4.645521799368613,8.259441800634493
DLC1.2-c-s5,0.4,20.0,12.750376688185817,10.11483608458381,12.335937416806209
DLC1.2-c-s5,0.45,20.0,16.675271902880006,15.811156557773653,16.53927391645036
DLC1.2-c-s5,0.5,20.0,20.709892106866246,21.74109884630515,20.872323922747427
DLC1.2-c-s5,0.55,20.0,24.856385209353824,27.91137921962217,25.33799507427601
DLC1.2-c-s5,0.6,20.0,29.116920399890887,34.32881440056552,29.939229950668267
DLC1.2-c-s5,0.65,20.0,33.49368809744122,41.00032137150429,34.679005997104426
DLC1.2-c-s5,0.7,20.0,37.988899899285485,47.93291717563757,39.56033544773987
DLC1.2-c-s5,0.75,20.0,42.604788529767305,55.13371871380504,44.5862652481499
DLC1.2-c-s5,0.8,20.0,47.34360778890465,62.60994253712519,49.759876976873564
DLC1.2-c-s5,0.85,20.0,52.20763250088678,70.3689046357629,55.08428676613366
DLC1.2-c-s5,0.9,20.0,57.19915846247432,78.41802022411284,60.562645221804345
DLC1.2-c-s5,0.95,20.0,62.320502391320034,86.76480352266624,66.19813734269435
DLC1.2-c-s5,1.0,20.0,67.5740018742283,95.41686753681695,71.99398243921028
DLC1.2-c-s5,1.05,20.0,72.96201531536748,104.38192383284628,77.95343405145985
DLC1.2-c-s5,1.1,20.0,78.4869218844509,113.66778231131408,84.07977986685134
DLC1.2-c-s5,1.15,20.0,84.15112146490118,123.28235097807054,90.37634163724364
DLC1.2-c-s5,1.2,20.0,89.95703460201119,133.23363571309164,96.84647509569719
DLC1.2-c-s5,1.25,20.0,95.90710245111379,143.52974003732822,103.49356987287157
DLC1.2-c-s5,1.3,20.0,102.00378672577392,154.17886487775272,110.32104941311687
DLC1.2-c-s5,1.35,20.0,108.24956964601387,165.18930833076956,117.33237089029913
DLC1.2-c-s5,1.4,20.0,114.64695388658174,176.5694654241556,124.5310251233997
DLC1.2-c-s5,1.45,20.0,121.19846252527667,188.3278278776798,131.92053649192687
DLC1.2-c-s5,1.5,20.0,127.90663899133664,200.4729838625455,139.50446285117323
DLC1.2-c-s5,1.55,20.0,134.774047013901,213.01361775979507,147.28639544735353
DLC1.2-c-s5,1.6,20.0,141.80327057055598,225.9585099178007,155.26995883265235
DLC1.2-c-s5,1.65,20.0,148.9969138359709,239.31653640896445,163.4588107802129
DLC1.2-c-s5,1.7,20.0,156.35760113063398,253.09666878574401,171.8566421990933
DLC1.2-c-s5,1.75,20.0,163.887976869694,267.3079738361065,180.46717704921525
DLC1.2-c-s5,1.8,20.0,171.5907055119166,281.9596133385209,189.29417225633324
DLC1.2-c-s5,1.85,20.0,179.4839464961361,297.0608438165743,198.35435008193198
DLC1.2-c-s5,1.9,20.0,187.55981267037544,312.62101629331295,207.64267361436328
DLC1.2-c-s5,1.95,20.0,195.81715145444818,328.6495760453887,217.15975679290844
DLC1.2-c-s5,2.0,20.0,204.258732126971,345.1560623570906,226.90950798344943
DLC1.2-c-s5,2.05,20.0,212.88734402379887,362.1501082743404,236.89586830422553
DLC1.2-c-s5,2.1,20.0,221.70579648705194,379.64144035872494,247.12281154077678
DLC1.2-c-s5,2.15,20.0,230.71691881429408,397.63987844162676,257.5943440610381
DLC1.2-c-s5,2.2,20.0,239.93205145810808,416.1553353785263,268.3215876946118
DLC1.2-c-s5,2.25,20.0,249.35036904323943,435.19781680352526,279.30552733699125
DLC1.2-c-s5,2.3,20.0,258.97052463976365,454.7774208841579,290.546732104569
DLC1.2-c-s5,2.35,20.0,268.79543864968787,474.9043380765348,302.04934738424527
DLC1.2-c-s5,2.4,20.0,278.8280512809539,495.5888508808764,313.81755080422306
DLC1.2-c-s5,2.45,20.0,289.07132249736844,516.8413335974768,325.85555215011703
DLC1.2-c-s5,2.5,20.0,299.52823196870855,538.6722520831478,338.16759328129785
DLC1.2-c-s5,2.55,20.0,310.2017790210155,561.092163508184,350.75794804749165
DLC1.2-c-s5,2.6,20.0,321.0949825870712,584.1117161138824,363.6309222056342
DLC1.2-c-s5,2.65,20.0,332.21088115706385,607.7416489706635,376.7908533369932
DLC1.2-c-s5,2.7,20.0,343.55253272944725,631.9927917368165,390.24211076456777
DLC1.2-c-s5,2.75,20.0,355.1230147619889,656.8760644179122,403.98909547076573
DLC1.2-c-s5,2.8,20.0,366.9254241230182,682.4024771269048,418.03624001537577
DLC1.2-c-s5,2.85,20.0,378.96287704286664,708.5831298449594,432.3880084538284
DLC1.2-c-s5,2.9,20.0,391.23850906551115,735.4292121830216,447.0488962557635
DLC1.2-c-s5,2.95,20.0,403.75547500041444,762.9520031441656,462.0234302239009
DLC1.2-c-s5,3.0,20.0,416.5169488745696,791.162870886733,477.31616841322494
DLC1.2-c-s6,0.0,20.0,-14.866443979738687,-27.177871031366006,-16.902816716568026
DLC1.2-c-s6,0.05,20.0,-11.801296003675754,-23.20558990237145,-13.689306850550809
DLC1.2-c-s6,0.1,20.0,-8.63869035407301,-19.040699331276233,-10.362299734572389
DLC1.2-c-s6,0.15,20.0,-5.37626835469106,-14.675915472134216,-6.918578792386798
DLC1.2-c-s6,0.2,20.0,-2.011640265138037,-10.103797222809064,-3.354873192153074
DLC1.2-c-s6,0.25,20.0,1.4576146288453051,-5.316746594693777,0.3321420261374719
DLC1.2-c-s6,0.3,20.0,5.033947924573567,-0.3070090996031394,4.145845817366878
DLC1.2-c-s6,0.35,20.0,8.719842011148726,4.933325847859682,8.089670992683029
DLC1.2-c-s6,0.4,20.0,12.517809977802298,10.41232451401295,12.167104076096091
DLC1.2-c-s6,0.45,20.0,16.430395521910924,16.138208417297207,16.38168515676448
DLC1.2-c-s6,0.5,20.0,20.46017285674122,22.119353888261184,20.73700773741789
DLC1.2-c-s6,0.55,20.0,24.6097466189801,28.364291619515146,25.236718579339378
DLC1.2-c-s6,0.6,20.0,28.881751776099797,34.881706206736226,29.88451754429329
DLC1.2-c-s6,0.65,20.0,33.278853533605556,41.680435681716176,34.68415743376205
DLC1.2-c-s6,0.7,20.0,37.80374724220887,48.769471038360976,39.63944382582343
DLC1.2-c-s6,0.75,20.0,42.459158304968845,56.157955752477726,44.75423490997845
DLC1.2-c-s6,0.8,20.0,47.24784208443915,63.85518529611149,50.032441320214474
DLC1.2-c-s6,0.85,20.0,52.17258380985568,71.87060664713772,55.47802596656442
DLC1.2-c-s6,0.9,20.0,57.236198484400134,80.2138177947527,61.0950038654049
DLC1.2-c-s6,0.95,20.0,62.44153079256811,88.89456724145681,66.88744196871272
DLC1.2-c-s6,1.0,20.0,67.79145500767282,97.92275350207514,72.85945899248448
DLC1.2-c-s6,1.05,20.0,73.28887489951002,107.30842460031641,79.01522524450404
DLC1.2-c-s6,1.1,20.0,78.97615896669666,117.06177756333211,85.39167824157178
DLC1.2-c-s6,1.15,20.0,84.85474850099865,127.19315791469784,91.99179619987834
DLC1.2-c-s6,1.2,20.0,90.89427778881902,137.71305916620992,98.7922165747158
DLC1.2-c-s6,1.25,20.0,97.09789873964843,148.6321223088534,105.79741929406924
DLC1.2-c-s6,1.3,20.0,103.46879377030822,159.9611353032735,113.01193612993936
DLC1.2-c-s6,1.35,20.0,110.01017570740514,171.71103257005308,120.44035052096666
DLC1.2-c-s6,1.4,20.0,116.72528769014896,183.89289448007764,128.08729739536471
DLC1.2-c-s6,1.45,20.0,123.65819471380175,196.51794684524216,135.99122601426953
DLC1.2-c-s6,1.5,20.0,130.805016951935,209.59756040973866,144.15089752531438
DLC1.2-c-s6,1.55,20.0,138.14110150978132,223.14325034214016,152.54792440418748
DLC1.2-c-s6,1.6,20.0,145.6700198588188,237.1666757284828,161.1873136746057
DLC1.2-c-s6,1.65,20.0,153.39537632722883,251.67963906652622,170.07412531631894
DLC1.2-c-s6,1.7,20.0,161.32080798809926,266.694085761364,179.2134720778567
DLC1.2-c-s6,1.75,20.0,169.44998454825878,282.2221036225356,188.61051929023037
DLC1.2-c-s6,1.8,20.0,177.78660823774666,298.2759223627861,198.2704846816223
DLC1.2-c-s6,1.85,20.0,186.33441369992295,314.86791309859507,208.19863819308782
DLC1.2-c-s6,1.9,20.0,195.09716788222758,332.0105878526011,218.40030179529754
DLC1.2-c-s6,1.95,20.0,204.07866992758977,349.7165990580276,228.88084930633937
DLC1.2-c-s6,2.0,20.0,213.28275106649173,367.9987390652065,239.64570621059633
DLC1.2-c-s6,2.05,20.0,222.71327450969167,386.8699396502922,250.70034947871923
DLC1.2-c-s6,2.1,20.0,232.37413534160615,406.34327152624775,262.05030738870306
DLC1.2-c-s6,2.15,20.0,242.26926041435414,426.4319438561731,273.7011593480793
DLC1.2-c-s6,2.2,20.0,252.40260824246636,447.14930376905227,285.6585357172339
DLC1.2-c-s6,2.25,20.0,262.7781688982571,468.5088358779672,297.9281176338557
DLC1.2-c-s6,2.3,20.0,273.39996390786075,490.52416180084526,310.5156368385195
DLC1.2-c-s6,2.35,20.0,284.2720461479345,513.2090396837787,323.42687550141187
DLC1.2-c-s6,2.4,20.0,295.40690039046444,536.5773637269677,336.6745797173632
DLC1.2-c-s6,2.45,20.0,306.80112458099165,560.6431637133239,350.25844124937066
DLC1.2-c-s6,2.5,20.0,318.4583782029511,585.4206045397636,364.1839915383438
DLC1.2-c-s6,2.55,20.0,330.3828469760882,610.9239857512287,378.45721950633333
DLC1.2-c-s6,2.6,20.0,342.578747537622,637.1677410774569,393.0841637133475
DLC1.2-c-s6,2.65,20.0,355.0503273427136,664.1664379725236,408.0709121907898
DLC1.2-c-s6,2.7,20.0,367.80186456558954,691.9347771571769,423.42360227602853
DLC1.2-c-s6,2.75,20.0,380.8376680013172,720.4875921639822,439.1484204480994
DLC1.2-c-s6,2.8,20.0,394.1620769682326,749.8398488852864,455.25160216453304
DLC1.2-c-s6,2.85,20.0,407.77946121101314,780.006645124015,471.73943169930527
DLC1.2-c-s6,2.9,20.0,421.69422080439983,811.00321014731,488.6182419819055
DLC1.2-c-s6,2.95,20.0,435.91078605755723,842.8449042430136,505.8944144375155
DLC1.2-c-s6,3.0,20.0,450.43361741907313,875.5472182790002,523.5743788282938
DLC1.2-d-s1,0.0,20.0,-17.161679439817657,-31.486506136743053,-19.77930772778045
DLC1.2-d-s1,0.05,20.0,-13.699068507679335,-27.171947154433852,-16.163439870896056
DLC1.2-d-s1,0.1,20.0,-10.120644162186988,-22.640015244992295,-12.41282801656789
DLC1.2-d-s1,0.15,20.0,-6.423711636970031,-17.882882499425858,-8.523789326006902
DLC1.2-d-s1,0.2,20.0,-2.6055441894262343,-12.89256766704393,-4.492584615201811
DLC1.2-d-s1,0.25,20.0,1.3366167982139965,-7.660936355474912,-0.31541846825144937
DLC1.2-d-s1,0.3,20.0,5.405561717995133,-2.1797012512122516,4.011560644645851
DLC1.2-d-s1,0.35,20.0,9.604112635577057,3.5595776407650437,8.49226024493166
DLC1.2-d-s1,0.4,20.0,13.935123189856814,9.565492739666205,13.130643719512648
DLC1.2-d-s1,0.45,20.0,18.401478492916755,15.846788615145368,17.930730191008593
DLC1.2-d-s1,0.5,20.0,23.00609503033362,22.412361698351944,22.89659438473095
DLC1.2-d-s1,0.55,20.0,27.751920561879494,29.27125997891529,28.032366492684034
DLC1.2-d-s1,0.6,20.0,32.64193402263902,36.4326826889326,33.34223203485613
DLC1.2-d-s1,0.65,20.0,37.67914542456321,43.905979974965035,38.83043171805141
DLC1.2-d-s1,0.7,20.0,42.8665957584772,51.700652558985595,44.501261292496054
DLC1.2-d-s1,0.75,20.0,48.207356896555865,59.82635138916379,50.3590714064355
DLC1.2-d-s1,0.8,20.0,53.70453149527772,68.29287728131588,56.40826745892469
DLC1.2-d-s1,0.85,20.0,59.36125289886558,77.11018055179954,62.65330945099821
DLC1.2-d-s1,0.9,20.0,65.18068504322336,86.28836064258188,69.09871183539806
DLC1.2-d-s1,0.95,20.0,71.16602236037144,95.83766573916192,75.74904336501895
DLC1.2-d-s1,1.0,20.0,77.32048968338732,105.76849238199011,82.60892694022526
DLC1.2-d-s1,1.05,20.0,83.6473421518533,116.0913850719802,89.6830394551796
DLC1.2-d-s1,1.1,20.0,90.14986511781433,126.81703587067554,96.9761116433152
DLC1.2-d-s1,1.15,20.0,96.83137405224763,137.95628399559382,104.49292792207521
DLC1.2-d-s1,1.2,20.0,103.69521445204488,149.52011541124085,112.23832623703198
DLC1.2-d-s1,1.25,20.0,110.74476174750751,161.51966241625036,120.21719790549339
DLC1.2-d-s1,1.3,20.0,117.98342121035512,173.96620322708145,128.43448745969505
DLC1.2-d-s1,1.35,20.0,125.41462786224851,186.8711615586725,136.895192489671
DLC1.2-d-s1,1.4,20.0,133.0517032545888,200.24610620242612,145.61234945298392
DLC1.2-d-s1,1.45,20.0,140.94853075942302,214.10275060187706,154.63186402517158
DLC1.2-d-s1,1.5,20.0,149.05215590075983,228.45295242636863,163.91311504619273
DLC1.2-d-s1,1.55,20.0,157.36623251914472,243.30871314304238,173.4613895809831
DLC1.2-d-s1,1.6,20.0,165.89444486015176,258.6821775874291,183.28202779783092
DLC1.2-d-s1,1.65,20.0,174.64050748181506,274.58563353290543,193.38042280790927
DLC1.2-d-s1,1.7,20.0,183.60816516258654,291.0315112592634,203.7620205049882
DLC1.2-d-s1,1.75,20.0,192.80119280981532,308.0323831206283,214.43231940537905
DLC1.2-d-s1,1.8,20.0,202.22339536875307,325.6009631129381,225.39687048815878
DLC1.2-d-s1,1.85,20.0,211.87860773207981,343.7501064411879,236.66127703571883
DLC1.2-d-s1,1.9,20.0,221.77069464995057,362.4928090866264,248.23119447467928
DLC1.2-d-s1,1.95,20.0,231.90355064056192,381.84220737408134,260.1123302172078
DLC1.2-d-s1,2.0,20.0,242.28109990123738,401.8115775395725,272.3104435027781
DLC1.2-d-s1,2.05,20.0,252.9072962200279,422.41433529837326,284.8313452404006
DLC1.2-d-s1,2.1,20.0,263.78612288782904,443.6640354136513,297.6808978513564
DLC1.2-d-s1,2.15,20.0,274.92159261101074,465.57437126582755,310.865015112462
DLC1.2-d-s1,2.2,20.0,286.3177474245586,488.1591744227751,324.3896619998912
DLC1.2-d-s1,2.25,20.0,297.97865860572557,511.432414210966,338.26085453357643
DLC1.2-d-s1,2.3,20.0,309.9084265881909,535.4081972876788,352.4846596222138
DLC1.2-d-s1,2.35,20.0,322.11118087672526,560.1007672143628,367.0671949088913
DLC1.2-d-s1,2.4,20.0,334.5910799623593,585.5245040312427,382.0146286173563
DLC1.2-d-s1,2.45,20.0,347.3523112380554,611.6939238332603,397.33317939894386
DLC1.2-d-s1,2.5,20.0,360.39909091487596,638.6236783474201,413.02911618017595
DLC1.2-d-s1,2.55,20.0,373.7405758367452,666.3285545116167,429.1127088268081
DLC1.2-d-s1,2.6,20.0,387.3804303289494,694.8234740550083,445.58983305880435
DLC1.2-d-s1,2.65,20.0,401.31899508582734,724.1234930799978,462.4637202693064
DLC1.2-d-s1,2.7,20.0,415.56060698010026,754.2438016458782,479.74084379672297
DLC1.2-d-s1,2.75,20.0,430.10963133595163,785.1997233541956,497.4277265374964
DLC1.2-d-s1,2.8,20.0,444.9704618480191,817.0067149358725,515.5309407979084
DLC1.2-d-s1,2.85,20.0,460.1475205008733,849.6803658401427,534.0571081466368
DLC1.2-d-s1,2.9,20.0,475.645257488973,883.2363978253287,553.0128992680629
DLC1.2-d-s1,2.95,20.0,491.468151137101,917.6906645515068,572.4050338163446
DLC1.2-d-s1,3.0,20.0,507.62070782127563,953.0591511750865,592.2402802702528
DLC1.2-d-s2,0.0,20.0,-15.212925319514836,-29.5566333433823,-17.424179295380572
DLC1.2-d-s2,0.05,20.0,-12.013959906668802,-25.56463223601355,-14.104865704668034
DLC1.2-d-s2,0.1,20.0,-8.711037132775479,-21.369873087882084,-10.666111260446664
DLC1.2-d-s2,0.15,20.0,-5.301648751013266,-16.964287494370566,-7.104505781438908
DLC1.2-d-s2,0.2,20.0,-1.7832540858356394,-12.339619611530384,-3.4165799864056434
DLC1.2-d-s2,0.25,20.0,1.8467198684082753,-7.4874264333677605,0.4011944056922401
DLC1.2-d-s2,0.3,20.0,5.59087834853742,-2.3990781024418983,4.352404566492352
DLC1.2-d-s2,0.35,20.0,9.451858723351304,2.9342417493309236,8.440696440749186
DLC1.2-d-s2,0.4,20.0,13.432330394251313,8.521535632501331,12.669774621284159
DLC1.2-d-s2,0.45,20.0,17.53499469572479,14.371991807125916,17.043402217033865
DLC1.2-d-s2,0.5,20.0,21.762584795745155,20.494983867382622,21.565400714822314
DLC1.2-d-s2,0.55,20.0,26.11786559613485,26.90007030592083,26.239649835439383
DLC1.2-d-s2,0.6,20.0,30.603633632936123,33.59699405991634,31.07008738457111
DLC1.2-d-s2,0.65,20.0,35.22271697683108,40.59568204063615,36.06070909908796
DLC1.2-d-s2,0.7,20.0,39.97797513364942,47.906244648160026,41.21556848916439
DLC1.2-d-s2,0.75,20.0,44.872298945000466,55.53897527277025,46.53877667666762
DLC1.2-d-s2,0.8,20.0,49.90861048906039,63.504349784390655,52.03450223022224
DLC1.2-d-s2,0.85,20.0,55.08986298154856,71.81302601134271,57.70697099732871
DLC1.2-d-s2,0.9,20.0,60.4190406769195,80.47584320957839,63.56046593388469
DLC1.2-d-s2,0.95,20.0,65.89915876979711,89.50382152345585,69.59932693143145
DLC1.2-d-s2,1.0,20.0,71.53326329667655,98.90816143903491,75.82795064242384
DLC1.2-d-s2,1.05,20.0,77.32443103791633,108.70024323078846,82.25079030379867
DLC1.2-d-s2,1.1,20.0,83.27576942004002,118.89162640255452,88.87235555909369
DLC1.2-d-s2,1.15,20.0,89.39041641836987,129.49404912348515,95.69721227935182
DLC1.2-d-s2,1.2,20.0,95.67154046000748,140.51942765968718,102.72998238302233
DLC1.2-d-s2,1.25,20.0,102.12234032717937,151.9798558021957,109.97534365505769
DLC1.2-d-s2,1.3,20.0,108.74604506096244,163.88760429186556,117.43802956538403
DLC1.2-d-s2,1.35,20.0,115.54591386540322,176.25512024172468,125.12282908691206
DLC1.2-d-s2,1.4,20.0,122.52523601204386,189.0950265572835,133.0345865132382
DLC1.2-d-s2,1.45,20.0,129.68733074486548,202.4201213552602,141.17820127617375
DLC1.2-d-s2,1.5,20.0,137.03554718566232,216.24337738114252,149.5586277632294
DLC1.2-d-s2,1.55,20.0,144.57326423985236,230.5779414259713,158.18087513516716
DLC1.2-d-s2,1.6,20.0,152.30389050273763,245.43713374270658,167.0500071437273
DLC1.2-d-s2,1.65,20.0,160.23086416621882,260.8344474624988,176.1711419496222
DLC1.2-d-s2,1.7,20.0,168.35765292597324,276.7835480111723,185.54945194088702
DLC1.2-d-s2,1.75,20.0,176.68775388910288,293.29827252619344,195.19016355166085
DLC1.2-d-s2,1.8,20.0,185.2246934822567,310.3926292743819,205.09855708147336
DLC1.2-d-s2,1.85,20.0,193.97202736023465,328.0807970705992,215.27996651509915
DLC1.2-d-s2,1.9,20.0,202.9333403150763,346.3771246976282,225.73977934303747
DLC1.2-d-s2,1.95,20.0,212.1122461856392,365.29613032744237,236.48343638266928
DLC1.2-d-s2,2.0,20.0,221.51238776766922,384.8525009440471,247.51643160013955
DLC1.2-d-s2,2.05,20.0,231.13743672436854,405.06109176805944,258.84431193300634
DLC1.2-d-s2,2.1,20.0,240.9910934974605,425.9369256831759,270.472677113693
DLC1.2-d-s2,2.15,20.0,251.07708721875613,447.49519266467263,282.40717949377887
DLC1.2-d-s2,2.2,20.0,261.39917562222354,469.75124921006426,294.6535238691578
DLC1.2-d-s2,2.25,20.0,271.9611449565602,492.7206177720309,307.21746730608857
DLC1.2-d-s2,2.3,20.0,282.7668098982714,516.4189861937352,320.10481896816543
DLC1.2-d-s2,2.35,20.0,293.82001346525357,540.8622071466107,333.32143994422375
DLC1.2-d-s2,2.4,20.0,305.1246269308851,566.0662975707148,346.8732430772031
DLC1.2-d-s2,2.45,20.0,316.6845497386213,592.0474381177341,360.7661927939799
DLC1.2-d-s2,2.5,20.0,328.5037094170982,618.8219725967003,375.0063049361855
DLC1.2-d-s2,2.55,20.0,340.5860614957406,646.4064074224924,389.59964659201944
DLC1.2-d-s2,2.6,20.0,352.9355894208758,674.8174110671816,404.55233592906905
DLC1.2-d-s2,2.65,20.0,365.55630447235205,704.0718135142658,419.8705420281403
DLC1.2-d-s2,2.7,20.0,378.45224568065987,734.1866057158525,435.5604847181106
DLC1.2-d-s2,2.75,20.0,391.62747974455624,765.1789390528156,451.62843441180456
DLC1.2-d-s2,2.8,20.0,405.08610094918913,797.0661247979817,468.08071194289926
DLC1.2-d-s2,2.85,20.0,418.832231084723,829.8656335823617,484.92368840386195
DLC1.2-d-s2,2.9,20.0,432.87001936545846,863.5950948644606,502.16378498491537
DLC1.2-d-s2,2.95,20.0,447.20364234945197,898.2722964027024,519.8074728140449
DLC1.2-d-s2,3.0,20.0,461.8557518947193,933.915183730967,537.8766043869224
DLC1.2-d-s3,0.0,20.0,-15.013582149899452,-28.309123647960543,-17.183418654727976
DLC1.2-d-s3,0.05,20.0,-11.690570645575061,-24.058087974028542,-13.710904613429554
DLC1.2-d-s3,0.1,20.0,-8.258620723642341,-19.595686569429304,-10.112395552151654
DLC1.2-d-s3,0.15,20.0,-4.715120842040599,-14.913889061827113,-6.384348933697681
DLC1.2-d-s3,0.2,20.0,-1.0574232984934984,-10.004472567229284,-2.5231580561772438
DLC1.2-d-s3,0.25,20.0,2.7171555964533356,-4.859021094732496,1.4748479386142987
DLC1.2-d-s3,0.3,20.0,6.611335354618797,0.5310749284690663,5.613404042027725
DLC1.2-d-s3,0.35,20.0,10.62787115281072,6.1746190224494235,9.896309341586651
DLC1.2-d-s3,0.4,20.0,14.769553682043334,12.080608920333935,14.32742697108036
