DLC,k,dt_s,eps_UW_pct,eps_DW_pct,eps_Sys_pct
DLC1.2-a-s5,2.1,20.0,81.77342972939744,131.09774917879196,89.22820675469684
DLC1.2-a-s5,2.15,20.0,84.55532872393923,136.19421548703033,92.36282076652962
DLC1.2-a-s5,2.2,20.0,87.37708200299699,141.39266797154235,95.54693784948599
DLC1.2-a-s5,2.25,20.0,90.23911764324592,146.69463738513747,98.78116190774082
DLC1.2-a-s5,2.3,20.0,93.14186640044217,152.10166766492637,102.06610125461171
DLC1.2-a-s5,2.35,20.0,96.08576170593818,157.61531591768806,105.40236860719912
DLC1.2-a-s5,2.4,20.0,99.07123966317153,163.23715240492444,108.79058108094478
DLC1.2-a-s5,2.45,20.0,102.09873904412974,168.96876052760695,112.23136018411198
DLC1.2-a-s5,2.5,20.0,105.16870128579127,174.81173681062904,115.72533181219006
DLC1.2-a-s5,2.55,20.0,108.28157048654373,180.7676908869743,119.27312624222691
DLC1.2-a-s5,2.6,20.0,111.43779340257964,186.83824548161053,122.87537812709073
DLC1.2-a-s5,2.65,20.0,114.63781944427187,193.0250363951191,126.53272648966664
DLC1.2-a-s5,2.7,20.0,117.8821006725276,199.32971248706974,130.24581471698698
DLC1.2-a-s5,2.75,20.0,121.17109179512342,205.75393565914973,134.0152905543014
DLC1.2-a-s5,2.8,20.0,124.505250163021,212.29938083805732,137.84180609908768
DLC1.2-a-s5,2.85,20.0,127.88503576666481,218.96773595816774,141.726017795005
DLC1.2-a-s5,2.9,20.0,131.31091123226204,225.7607019439797,145.66858642579342
DLC1.2-a-s5,2.95,20.0,134.78334181804635,232.6799926923545,149.67017710912262
DLC1.2-a-s5,3.0,20.0,138.30279541052528,239.72733505454946,153.73145929038904
DLC1.2-a-s6,0.0,20.0,-4.63704859572408,-10.0008568618142,-5.381295396302155
DLC1.2-a-s6,0.05,20.0,-3.071595997423926,-7.8152203359379335,-3.7300596127580965
DLC1.2-a-s6,0.1,20.0,-1.4799904953699095,-5.565694761415074,-2.0473640339948473
DLC1.2-a-s6,0.15,20.0,0.13811815874331668,-3.260496194702933,-0.3340374522331713
DLC1.2-a-s6,0.2,20.0,1.7830833408474023,-0.8984916106069107,1.410387326183149
