gen,n_front,hv,f1_min,f2_min,budget,masta,cache_hit,geom_out,edge,t_s
1,1,2689.3416,20.1213,114.7124,224,224,1,0,0,92.6
2,2,2788.2423,20.1213,109.6739,448,447,2,0,0,162.2
3,2,2788.2423,20.1213,109.6739,672,667,6,0,0,227.0
4,2,2788.2423,20.1213,109.6739,896,889,8,0,0,291.5
5,3,2814.3457,19.9264,109.6739,1120,1111,10,0,0,355.3
