dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
1,0.31,4,3.2152109039291554,-0.9015363950167443,2.4993846117780993,822363.1903230062,3278509.2180205164,693670.7616069207,3.648023203496822e-05,9.150500427176857e-06,3.765314843313517e-05,8.030800873333162,107.12475059996359,0
