=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.507422978591668e-06,45040.0,0.24805433095576873,4.031374885279922,120.94124655839767,30점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.8225936186904095e-06,45040.0,0.21720961658581606,4.603847728836241,138.11543186508723,30점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.77610723327504e-06,45040.0,0.1700758697867078,5.8797288601498865,176.3918658044966,30점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.904811022327293e-06,45040.0,0.1758726884456213,5.685931163264122,170.57793489792365,30점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.178750449538862e-07,45040.0,0.04134109202472303,24.189007861765585,725.6702358529676,30점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.253938051232848e-07,45040.0,0.019159736982752747,52.19278327777579,1565.7834983332737,30점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.661820382313993e-07,45040.0,0.039012839001942225,25.632587260573775,768.9776178172133,30점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.246676004392145e-07,45040.0,0.028135028723782218,35.54288178688481,1066.2864536065442,30점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
