=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.500336060340938e-06,45040.0,0.24773513615775586,4.0365691177661915,121.09707353298576,1000점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.90241086070936e-06,45040.0,0.2208045851663496,4.5288914595981815,135.86674378794544,1000점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7842466714159352e-06,45040.0,0.17044247008057373,5.867082303649245,176.01246910947734,1000점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.969284523923818e-06,45040.0,0.17877657495752877,5.593573991657274,167.8072197497182,1000점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.625992402205755e-07,45040.0,0.04335546977953472,23.065140455980817,691.9542136794245,1000점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.825070607440891e-07,45040.0,0.021732118015913775,46.01484306627316,1380.4452919881949,1000점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,9.046977378007548e-07,45040.0,0.040747586110546,24.54133104442197,736.2399313326591,1000점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.832028828169941e-07,45040.0,0.030771457842077417,32.49764782455588,974.9294347366763,1000점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
