=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.526475061477832e-06,45040.0,0.24891243676896155,4.017477041246403,120.52431123739208,300점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.8920141197137235e-06,45040.0,0.22033631595190611,4.5385164750520515,136.15549425156155,300점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.798543293203284e-06,45040.0,0.1710863899258759,5.845000297412643,175.35000892237926,300점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.962581311015202e-06,45040.0,0.1784746622481247,5.603036237209674,168.09108711629023,300점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.486330395420823e-07,45040.0,0.04272643210097539,23.40471578896875,702.1414736690625,300점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.5963590471773186e-07,45040.0,0.020702001148486644,48.30450896159388,1449.1352688478166,300점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.923793611958869e-07,45040.0,0.04019276642826274,24.880098805461177,746.4029641638353,300점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.603055809237654e-07,45040.0,0.029740163364806393,33.62456311128975,1008.7368933386925,300점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
