=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.6243753561804805e-06,45040.0,0.25332186604236884,3.947547109228806,118.42641327686418,150점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.976662813749437e-06,45040.0,0.22414889313127465,4.461320268105637,133.8396080431691,150점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.863773014116523e-06,45040.0,0.17402433655580818,5.746322725840751,172.38968177522256,150점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,4.0282234496178475e-06,45040.0,0.18143118417078785,5.511731649497824,165.35194948493472,150점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.63507965999733e-07,45040.0,0.04339639878862798,23.043386730560922,691.3016019168276,150점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.6133529316427346e-07,45040.0,0.020778541604118878,48.126573031563126,1443.7971909468938,150점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,9.072168639991515e-07,45040.0,0.04086104755452179,24.47318558501659,734.1955675504977,150점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.673185558125107e-07,45040.0,0.03005602775379548,33.271196320136475,998.1358896040944,150점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
