=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.467362069205634e-06,45040.0,0.24624998759702177,4.06091391012153,121.8274173036459,600점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.848941138204491e-06,45040.0,0.21839630886473027,4.578831964689373,137.3649589406812,600점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7588561736054467e-06,45040.0,0.16929888205918933,5.9067135461082705,177.2014063832481,600점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.927535747824677e-06,45040.0,0.17689621008202344,5.653032360254179,169.59097080762535,600점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.462416176822838e-07,45040.0,0.04261872246041006,23.46386616654061,703.9159849962183,600점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.6698528879029146e-07,45040.0,0.02103301740711473,47.544295744353605,1426.328872330608,600점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.899630427525087e-07,45040.0,0.04008393544557299,24.947650196618692,748.4295058985608,600점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.657144370247012e-07,45040.0,0.02998377824359254,33.35136725851745,1000.5410177555234,600점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
