=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.411055721592072e-06,45040.0,0.24371394970050694,4.103170956069077,123.09512868207231,60점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.724736484235528e-06,45040.0,0.2128021312499682,4.699201056522076,140.97603169566227,60점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7132925825612322e-06,45040.0,0.1672466979185579,5.979191293133679,179.37573879401037,60점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.833516768192169e-06,45040.0,0.1726615952393753,5.791675899980049,173.75027699940148,60점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,8.963247289663544e-07,45040.0,0.040370465792644604,24.770583652324305,743.1175095697291,60점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.154185366200914e-07,45040.0,0.01871045088936892,53.4460663675502,1603.381991026506,60점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.449046404815106e-07,45040.0,0.03805450500728724,26.27809768668664,788.3429306005992,60점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.085705230573512e-07,45040.0,0.027410016358503098,36.4830136151955,1094.490408455865,60점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
