t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,3.49086,0.000322823,-26652.7,986.421,1099.2,9.2075,-4964.05
0.1,3.49075,-0.502976,-26659.8,1064.14,1099.92,7.677,-4963.01
0.2,3.49056,-0.444734,-26665.4,1134.72,1100.61,6.299,-4962.12
0.3,3.49038,-0.480296,-26670.7,1200.19,1101.16,5.09863,-4961.38
0.4,3.49021,-0.353061,-26676.8,1259.11,1101.49,3.81588,-4960.76
0.5,3.49015,0.00982497,-26684.4,1312.64,1101.66,2.19637,-4960.31
0.6,3.49013,-0.112802,-26695.1,1365.79,1101.76,0.22775,-4960.08
0.7,3.49006,-0.219614,-26709.5,1416.4,1101.96,-2.05387,-4960.11
0.8,3.49002,-0.0198731,-26728.2,1462.48,1102.39,-4.376,-4960.42
0.9,3.49001,0.00756369,-26751.0,1503.22,1103.05,-6.33337,-4960.91
1.0,3.49006,0.255255,-26776.5,1533.6,1103.86,-7.73119,-4961.46
1.1,3.49021,0.534498,-26803.0,1553.25,1104.66,-8.47262,-4961.89
1.2,3.49038,0.467212,-26829.0,1564.62,1105.27,-8.62056,-4962.12
1.3,3.49055,0.511813,-26853.4,1567.69,1105.62,-8.4675,-4962.17
1.4,3.49076,0.679213,-26876.4,1566.26,1105.71,-8.23441,-4962.12
1.5,3.491,0.684979,-26898.7,1563.61,1105.66,-8.0724,-4962.09
1.6,3.49125,1.4245,-26921.6,1559.83,1105.62,-8.08219,-4962.17
1.7,3.49147,5.65566,-26946.1,1557.08,1105.69,-8.1515,-4962.34
1.8,3.49157,11.9479,-26971.7,1554.15,1105.92,-8.13584,-4962.48
1.9,3.49161,18.6206,-26997.3,1548.23,1106.26,-7.91044,-4962.38
2.0,3.49169,24.2255,-27021.1,1538.96,1106.6,-7.37187,-4961.88
2.1,3.49183,27.5166,-27041.5,1525.77,1106.8,-6.58337,-4960.94
2.2,3.49204,31.8261,-27057.7,1510.25,1106.77,-5.71012,-4959.68
2.3,3.49226,35.1883,-27070.1,1495.33,1106.54,-4.94975,-4958.36
2.4,3.49244,38.6219,-27079.9,1485.1,1106.2,-4.447,-4957.28
2.5,3.49262,43.2928,-27088.2,1481.38,1105.89,-4.305,-4956.69
2.6,3.49285,48.5822,-27096.2,1486.12,1105.7,-4.47538,-4956.65
2.7,3.49311,54.2329,-27103.5,1499.65,1105.66,-4.827,-4957.06
2.8,3.49342,59.0013,-27108.9,1520.17,1105.71,-5.23812,-4957.69
2.9,3.49371,63.3175,-27110.8,1547.25,1105.75,-5.58075,-4958.28
3.0,3.494,67.2301,-27108.2,1579.81,1105.68,-5.81975,-4958.7
3.1,3.4943,72.9192,-27101.3,1618.19,1105.46,-5.96525,-4958.99
3.2,3.49462,78.7604,-27091.4,1662.31,1105.09,-6.072,-4959.32
3.3,3.49492,85.2934,-27080.9,1713.44,1104.68,-6.1535,-4959.97
3.4,3.4951,93.2354,-27072.3,1771.15,1104.29,-6.22025,-4961.13
3.5,3.49513,101.855,-27067.0,1834.11,1104.01,-6.23225,-4962.85
3.6,3.49506,108.028,-27065.0,1900.99,1103.85,-6.106,-4964.98
3.7,3.49494,115.093,-27064.6,1970.27,1103.73,-5.7725,-4967.19
3.8,3.49486,122.182,-27063.3,2038.2,1103.56,-5.25425,-4969.12
3.9,3.49487,128.018,-27058.6,2104.98,1103.26,-4.525,-4970.49
4.0,3.49489,132.789,-27050.3,2170.03,1102.79,-3.613,-4971.19
4.1,3.49492,136.691,-27038.2,2231.72,1102.2,-2.6435,-4971.34
4.2,3.49497,141.939,-27024.7,2293.42,1101.58,-1.57675,-4971.13
4.3,3.49499,146.073,-27012.4,2353.22,1101.04,-0.467,-4970.81
4.4,3.49504,148.547,-27003.9,2410.28,1100.63,0.693,-4970.49
4.5,3.49512,148.236,-27001.3,2465.77,1100.36,1.95913,-4970.2
4.6,3.49511,150.272,-27006.2,2517.32,1100.17,3.23863,-4969.77
4.7,3.4951,155.415,-27019.1,2563.85,1100.0,4.4415,-4969.04
4.8,3.49509,159.531,-27040.5,2606.57,1099.82,5.5135,-4967.89
4.9,3.49511,161.315,-27071.3,2643.75,1099.62,6.30487,-4966.31
5.0,3.49519,163.329,-27112.0,2676.36,1099.46,6.77612,-4964.46
5.1,3.49521,164.144,-27163.3,2705.31,1099.4,6.99125,-4962.56
5.2,3.49508,165.808,-27225.4,2729.54,1099.49,7.05538,-4960.87
5.3,3.49479,169.679,-27297.8,2747.26,1099.76,7.09056,-4959.55
5.4,3.49448,173.557,-27379.2,2758.31,1100.17,7.21644,-4958.66
5.5,3.49423,175.464,-27467.1,2762.9,1100.63,7.41869,-4958.14
5.6,3.4941,176.354,-27559.0,2762.52,1101.02,7.57831,-4957.88
5.7,3.49404,175.035,-27652.5,2760.18,1101.28,7.5687,-4957.77
5.8,3.49397,171.755,-27746.8,2757.82,1101.43,7.3011,-4957.77
5.9,3.4939,167.274,-27842.2,2755.11,1101.55,6.75017,-4957.93
6.0,3.49389,162.968,-27940.3,2752.12,1101.76,6.035,-4958.31
6.1,3.49392,158.729,-28042.9,2746.56,1102.13,5.30128,-4958.98
6.2,3.49398,153.687,-28151.4,2736.22,1102.68,4.70356,-4959.94
6.3,3.494,146.143,-28265.3,2719.73,1103.37,4.3575,-4961.12
6.4,3.49395,138.023,-28383.2,2695.86,1104.11,4.28369,-4962.41
6.5,3.49389,129.987,-28502.2,2663.76,1104.79,4.41012,-4963.69
6.6,3.49386,124.623,-28619.2,2625.06,1105.32,4.64787,-4964.86
6.7,3.49388,119.804,-28731.1,2579.77,1105.68,4.816,-4965.9
6.8,3.49393,116.784,-28835.7,2531.02,1105.89,4.81163,-4966.81
6.9,3.49387,115.596,-28931.5,2480.22,1106.04,4.5585,-4967.58
7.0,3.49374,113.931,-29017.4,2427.5,1106.21,4.07025,-4968.17
7.1,3.49357,109.371,-29092.7,2372.86,1106.41,3.472,-4968.51
7.2,3.49347,102.896,-29156.8,2314.87,1106.64,2.8855,-4968.5
7.3,3.49348,98.0039,-29209.0,2252.53,1106.82,2.38975,-4968.1
7.4,3.49356,95.5796,-29249.1,2185.98,1106.87,1.984,-4967.33
7.5,3.4937,93.8407,-29277.6,2116.48,1106.76,1.56975,-4966.33
7.6,3.49389,92.913,-29295.3,2046.17,1106.51,0.983,-4965.26
7.7,3.49416,94.0273,-29303.6,1977.6,1106.17,0.0935,-4964.34
7.8,3.49446,97.0959,-29303.8,1912.14,1105.81,-1.13325,-4963.68
7.9,3.4947,103.965,-29296.7,1849.34,1105.49,-2.61475,-4963.28
8.0,3.49485,111.001,-29283.1,1786.29,1105.24,-4.2235,-4963.05
8.1,3.49493,118.673,-29263.1,1723.22,1105.03,-5.75175,-4962.83
8.2,3.49502,124.173,-29236.5,1657.87,1104.8,-7.14375,-4962.48
8.3,3.49519,129.563,-29203.9,1592.95,1104.48,-8.31525,-4961.99
8.4,3.49539,134.005,-29166.1,1529.96,1104.05,-9.2655,-4961.47
8.5,3.49556,138.669,-29125.0,1469.5,1103.5,-10.0295,-4961.11
8.6,3.49566,143.705,-29083.0,1413.5,1102.91,-10.605,-4961.14
8.7,3.49567,148.199,-29042.6,1361.65,1102.35,-11.0328,-4961.69
8.8,3.49569,151.562,-29005.3,1313.82,1101.87,-11.3422,-4962.7
8.9,3.49572,155.563,-28971.6,1270.98,1101.47,-11.5021,-4963.99
9.0,3.49575,157.669,-28940.6,1230.39,1101.14,-11.5238,-4965.26
9.1,3.49582,159.839,-28911.0,1191.98,1100.82,-11.3109,-4966.23
9.2,3.4959,161.968,-28881.3,1153.73,1100.47,-10.822,-4966.75
9.3,3.49606,166.633,-28851.0,1115.2,1100.08,-10.0375,-4966.83
9.4,3.4963,171.678,-28820.2,1077.14,1099.66,-8.98337,-4966.64
9.5,3.49657,176.157,-28789.6,1041.49,1099.23,-7.72975,-4966.43
9.6,3.49679,178.415,-28760.0,1009.11,1098.83,-6.40156,-4966.41
9.7,3.49688,181.479,-28731.4,981.975,1098.45,-5.04931,-4966.62
9.8,3.49683,183.469,-28703.1,958.451,1098.09,-3.75919,-4966.98
9.9,3.49673,184.343,-28673.8,938.425,1097.71,-2.55594,-4967.29
10.0,3.49665,185.611,-28641.9,922.364,1097.28,-1.47464,-4967.31
10.1,3.49665,168.271,-28606.7,905.109,1096.81,-0.722794,-4966.9
10.2,3.49814,-18.9184,-28570.1,878.566,1096.38,-0.699297,-4966.04
10.3,3.49807,6.72179,-28532.2,932.643,1095.7,0.51825,-4965.02
10.4,3.4977,0.17578,-28494.8,908.658,1095.09,-0.369812,-4963.88
10.5,3.49814,-0.158345,-28466.9,946.153,1094.47,0.818375,-4963.11
10.6,3.49747,-1.09635,-28447.9,950.681,1093.73,1.89719,-4962.83
10.7,3.49884,7.39183,-28440.5,893.594,1092.5,1.546,-4962.82
10.8,3.5002,-0.690648,-28445.6,900.365,1090.31,2.62087,-4963.17
10.9,3.49882,-5.08882,-28454.8,885.389,1087.05,2.46462,-4963.62
11.0,3.49812,0.590035,-28465.7,841.393,1082.75,1.14025,-4963.86
11.1,3.49784,-2.08015,-28477.0,844.406,1077.41,1.63063,-4963.99
11.2,3.49768,2.06792,-28484.7,795.931,1071.19,1.75363,-4963.92
11.3,3.49965,7.19827,-28491.8,723.291,1064.19,2.01988,-4963.59
11.4,3.5007,-1.23609,-28499.4,694.91,1056.54,3.71625,-4963.3
11.5,3.5,-1.55718,-28505.0,633.361,1048.54,4.0895,-4963.0
11.6,3.50019,1.90513,-28511.0,577.232,1040.29,4.14275,-4962.71
11.7,3.50051,0.278428,-28516.3,550.51,1031.73,5.132,-4962.52
11.8,3.50164,5.97235,-28518.5,473.077,1022.77,5.3025,-4962.18
11.9,3.50422,6.87763,-28519.7,395.901,1013.21,6.009,-4961.62
12.0,3.50535,-0.190779,-28519.1,337.558,1002.96,7.33975,-4960.93
12.1,3.5055,1.23096,-28514.9,247.354,992.103,7.394,-4960.03
12.2,3.50628,2.39254,-28507.4,177.281,980.604,7.6535,-4958.97
12.3,3.50695,1.73012,-28493.2,112.289,968.45,8.3225,-4957.79
12.4,3.50845,6.07335,-28470.7,1.77956,955.637,8.51575,-4956.39
12.5,3.51031,3.35272,-28441.6,-104.735,942.092,9.61475,-4954.86
12.6,3.51048,-1.68541,-28404.9,-218.356,927.856,10.7638,-4953.34
12.7,3.51028,0.589843,-28360.5,-354.768,913.031,10.754,-4951.79
12.8,3.51066,1.25304,-28309.9,-462.499,897.679,10.7045,-4950.39
12.9,3.51133,2.68871,-28253.2,-569.265,881.947,10.1532,-4949.26
13.0,3.51301,5.81388,-28193.6,-692.573,865.983,9.101,-4948.43
13.1,3.51445,1.77921,-28134.4,-797.283,849.858,8.81137,-4948.04
13.2,3.51448,-1.03945,-28076.1,-910.365,833.643,8.3925,-4948.07
13.3,3.51451,1.01957,-28018.9,-1028.03,817.306,7.55275,-4948.37
13.4,3.51496,1.40913,-27962.1,-1119.32,800.723,7.003,-4948.9
13.5,3.51587,3.64848,-27903.8,-1216.98,783.82,6.02138,-4949.55
13.6,3.51754,4.81192,-27844.7,-1318.39,766.52,4.95463,-4950.29
13.7,3.51852,0.571655,-27786.3,-1405.75,748.774,4.417,-4951.28
13.8,3.51846,-0.508119,-27729.7,-1503.9,730.627,3.51956,-4952.62
13.9,3.5186,1.02281,-27677.0,-1594.56,712.137,2.46712,-4954.41
14.0,3.51903,1.35625,-27628.2,-1664.08,693.394,1.59619,-4956.66
14.1,3.51988,3.16865,-27581.1,-1738.61,674.526,0.465969,-4959.15
14.2,3.52093,2.11005,-27535.5,-1807.09,655.588,-0.2545,-4961.66
14.3,3.52092,-1.82731,-27490.3,-1868.75,636.579,-0.370813,-4963.98
14.4,3.5202,-1.72829,-27444.9,-1941.12,617.476,-0.597223,-4965.89
14.5,3.51984,-0.253648,-27400.0,-2001.76,598.235,-0.749188,-4967.32
14.6,3.51995,1.00978,-27356.1,-2047.71,578.9,-1.03038,-4968.37
14.7,3.52071,2.87949,-27314.2,-2092.38,559.574,-1.8085,-4969.2
14.8,3.5215,1.1429,-27276.8,-2122.04,540.303,-2.44044,-4970.05
14.9,3.52137,-1.51994,-27243.8,-2146.38,521.083,-2.89469,-4971.08
15.0,3.52092,-0.753478,-27214.2,-2175.75,501.86,-3.37788,-4972.17
15.1,3.52088,0.436057,-27186.5,-2193.15,482.593,-3.527,-4973.17
15.2,3.52127,1.74834,-27158.5,-2203.94,463.336,-3.675,-4973.85
15.3,3.5221,2.48249,-27129.3,-2210.76,444.17,-4.05725,-4974.01
15.4,3.52257,-0.049007,-27099.1,-2201.42,425.132,-4.371,-4973.59
15.5,3.52215,-1.85976,-27068.9,-2187.45,406.248,-4.90462,-4972.71
15.6,3.52159,-1.04227,-27040.9,-2171.02,387.555,-5.68475,-4971.59
15.7,3.52136,-0.17039,-27018.3,-2142.8,369.127,-6.38062,-4970.57
15.8,3.52148,0.797538,-27002.6,-2112.78,351.095,-7.14875,-4969.89
15.9,3.52173,0.319169,-26995.5,-2079.36,333.527,-7.804,-4969.63
16.0,3.52131,-2.38797,-26997.2,-2037.48,316.364,-8.0605,-4969.71
16.1,3.52016,-3.3683,-27007.5,-1998.28,299.501,-8.1635,-4969.91
16.2,3.51906,-2.30561,-27026.8,-1958.4,282.874,-8.08275,-4969.95
16.3,3.51839,-1.14084,-27055.6,-1913.43,266.532,-7.8345,-4969.68
16.4,3.51816,-0.0679881,-27094.2,-1870.61,250.618,-7.763,-4969.08
