t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,0.320812,-18.4509,-20460.0,-18506.0,407.065,219.364,-4459.69
0.1,0.315004,-19.5428,-20905.6,-17417.3,398.771,233.384,-4433.51
0.2,0.303026,-36.4531,-21638.6,-15675.8,397.693,256.603,-4473.68
0.3,0.287039,-45.9826,-23263.5,-13814.3,395.197,227.508,-4538.96
0.4,0.273868,-25.5505,-25149.2,-12222.9,403.072,203.266,-4580.73
0.5,0.267805,-4.11506,-27229.8,-11275.7,413.952,212.162,-4558.85
0.6,0.266704,-0.439467,-29649.6,-10910.6,427.745,254.932,-4539.14
0.7,0.26872,4.527,-32691.3,-10724.6,447.529,275.397,-4576.73
0.8,0.266749,-13.152,-35106.3,-10086.1,456.682,296.331,-4620.79
0.9,0.261197,-14.3233,-36139.0,-9144.71,453.84,298.485,-4586.67
1.0,0.260092,6.12331,-35910.0,-7982.45,441.105,334.043,-4530.8
1.1,0.260305,0.173444,-35631.3,-6671.35,432.8,389.29,-4521.45
1.2,0.261652,5.57619,-35385.0,-5257.35,431.899,396.326,-4544.28
1.3,0.260421,-11.331,-34804.1,-3372.27,437.764,347.318,-4507.94
1.4,0.251847,-26.4984,-33827.0,-1544.66,437.696,282.903,-4433.81
1.5,0.242065,-23.2733,-33263.3,-655.958,442.271,245.325,-4395.5
1.6,0.240226,9.51114,-32892.1,-769.224,437.205,283.062,-4417.07
1.7,0.244503,14.8791,-31752.8,-1371.55,427.049,349.669,-4453.67
1.8,0.253593,29.0723,-29767.2,-2070.64,404.908,349.753,-4439.71
1.9,0.26489,37.2454,-27210.9,-2599.16,374.512,334.883,-4449.43
2.0,0.277866,34.8665,-24948.2,-3416.75,353.999,327.545,-4481.25
2.1,0.290501,32.9905,-22608.8,-4564.93,341.62,369.533,-4522.59
2.2,0.30174,23.8146,-20678.2,-5721.4,343.119,396.915,-4503.97
2.3,0.310319,24.8815,-19153.6,-6330.92,337.246,379.607,-4465.21
2.4,0.319255,22.5187,-18427.3,-6539.03,346.577,308.166,-4458.05
2.5,0.321089,-12.2451,-18166.8,-6860.96,349.835,235.012,-4461.79
2.6,0.314859,-13.9779,-17545.9,-7608.51,333.645,222.521,-4444.09
2.7,0.30954,-23.2952,-16544.9,-8860.88,321.032,234.624,-4428.51
2.8,0.295635,-39.8454,-15881.0,-10124.5,310.275,220.99,-4434.21
2.9,0.280908,-34.2444,-15594.8,-11251.6,285.064,206.246,-4487.52
3.0,0.264744,-48.7769,-16200.6,-12727.3,281.701,173.363,-4522.21
3.1,0.24973,-29.7642,-17237.3,-14353.6,289.889,196.293,-4508.82
3.2,0.237254,-28.9199,-18994.8,-15867.3,309.656,209.027,-4482.56
