dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
2.0,0.41,0,1.7927609687170554,0.42094292077323736,1.3435035203003487,10702.380802592705,20273.593942713316,7519.972686724029,0.002803114610978181,0.0014797573673799719,0.002853367755632203,21.926939716666674,58.18803379999008,1
