DLC,bin,k,rpm,rev,Fx,Fy,Fz,Mx,My,Mz,fatigue_inf,static
DLC1.2-k-s5,11,0.5,6.3415649,2.1138549666666666,1588.071876292732,-494.72249360125824,-5060.365069044156,42535.1595,42835.36152359363,48344.722619584725,9.566254605729162,28.32736394829968
