dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
20.0,0.27,0,2.5188003794457403,-4.266696553392801,1.118509209297014,187.11420351279997,617.2373944972046,152.24449444563217,0.16032989178155993,0.048603665732919014,0.16436828170411882,21.551963065000017,6.2162685000221245,1
