k,dt_s,eps_UW_pct,eps_DW_pct,eps_Sys_pct
0.0,20,-56.37802950561408,-67.04265656521045,-60.096715216926015
0.05,20,-53.164370134109085,-63.93933522536177,-56.92431258386207
0.1,20,-49.64254609757241,-60.49210187356611,-53.431312944749365
0.15,20,-45.79306147586434,-56.67487881676985,-49.59587469601187
0.2,20,-41.59552325183352,-52.46012329269689,-45.395057460866795
0.25,20,-37.028657838058365,-47.81884264903511,-40.804837847197085
0.3,20,-32.07032792258426,-42.720611951586974,-35.80012625705691
0.35,20,-26.697548857582575,-37.001619672598416,-30.30883640327585
0.4,20,-20.886504239660255,-30.719144383817344,-24.335148842741184
0.45,20,-14.612560633613846,-23.852344412041592,-17.855626876400844
0.5,20,-7.850281538589233,-16.363139528669222,-10.840310569035537
0.55,20,-0.5677474552113648,-8.201994742944485,-3.2510104592481825
0.6,20,7.284492568352663,0.9672820913649405,5.0624235655643
0.65,20,15.708769771760522,10.927207713431898,14.025610069669693
0.7,20,24.733765891803582,21.763734910206757,23.687520146422457
0.75,20,34.38889915309233,33.58389937919577,34.10511641259284
0.8,20,44.70431272057071,46.396987993313864,45.30144957431672
0.85,20,55.71086350694059,60.280762442576496,57.324149087660835
0.9,20,67.44011133165195,75.24813963277933,70.19839845232889
0.95,20,79.92430842746019,91.38071441669695,83.97408853257544
1.0,20,93.19638928906801,108.7581083234876,98.70089859010388
1.05,20,107.28996085672927,127.3908127228462,114.40442383545069
1.1,20,122.23929302620955,147.36357600645414,131.13701449977114
1.15,20,138.0793094753122,168.7299365639368,148.9403726150059
1.2,20,154.84557879631654,191.5460197342112,167.85752660231225
1.25,20,172.5743059231129,215.8629058543316,187.9301070898531
1.3,20,191.3023238415242,241.7452723576344,209.2049884049232
1.35,20,211.06708557120064,269.25897918355275,231.72986856953588
1.4,20,231.90665640756328,298.4710536504726,255.5532588791637
1.45,20,253.85970641245822,329.4496758505436,280.7244738272098
1.5,20,276.9655031424804,362.2641645366209,307.2936213577967
1.55,20,301.2639046042838,396.9849634737032,335.3115934303993
1.6,20,326.7953524265928,433.68362822926497,364.8300568807608
1.65,20,353.6008652390526,472.43281337875277,395.9014445634272
1.7,20,381.72203224850705,513.3062601042479,428.5789467621028
1.75,20,411.2010070037246,556.3787841658749,462.9165028548389
1.8,20,442.0805013400498,601.7262642270018,498.9687932218626
1.85,20,474.40377949587554,649.4256305156039,536.7912313845729
1.9,20,508.21465239326625,699.5548538053919,576.4399563649417
1.95,20,543.5574720754578,752.1929347014246,617.9718252551894
2.0,20,580.4771262943576,807.419893215954,661.4444059882316
2.05,20,619.0190332415298,865.3167586211982,706.9159702999455
2.1,20,659.2291364165183,925.9655595665957,754.4454868748558
2.15,20,701.1538996266761,989.4493144489009,804.0926146673105
2.2,20,744.8403021130073,1055.8520220241978,855.9176963907104
2.25,20,790.3358337968056,1125.258652251598,909.9817521677531
2.3,20,837.6884906421718,1197.755137359002,966.3464733350844
2.35,20,886.9467701297535,1273.428363121867,1025.0742163961072
2.4,20,938.159666837285,1352.3661603464595,1086.2279971160394
2.45,20,991.3766681227713,1434.6572965495834,1149.871484753675
2.5,20,1046.6477499063392,1520.3914678271676,1216.0689964245441
2.55,20,1104.0233725470293,1609.659290904588,1284.8854915905215
2.6,20,1163.5544768109542,1702.5522953619295,1356.3865666711367
2.65,20,1225.292479927466,1799.1629160277785,1430.638449772119
2.7,20,1289.289271730125,1899.5844855355062,1507.707995526947
2.75,20,1355.597210879428,2003.9112270362186,1587.6626800473427
2.8,20,1424.269121164418,2112.238247062979,1670.5705959789282
2.85,20,1495.3582878804075,2224.6615285410526,1756.5004476583624
2.9,20,1568.9184542802266,2341.2779239392503,1845.5215463685356
2.95,20,1645.0038180964814,2462.1851485576863,1937.7038056885049
3.0,20,1723.6690281324786,2587.481773947442,2033.117736935049
0.0,10,-50.684563872594836,-58.85891697903589,-53.546059493949485
0.05,10,-47.40987637870284,-55.44654178070098,-50.22489364581341
0.1,10,-43.86195917809583,-51.71844481758645,-46.61551590626915
0.15,10,-40.02711376147953,-47.65490274983346,-42.70208690693516
0.2,10,-35.887245388879954,-43.23525909110567,-38.46557755064571
0.25,10,-31.429951077368912,-38.437935752969985,-33.89034058754012
0.3,10,-26.640341221560625,-33.24044533599755,-28.958787331839297
0.35,10,-21.502123462008704,-27.619403965625466,-23.652099702858653
0.4,10,-15.998471093548938,-21.550544492672863,-17.95080010575284
0.45,10,-10.112035549842846,-15.00872990180444,-11.834764121781415
0.5,10,-3.8249575600033614,-7.967966794741377,-5.283232383002745
0.55,10,2.881122420334803,-0.37910813610457783,1.7330243373507193
0.6,10,10.025054289892044,7.9941016274704735,9.309457426451107
0.65,10,17.62616881040635,17.016858873635023,17.411364600864097
0.7,10,25.70426850548124,26.733875576762657,26.067439100803025
0.75,10,34.27961892917575,37.23879212435366,35.32397725418759
0.8,10,43.37294028987302,48.56268413928508,45.20553911650713
0.85,10,53.00539941659708,60.775902853767285,55.75087196778761
0.9,10,63.19860205497283,73.85201696476753,66.96475984302765
0.95,10,73.97458547958293,87.85621576114634,78.88467173306017
1.0,10,85.35581140902919,102.83856015684773,91.54301788215766
1.05,10,97.36515920974271,118.80682601507799,104.95745992585088
1.1,10,110.02591937452766,135.80468773872755,119.15865210294774
1.15,10,123.36178726197056,153.87217001237036,134.1762133124308
1.2,10,137.39685708315443,173.04080169995123,150.03698812164475
1.25,10,152.15561612255172,193.36870861051293,166.77755081918534
1.3,10,167.662939180489,214.88735213833127,184.42522108520168
1.35,10,183.94408322515253,237.64277422764084,203.01276081159685
1.4,10,201.02468224270913,261.6817623128266,222.57344284040119
1.45,10,218.93074227474037,287.05183957477334,243.14104423427813
1.5,10,237.68863663279802,313.8012555553672,264.74983979260264
1.55,10,257.32510128049614,341.9789771081797,287.4345957989059
1.6,10,277.867230374137,371.6346796650929,311.2305639864568
1.65,10,299.3424719534272,402.8187388001922,336.1734757096613
1.7,10,321.77862377436776,435.58222207372677,362.2995363098286
1.75,10,345.2038292769084,469.9768811402407,389.64541966464645
1.8,10,369.6465736804198,506.05514410621925,418.248262911459
1.85,10,395.13568020049394,543.8701081236795,448.1456613351292
1.9,10,421.70030638097575,583.4755322071638,479.3756634119009
1.95,10,449.3699405355394,624.9258302625095,511.97676600127966
2.0,10,478.17439829345886,668.2760643166139,545.9879096784771
2.05,10,508.14381924457814,713.5819379381862,581.4484742004843
2.1,10,539.3086636787857,760.8997898401756,618.3982740992956
2.15,10,571.6997094155894,810.2865876552064,656.8775543962237
2.2,10,605.3480487196657,861.7999218759559,696.9269864316595
2.25,10,640.2850852985001,915.4979999529176,738.5876638049782
2.3,10,676.5425313784693,971.4396405425213,781.9010984196339
2.35,10,714.1524048559426,1029.6842678990033,826.9092166287995
2.4,10,753.1470265201593,1090.2919064038576,873.6543554771813
2.45,10,793.5590173448677,1153.3231752270792,922.1792590349322
2.5,10,835.4212958458303,1218.8392831147353,972.5270748197847
2.55,10,878.7670755015193,1286.902023297776,1024.7413503038063
2.6,10,923.6298622344334,1357.5737685172462,1078.8660295013435
2.65,10,970.0434519506393,1430.9174661613586,1134.945449634948
2.7,10,1018.041928135257,1506.9966335101653,1193.0243378762427
2.75,10,1067.6596595017375,1585.8753530837475,1253.1478081588575
2.8,10,1118.9312976928845,1667.6182680901234,1315.3613580607193
2.85,10,1171.8917750317128,1752.2905779692503,1379.7108657531412
2.9,10,1226.5763023202846,1839.958034029664,1446.2425870142565
2.95,10,1283.0203666848133,1930.6869351745447,1515.00315230452
3.0,10,1341.2597294653683,2024.5441237140742,1586.039563902062
0.0,4,-44.58200353906323,-50.64114925506951,-46.708592097086395
0.05,4,-41.20189099721132,-47.24380303571765,-43.32305558509183
0.1,4,-37.5676997334785,-43.57287469664851,-39.67658297811241
0.15,4,-33.66702945555896,-39.61279885953898,-35.755655406939205
0.2,4,-29.486654459266127,-35.347340172437534,-31.54598178293876
0.25,4,-25.013770838655514,-30.7596078548263,-27.033314353083437
0.3,4,-20.23294809364271,-25.832068884834356,-22.201472762991315
0.35,4,-15.130904489293318,-20.546551189022424,-17.03544746418123
0.4,4,-9.693917463423073,-14.884234518436523,-11.519713293214128
0.45,4,-3.907061590889893,-8.740920510889206,-5.607985216640721
0.5,4,2.2449724497068946,-2.114114312675597,0.7106130068758709
0.55,4,8.777869336705102,5.0124922093885305,7.452044547006564
0.6,4,15.707680964113946,12.681724276443585,14.64183771793801
0.65,4,23.050818667198403,20.936683864456597,22.305873798159624
0.7,4,30.824045783670616,29.81364574891774,30.467879403791763
0.75,4,39.04447052189486,39.33214318560967,39.14591553113416
0.8,4,47.72953911303035,49.55123773982064,48.37220873640617
0.85,4,56.8970292315498,60.44889909990532,58.150593313434506
0.9,4,66.56504367615408,72.08045885904959,68.51240778333275
0.95,4,76.75200430856901,84.49022723071849,79.48532900345293
1.0,4,87.47664624968488,97.69842678964244,91.08872431369599
1.05,4,98.7580123310748,111.79152863915985,103.36562722738671
1.1,4,110.61544779639188,126.73417650795345,116.3161193668686
1.15,4,123.06859524321885,142.57799937517495,129.9712747576815
1.2,4,136.13738979290684,159.3341631276535,144.34800339214874
1.25,4,149.84205447435022,177.0350183188762,159.47090870854782
1.3,4,164.20309580738578,195.72119942624883,175.3677233393815
1.35,4,179.24129957216465,215.42583774959115,192.06369570318867
1.4,4,194.9777267519661,236.1870730610256,209.58603458893427
1.45,4,211.43370963815494,258.03836216831417,227.9604571041072
1.5,4,228.63084808714743,281.0172320015416,247.21430260460164
1.55,4,246.5910059202481,305.1617170891915,267.37526289033144
