DLC,ScaleFactor,rpm_mean,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,n_kappa_clip,valid,D30_UW_scr,D30_DW_scr,life_UW_scr_yr,life_DW_scr_yr,life_Sys_scr_yr,best_dt_s,best_k,eps_UW_at_best,eps_DW_at_best,eps_Sys_at_best,kappa_min,kappa_max
DLC2.4.1-b-s6,50.0,2.6543382145590684,97.67495250856068,7.53483481882596,0.7424478207671565,238,29,1,0.0002355799894147013,0.0001252164376358165,127345.28121227541,239585.15803853935,89277.47857800884,4,0.36,2.9569255457621657,-3.587168994499602,0.8073716354650808,0.006456003080781704,1.8394921996042903
DLC2.4.2-a-s1,25.0,4.209835496881073,75.8117833656019,4.750779457966311,0.6234724923936356,1031,894,1,0.00042816713208731675,0.00013229506864308776,70066.09744598999,226765.8220952702,56782.50387379317,10,0.29,2.9444996995017423,-4.778155168784919,1.3243256823378138,0.00016835117427359606,2.126436026056933
DLC2.4.2-a-s2,25.0,3.0325361987670774,98.96053729825363,6.595139740831881,0.6616784930669327,1436,1251,1,0.00022565560155899804,6.46162338180165e-05,132945.95743574505,464279.61252726725,109422.81904399951,20,0.23,2.466009849518867,-2.590025761712069,1.473871975418196,0.02321625954399516,2.0240146543125523
DLC2.4.2-a-s3,25.0,3.286740033010663,90.3652152061876,6.085056864591735,0.663572648597141,1279,1090,1,0.00024516392644349365,7.512695871728962e-05,122367.10528828358,399324.0311096985,99340.15262984837,20,0.29,2.947546312149713,-6.9144097202436505,0.8959474068941549,0.000628246135257247,2.0192181550461585
DLC2.4.2-a-s4,25.0,3.3177563596801063,91.14053760918121,6.028170194489017,0.6622235878744211,1307,1100,1,0.00016603886133994397,4.658420803073064e-05,180680.59343395956,643995.0633100732,149304.38644804573,20,0.26,2.785531471099252,-3.8956466476205556,1.4995655863829072,0.041173135476505376,2.0226317582549482
DLC2.4.2-a-s5,25.0,3.9364567300405535,77.49340640810043,5.080711251662598,0.6124741382795111,1065,933,1,0.00026383044411987185,7.916140696267185e-05,113709.39430465971,378972.5467379116,92715.35813474646,20,0.28,2.974681935876975,-6.397784909054447,1.0608404978712755,9.294694239666795e-05,2.1580814969713273
DLC2.4.2-a-s6,25.0,3.847510795538487,79.8090315015578,5.198166051461555,0.6563428314892288,1077,887,1,0.00021398830321555376,5.842325922480695e-05,140194.57862507808,513494.1185763525,116452.67991130188,20,0.27,2.942884838337945,-6.652006692015577,1.1441381062746039,0.0002344052137809306,2.037662057509396
DLC2.4.2-b-s1,25.0,3.349426448787071,90.88550260451949,5.9711715739399525,0.6664383004757036,1301,824,1,0.00010754591463766717,6.173378652342915e-05,278950.6240294945,485957.5556508984,190528.91310450048,20,0.46,2.866748414870605,-3.8388873730406012,0.5344650798675589,0.00139140837970151,2.012009009594165
DLC2.4.2-b-s2,25.0,2.8740699513295564,101.3596371901756,6.958772868679803,0.668434006179004,1520,794,1,0.00015086488698485548,8.790982638658875e-05,198853.42838596724,341258.77883176785,135107.6911083763,10,0.55,2.6128792211212764,-0.6826624824500502,1.4523740685365807,0.0031869536353452397,2.00702181510154
DLC2.4.2-b-s3,25.0,2.3692717946018,112.62741035318061,8.441412270879361,0.6750389497474004,1718,597,1,0.00012972815143164754,5.487791740820867e-05,231252.8134327629,546667.9753323253,173692.31290176295,2,0.4,2.907545796689225,-3.8323035522069078,1.0576980758533083,0.025017711531851283,1.9907088504404202
DLC2.4.2-b-s4,25.0,2.5894009595134957,109.5592520267616,7.723794156528643,0.674216998089269,1636,821,1,0.00010929079224153933,5.029828096235934e-05,274497.04942844744,596441.8549900436,201280.75613017354,2,0.4,2.9725145565067446,-3.0555039675444275,1.201241110171115,0.042552413061466864,1.9927229801386772
DLC2.4.2-b-s5,25.0,3.652647415161613,81.86751288024003,5.475480583475668,0.6758080975326246,1180,386,1,0.00016578920581861625,9.17296130361599e-05,180952.67331711494,327048.14734336635,125168.64569649343,20,0.58,2.3555005543694456,-0.19207217519126285,1.4917448133131281,0.02843420388800627,1.9888281731842394
DLC2.4.2-b-s6,25.0,3.1393400067184274,94.645866686755,6.37076581612647,0.6510594690740242,1379,673,1,0.00010681375907810005,6.228644089147159e-05,280862.69277410797,481645.7574172885,190778.40525407795,2,0.37,2.931514578294265,-1.3920914172008911,1.4088330197560155,0.00030135534111247773,2.0513772298333617
DLC4.1-a-y1,10000.0,0.854771567666167,142.90476380084465,23.39806418059409,1.4184638603777653,1469,1012,1,0.03960357507610895,0.014535865421277324,757.5073700378542,2063.860604824159,590.3320990677724,20,0.12,1.7076564096807565,0.8779434680167322,1.504781959399677,0.010664930836359733,1.0748342813488225
DLC4.1-a-y2,10000.0,0.8525094051474263,143.31154268162263,23.46015173467952,1.4194182088645506,1469,1012,1,0.03846257496029813,0.01402744539340736,779.9789803716112,2138.664536459322,608.7896404193447,20,0.12,1.6804782985246094,0.9326672393441006,1.4986108935157265,0.009140775654471831,1.0742344335843321
DLC4.1-a-y3,10000.0,0.857290843678161,142.3659402916923,23.329305506391574,1.4185242241381757,1469,1012,1,0.038006516454381134,0.013796998544612405,789.3383240215851,2174.385965396417,616.7887946912396,20,0.11,1.667222483631126,1.005323503860768,1.5068770087905197,0.016592392104227752,1.0747963183332638
DLC4.1-b-y1,500.0,2.1411288369315344,118.09879012692952,9.340867142148312,0.7465527924807203,1123,924,1,0.002088622103210463,0.0006484330678911772,14363.536588972414,46265.37646755968,11628.670737227441,20,0.19,1.8674015521350849,0.17545305324914695,1.5098517468750041,0.03609108037564937,1.8310931710786122
DLC4.1-b-y2,500.0,2.1438906326336835,117.68004525764715,9.328834081163368,0.7483853585888446,1121,935,1,0.001758829058575272,0.0005210458373711691,17056.80256630585,57576.508338227795,13943.839589666724,20,0.17,1.7933950111904569,0.3137755108694362,1.4934876413203537,0.046558759205153157,1.8273708539228386
DLC4.1-b-y3,500.0,2.168241415142429,116.09779344789817,9.224065115777814,0.7438196029193432,1117,911,1,0.0017053908561588157,0.0004890633983564306,17591.275273734802,61341.740356811424,14474.480070141017,20,0.16,1.6894607802796626,0.645313627565719,1.4838770130548526,0.055143838372609034,1.8366760112701161
DLC4.1-c-y1,500.0,2.1737761679160417,114.40858937601315,9.20057929385325,0.788500508582828,1120,881,1,0.0015562604336884045,0.0006467560796896961,19276.97919357797,46385.33898961345,14549.180170912903,20,0.21,2.574779277206688,-1.3691041921301395,1.5065594697775455,0.05338681979061358,1.7498669818982828
DLC4.1-c-y2,500.0,2.2021633723138434,112.58171126677037,9.081978317978164,0.7889633494965624,1113,797,1,0.0010837763534551073,0.0004388287974908955,27680.98778346586,68363.79055233361,21038.53365986431,20,0.31,2.9639846669877987,-2.456489365686738,1.5279206655225481,0.06982827881499047,1.7490149032108502
DLC4.1-c-y3,500.0,2.2631746121939034,107.74974833971878,8.837144024257219,0.788392341872148,1098,59,1,0.0017906085364178244,0.0008785488080948825,16754.08074397772,34147.22064793926,12049.971174567676,2,0.46,2.9248709488868467,-4.782450641342928,0.5451314681941837,0.08707339551395059,1.7500662461031442
DLC6.4-a-s1,24340.0,0.028463637888243624,67.44492222201623,702.6508726159922,72.98311170795078,6001,6001,1,0.03001566543800551,0.011656682474952619,999.4780912641145,2573.6310536434976,767.9615915757369,10,3.0,0.518820346935378,0.576487123269831,0.5336141424722607,1.2741833502167536e-05,0.04082029190655145
DLC6.4-a-s2,24340.0,0.045154805070904844,45.08355762219355,442.9207471628938,58.584985136989275,6001,6001,1,0.046391071359272035,0.01801858503354914,646.6761624810805,1664.94760516114,496.8643792630337,20,3.0,0.7340605012796209,0.7836193902045041,0.74677570843944,0.00013952095775888126,0.04898781049404047
DLC6.4-a-s3,24340.0,0.046451687221794706,66.566056144231,430.55486670495327,47.55292640709109,6001,6001,1,0.05051217868000064,0.01962103859559337,593.9161759395254,1528.9710508360963,456.3163200736294,20,3.0,0.7206238191344916,0.8434228689544687,0.7521335487978176,1.410218812795237e-05,0.05824968240520298
DLC6.4-a-s4,24340.0,0.029917545987431425,73.79178025199734,668.5040279841851,68.93195451042459,6001,6001,1,0.03200449198621933,0.012435112094531358,937.3684173120937,2412.5234876807604,720.1487306587435,20,3.0,0.8030790365714635,0.9071240327956698,0.8297821251586068,3.955538122764761e-06,0.042801755925791274
DLC6.4-a-s5,24340.0,0.03139434919881687,64.39931853969156,637.0573211549078,63.10095774633667,6001,6001,1,0.03278242333068332,0.012731187052858068,915.1245378471134,2356.4181309601604,703.1471205662066,10,3.0,0.646453937365532,0.7000676871237621,0.6602079686633511,3.328104905325068e-05,0.04605967177033487
DLC6.4-a-s6,24340.0,0.03113073025387269,50.93649152479344,642.4520027927061,73.13726694809887,6001,6001,1,0.03202540178156797,0.012437968718214105,936.756397456544,2411.969404302178,719.756732657394,20,3.0,0.737739322818487,0.8178477667937001,0.7582916034923448,1.5774654637552295e-05,0.0407488666797492
DLC6.4-b-s1,292.4,0.28627983322346273,47.56266277207533,69.86171458465435,7.467579503585186,6001,1553,1,0.0019348529150698109,0.0008053215209173767,15505.05455290258,37252.20203456838,11697.49321447231,20,0.36,2.9745074592873877,-2.513603623759195,1.48719916698425,0.0005233200719211117,0.27077676692386576
DLC6.4-b-s2,292.4,0.29567533855190803,46.34731410589575,67.64175902512359,6.993095017979247,6001,1568,1,0.0021113960395287984,0.0008833617581232051,14208.608635400831,33961.171314160296,10704.321543331915,20,0.37,2.9502437016827736,-2.7358014289209223,1.4028907850315444,0.001024828802295744,0.28594009153961214
DLC6.4-b-s3,292.4,0.27952168809183464,47.028254793647825,71.55079856783478,7.136576955136622,6001,1727,1,0.001776047215961111,0.0007168918660543074,16891.44282336292,41847.3153630779,12848.735474164701,20,0.28,2.5512399617969734,-1.3367124558146908,1.523126619972368,0.00017869035543577317,0.2811603122310568
DLC6.4-b-s4,292.4,0.2863952311040827,47.20291943527338,69.83356504540235,6.466941641025243,6001,1742,1,0.0027222239746635484,0.0012855535049469593,11020.401068838515,23336.251571448807,8019.167888139399,2,0.45,2.936986803801268,-4.548635785371302,0.6935690923445379,8.59405984010792e-05,0.3051199161984838
DLC6.4-b-s5,292.4,0.28807799009831697,50.42962142943376,69.42564405275905,6.9448109761348515,6001,1826,1,0.003892444699917626,0.002132038411897311,7707.238589834013,14071.041043441079,5349.469554139938,1,0.35,2.4163876111937577,-0.37440393629970775,1.4772857283867293,0.0002819064897085169,0.28758916611902213
DLC6.4-b-s6,292.4,0.27605128266222295,45.59629637840251,72.45030636018471,6.818807908726165,6001,1671,1,0.0017344635962909015,0.0006977362354264142,17296.41375244433,42996.19036076837,13168.593176000268,20,0.3,2.574682808752476,-1.473735185138939,1.507211403847456,0.0006159215167143563,0.29199314746054833
