t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.23551,42777.0,-15028.4,20848.1,4384.92,146.66,-5006.16
0.1,6.23535,42773.7,-14607.8,21172.2,4379.14,145.018,-5013.64
0.2,6.23488,42771.8,-14170.9,21611.4,4373.55,141.755,-5013.28
0.3,6.23425,42771.4,-13652.8,22151.7,4367.61,137.296,-5006.17
0.4,6.2334,42771.9,-13206.7,22770.1,4363.44,133.185,-4998.6
0.5,6.23237,42773.3,-13036.0,23425.6,4362.39,130.904,-4996.41
0.6,6.23136,42776.5,-13169.3,24064.0,4363.74,131.392,-4999.75
0.7,6.23059,42780.7,-13486.2,24636.2,4365.97,134.633,-5002.09
0.8,6.23012,42784.7,-13908.0,25114.7,4367.98,139.215,-5000.82
0.9,6.22999,42787.8,-14485.5,25499.5,4369.65,143.079,-5001.37
1.0,6.23022,42790.1,-15255.6,25811.7,4371.3,144.828,-5007.92
1.1,6.23076,42791.8,-16112.4,26068.4,4373.15,144.046,-5016.03
1.2,6.23151,42792.6,-16913.5,26265.6,4375.37,141.255,-5018.74
1.3,6.23231,42792.4,-17640.8,26377.0,4378.1,137.863,-5016.02
1.4,6.23301,42791.5,-18362.5,26367.0,4381.44,135.533,-5012.55
1.5,6.23359,42790.7,-19075.9,26214.0,4384.95,135.249,-5008.74
1.6,6.23409,42789.8,-19690.1,25925.1,4387.84,136.546,-5000.68
1.7,6.23451,42788.9,-20173.2,25527.6,4389.66,137.94,-4988.67
1.8,6.23474,42786.6,-20604.2,25050.7,4390.66,138.137,-4979.86
1.9,6.2346,42783.1,-21049.5,24513.0,4391.31,136.93,-4979.44
2.0,6.23395,42779.5,-21455.9,23920.5,4391.85,134.765,-4984.52
2.1,6.23294,42777.3,-21731.4,23279.5,4392.38,132.072,-4989.23
2.2,6.2319,42777.4,-21872.0,22604.2,4393.02,129.048,-4992.18
2.3,6.23119,42779.4,-21928.5,21913.9,4393.85,125.746,-4995.07
2.4,6.23111,42782.1,-21885.8,21230.5,4394.53,122.364,-4996.31
2.5,6.23165,42783.3,-21668.0,20575.7,4394.44,119.089,-4991.8
2.6,6.23265,42782.5,-21263.3,19968.2,4393.28,115.968,-4982.13
2.7,6.23393,42780.0,-20765.9,19427.0,4391.19,113.227,-4973.93
2.8,6.23528,42775.9,-20262.1,18971.5,4388.4,111.232,-4972.51
2.9,6.23657,42771.0,-19741.6,18618.7,4384.84,110.097,-4976.54
3.0,6.23765,42766.1,-19159.1,18382.1,4380.44,109.546,-4982.14
3.1,6.23836,42761.1,-18538.7,18266.9,4375.43,108.921,-4988.58
3.2,6.23863,42756.8,-17946.9,18271.3,4370.33,107.587,-4997.44
3.3,6.23848,42753.2,-17360.4,18391.0,4364.66,105.136,-5007.92
3.4,6.23813,42751.7,-16737.4,18624.6,4358.79,101.963,-5009.5
3.5,6.23784,42751.6,-16006.1,18963.8,4352.17,97.8883,-5001.8
3.6,6.23751,42751.1,-15301.8,19398.8,4346.78,93.8948,-4992.24
3.7,6.237,42750.2,-14851.3,19900.7,4344.63,91.1357,-4987.93
3.8,6.23639,42749.6,-14709.7,20417.8,4345.3,90.7901,-4991.0
3.9,6.23587,42750.2,-14766.4,20895.6,4347.38,93.552,-4995.43
4.0,6.23552,42751.4,-14931.8,21294.2,4349.58,98.6537,-4997.34
4.1,6.23548,42752.8,-15246.4,21605.1,4351.44,104.194,-5000.83
4.2,6.23584,42753.9,-15752.2,21849.1,4352.99,108.37,-5009.65
4.3,6.23654,42754.2,-16347.2,22050.2,4354.36,110.045,-5019.25
4.4,6.23749,42753.6,-16878.5,22214.6,4355.71,109.189,-5022.28
4.5,6.23842,42752.1,-17319.5,22323.5,4357.53,106.98,-5018.72
4.6,6.23909,42749.7,-17750.1,22341.2,4360.26,105.355,-5014.39
4.7,6.23941,42747.7,-18188.5,22241.8,4363.71,105.974,-5011.13
4.8,6.23943,42746.4,-18549.9,22024.8,4367.03,109.065,-5005.13
