rank,stage,k_L,k_R,delta_mm,f_L,f_R,sigma_MPa,end_L_MPa,end_L_pct,margin_L_pct,margin_L_lam,end_R_MPa,end_R_pct,margin_R_pct,margin_R_lam,y_star_pct,s1,s2,s3,s4,score,feasible
1,U1,3.0,0.4,20,0.0,0.0,2115.9,938.3,44.34,16.913,3.213,983.9,46.5,5.472,1.04,25.48,,,,,,0
1,U1,3.0,0.4,30,0.0,0.0,2108.9,916.4,43.45,17.209,3.27,1015.6,48.16,5.383,1.023,25.25,,,,,,0
1,U1,3.0,0.4,40,0.0,0.0,2102.8,895.7,42.6,17.488,3.323,1047.4,49.81,5.299,1.007,20.25,,,,,,0
1,U1,3.0,0.5,0,0.0,0.0,2139.3,989.5,46.25,16.152,3.069,816.9,38.18,6.634,1.26,31.16,,,,,,0
1,U1,3.0,0.5,10,0.0,0.0,2132.2,965.1,45.26,16.458,3.127,850.7,39.9,6.503,1.236,26.12,,,,,,0
1,U1,3.0,0.5,20,0.0,0.0,2125.1,943.1,44.38,16.748,3.182,884.9,41.64,6.37,1.21,25.88,,,,,,0
1,U1,3.0,0.5,30,0.0,0.0,2117.6,921.2,43.5,17.046,3.239,919.2,43.41,6.234,1.184,25.64,,,,,,0
1,U1,3.0,0.5,40,0.0,0.0,2111.4,900.2,42.64,17.333,3.293,953.3,45.15,6.096,1.158,20.63,,,,,,0
1,U1,3.0,0.6,0,0.0,0.0,2148.4,991.9,46.17,16.018,3.043,726.4,33.81,7.687,1.461,26.81,,,,,,0
1,U1,3.0,0.6,10,0.0,0.0,2141.1,969.0,45.26,16.306,3.098,757.3,35.37,7.517,1.428,26.56,,,,,,0
1,U1,3.0,0.6,20,0.0,0.0,2133.4,946.3,44.36,16.602,3.154,792.8,37.16,7.321,1.391,26.29,,,,,,0
1,U1,3.0,0.6,30,0.0,0.0,2125.8,925.4,43.53,16.895,3.21,828.5,38.97,7.121,1.353,21.27,,,,,,0
1,U1,3.0,0.6,40,0.0,0.0,2119.2,904.1,42.66,17.187,3.266,863.8,40.76,6.917,1.314,21.01,,,,,,0
1,U1,3.0,0.8,0,0.0,0.0,2165.1,995.4,45.97,15.722,2.987,581.8,26.87,10.147,1.928,27.8,,,,,,0
1,U1,3.0,0.8,10,0.0,0.0,2156.8,972.2,45.08,16.045,3.049,617.9,28.65,9.803,1.863,27.47,,,,,,0
1,U1,3.0,0.8,20,0.0,0.0,2148.3,950.1,44.23,16.328,3.102,649.6,30.24,9.523,1.809,27.19,,,,,,0
1,U1,3.0,0.8,30,0.0,0.0,2140.8,928.5,43.37,16.619,3.158,687.2,32.1,9.223,1.752,22.19,,,,,,0
1,U1,3.0,0.8,40,0.0,0.0,2133.4,909.2,42.62,16.914,3.214,725.2,33.99,8.916,1.694,21.89,,,,,,0
1,U1,4.0,0.3,0,0.0,0.0,2158.8,833.9,38.63,21.887,4.158,541.8,25.1,0.0,0.0,21.87,,,,,,0
1,U1,4.0,0.3,10,0.0,0.0,2152.3,804.4,37.38,22.352,4.247,615.7,28.61,-0.0,-0.0,21.55,,,,,,0
1,U1,4.0,0.3,20,0.0,0.0,2145.9,779.2,36.31,22.799,4.332,683.0,31.83,0.0,0.0,16.58,,,,,,0
1,U1,4.0,0.3,30,0.0,0.0,2140.3,752.7,35.17,23.242,4.416,745.8,34.85,0.0,0.0,16.29,,,,,,0
1,U1,4.0,0.3,40,0.0,0.0,2134.1,728.2,34.12,23.662,4.496,805.0,37.72,0.0,0.0,16.01,,,,,,0
1,U1,4.0,0.4,0,0.0,0.0,2171.9,839.8,38.67,21.676,4.118,1009.0,46.46,5.198,0.988,22.18,,,,,,0
1,U1,4.0,0.4,10,0.0,0.0,2165.5,812.9,37.54,22.15,4.208,1043.2,48.17,5.091,0.967,21.82,,,,,,0
1,U1,4.0,0.4,20,0.0,0.0,2159.5,786.0,36.4,22.597,4.293,1077.2,49.88,4.99,0.948,16.83,,,,,,0
1,U1,4.0,0.4,30,0.0,0.0,2154.0,762.1,35.38,23.045,4.379,1111.3,51.59,4.895,0.93,16.5,,,,,,0
1,U1,4.0,0.4,40,0.0,0.0,2147.8,736.7,34.3,23.473,4.46,191.6,8.92,0.164,0.031,11.55,,,,,,0
1,U1,4.0,0.5,0,0.0,0.0,2182.7,843.3,38.63,21.483,4.082,907.1,41.56,6.112,1.161,22.6,,,,,,0
1,U1,4.0,0.5,10,0.0,0.0,2175.5,817.4,37.57,21.951,4.171,943.6,43.37,5.959,1.132,22.24,,,,,,0
1,U1,4.0,0.5,20,0.0,0.0,2169.5,789.5,36.39,22.406,4.257,979.0,45.13,5.803,1.103,17.24,,,,,,0
1,U1,4.0,0.5,30,0.0,0.0,2163.4,766.6,35.44,22.85,4.341,1012.7,46.81,5.646,1.073,16.89,,,,,,0
1,U1,4.0,0.5,40,0.0,0.0,2157.5,740.7,34.33,23.284,4.424,1049.2,48.63,5.54,1.053,11.95,,,,,,0
1,U1,4.0,0.6,0,0.0,0.0,2192.3,846.4,38.61,21.302,4.047,808.9,36.9,7.023,1.334,23.02,,,,,,0
1,U1,4.0,0.6,10,0.0,0.0,2184.7,820.2,37.54,21.766,4.136,845.8,38.71,6.802,1.292,22.63,,,,,,0
1,U1,4.0,0.6,20,0.0,0.0,2178.8,793.3,36.41,22.228,4.223,881.2,40.44,6.596,1.253,17.63,,,,,,0
1,U1,4.0,0.6,30,0.0,0.0,2172.2,767.8,35.35,22.666,4.307,921.0,42.4,6.455,1.226,17.3,,,,,,0
1,U1,4.0,0.6,40,0.0,0.0,2166.2,744.4,34.37,23.107,4.39,960.9,44.36,6.311,1.199,12.35,,,,,,0
1,U1,4.0,0.8,0,0.0,0.0,2209.7,849.2,38.43,20.99,3.988,656.9,29.73,9.177,1.744,23.93,,,,,,0
1,U1,4.0,0.8,10,0.0,0.0,2202.2,821.1,37.29,21.431,4.072,693.5,31.49,8.881,1.687,18.95,,,,,,0
1,U1,4.0,0.8,20,0.0,0.0,2195.4,797.8,36.34,21.894,4.16,728.8,33.2,8.557,1.626,18.53,,,,,,0
1,U1,4.0,0.8,30,0.0,0.0,2187.9,770.3,35.21,22.343,4.245,770.1,35.2,8.288,1.575,13.57,,,,,,0
1,U1,4.0,0.8,40,0.0,0.0,2181.8,748.0,34.28,22.782,4.329,812.5,37.24,8.014,1.523,13.19,,,,,,0
103,U1,1.5,0.3,0,0.0,0.0,2053.3,1419.7,69.14,8.115,1.542,407.6,19.85,-0.0,-0.0,46.44,,,,,,0
103,U1,1.5,0.3,10,0.0,0.0,2044.1,1399.5,68.47,8.222,1.562,478.3,23.4,-0.0,-0.0,46.36,,,,,,0
103,U1,1.5,0.3,20,0.0,0.0,2036.0,1380.4,67.8,8.321,1.581,541.7,26.6,-0.0,-0.0,41.24,,,,,,0
103,U1,1.5,0.3,30,0.0,0.0,2028.2,1362.3,67.17,8.413,1.599,600.0,29.58,-0.0,-0.0,41.17,,,,,,0
103,U1,1.5,0.3,40,0.0,0.0,2020.5,1345.2,66.58,8.5,1.615,655.0,32.42,0.0,0.0,41.11,,,,,,0
103,U1,1.5,0.4,0,0.0,0.0,2064.5,1431.4,69.33,8.02,1.524,955.6,46.29,5.825,1.107,46.7,0.2261,0.369,0.7695,0.3067,0.99558,1
103,U1,1.5,0.4,10,0.0,0.0,2055.3,1410.9,68.64,8.126,1.544,982.9,47.82,5.747,1.092,41.57,0.3111,0.364,0.7918,0.3135,1.10283,1
103,U1,1.5,0.4,20,0.0,0.0,2047.2,1391.8,67.98,8.231,1.564,1010.5,49.36,5.675,1.078,41.47,0.3127,0.3593,0.8137,0.3201,1.12647,1
103,U1,1.5,0.4,30,0.0,0.0,2039.3,1373.7,67.36,8.329,1.582,1038.0,50.9,5.608,1.065,41.38,0.3142,0.355,0.8354,0.3264,1.1496,1
103,U1,1.5,0.4,40,0.0,0.0,2031.6,1356.5,66.77,8.421,1.6,67.9,3.34,0.517,0.098,41.3,,,,,,0
103,U1,1.5,0.5,0,0.0,0.0,2073.9,1441.7,69.51,7.943,1.509,852.1,41.09,6.791,1.29,46.99,0.2212,0.43,0.7157,0.3048,0.93695,1
103,U1,1.5,0.5,10,0.0,0.0,2064.3,1419.3,68.76,8.032,1.526,883.0,42.78,6.679,1.269,41.89,0.3058,0.423,0.7402,0.3125,1.04597,1
103,U1,1.5,0.5,20,0.0,0.0,2055.8,1399.9,68.09,8.141,1.547,912.8,44.4,6.562,1.247,41.78,0.3076,0.4157,0.7631,0.319,1.07065,1
103,U1,1.5,0.5,30,0.0,0.0,2047.3,1381.4,67.48,8.244,1.566,943.9,46.11,6.443,1.224,41.67,0.3094,0.408,0.7863,0.3253,1.09572,1
103,U1,1.5,0.5,40,0.0,0.0,2039.0,1363.9,66.89,8.34,1.585,975.3,47.83,6.319,1.201,41.57,0.3111,0.4003,0.8094,0.3311,1.12049,1
103,U1,1.5,0.6,0,0.0,0.0,2082.6,1450.6,69.65,7.868,1.495,757.4,36.37,7.854,1.492,47.31,0.2159,0.4973,0.6671,0.3035,0.88309,1
103,U1,1.5,0.6,10,0.0,0.0,2072.7,1427.5,68.87,7.954,1.511,790.9,38.16,7.682,1.46,42.22,0.3003,0.4867,0.6929,0.3113,0.99316,1
103,U1,1.5,0.6,20,0.0,0.0,2063.6,1406.9,68.18,8.055,1.53,822.7,39.87,7.505,1.426,42.1,0.3023,0.4753,0.7169,0.3182,1.01919,1
103,U1,1.5,0.6,30,0.0,0.0,2054.7,1388.2,67.56,8.162,1.551,855.7,41.65,7.322,1.391,41.97,0.3044,0.4637,0.7408,0.3244,1.04528,1
103,U1,1.5,0.6,40,0.0,0.0,2045.9,1370.4,66.98,8.264,1.57,888.9,43.45,7.132,1.355,41.84,0.3066,0.4517,0.7647,0.3302,1.07125,1
103,U1,1.5,0.8,0,0.0,0.0,2098.0,1465.0,69.83,7.72,1.467,612.0,29.17,10.328,1.962,43.1,,,,,,0
103,U1,1.5,0.8,10,0.0,0.0,2087.7,1441.4,69.04,7.813,1.484,645.8,30.93,10.005,1.901,42.95,0.2882,0.4947,0.6189,0.3096,0.90711,1
103,U1,1.5,0.8,20,0.0,0.0,2077.6,1418.7,68.29,7.901,1.501,683.2,32.89,9.714,1.846,42.81,0.2905,0.5003,0.646,0.3171,0.93651,1
103,U1,1.5,0.8,30,0.0,0.0,2067.8,1398.6,67.64,8.004,1.521,718.8,34.76,9.426,1.791,42.65,0.2932,0.507,0.6712,0.3236,0.96442,1
103,U1,1.5,0.8,40,0.0,0.0,2058.2,1380.3,67.06,8.114,1.542,755.6,36.71,9.125,1.734,42.49,0.2958,0.514,0.6965,0.3294,0.99231,1
103,U1,2.0,0.3,0,0.0,0.0,2074.4,1197.2,57.71,10.946,2.08,604.2,29.12,-0.0,-0.0,34.33,,,,,,0
103,U1,2.0,0.3,10,0.0,0.0,2066.1,1172.6,56.75,11.142,2.117,662.7,32.08,0.0,0.0,34.19,,,,,,0
103,U1,2.0,0.3,20,0.0,0.0,2057.7,1149.8,55.88,11.331,2.153,718.0,34.89,-0.0,-0.0,34.05,,,,,,0
103,U1,2.0,0.3,30,0.0,0.0,2049.9,1128.1,55.03,11.506,2.186,770.8,37.6,0.0,0.0,28.97,,,,,,0
103,U1,2.0,0.3,40,0.0,0.0,2042.7,1108.3,54.26,11.671,2.217,821.8,40.23,0.0,0.0,28.86,,,,,,0
103,U1,2.0,0.4,0,0.0,0.0,2087.5,1210.6,57.99,10.831,2.058,1029.6,49.32,5.477,1.041,34.56,0.4272,0.347,0.9133,0.4201,1.34054,1
103,U1,2.0,0.4,10,0.0,0.0,2079.1,1184.4,56.97,11.015,2.093,1059.7,50.97,5.396,1.025,34.4,0.4299,0.3417,0.94,0.4303,1.36992,1
103,U1,2.0,0.4,20,0.0,0.0,2070.6,1161.7,56.1,11.21,2.13,43.4,2.1,0.363,0.069,34.25,,,,,,0
103,U1,2.0,0.4,30,0.0,0.0,2062.5,1139.8,55.26,11.393,2.165,235.6,11.42,0.296,0.056,29.14,,,,,,0
103,U1,2.0,0.4,40,0.0,0.0,2054.8,1119.2,54.47,11.564,2.197,338.3,16.46,0.234,0.045,29.0,,,,,,0
103,U1,2.0,0.5,0,0.0,0.0,2097.6,1220.2,58.17,10.714,2.036,929.6,44.32,6.398,1.216,34.91,,,,,,0
103,U1,2.0,0.5,10,0.0,0.0,2088.5,1192.7,57.11,10.894,2.07,962.2,46.07,6.267,1.191,34.75,0.4241,0.397,0.8896,0.4289,1.31373,1
103,U1,2.0,0.5,20,0.0,0.0,2079.4,1168.9,56.22,11.087,2.107,994.8,47.84,6.133,1.165,34.57,0.4271,0.3883,0.9163,0.4379,1.34335,1
103,U1,2.0,0.5,30,0.0,0.0,2071.4,1147.2,55.38,11.276,2.143,1027.4,49.6,5.994,1.139,29.46,0.5118,0.3797,0.9422,0.4462,1.45393,1
103,U1,2.0,0.5,40,0.0,0.0,2063.6,1126.4,54.58,11.454,2.176,1061.7,51.45,5.887,1.119,29.31,0.5143,0.373,0.9686,0.4542,1.4829,1
103,U1,2.0,0.6,0,0.0,0.0,2106.7,1226.7,58.23,10.604,2.015,833.2,39.55,7.324,1.392,35.27,,,,,,0
103,U1,2.0,0.6,10,0.0,0.0,2097.1,1201.0,57.27,10.79,2.05,867.4,41.36,7.128,1.354,35.08,,,,,,0
103,U1,2.0,0.6,20,0.0,0.0,2087.6,1175.5,56.31,10.972,2.085,901.5,43.18,6.926,1.316,29.97,0.5033,0.4387,0.8687,0.4369,1.37206,1
103,U1,2.0,0.6,30,0.0,0.0,2079.4,1153.3,55.46,11.166,2.122,940.2,45.22,6.798,1.292,29.8,0.5061,0.4307,0.8975,0.4454,1.40365,1
103,U1,2.0,0.6,40,0.0,0.0,2071.1,1132.2,54.67,11.348,2.156,978.3,47.24,6.668,1.267,29.63,0.5089,0.4223,0.9257,0.4533,1.43464,1
103,U1,2.0,0.8,0,0.0,0.0,2123.3,1236.9,58.25,10.393,1.975,681.2,32.08,9.554,1.815,36.08,,,,,,0
103,U1,2.0,0.8,10,0.0,0.0,2112.8,1211.2,57.33,10.588,2.012,718.4,34.0,9.253,1.758,35.85,,,,,,0
103,U1,2.0,0.8,20,0.0,0.0,2102.9,1187.1,56.45,10.772,2.047,755.7,35.94,8.942,1.699,30.76,,,,,,0
103,U1,2.0,0.8,30,0.0,0.0,2093.6,1162.6,55.53,10.958,2.082,796.2,38.03,8.674,1.648,30.54,,,,,,0
103,U1,2.0,0.8,40,0.0,0.0,2084.3,1141.2,54.75,11.152,2.119,835.9,40.11,8.41,1.598,30.33,0.4973,0.5327,0.8535,0.4525,1.35087,1
103,U1,2.5,0.3,0,0.0,0.0,2098.5,1043.5,49.73,13.968,2.654,729.5,34.76,0.0,0.0,32.18,,,,,,0
