dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
2.0,0.46,0,2.932920847668097,-6.998990467891963,1.2830994920387084,47416.3172358515,197859.44171490028,40308.63264557783,0.0006326935904949823,0.00015162278706531282,0.0006512499927124694,5.142603086666592,11.764466999971773,1
