t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.19463,42989.9,12768.5,13747.4,1862.16,-234.168,-4988.04
0.1,6.19245,43001.4,13279.1,13934.3,1856.38,-237.697,-4984.97
0.2,6.19171,43013.2,13709.6,14264.9,1851.72,-240.42,-4980.35
0.3,6.19264,43023.5,13999.2,14692.8,1848.61,-241.614,-4975.36
0.4,6.19518,43030.7,14112.6,15168.9,1846.79,-240.636,-4971.55
0.5,6.19913,43034.0,14042.4,15649.5,1845.44,-237.978,-4969.56
0.6,6.20406,43031.9,13799.2,16121.7,1844.2,-234.461,-4969.16
0.7,6.2093,43023.8,13400.3,16594.1,1842.72,-231.421,-4969.49
0.8,6.21418,43010.8,12868.4,17083.1,1841.34,-230.208,-4969.81
0.9,6.21803,42993.5,12241.6,17603.4,1840.18,-231.758,-4969.41
1.0,6.22022,42974.3,11553.3,18156.6,1839.89,-235.783,-4967.09
1.1,6.22059,42956.3,10842.0,18724.6,1840.9,-241.712,-4962.8
1.2,6.21921,42941.6,10125.8,19279.1,1843.2,-248.421,-4957.52
1.3,6.21636,42931.4,9411.28,19782.3,1846.51,-254.793,-4952.9
1.4,6.21256,42926.7,8690.41,20189.5,1850.66,-260.023,-4949.96
1.5,6.20848,42927.0,7960.26,20456.9,1855.12,-263.725,-4949.88
1.6,6.20469,42931.1,7214.37,20550.4,1859.25,-265.657,-4953.46
1.7,6.20175,42938.1,6445.69,20448.3,1863.11,-266.298,-4960.35
1.8,6.20016,42946.3,5673.19,20147.1,1866.64,-266.229,-4969.86
1.9,6.20017,42954.3,4938.31,19658.1,1869.94,-265.698,-4980.11
2.0,6.2018,42960.6,4309.88,19007.4,1873.04,-264.727,-4989.68
2.1,6.20488,42963.4,3843.71,18233.6,1875.71,-263.035,-4996.75
2.2,6.20899,42962.1,3584.94,17378.4,1878.0,-260.623,-5000.69
2.3,6.21361,42956.1,3554.48,16480.1,1879.24,-256.92,-5001.52
2.4,6.21811,42946.0,3756.43,15567.4,1879.43,-251.854,-5000.09
2.5,6.22186,42933.0,4173.79,14652.6,1878.77,-245.787,-4997.45
2.6,6.22444,42918.7,4774.76,13748.6,1876.87,-238.589,-4994.78
2.7,6.22541,42903.6,5520.14,12874.5,1873.7,-230.613,-4993.07
2.8,6.22456,42889.5,6381.07,12055.3,1869.28,-222.882,-4992.48
2.9,6.22217,42879.6,7341.18,11329.8,1863.36,-215.898,-4991.73
3.0,6.21868,42874.2,8395.31,10739.9,1856.1,-210.221,-4989.25
3.1,6.21479,42874.5,9519.58,10320.2,1847.75,-205.888,-4983.45
3.2,6.21127,42880.0,10672.3,10096.9,1838.95,-202.91,-4974.05
3.3,6.2086,42887.8,11788.9,10075.4,1830.35,-201.243,-4961.36
3.4,6.2072,42897.2,12792.8,10231.0,1822.93,-200.638,-4946.56
