n_dlc,sumD30_UW_ref,sumD30_DW_ref,sumD30_UW_scr,sumD30_DW_scr,life_UW_ref,life_Sys_ref,life_UW_scr,life_Sys_scr,bias_UW_pct,bias_Sys_life_pct
111,6.750067677566148,1.2448436120765503,6.918549016666214,1.1781323731057938,4.444399883530799,3.9273327286961,4.336169322170368,3.870055331610624,2.495994812911495,1.4800149397770745
