dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
10.0,0.34,0,2.9863477807619665,-9.005417532856718,0.8159874959593916,400.06000621155624,1520.4560843737822,334.5919907685167,0.07498875052292946,0.019730921733498046,0.07722817540999209,22.265849061666692,11.030941400000302,1
