t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.24079,42707.0,-19074.8,26393.7,3970.58,148.402,-4974.97
0.1,6.2472,42650.8,-21069.2,28556.1,3960.76,106.528,-5054.28
0.2,6.25188,42613.2,-21647.3,30952.7,3976.63,60.6637,-5092.03
0.3,6.27094,42670.9,-21518.7,31926.2,3999.1,34.285,-5044.05
0.4,6.30248,42670.0,-22537.6,31121.4,4050.69,63.4557,-5036.86
0.5,6.31485,42534.1,-23997.1,28507.7,4065.63,137.902,-5109.97
0.6,6.30831,42413.4,-23078.7,25465.1,4050.59,222.009,-5145.94
0.7,6.29576,42344.8,-19604.1,24149.5,4016.98,273.698,-5060.42
0.8,6.28215,42387.2,-15286.2,24997.6,4006.9,253.354,-4997.01
0.9,6.2898,42492.7,-13922.1,27376.3,3996.51,196.007,-5021.91
1.0,6.29127,42448.6,-14328.2,29900.5,3989.46,139.977,-5111.56
1.1,6.26948,42361.8,-13684.8,30823.2,3985.24,121.509,-5123.22
1.2,6.24288,42360.0,-11291.7,30352.8,3970.24,140.969,-5031.65
1.3,6.22185,42445.9,-10167.9,29822.5,3955.24,172.103,-4961.46
1.4,6.22037,42640.3,-10666.0,30085.9,3956.65,175.542,-5038.42
1.5,6.24868,42785.4,-12340.0,32356.7,3974.02,192.125,-5101.6
1.6,6.26674,42707.8,-12472.5,36006.0,3974.16,197.676,-5080.39
1.7,6.2678,42581.0,-12126.4,39483.1,3966.95,184.173,-5017.74
1.8,6.26003,42493.0,-13159.0,42284.2,3988.76,157.695,-5020.67
1.9,6.24715,42507.6,-15798.7,43609.8,3993.66,142.737,-5060.03
2.0,6.25662,42657.9,-18658.2,43508.6,3961.23,126.422,-5052.66
2.1,6.28365,42738.2,-19994.3,42946.2,3936.44,95.6754,-5028.87
2.2,6.3069,42695.3,-21214.5,42516.5,3930.26,89.6198,-5039.26
2.3,6.31448,42544.2,-21631.2,41629.1,3920.52,86.3055,-5123.12
2.4,6.29663,42376.1,-21761.4,40298.4,3876.0,139.382,-5142.15
2.5,6.26667,42359.5,-20523.1,38108.5,3852.97,224.172,-5084.73
2.6,6.25362,42488.6,-19873.5,35524.8,3828.5,290.491,-4987.42
2.7,6.25789,42606.1,-21147.6,33713.1,3828.74,310.951,-4950.69
2.8,6.25865,42603.8,-23375.9,33569.8,3842.57,305.412,-4974.87
2.9,6.2469,42506.1,-25942.6,35106.3,3848.07,251.621,-4965.21
3.0,6.21919,42431.4,-26820.6,37255.5,3855.74,147.911,-4976.33
3.1,6.20236,42532.2,-28439.8,38691.2,3861.64,78.571,-4982.41
3.2,6.20911,42690.9,-29820.4,38463.3,3861.3,70.8637,-5059.3
3.3,6.2277,42791.1,-31861.0,36564.2,3880.92,130.22,-5112.48
3.4,6.24841,42790.5,-32980.2,34319.3,3891.92,231.033,-5124.61
3.5,6.25726,42699.3,-32817.7,33150.5,3903.64,293.163,-5079.33
3.6,6.25307,42623.0,-32635.4,32851.2,3895.46,268.593,-5021.6
3.7,6.25356,42656.7,-32382.2,32228.1,3884.28,206.284,-4996.33
3.8,6.2585,42692.9,-30136.6,30013.5,3859.47,184.668,-5036.55
3.9,6.2624,42708.5,-26039.0,26527.5,3822.59,235.552,-5009.44
4.0,6.26463,42696.7,-21409.6,24109.0,3818.41,298.593,-4952.45
4.1,6.25983,42644.1,-19101.8,24582.3,3811.89,275.009,-4954.06
4.2,6.25202,42636.9,-18688.2,27903.7,3802.65,202.128,-5050.49
4.3,6.24633,42641.5,-18849.2,31768.6,3798.5,147.747,-5095.96
4.4,6.23678,42648.6,-17159.0,33929.0,3818.92,150.349,-5051.18
4.5,6.22348,42647.0,-16099.0,33596.7,3828.16,196.697,-4954.73
4.6,6.20452,42650.8,-16769.7,32371.5,3851.78,251.953,-4979.28
4.7,6.18845,42710.5,-19710.7,32381.6,3846.46,260.294,-5046.32
4.8,6.18592,42832.3,-20255.7,34303.9,3847.32,197.622,-5125.68
4.9,6.20602,42943.7,-19379.6,37710.3,3857.63,128.49,-5092.96
5.0,6.22677,42924.3,-19542.6,40696.3,3888.95,88.7651,-5040.17
5.1,6.22791,42811.2,-21482.7,40823.3,3883.84,79.425,-5098.57
5.2,6.21381,42747.2,-22379.7,38197.9,3841.94,158.73,-5168.23
5.3,6.2022,42810.8,-21504.1,34792.8,3825.31,262.149,-5078.14
5.4,6.20835,42974.2,-19503.3,32855.4,3821.97,305.815,-4978.99
5.5,6.22772,43039.6,-19225.7,33563.7,3813.33,263.195,-5016.69
5.6,6.22248,42925.5,-20506.5,35749.5,3811.27,184.626,-5116.33
5.7,6.1887,42804.0,-19947.0,36835.9,3803.47,158.559,-5127.87
5.8,6.14644,42816.6,-18131.5,35717.6,3760.9,191.197,-5004.72
5.9,6.11932,43015.8,-17897.5,33287.5,3741.87,246.612,-4918.15
6.0,6.12808,43250.6,-19365.1,31594.0,3741.58,266.105,-4960.08
6.1,6.1583,43313.3,-21537.1,32131.8,3729.7,223.495,-4983.69
6.2,6.17476,43328.3,-22123.9,34508.8,3750.15,149.358,-4951.73
6.3,6.1702,43139.3,-22562.6,36578.1,3776.65,99.4699,-4941.38
6.4,6.14913,43045.9,-24664.9,36811.2,3807.96,114.684,-5017.65
6.5,6.13264,43124.4,-27373.0,34690.2,3836.32,185.626,-5127.36
6.6,6.14306,43304.2,-29051.6,32076.3,3873.75,278.873,-5127.74
6.7,6.16847,43379.3,-29799.1,31003.1,3899.4,314.034,-5039.07
6.8,6.18427,43298.0,-31385.8,31793.4,3899.34,240.514,-4994.31
6.9,6.17637,43145.6,-33224.9,33178.6,3875.63,124.113,-5035.73
7.0,6.15235,43073.1,-30884.6,33442.8,3840.55,65.0403,-5088.12
7.1,6.12857,43160.9,-26610.7,31544.0,3778.47,79.9345,-4959.93
7.2,6.12129,43346.9,-23026.0,28898.4,3743.85,157.952,-4900.55
