D_pw_mm,D_we_mm,L_we_mm,alpha,Z,Zmax,cage_valid,cage_mass,mass,sum4,diff,cageR,cageW,setok
4200.0,140.0,500.0,19.0,86,94.11,1,450.5311357377844,17365.396057159447,17365.396057159447,0.0,2.1350000000000002,0.5720000000000001,1
4200.0,140.0,500.0,24.0,86,94.09,1,450.5311357377844,17371.548423299315,17371.548423299315,0.0,2.1350000000000002,0.5720000000000001,1
4200.0,140.0,500.0,30.0,86,94.06,1,450.5311357377844,17352.57169033083,17352.57169033083,0.0,2.1350000000000002,0.5720000000000001,1
4200.0,170.0,325.0,12.0,71,77.55,1,433.06826612052447,12546.468225275199,12546.468225275199,0.0,2.1425,0.397,1
4200.0,170.0,325.0,19.0,71,77.52,1,433.0682661205175,12339.571382209111,12339.571382209113,-1.8189894035458565e-12,2.1425,0.397,1
4200.0,170.0,325.0,24.0,71,77.5,1,433.0682661205175,12131.175169909373,12131.175169909371,1.8189894035458565e-12,2.1425,0.397,1
4200.0,170.0,325.0,30.0,71,77.49,1,433.06826612052447,11902.171515621369,11902.171515621369,0.0,2.1425,0.397,1
4200.0,170.0,415.0,12.0,71,77.53,1,493.29687802277937,15699.542147938928,15699.542147938928,0.0,2.1425,0.487,1
4200.0,170.0,415.0,19.0,71,77.5,1,493.29687802281427,15466.180933461535,15466.180933461535,0.0,2.1425,0.487,1
4200.0,170.0,415.0,24.0,71,77.48,1,493.2968780228003,15312.868052814421,15312.868052814421,0.0,2.1425,0.487,1
4200.0,170.0,415.0,30.0,71,77.46,1,493.2968780228003,15147.664231985545,15147.664231985545,0.0,2.1425,0.487,1
4200.0,170.0,500.0,12.0,71,77.52,1,550.1794559305175,18676.921144106258,18676.921144106254,3.637978807091713e-12,2.1425,0.5720000000000001,1
4200.0,170.0,500.0,19.0,71,77.48,1,550.1794559305175,18488.20067708211,18488.20067708211,0.0,2.1425,0.5720000000000001,1
4200.0,170.0,500.0,24.0,71,77.45,1,550.1794559305106,18413.685402520005,18413.685402520005,0.0,2.1425,0.5720000000000001,1
4200.0,170.0,500.0,30.0,71,77.43,1,550.1794559305037,18330.818769221078,18330.818769221078,0.0,2.1425,0.5720000000000001,1
4200.0,200.0,325.0,12.0,60,65.9,1,519.5427630614222,13306.284634393076,13306.28463439308,-3.637978807091713e-12,2.15,0.397,1
4200.0,200.0,325.0,19.0,60,65.87,1,519.5427630614431,13029.509414532356,13029.509414532356,0.0,2.15,0.397,1
4200.0,200.0,325.0,24.0,60,65.86,1,519.5427630614361,12781.374042111649,12781.374042111649,0.0,2.15,0.397,1
4200.0,200.0,325.0,30.0,60,65.84,1,519.5427630614291,12493.480810850004,12493.480810850004,0.0,2.15,0.397,1
