D_pw_mm,D_we_mm,L_we_mm,alpha,Z,Zmax,cage_valid,cage_mass,mass,sum4,diff,cageR,cageW,setok
4200.0,200.0,415.0,12.0,60,65.89,1,592.9373640177138,16655.330216902734,16655.330216902734,0.0,2.15,0.487,1
4200.0,200.0,415.0,19.0,60,65.85,1,592.9373640177347,16357.213769188082,16357.21376918808,1.8189894035458565e-12,2.15,0.487,1
4200.0,200.0,415.0,24.0,60,65.83,1,592.9373640177068,16154.290027268296,16154.290027268296,0.0,2.15,0.487,1
4200.0,200.0,415.0,30.0,60,65.81,1,592.9373640177138,15916.304721529199,15916.304721529199,0.0,2.15,0.487,1
4200.0,200.0,500.0,12.0,60,65.87,1,662.2544871431273,19817.7775427892,19817.7775427892,0.0,2.15,0.5720000000000001,1
4200.0,200.0,500.0,19.0,60,65.83,1,662.2544871431064,19571.504347258422,19571.504347258422,0.0,2.15,0.5720000000000001,1
4200.0,200.0,500.0,24.0,60,65.81,1,662.2544871430924,19436.818435341283,19436.818435341283,0.0,2.15,0.5720000000000001,1
4200.0,200.0,500.0,30.0,60,65.78,1,662.2544871431203,19268.02489056286,19268.024890562858,3.637978807091713e-12,2.15,0.5720000000000001,1
4500.0,110.0,238.0,12.0,118,128.47,1,252.1620929818424,9383.88063900782,9383.88063900782,0.0,2.2775,0.3094,1
4500.0,110.0,238.0,19.0,118,128.46,1,252.16209298187027,9323.487323538335,9323.487323538335,0.0,2.2775,0.3094,1
4500.0,110.0,238.0,24.0,118,128.44,1,252.16209298185632,9230.383301485625,9230.383301485625,0.0,2.2775,0.3094,1
4500.0,110.0,238.0,30.0,118,128.43,1,252.1620929818633,9051.780489678993,9051.780489678993,0.0,2.2775,0.3094,1
4500.0,110.0,325.0,12.0,118,128.46,1,291.8232481103941,12385.563620518893,12385.563620518893,0.0,2.2775,0.397,1
4500.0,110.0,325.0,19.0,118,128.44,1,291.8232481103871,12307.832497367943,12307.832497367945,-1.8189894035458565e-12,2.2775,0.397,1
4500.0,110.0,325.0,24.0,118,128.42,1,291.82324811040803,12183.053968418766,12183.053968418766,0.0,2.2775,0.397,1
4500.0,110.0,325.0,30.0,118,128.41,1,291.8232481104011,12017.061419240614,12017.061419240614,0.0,2.2775,0.397,1
4500.0,110.0,415.0,12.0,118,128.45,1,331.5737555803328,15488.915620964593,15488.915620964593,0.0,2.2775,0.487,1
4500.0,110.0,415.0,19.0,118,128.42,1,331.57375558030486,15392.200133569155,15392.200133569155,0.0,2.2775,0.487,1
4500.0,110.0,415.0,24.0,118,128.4,1,331.57375558030486,15292.785216972747,15292.785216972747,0.0,2.2775,0.487,1
4500.0,110.0,415.0,30.0,118,128.38,1,331.57375558029787,15220.952572577386,15220.952572577384,1.8189894035458565e-12,2.2775,0.487,1
4500.0,140.0,238.0,12.0,92,100.93,1,327.3794892511267,10001.695683737786,10001.695683737786,0.0,2.285,0.3094,1
4500.0,140.0,238.0,19.0,92,100.91,1,327.3794892511406,9872.54474064325,9872.54474064325,0.0,2.285,0.3094,1
4500.0,140.0,238.0,24.0,92,100.9,1,327.3794892511337,9741.578583380746,9741.578583380746,0.0,2.285,0.3094,1
4500.0,140.0,238.0,30.0,92,100.89,1,327.3794892511267,9491.551950872927,9491.551950872925,1.8189894035458565e-12,2.285,0.3094,1
4500.0,140.0,325.0,12.0,92,100.92,1,379.9934994947528,13206.883527069329,13206.883527069329,0.0,2.285,0.397,1
4500.0,140.0,325.0,19.0,92,100.89,1,379.9934994947598,13038.837451745838,13038.837451745838,0.0,2.285,0.397,1
4500.0,140.0,325.0,24.0,92,100.88,1,379.9934994947528,12869.875328162927,12869.875328162927,0.0,2.285,0.397,1
4500.0,140.0,325.0,30.0,92,100.86,1,379.9934994947598,12638.974155803426,12638.974155803427,-1.8189894035458565e-12,2.285,0.397,1
4500.0,140.0,415.0,12.0,92,100.91,1,432.78953465803403,16520.39154359961,16520.39154359961,0.0,2.285,0.487,1
4500.0,140.0,415.0,19.0,92,100.87,1,432.78953465803403,16311.46548260123,16311.46548260123,0.0,2.285,0.487,1
4500.0,140.0,415.0,24.0,92,100.85,1,432.78953465803403,16183.9888729491,16183.9888729491,0.0,2.285,0.487,1
4500.0,140.0,415.0,30.0,92,100.83,1,432.7895346580271,16032.195040916264,16032.195040916264,0.0,2.285,0.487,1
4500.0,140.0,500.0,12.0,92,100.89,1,482.65245675668336,19649.268041272575,19649.268041272575,0.0,2.285,0.5720000000000001,1
4500.0,140.0,500.0,19.0,92,100.85,1,482.65245675666944,19446.496666587915,19446.496666587915,0.0,2.285,0.5720000000000001,1
4500.0,140.0,500.0,24.0,92,100.83,1,482.6524567567113,19414.943155355177,19414.943155355177,0.0,2.285,0.5720000000000001,1
4500.0,140.0,500.0,30.0,92,100.81,1,482.65245675668336,19362.73108569582,19362.73108569582,0.0,2.285,0.5720000000000001,1
4500.0,170.0,325.0,12.0,76,83.09,1,463.07764965240585,14035.205225879392,14035.205225879392,0.0,2.2925,0.397,1
4500.0,170.0,325.0,19.0,76,83.07,1,463.07764965241284,13834.544492109588,13834.544492109588,0.0,2.2925,0.397,1
4500.0,170.0,325.0,24.0,76,83.06,1,463.07764965240585,13568.839563473353,13568.839563473353,0.0,2.2925,0.397,1
4500.0,170.0,325.0,30.0,76,83.04,1,463.0776496523989,13292.718387163053,13292.718387163053,0.0,2.2925,0.397,1
4500.0,170.0,415.0,12.0,76,83.08,1,527.4369968454288,17561.857862201246,17561.857862201246,0.0,2.2925,0.487,1
4500.0,170.0,415.0,19.0,76,83.05,1,527.4369968454428,17318.954422839575,17318.95442283957,3.637978807091713e-12,2.2925,0.487,1
4500.0,170.0,415.0,24.0,76,83.03,1,527.4369968454358,17093.01748642879,17093.01748642879,0.0,2.2925,0.487,1
4500.0,170.0,415.0,30.0,76,83.01,1,527.4369968454218,16883.843356560807,16883.843356560807,0.0,2.2925,0.487,1
4500.0,170.0,500.0,12.0,76,83.07,1,588.220824749974,20892.024528264792,20892.024528264792,0.0,2.2925,0.5720000000000001,1
4500.0,170.0,500.0,19.0,76,83.03,1,588.220824749974,20670.50675871988,20670.50675871988,0.0,2.2925,0.5720000000000001,1
4500.0,170.0,500.0,24.0,76,83.01,1,588.22082474996,20523.130742211913,20523.130742211913,0.0,2.2925,0.5720000000000001,1
4500.0,170.0,500.0,30.0,76,82.98,1,588.22082474996,20402.629805726625,20402.629805726625,0.0,2.2925,0.5720000000000001,1
4500.0,200.0,325.0,12.0,65,70.62,1,543.8006836007233,14917.923674865055,14917.923674865055,0.0,2.3,0.397,1
4500.0,200.0,325.0,19.0,65,70.59,1,543.8006836007233,14603.75278920163,14603.75278920163,0.0,2.3,0.397,1
4500.0,200.0,325.0,24.0,65,70.58,1,543.8006836007164,14325.914826892551,14325.914826892551,0.0,2.3,0.397,1
4500.0,200.0,325.0,30.0,65,70.56,1,543.8006836007303,13966.583102405943,13966.583102405943,0.0,2.3,0.397,1
4500.0,200.0,415.0,12.0,65,70.6,1,618.9957383955254,18672.696060780596,18672.696060780596,0.0,2.3,0.487,1
4500.0,200.0,415.0,19.0,65,70.57,1,618.9957383955254,18302.714876361562,18302.71487636156,3.637978807091713e-12,2.3,0.487,1
4500.0,200.0,415.0,24.0,65,70.55,1,618.9957383954767,18073.25155307525,18073.25155307525,0.0,2.3,0.487,1
4500.0,200.0,415.0,30.0,65,70.53,1,618.9957383954976,17760.858133673766,17760.858133673766,0.0,2.3,0.487,1
4500.0,200.0,500.0,12.0,65,70.59,1,690.0132901461149,22218.29682091394,22218.296820913944,-3.637978807091713e-12,2.3,0.5720000000000001,1
4500.0,200.0,500.0,19.0,65,70.56,1,690.0132901461288,21868.411573214253,21868.41157321425,3.637978807091713e-12,2.3,0.5720000000000001,1
4500.0,200.0,500.0,24.0,65,70.53,1,690.0132901461149,21714.773469394415,21714.77346939441,3.637978807091713e-12,2.3,0.5720000000000001,1
4500.0,200.0,500.0,30.0,65,70.51,1,690.0132901461428,21472.912352533454,21472.912352533454,0.0,2.3,0.5720000000000001,1
