alpha,bin,현행기하_UW_RX_pin,UW_RX_masta,현행기하_UW_RX_err,현행기하_UW_RY_pin,UW_RY_masta,현행기하_UW_RY_err,현행기하_UW_RZ_pin,UW_RZ_masta,현행기하_UW_RZ_err,현행기하_UW_Fr_pin,UW_Fr_masta,현행기하_UW_Fr_err,현행기하_DW_RX_pin,DW_RX_masta,현행기하_DW_RX_err,현행기하_DW_RY_pin,DW_RY_masta,현행기하_DW_RY_err,현행기하_DW_RZ_pin,DW_RZ_masta,현행기하_DW_RZ_err,현행기하_DW_Fr_pin,DW_Fr_masta,현행기하_DW_Fr_err,L_eff_UW_RX_pin,L_eff_UW_RX_err,L_eff_UW_RY_pin,L_eff_UW_RY_err,L_eff_UW_RZ_pin,L_eff_UW_RZ_err,L_eff_UW_Fr_pin,L_eff_UW_Fr_err,L_eff_DW_RX_pin,L_eff_DW_RX_err,L_eff_DW_RY_pin,L_eff_DW_RY_err,L_eff_DW_RZ_pin,L_eff_DW_RZ_err,L_eff_DW_Fr_pin,L_eff_DW_Fr_err
19.0,21,10992.73713980116,10447.859359047485,5.215209757602923,-6086.013594636088,-4196.109182378147,45.03944797706234,7474.78575561965,6442.543895342283,16.022271280505194,12565.024126473418,11259.000730831947,11.599816243594518,-5494.658079627444,-4949.78029870913,11.00812052325666,6130.221458580638,4240.317046320195,44.56988455381013,-3543.2633810645757,-2511.0215207673627,41.10844338688751,8232.307243006524,6517.715371109931,26.306639278796972,10448.526545974433,0.006385872014735838,-4200.103505241061,0.09519110893700944,6738.145881296074,4.5882805108631075,11261.109023389778,0.018725396757957036,-4950.447485800717,0.013479125361604005,4244.311369185611,0.09419868424418443,-2806.623506740998,11.772180506175033,6520.821214254296,0.0476523285771524
19.0,22,12133.012731086314,11233.10009305686,8.011258072788706,-5877.496032148416,-4048.25226743456,45.1860122312258,7588.4592339124465,6483.618214252658,17.04050089240394,13481.65262646323,11940.305026314158,12.908779103651336,-6650.005864929727,-5750.093226499625,15.650400836682167,5948.419553900897,4119.175789187053,44.40800437591561,-3840.2147520874223,-2735.37373242791,40.39086164210761,8922.234764498764,7073.272318782987,26.140128110236628,11234.409865950323,0.01165994144636251,-4051.8424307803184,0.08868427925401434,6794.006507388932,4.787269744753964,11942.75479611106,0.020516810847825973,-5751.402999793736,0.02277829667307607,4122.765952532799,0.08715732295694334,-3045.762025563907,11.347198719368334,7076.428164363719,0.044616486380011366
19.0,23,10926.04385760402,10400.624102998116,5.051809866433343,-6418.409505114608,-4423.037398623453,45.11316379807593,7249.249090443052,6178.319004627406,17.333680650247207,12671.796042930619,11302.04590158291,12.119488394184174,-5438.248097714794,-4912.828342708246,10.694852707125225,6483.733144809454,4488.361038318304,44.456586479031856,-3642.3260800534226,-2571.3959942379824,41.64780874727945,8462.466417386793,6654.417114609754,27.170663810771202,10400.837620423243,0.0020529289686210817,-4426.610813266532,0.08079096604953762,6472.152905563578,4.755887494901101,11303.641293784036,0.014115959314064952,-4913.041860534022,0.004346128357868295,4491.934452961378,0.07961513373291318,-2865.229895173948,11.42701869312981,6656.985462884912,0.038596141944835516
19.0,24,10059.136355510316,9804.533965799621,2.5967821683193337,-8405.976759114792,-5792.245173380554,45.124671133504094,8346.403312822442,7005.043704072815,19.14848308469148,13109.030074476426,11387.668349362339,15.116015608326672,-4547.50299024742,-4292.900600587238,5.9307776570777015,8481.156939030447,5867.425353514896,44.54648211160943,-4142.002470553617,-2800.6428616947346,47.89470400546519,9623.39890427356,7270.190908469439,32.3678982495871,9805.271884068563,0.007526296216808781,-5798.985678511043,0.11637119853742384,7336.089478565078,4.725820258620095,11391.733477398499,0.03569763283794991,-4293.638518805666,0.01718926868066184,5874.165858426697,0.11488011360489825,-3131.688636296254,11.820349503656313,7276.067362420276,0.08082943109501972
19.0,25,13378.69665706076,12088.660248706146,10.671458886378149,-7408.85122439026,-5100.358846992263,45.261371731899594,8890.628712921463,7452.191585348568,19.30220272920713,15293.15535482452,13120.570375434918,16.55861686819071,-7918.148979159058,-6628.112570637964,19.463103481915155,7506.55873828728,5198.066360875225,44.41059842536068,-4696.111181605391,-3257.674053996432,44.155342240096765,10910.797741114751,8423.287371395541,29.53134874831045,12092.015815571,0.02775797148579784,-5106.249644317532,0.11549770323988628,7822.681856176657,4.9715612727468494,13125.952609777016,0.04102134425629789,-6631.468137669298,0.05062628305678718,5203.957158214553,0.11332670516994714,-3628.164324860584,11.372846537843273,8429.563438604373,0.07450852537864705
19.0,26,12962.921800794144,11803.979839399222,9.818230606651968,-6358.120768480964,-4375.17506675495,45.322659584379934,8213.60776393124,6955.919051634306,18.080841696992422,14438.249247055302,12588.728963390127,14.691874684440776,-7490.86087816533,-6331.9189154315445,18.303171253651463,6457.588133842333,4474.642431728595,44.31517674022744,-4256.779303534362,-2999.0905906711782,41.935669325071004,9890.067805751847,7753.426471143308,27.55738179191727,11806.39079107877,0.020424905094285073,-4379.665490209527,0.1026341434585687,7295.93999836418,4.888224607070213,12592.55070737465,0.030358457916102033,-6334.329868449954,0.03807618275930569,4479.132855570897,0.10035268540031783,-3339.111537967301,11.337468376372971,7757.987240269986,0.05882262692051832
19.0,27,14693.054556387577,12996.100950037453,13.057405547047818,-4166.433531963391,-2864.0221716176097,45.474904951946456,8219.460219705223,6984.459284754128,17.682126627137617,15272.361329318092,13307.939844434286,14.761274155483783,-9237.578890105613,-7540.6252834789675,22.50414975989541,4251.93700679941,2949.525646474523,44.15663792859772,-4376.903598763374,-3141.9026638685577,39.30742187201264,10169.160833653637,8096.9581451958375,25.592360134494463,12999.77651182482,0.02828203475409019,-2866.8277314726624,0.09795873379947473,7329.477682453781,4.939801116068776,13312.133209945467,0.03151025297829513,-7544.300845542857,0.04874346523944251,2952.331206308681,0.0951190181211592,-3486.9210615119327,10.981193071670825,8101.403261151906,0.05489859125313856
19.0,28,9591.143580564476,9473.38357187242,1.2430617613932382,-3582.2684854382683,-2466.212456854906,45.25384767566369,6409.845366693676,5853.7730951846315,9.499382064646023,10238.294911007759,9789.13684561456,4.588331662708511,-4134.641648866376,-4016.881639772194,2.9316275572625727,3631.332770357874,2515.2767417740733,44.37110279152123,-2368.497824428557,-1812.425552918647,30.68110966623905,5502.89371636555,4739.4045190982115,16.10939083572067,9473.26304018081,-0.0012723193428820778,-2468.6517835726318,0.09890983686120514,6081.745791056018,3.894457338275026,9789.635042073432,0.005089278725289859,-4016.761108482709,-0.003000618397397403,2517.7160684922374,0.09698045060615446,-2040.3982487908995,12.578320555298706,4740.597431143385,0.025170082873615662
19.0,29,7613.586394545479,8112.150897808211,-6.145897796322264,-4191.725624421485,-2883.5440198901556,45.367145273584654,6354.188440116629,5805.90404054004,9.44356633778587,8691.217492252725,8609.402900518411,0.9502934486825598,-2125.0723715115637,-2623.6368753223073,-19.00280135944866,4259.453833327543,2951.2722291026553,44.32602290377818,-2048.807147755787,-1500.5227480064113,36.53955932876221,4760.134403817867,3948.8578378847164,20.544587808401005,8111.227902666489,-0.011377933588130329,-2887.0548697064205,0.12175468076949247,6005.873196500932,3.4442380474185574,8609.709862108652,0.0035654225244874382,-2622.713879632572,-0.03518000903314222,2954.783078612479,0.11896054437821046,-1700.4919041400894,13.326632761772949,3950.8696683226563,0.05094714777116316
19.0,30,6390.188597195513,7274.1405622251605,-12.151978057999568,-7766.776922693483,-5348.796374251133,45.20606841723123,7472.082117289925,6259.1839793719555,19.37789561571046,10057.700237858136,9028.994604728228,11.393357490669075,-859.7424272528808,-1743.6943927567802,-50.694202446013016,7856.709303849301,5438.728756191295,44.45856110962409,-3401.7886081856936,-2188.89047001642,55.411550042527956,7903.6091835572715,5711.413189286304,38.382724583526475,7272.033318271332,-0.028968974902288114,-5354.864399906619,0.1134465631314141,6530.750800892166,4.33869370856006,9030.89371676113,0.021033482863153097,-1741.5871483287006,-0.12084941242186398,5444.796781062436,0.11157064717068899,-2460.457291787934,12.406597108967121,5716.549464693851,0.08993002672581518
30.0,1,8094.071741360126,8094.071741360126,0.0,-10148.014236531788,-5753.948533083936,76.36609326939478,11659.597391328476,8205.740523835317,42.09073949463424,12980.608240723406,9930.857016172538,30.709849306905813,-2582.359731470314,-2582.3597314703143,-2.220446049250313e-14,10246.757395031049,5852.691691583265,75.07768963410241,-7626.182247668735,-4172.325380175736,82.78014183418078,10567.148096593655,6397.0760367098355,65.18715794456283,8094.071741360127,2.220446049250313e-14,-5752.945889505307,-0.017425313640972995,8649.445099222656,5.407245989542386,9930.2761171007,-0.005849435460514307,-2582.3597314703143,0.0,5851.689048004564,-0.01713132403922124,-4616.0299555629135,10.634467232478606,6396.1587298359,-0.01433947116888934
30.0,2,15229.421939614253,12141.08199634364,25.437106381463238,-9606.837693884989,-5434.050953047841,76.78961380545618,13930.068791335827,9786.885729984026,42.33402918620326,18006.293985477783,13301.68341986306,35.36853507270703,-9767.127399581357,-6678.787456312303,46.24102748396612,9758.201402154573,5585.414661318015,74.708629418964,-9963.978671231822,-5820.795609881382,71.17898203326314,13806.493843284918,8706.495209064367,58.57694183201203,12143.440007718158,0.01942175644007449,-5433.676458864489,-0.006891620755622441,10250.593979999203,4.738057261612005,13303.68276383153,0.015030758929990284,-6681.145467685262,0.0353059801405875,5585.040167134072,-0.006704859113426664,-6284.503859895199,7.966406675173832,8708.063988560965,0.018018496064464706
30.0,3,13991.38219798361,11431.119345780078,22.397306639517154,-9888.87205559498,-5593.013857033259,76.80757295388507,13748.121981345967,9715.364440299834,41.50907118129346,17133.25906948179,12726.047835146372,34.631421250545124,-8557.524685514447,-5997.261833310919,42.69052983451411,10046.346222976128,5750.488024414337,74.70423693299153,-9524.100492716483,-5491.342951670482,73.43845715954103,13196.980759821385,8308.746115763832,58.832398727207625,11432.866622475938,0.01528526335003999,-5592.837344835257,-0.0031559406522885247,10221.164592740286,5.206188152266988,12727.53977692108,0.011723527948603873,-5999.0091100067775,0.029134574151035153,5750.3115122164045,-0.0030695168337646628,-5997.143104110803,9.210864389492457,8309.885245264992,0.01371000491878771
30.0,4,15593.865906384586,12342.489676362455,26.342952801888565,-7855.128632599406,-4435.089265439538,77.11320251906871,13339.389208990327,9564.899700366721,39.46188278878546,17460.5755844699,13115.146518568932,33.132905223350285,-10159.811019197832,-6908.434789177242,47.06386220963101,8017.288590961601,4597.249223802179,74.39316862466856,-9340.176331551082,-5565.686822928789,67.8171379149945,12942.127966319014,8298.263171415098,55.96188863834266,12344.723162997008,0.018095916570470827,-4434.62656519159,-0.01043271556119274,9989.125507289325,4.435235289569639,13117.092007900907,0.014833912295375562,-6910.668275810259,0.032329850410039995,4596.786523553785,-0.010064719702351788,-5989.9126298500805,7.622164530954589,8299.86640623908,0.01932012507757097
30.0,5,11085.499672696202,9794.169960989173,13.184677383080734,-11540.526348408772,-6535.4856955148325,76.58253550044174,13524.261534660249,9386.571877141107,44.08094575609183,16002.251447582765,11774.478268739624,35.906246394522356,-5579.036675244974,-4287.70696353796,30.117023450723067,11685.986530047983,6680.945877154068,74.91515041319194,-9345.451528578827,-5207.7618710598745,79.45235899729911,12949.437493736606,7938.480258754432,63.122374455188314,9795.06452241757,0.009133611443945533,-6535.218448519051,-0.004089168092968887,9908.101065309653,5.5561199018633545,11775.074062110483,0.00506004051525899,-4288.601524966344,0.020863399387849313,6680.678630158262,-0.004000137117088354,-5729.291059228232,10.014459206872628,7938.738564746727,0.0032538468809573118
30.0,6,8731.765580275684,8459.33349823874,3.220491095352407,-13593.172801518853,-7701.5905922521815,76.49825238949491,14149.793912838832,9449.931416913338,49.73435561144659,16156.05387960931,11440.053360237942,41.22358848222436,-3206.5003709460107,-2934.0682889090835,9.285130924414165,13746.750768873713,7855.168559607104,75.00261979815863,-10187.175386709847,-5487.312890784535,85.64961738956644,14115.764284317267,8385.250731124372,68.34039597554758,8459.840555796305,0.005994060379221899,-7701.425893777291,-0.002138499481607603,10014.16869437491,5.97080817382134,11440.317435580155,0.0023083401265555636,-2934.5753464666323,0.017281723110018632,7855.003861132152,-0.0020966892524509895,-6051.5501682459235,10.282578899573537,8385.273884763143,0.00027612339228433314
