dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
20.0,0.25,0,2.1337987628914368,-4.350968417031121,1.2341949902436644,158.52255795468676,800.5657276273266,138.7461641068536,0.18924751396312578,0.03747350025701497,0.19328567507487374,19.346999533333292,5.573678999993717,1
