design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
C1,DLC1.2-a-s1,0.17,center,30,37800.0,1.4387,-2.768,1.3611
C1,DLC1.2-a-s2,0.16,center,30,37800.0,1.5226,-1.5636,1.4661
C1,DLC1.2-a-s3,0.16,center,30,37800.0,1.5418,-1.5453,1.4838
C1,DLC1.2-a-s4,0.16,center,30,37800.0,1.4792,-1.3965,1.4248
C1,DLC1.2-a-s5,0.18,center,30,37800.0,1.6785,-1.227,1.6189
C1,DLC1.2-a-s6,0.17,center,30,37800.0,1.5464,-1.8944,1.4835
C1,DLC1.2-b-s1,0.19,center,30,45700.0,1.7902,-12.5868,1.6576
C1,DLC1.2-b-s2,0.19,center,30,45700.0,1.7538,-9.6245,1.6557
C1,DLC1.2-b-s3,0.18,center,30,45700.0,1.5027,-13.6657,1.3672
C1,DLC1.2-b-s4,0.19,center,30,45700.0,1.6888,-13.6268,1.5593
C1,DLC1.2-b-s5,0.18,center,30,45700.0,1.5304,-10.7758,1.4016
C1,DLC1.2-b-s6,0.18,center,30,45700.0,1.5739,-12.3005,1.4556
C1,DLC1.2-c-s1,0.2,center,30,45040.0,1.6652,-16.2431,1.4985
C1,DLC1.2-c-s2,0.21,center,30,45040.0,1.5414,-21.5474,1.3044
C1,DLC1.2-c-s3,0.2,center,30,45040.0,1.4371,-23.1108,1.2459
C1,DLC1.2-c-s4,0.23,center,30,45040.0,1.451,-18.3546,1.2411
C1,DLC1.2-c-s5,0.21,center,30,45040.0,1.9514,-20.2493,1.7146
C1,DLC1.2-c-s6,0.22,center,30,45040.0,1.9017,-17.5726,1.6584
C1,DLC1.2-d-s1,0.2,center,30,38180.0,1.9536,-23.2758,1.6387
C1,DLC1.2-d-s2,0.2,center,30,38180.0,1.5981,-22.9781,1.3944
C1,DLC1.2-d-s3,0.19,center,30,38180.0,1.6224,-19.5411,1.4318
C1,DLC1.2-d-s4,0.2,center,30,38180.0,1.857,-24.2034,1.5996
C1,DLC1.2-d-s5,0.21,center,30,38180.0,1.7724,-21.2635,1.4863
C1,DLC1.2-d-s6,0.2,center,30,38180.0,1.5421,-22.9907,1.2949
C1,DLC1.2-e-s1,0.23,center,30,28490.0,1.8553,-29.8471,1.4347
C1,DLC1.2-e-s2,0.24,center,30,28490.0,2.1827,-30.8171,1.7442
C1,DLC1.2-e-s3,0.21,center,30,28490.0,1.8219,-30.4632,1.5223
C1,DLC1.2-e-s4,0.24,center,30,28490.0,2.1797,-35.5105,1.7525
C1,DLC1.2-e-s5,0.21,center,30,28490.0,1.6354,-20.3837,1.3373
C1,DLC1.2-e-s6,0.22,center,30,28490.0,1.8312,-29.477,1.472
C1,DLC1.2-f-s1,0.29,center,30,18970.0,2.0934,-37.3445,1.5762
C1,DLC1.2-f-s2,0.28,center,30,18970.0,1.4185,-34.9173,1.0606
C1,DLC1.2-f-s3,0.29,center,30,18970.0,2.3417,-29.9209,1.7004
C1,DLC1.2-f-s4,0.28,center,30,18970.0,1.8043,-30.6531,1.268
C1,DLC1.2-f-s5,0.27,center,30,18970.0,1.8748,-27.9826,1.3874
C1,DLC1.2-f-s6,0.32,center,30,18970.0,2.6503,-41.4848,1.9642
C1,DLC1.2-g-s1,0.36,center,30,11340.0,2.6164,-34.1795,1.9542
C1,DLC1.2-g-s2,0.35,center,30,11340.0,1.6204,-28.6647,0.9711
C1,DLC1.2-g-s3,0.36,center,30,11340.0,2.6166,-44.6315,1.6517
C1,DLC1.2-g-s4,0.36,center,30,11340.0,2.297,-39.3206,1.526
C1,DLC1.2-g-s5,0.38,center,30,11340.0,2.4334,-39.053,1.6769
C1,DLC1.2-g-s6,0.37,center,30,11340.0,1.8147,-34.9789,0.9893
C1,DLC1.2-h-s1,0.43,center,30,6126.0,2.6269,-29.2308,1.4407
C1,DLC1.2-h-s2,0.44,center,30,6126.0,2.0575,-44.2058,1.0809
C1,DLC1.2-h-s3,0.42,center,30,6126.0,1.9323,-41.4884,0.9885
C1,DLC1.2-h-s4,0.43,center,30,6126.0,1.8815,-36.2075,0.8515
C1,DLC1.2-h-s5,0.43,center,30,6126.0,2.7791,-41.2238,1.7672
C1,DLC1.2-h-s6,0.43,center,30,6126.0,1.8948,-47.0923,0.9394
C1,DLC1.2-i-s1,0.53,center,30,2997.0,2.4806,-51.0325,1.0257
C1,DLC1.2-i-s2,0.45,center,30,2997.0,2.2506,-28.7757,1.1672
C1,DLC1.2-i-s3,0.45,center,30,2997.0,2.9862,-30.6867,1.8708
C1,DLC1.2-i-s4,0.49,center,30,2997.0,2.9826,-43.0252,1.5657
C1,DLC1.2-i-s5,0.49,center,30,2997.0,2.7416,-35.0882,0.6321
C1,DLC1.2-i-s6,0.52,center,30,2997.0,2.3639,-35.3946,1.0552
C1,DLC1.2-j-s1,0.52,min_pos,30,1332.0,3.2128,-40.417,0.792
C1,DLC1.2-j-s2,0.55,center,30,1332.0,2.4569,-30.8991,0.9197
C1,DLC1.2-j-s3,0.54,center,30,1332.0,2.565,-41.1639,0.6305
