design,DLC,k,eps_UW,eps_DW,eps_Sys
C1,DLC1.2-a-s1,0.0,-3.3582,-10.6089,-3.4918
C1,DLC1.2-a-s1,0.01,-3.0824,-10.1661,-3.2129
C1,DLC1.2-a-s1,0.02,-2.8057,-9.721,-2.9331
C1,DLC1.2-a-s1,0.03,-2.5283,-9.2737,-2.6526
C1,DLC1.2-a-s1,0.04,-2.2501,-8.8241,-2.3712
C1,DLC1.2-a-s1,0.05,-1.9711,-8.3722,-2.0891
C1,DLC1.2-a-s1,0.06,-1.6913,-7.918,-1.8061
C1,DLC1.2-a-s1,0.07,-1.4107,-7.4615,-1.5223
C1,DLC1.2-a-s1,0.08,-1.1294,-7.0028,-1.2377
C1,DLC1.2-a-s1,0.09,-0.8472,-6.5417,-0.9522
C1,DLC1.2-a-s1,0.1,-0.5643,-6.0782,-0.666
C1,DLC1.2-a-s1,0.11,-0.2805,-5.6124,-0.3789
C1,DLC1.2-a-s1,0.12,0.004,-5.1443,-0.091
C1,DLC1.2-a-s1,0.13,0.2894,-4.6738,0.1978
C1,DLC1.2-a-s1,0.14,0.5755,-4.2009,0.4874
C1,DLC1.2-a-s1,0.15,0.8624,-3.7257,0.7778
C1,DLC1.2-a-s1,0.16,1.1502,-3.248,1.069
C1,DLC1.2-a-s1,0.17,1.4387,-2.768,1.3611
C1,DLC1.2-a-s1,0.18,1.7281,-2.2855,1.654
C1,DLC1.2-a-s1,0.19,2.0183,-1.8006,1.9478
C1,DLC1.2-a-s1,0.2,2.3093,-1.3133,2.2424
C1,DLC1.2-a-s1,0.21,2.6011,-0.8235,2.5378
C1,DLC1.2-a-s1,0.22,2.8937,-0.3313,2.8341
C1,DLC1.2-a-s1,0.23,3.1871,0.1634,3.1313
C1,DLC1.2-a-s1,0.24,3.4814,0.6606,3.4293
C1,DLC1.2-a-s1,0.25,3.7765,1.1603,3.7281
C1,DLC1.2-a-s1,0.26,4.0724,1.6624,4.0278
C1,DLC1.2-a-s1,0.27,4.3691,2.1671,4.3284
C1,DLC1.2-a-s1,0.28,4.6666,2.6743,4.6298
C1,DLC1.2-a-s1,0.29,4.965,3.1841,4.9321
C1,DLC1.2-a-s1,0.3,5.2642,3.6963,5.2352
C1,DLC1.2-a-s1,0.31,5.5643,4.2112,5.5392
C1,DLC1.2-a-s1,0.32,5.8652,4.7286,5.8441
C1,DLC1.2-a-s1,0.33,6.1669,5.2486,6.1499
C1,DLC1.2-a-s1,0.34,6.4694,5.7712,6.4565
C1,DLC1.2-a-s1,0.35,6.7728,6.2963,6.764
C1,DLC1.2-a-s1,0.36,7.0771,6.8241,7.0724
C1,DLC1.2-a-s1,0.37,7.3822,7.3545,7.3816
C1,DLC1.2-a-s1,0.38,7.6881,7.8876,7.6918
C1,DLC1.2-a-s1,0.39,7.9949,8.4232,8.0028
C1,DLC1.2-a-s1,0.4,8.3025,8.9616,8.3147
C1,DLC1.2-a-s1,0.41,8.611,9.5026,8.6275
C1,DLC1.2-a-s1,0.42,8.9203,10.0463,8.9412
C1,DLC1.2-a-s1,0.43,9.2305,10.5927,9.2557
C1,DLC1.2-a-s1,0.44,9.5416,11.1417,9.5712
C1,DLC1.2-a-s1,0.45,9.8535,11.6935,9.8876
C1,DLC1.2-a-s1,0.46,10.1662,12.248,10.2048
C1,DLC1.2-a-s1,0.47,10.4799,12.8053,10.523
C1,DLC1.2-a-s1,0.48,10.7944,13.3653,10.842
C1,DLC1.2-a-s1,0.49,11.1098,13.9281,11.162
C1,DLC1.2-a-s1,0.5,11.426,14.4936,11.4829
C1,DLC1.2-a-s1,0.51,11.7431,15.0619,11.8046
C1,DLC1.2-a-s1,0.52,12.0611,15.633,12.1273
C1,DLC1.2-a-s1,0.53,12.3799,16.2069,12.4509
C1,DLC1.2-a-s1,0.54,12.6997,16.7837,12.7754
C1,DLC1.2-a-s1,0.55,13.0203,17.3632,13.1009
C1,DLC1.2-a-s1,0.56,13.3418,17.9456,13.4272
C1,DLC1.2-a-s1,0.57,13.6642,18.5309,13.7545
C1,DLC1.2-a-s1,0.58,13.9874,19.119,14.0827
C1,DLC1.2-a-s1,0.59,14.3116,19.71,14.4118
C1,DLC1.2-a-s1,0.6,14.6366,20.3039,14.7419
C1,DLC1.2-a-s1,0.61,14.9626,20.9007,15.0728
C1,DLC1.2-a-s1,0.62,15.2894,21.5004,15.4047
C1,DLC1.2-a-s1,0.63,15.6171,22.1031,15.7376
C1,DLC1.2-a-s1,0.64,15.9458,22.7086,16.0714
C1,DLC1.2-a-s1,0.65,16.2753,23.3172,16.4061
C1,DLC1.2-a-s1,0.66,16.6057,23.9287,16.7417
C1,DLC1.2-a-s1,0.67,16.937,24.5431,17.0783
C1,DLC1.2-a-s1,0.68,17.2692,25.1606,17.4159
C1,DLC1.2-a-s1,0.69,17.6024,25.781,17.7544
C1,DLC1.2-a-s1,0.7,17.9364,26.4045,18.0938
C1,DLC1.2-a-s1,0.71,18.2714,27.031,18.4342
C1,DLC1.2-a-s1,0.72,18.6072,27.6605,18.7756
C1,DLC1.2-a-s1,0.73,18.944,28.2931,19.1179
C1,DLC1.2-a-s1,0.74,19.2817,28.9287,19.4611
C1,DLC1.2-a-s1,0.75,19.6204,29.5674,19.8054
C1,DLC1.2-a-s1,0.76,19.9599,30.2092,20.1506
C1,DLC1.2-a-s1,0.77,20.3004,30.8541,20.4967
C1,DLC1.2-a-s1,0.78,20.6418,31.5021,20.8438
C1,DLC1.2-a-s1,0.79,20.9841,32.1533,21.1919
C1,DLC1.2-a-s1,0.8,21.3273,32.8076,21.541
C1,DLC1.2-a-s1,0.81,21.6715,33.465,21.891
C1,DLC1.2-a-s1,0.82,22.0166,34.1256,22.242
C1,DLC1.2-a-s1,0.83,22.3627,34.7893,22.594
C1,DLC1.2-a-s1,0.84,22.7096,35.4563,22.947
C1,DLC1.2-a-s1,0.85,23.0576,36.1265,23.301
C1,DLC1.2-a-s1,0.86,23.4064,36.7998,23.6559
C1,DLC1.2-a-s1,0.87,23.7562,37.4764,24.0118
C1,DLC1.2-a-s1,0.88,24.107,38.1563,24.3688
C1,DLC1.2-a-s1,0.89,24.4587,38.8394,24.7267
C1,DLC1.2-a-s1,0.9,24.8114,39.5258,25.0856
C1,DLC1.2-a-s1,0.91,25.165,40.2154,25.4455
C1,DLC1.2-a-s1,0.92,25.5195,40.9083,25.8064
C1,DLC1.2-a-s1,0.93,25.875,41.6046,26.1683
C1,DLC1.2-a-s1,0.94,26.2315,42.3042,26.5312
C1,DLC1.2-a-s1,0.95,26.5889,43.0071,26.8951
C1,DLC1.2-a-s1,0.96,26.9473,43.7133,27.2601
C1,DLC1.2-a-s1,0.97,27.3067,44.423,27.626
C1,DLC1.2-a-s1,0.98,27.667,45.1359,27.9929
C1,DLC1.2-a-s1,0.99,28.0283,45.8523,28.3609
C1,DLC1.2-a-s1,1.0,28.3906,46.5721,28.7299
C1,DLC1.2-a-s1,1.01,28.7538,47.2953,29.0999
C1,DLC1.2-a-s1,1.02,29.118,48.0219,29.4709
C1,DLC1.2-a-s1,1.03,29.4832,48.752,29.843
C1,DLC1.2-a-s1,1.04,29.8494,49.4855,30.216
C1,DLC1.2-a-s1,1.05,30.2165,50.2225,30.5902
C1,DLC1.2-a-s1,1.06,30.5847,50.963,30.9653
C1,DLC1.2-a-s1,1.07,30.9538,51.707,31.3415
C1,DLC1.2-a-s1,1.08,31.3239,52.4544,31.7187
C1,DLC1.2-a-s1,1.09,31.695,53.2055,32.0969
C1,DLC1.2-a-s1,1.1,32.0671,53.96,32.4762
C1,DLC1.2-a-s1,1.11,32.4402,54.7181,32.8565
C1,DLC1.2-a-s1,1.12,32.8142,55.4798,33.2379
C1,DLC1.2-a-s1,1.13,33.1893,56.245,33.6203
C1,DLC1.2-a-s1,1.14,33.5654,57.0139,34.0038
C1,DLC1.2-a-s1,1.15,33.9425,57.7863,34.3883
C1,DLC1.2-a-s1,1.16,34.3205,58.5624,34.7739
C1,DLC1.2-a-s1,1.17,34.6996,59.3421,35.1606
C1,DLC1.2-a-s1,1.18,35.0797,60.1255,35.5483
C1,DLC1.2-a-s1,1.19,35.4608,60.9125,35.937
C1,DLC1.2-a-s1,1.2,35.8429,61.7032,36.3269
C1,DLC1.2-a-s1,1.21,36.2261,62.4976,36.7178
C1,DLC1.2-a-s1,1.22,36.6102,63.2957,37.1097
C1,DLC1.2-a-s1,1.23,36.9954,64.0975,37.5028
C1,DLC1.2-a-s1,1.24,37.3816,64.9031,37.8969
C1,DLC1.2-a-s1,1.25,37.7688,65.7124,38.2921
C1,DLC1.2-a-s1,1.26,38.1571,66.5255,38.6884
C1,DLC1.2-a-s1,1.27,38.5463,67.3424,39.0857
C1,DLC1.2-a-s1,1.28,38.9366,68.1631,39.4841
C1,DLC1.2-a-s1,1.29,39.328,68.9875,39.8837
C1,DLC1.2-a-s1,1.3,39.7203,69.8158,40.2843
C1,DLC1.2-a-s1,1.31,40.1137,70.648,40.686
C1,DLC1.2-a-s1,1.32,40.5082,71.484,41.0888
C1,DLC1.2-a-s1,1.33,40.9037,72.3238,41.4927
C1,DLC1.2-a-s1,1.34,41.3002,73.1676,41.8977
C1,DLC1.2-a-s1,1.35,41.6978,74.0152,42.3038
C1,DLC1.2-a-s1,1.36,42.0964,74.8668,42.711
C1,DLC1.2-a-s1,1.37,42.4961,75.7223,43.1193
C1,DLC1.2-a-s1,1.38,42.8968,76.5817,43.5287
C1,DLC1.2-a-s1,1.39,43.2986,77.4451,43.9392
C1,DLC1.2-a-s1,1.4,43.7014,78.3124,44.3509
C1,DLC1.2-a-s1,1.41,44.1053,79.1838,44.7636
C1,DLC1.2-a-s1,1.42,44.5103,80.0592,45.1775
C1,DLC1.2-a-s1,1.43,44.9163,80.9385,45.5925
C1,DLC1.2-a-s1,1.44,45.3234,81.8219,46.0086
C1,DLC1.2-a-s1,1.45,45.7315,82.7094,46.4258
C1,DLC1.2-a-s1,1.46,46.1407,83.6009,46.8442
C1,DLC1.2-a-s1,1.47,46.551,84.4965,47.2637
C1,DLC1.2-a-s1,1.48,46.9624,85.3962,47.6844
C1,DLC1.2-a-s1,1.49,47.3748,86.3,48.1061
C1,DLC1.2-a-s1,1.5,47.7884,87.208,48.529
C1,DLC1.2-a-s1,1.51,48.203,88.12,48.9531
C1,DLC1.2-a-s1,1.52,48.6186,89.0363,49.3783
C1,DLC1.2-a-s1,1.53,49.0354,89.9567,49.8046
C1,DLC1.2-a-s1,1.54,49.4533,90.8813,50.2321
C1,DLC1.2-a-s1,1.55,49.8722,91.8101,50.6608
C1,DLC1.2-a-s1,1.56,50.2923,92.7431,51.0906
C1,DLC1.2-a-s1,1.57,50.7134,93.6804,51.5215
C1,DLC1.2-a-s1,1.58,51.1356,94.6219,51.9536
C1,DLC1.2-a-s1,1.59,51.559,95.5676,52.3869
C1,DLC1.2-a-s1,1.6,51.9834,96.5177,52.8213
C1,DLC1.2-a-s1,1.61,52.4089,97.4721,53.2569
C1,DLC1.2-a-s1,1.62,52.8356,98.4307,53.6937
C1,DLC1.2-a-s1,1.63,53.2633,99.3937,54.1316
C1,DLC1.2-a-s1,1.64,53.6922,100.3611,54.5708
C1,DLC1.2-a-s1,1.65,54.1222,101.3328,55.011
C1,DLC1.2-a-s1,1.66,54.5532,102.3089,55.4525
C1,DLC1.2-a-s1,1.67,54.9854,103.2894,55.8952
C1,DLC1.2-a-s1,1.68,55.4188,104.2743,56.339
C1,DLC1.2-a-s1,1.69,55.8532,105.2636,56.784
C1,DLC1.2-a-s1,1.7,56.2888,106.2573,57.2302
C1,DLC1.2-a-s1,1.71,56.7255,107.2556,57.6776
C1,DLC1.2-a-s1,1.72,57.1633,108.2583,58.1262
C1,DLC1.2-a-s1,1.73,57.6023,109.2655,58.576
C1,DLC1.2-a-s1,1.74,58.0423,110.2772,59.027
C1,DLC1.2-a-s1,1.75,58.4836,111.2934,59.4792
C1,DLC1.2-a-s1,1.76,58.9259,112.3142,59.9326
C1,DLC1.2-a-s1,1.77,59.3694,113.3395,60.3873
C1,DLC1.2-a-s1,1.78,59.8141,114.3694,60.8431
C1,DLC1.2-a-s1,1.79,60.2599,115.4039,61.3001
C1,DLC1.2-a-s1,1.8,60.7068,116.443,61.7584
C1,DLC1.2-a-s1,1.81,61.1549,117.4868,62.2178
C1,DLC1.2-a-s1,1.82,61.6041,118.5351,62.6785
C1,DLC1.2-a-s1,1.83,62.0545,119.5882,63.1404
C1,DLC1.2-a-s1,1.84,62.506,120.6459,63.6036
C1,DLC1.2-a-s1,1.85,62.9588,121.7083,64.0679
C1,DLC1.2-a-s1,1.86,63.4126,122.7754,64.5335
C1,DLC1.2-a-s1,1.87,63.8676,123.8472,65.0004
C1,DLC1.2-a-s1,1.88,64.3238,124.9238,65.4684
C1,DLC1.2-a-s1,1.89,64.7812,126.0051,65.9377
C1,DLC1.2-a-s1,1.9,65.2397,127.0912,66.4083
C1,DLC1.2-a-s1,1.91,65.6994,128.1821,66.8801
C1,DLC1.2-a-s1,1.92,66.1603,129.2778,67.3531
C1,DLC1.2-a-s1,1.93,66.6224,130.3784,67.8274
C1,DLC1.2-a-s1,1.94,67.0856,131.496,68.3032
C1,DLC1.2-a-s1,1.95,67.55,132.6234,68.7803
C1,DLC1.2-a-s1,1.96,68.0156,133.756,69.2587
C1,DLC1.2-a-s1,1.97,68.4824,134.8937,69.7383
C1,DLC1.2-a-s1,1.98,68.9504,136.0366,70.2193
C1,DLC1.2-a-s1,1.99,69.4196,137.1846,70.7015
C1,DLC1.2-a-s1,2.0,69.89,138.3379,71.1849
C1,DLC1.2-a-s1,2.01,70.3615,139.5033,71.6698
C1,DLC1.2-a-s1,2.02,70.8343,140.6862,72.1562
C1,DLC1.2-a-s1,2.03,71.3082,141.8747,72.6439
C1,DLC1.2-a-s1,2.04,71.7834,143.0687,73.1328
C1,DLC1.2-a-s1,2.05,72.2598,144.2683,73.6231
C1,DLC1.2-a-s1,2.06,72.7374,145.4735,74.1147
C1,DLC1.2-a-s1,2.07,73.2161,146.6843,74.6075
C1,DLC1.2-a-s1,2.08,73.6961,147.9008,75.1017
C1,DLC1.2-a-s1,2.09,74.1774,149.123,75.5971
C1,DLC1.2-a-s1,2.1,74.6598,150.3508,76.0939
C1,DLC1.2-a-s1,2.11,75.1435,151.5844,76.592
C1,DLC1.2-a-s1,2.12,75.6283,152.8236,77.0914
C1,DLC1.2-a-s1,2.13,76.1144,154.0687,77.5921
C1,DLC1.2-a-s1,2.14,76.6018,155.3195,78.0941
C1,DLC1.2-a-s1,2.15,77.0903,156.5761,78.5975
C1,DLC1.2-a-s1,2.16,77.5801,157.8386,79.1021
C1,DLC1.2-a-s1,2.17,78.0712,159.1069,79.6081
C1,DLC1.2-a-s1,2.18,78.5634,160.381,80.1155
C1,DLC1.2-a-s1,2.19,79.0569,161.6611,80.6241
C1,DLC1.2-a-s1,2.2,79.5517,162.947,81.1341
C1,DLC1.2-a-s1,2.21,80.0477,164.2389,81.6454
C1,DLC1.2-a-s1,2.22,80.5449,165.5368,82.1581
C1,DLC1.2-a-s1,2.23,81.0434,166.8407,82.6721
C1,DLC1.2-a-s1,2.24,81.5431,168.1505,83.1875
C1,DLC1.2-a-s1,2.25,82.0441,169.4664,83.7042
C1,DLC1.2-a-s1,2.26,82.5464,170.7883,84.2223
C1,DLC1.2-a-s1,2.27,83.0499,172.1163,84.7417
C1,DLC1.2-a-s1,2.28,83.5547,173.4504,85.2625
C1,DLC1.2-a-s1,2.29,84.0607,174.7906,85.7846
C1,DLC1.2-a-s1,2.3,84.568,176.1418,86.3082
C1,DLC1.2-a-s1,2.31,85.0766,177.5071,86.8333
C1,DLC1.2-a-s1,2.32,85.5864,178.8787,87.3598
C1,DLC1.2-a-s1,2.33,86.0975,180.2566,87.8877
C1,DLC1.2-a-s1,2.34,86.6099,181.6409,88.4169
C1,DLC1.2-a-s1,2.35,87.1236,183.0317,88.9475
C1,DLC1.2-a-s1,2.36,87.6386,184.4288,89.4796
C1,DLC1.2-a-s1,2.37,88.1548,185.8324,90.013
C1,DLC1.2-a-s1,2.38,88.6723,187.2425,90.5477
C1,DLC1.2-a-s1,2.39,89.1911,188.6591,91.0839
C1,DLC1.2-a-s1,2.4,89.7112,190.0822,91.6215
C1,DLC1.2-a-s1,2.41,90.2326,191.5119,92.1605
C1,DLC1.2-a-s1,2.42,90.7553,192.9481,92.7009
C1,DLC1.2-a-s1,2.43,91.2793,194.391,93.2426
C1,DLC1.2-a-s1,2.44,91.8046,195.8405,93.7858
C1,DLC1.2-a-s1,2.45,92.3312,197.2966,94.3304
C1,DLC1.2-a-s1,2.46,92.8591,198.7594,94.8765
C1,DLC1.2-a-s1,2.47,93.3883,200.2289,95.4239
C1,DLC1.2-a-s1,2.48,93.9188,201.7052,95.9727
C1,DLC1.2-a-s1,2.49,94.4507,203.1881,96.523
C1,DLC1.2-a-s1,2.5,94.9838,204.6779,97.0747
C1,DLC1.2-a-s1,2.51,95.5183,206.1745,97.6279
C1,DLC1.2-a-s1,2.52,96.0541,207.6779,98.1824
C1,DLC1.2-a-s1,2.53,96.5912,209.1881,98.7384
C1,DLC1.2-a-s1,2.54,97.1297,210.7053,99.2959
C1,DLC1.2-a-s1,2.55,97.6694,212.2293,99.8547
C1,DLC1.2-a-s1,2.56,98.2105,213.7603,100.4151
C1,DLC1.2-a-s1,2.57,98.753,215.2982,100.9768
C1,DLC1.2-a-s1,2.58,99.2968,216.8431,101.5401
C1,DLC1.2-a-s1,2.59,99.8419,218.395,102.1047
C1,DLC1.2-a-s1,2.6,100.3883,219.9539,102.6709
C1,DLC1.2-a-s1,2.61,100.9361,221.5199,103.2384
C1,DLC1.2-a-s1,2.62,101.4853,223.093,103.8075
C1,DLC1.2-a-s1,2.63,102.0358,224.6732,104.378
C1,DLC1.2-a-s1,2.64,102.5876,226.2606,104.95
C1,DLC1.2-a-s1,2.65,103.1408,227.8551,105.5235
C1,DLC1.2-a-s1,2.66,103.6954,229.4567,106.0984
C1,DLC1.2-a-s1,2.67,104.2513,231.0656,106.6748
C1,DLC1.2-a-s1,2.68,104.8086,232.6818,107.2527
C1,DLC1.2-a-s1,2.69,105.3672,234.3052,107.8321
C1,DLC1.2-a-s1,2.7,105.9272,235.9359,108.4129
C1,DLC1.2-a-s1,2.71,106.4886,237.5739,108.9953
C1,DLC1.2-a-s1,2.72,107.0514,239.2193,109.5791
C1,DLC1.2-a-s1,2.73,107.6155,240.872,110.1645
C1,DLC1.2-a-s1,2.74,108.181,242.5322,110.7513
C1,DLC1.2-a-s1,2.75,108.7479,244.1998,111.3396
C1,DLC1.2-a-s1,2.76,109.3162,245.8748,111.9295
C1,DLC1.2-a-s1,2.77,109.8858,247.5573,112.5208
C1,DLC1.2-a-s1,2.78,110.4569,249.2473,113.1137
C1,DLC1.2-a-s1,2.79,111.0293,250.9449,113.7081
C1,DLC1.2-a-s1,2.8,111.6031,252.65,114.304
C1,DLC1.2-a-s1,2.81,112.1784,254.3627,114.9014
C1,DLC1.2-a-s1,2.82,112.755,256.1009,115.5007
C1,DLC1.2-a-s1,2.83,113.333,257.8512,116.1016
C1,DLC1.2-a-s1,2.84,113.9124,259.6093,116.7041
C1,DLC1.2-a-s1,2.85,114.4933,261.3754,117.308
C1,DLC1.2-a-s1,2.86,115.0755,263.1493,117.9136
C1,DLC1.2-a-s1,2.87,115.6592,264.9313,118.5206
C1,DLC1.2-a-s1,2.88,116.2442,266.735,119.1295
C1,DLC1.2-a-s1,2.89,116.8307,268.5476,119.74
C1,DLC1.2-a-s1,2.9,117.4186,270.3685,120.352
C1,DLC1.2-a-s1,2.91,118.008,272.1976,120.9656
C1,DLC1.2-a-s1,2.92,118.5987,274.035,121.5807
C1,DLC1.2-a-s1,2.93,119.1909,275.8807,122.1974
C1,DLC1.2-a-s1,2.94,119.7845,277.7348,122.8157
C1,DLC1.2-a-s1,2.95,120.3795,279.5972,123.4356
C1,DLC1.2-a-s1,2.96,120.976,281.4681,124.057
C1,DLC1.2-a-s1,2.97,121.5739,283.3473,124.68
C1,DLC1.2-a-s1,2.98,122.1733,285.2351,125.3046
C1,DLC1.2-a-s1,2.99,122.7741,287.1313,125.9308
C1,DLC1.2-a-s1,3.0,123.3763,289.0361,126.5585
C1,DLC1.2-a-s2,0.0,-2.3084,-8.0461,-2.4133
C1,DLC1.2-a-s2,0.01,-2.0731,-7.6532,-2.1751
C1,DLC1.2-a-s2,0.02,-1.8372,-7.2587,-1.9363
C1,DLC1.2-a-s2,0.03,-1.6007,-6.8626,-1.6969
C1,DLC1.2-a-s2,0.04,-1.3637,-6.4648,-1.457
C1,DLC1.2-a-s2,0.05,-1.1262,-6.0654,-1.2165
C1,DLC1.2-a-s2,0.06,-0.8881,-5.6644,-0.9755
C1,DLC1.2-a-s2,0.07,-0.6495,-5.2618,-0.7339
C1,DLC1.2-a-s2,0.08,-0.4104,-4.8575,-0.4917
C1,DLC1.2-a-s2,0.09,-0.1707,-4.4516,-0.249
C1,DLC1.2-a-s2,0.1,0.0696,-4.044,-0.0057
C1,DLC1.2-a-s2,0.11,0.3104,-3.6348,0.2382
C1,DLC1.2-a-s2,0.12,0.5517,-3.2239,0.4826
C1,DLC1.2-a-s2,0.13,0.7936,-2.8113,0.7276
C1,DLC1.2-a-s2,0.14,1.036,-2.3971,0.9732
C1,DLC1.2-a-s2,0.15,1.279,-1.9812,1.2193
C1,DLC1.2-a-s2,0.16,1.5226,-1.5636,1.4661
C1,DLC1.2-a-s2,0.17,1.7667,-1.1443,1.7134
C1,DLC1.2-a-s2,0.18,2.0113,-0.7234,1.9612
C1,DLC1.2-a-s2,0.19,2.2565,-0.3007,2.2097
C1,DLC1.2-a-s2,0.2,2.5023,0.1237,2.4587
C1,DLC1.2-a-s2,0.21,2.7486,0.5498,2.7083
C1,DLC1.2-a-s2,0.22,2.9955,0.9776,2.9585
C1,DLC1.2-a-s2,0.23,3.2429,1.4071,3.2093
C1,DLC1.2-a-s2,0.24,3.4909,1.8384,3.4606
C1,DLC1.2-a-s2,0.25,3.7395,2.2714,3.7126
C1,DLC1.2-a-s2,0.26,3.9886,2.7062,3.9651
C1,DLC1.2-a-s2,0.27,4.2383,3.1427,4.2182
C1,DLC1.2-a-s2,0.28,4.4885,3.5809,4.4719
C1,DLC1.2-a-s2,0.29,4.7393,4.0209,4.7262
C1,DLC1.2-a-s2,0.3,4.9907,4.4627,4.981
C1,DLC1.2-a-s2,0.31,5.2427,4.9063,5.2365
C1,DLC1.2-a-s2,0.32,5.4952,5.3516,5.4926
C1,DLC1.2-a-s2,0.33,5.7483,5.7987,5.7492
C1,DLC1.2-a-s2,0.34,6.0019,6.2476,6.0064
C1,DLC1.2-a-s2,0.35,6.2562,6.6983,6.2643
C1,DLC1.2-a-s2,0.36,6.511,7.1508,6.5227
C1,DLC1.2-a-s2,0.37,6.7663,7.6051,6.7817
C1,DLC1.2-a-s2,0.38,7.0223,8.0612,7.0413
C1,DLC1.2-a-s2,0.39,7.2788,8.5192,7.3016
C1,DLC1.2-a-s2,0.4,7.5359,8.9789,7.5624
C1,DLC1.2-a-s2,0.41,7.7936,9.4405,7.8238
C1,DLC1.2-a-s2,0.42,8.0518,9.904,8.0858
C1,DLC1.2-a-s2,0.43,8.3107,10.3692,8.3485
C1,DLC1.2-a-s2,0.44,8.5701,10.8364,8.6117
C1,DLC1.2-a-s2,0.45,8.8301,11.3053,8.8756
C1,DLC1.2-a-s2,0.46,9.0907,11.7762,9.14
C1,DLC1.2-a-s2,0.47,9.3518,12.2489,9.4051
C1,DLC1.2-a-s2,0.48,9.6136,12.7235,9.6707
C1,DLC1.2-a-s2,0.49,9.8759,13.2,9.937
C1,DLC1.2-a-s2,0.5,10.1388,13.6783,10.2039
C1,DLC1.2-a-s2,0.51,10.4023,14.1586,10.4714
C1,DLC1.2-a-s2,0.52,10.6664,14.6407,10.7395
C1,DLC1.2-a-s2,0.53,10.9311,15.1248,11.0083
C1,DLC1.2-a-s2,0.54,11.1964,15.6108,11.2776
C1,DLC1.2-a-s2,0.55,11.4623,16.0987,11.5476
C1,DLC1.2-a-s2,0.56,11.7288,16.5885,11.8182
C1,DLC1.2-a-s2,0.57,11.9958,17.0802,12.0894
C1,DLC1.2-a-s2,0.58,12.2635,17.5739,12.3612
C1,DLC1.2-a-s2,0.59,12.5317,18.0695,12.6337
C1,DLC1.2-a-s2,0.6,12.8006,18.5671,12.9067
C1,DLC1.2-a-s2,0.61,13.0701,19.0667,13.1804
C1,DLC1.2-a-s2,0.62,13.3401,19.5682,13.4547
C1,DLC1.2-a-s2,0.63,13.6108,20.0716,13.7297
C1,DLC1.2-a-s2,0.64,13.882,20.5771,14.0053
C1,DLC1.2-a-s2,0.65,14.1539,21.0845,14.2815
C1,DLC1.2-a-s2,0.66,14.4263,21.5939,14.5583
C1,DLC1.2-a-s2,0.67,14.6994,22.1053,14.8358
C1,DLC1.2-a-s2,0.68,14.9731,22.6187,15.1139
C1,DLC1.2-a-s2,0.69,15.2474,23.1342,15.3927
C1,DLC1.2-a-s2,0.7,15.5222,23.6516,15.672
C1,DLC1.2-a-s2,0.71,15.7977,24.1711,15.952
C1,DLC1.2-a-s2,0.72,16.0739,24.6925,16.2327
C1,DLC1.2-a-s2,0.73,16.3506,25.2161,16.514
C1,DLC1.2-a-s2,0.74,16.6279,25.7416,16.7959
C1,DLC1.2-a-s2,0.75,16.9059,26.2692,17.0785
C1,DLC1.2-a-s2,0.76,17.1844,26.7989,17.3617
C1,DLC1.2-a-s2,0.77,17.4636,27.3306,17.6455
C1,DLC1.2-a-s2,0.78,17.7434,27.8644,17.93
C1,DLC1.2-a-s2,0.79,18.0238,28.4003,18.2152
C1,DLC1.2-a-s2,0.8,18.3048,28.9382,18.501
C1,DLC1.2-a-s2,0.81,18.5865,29.4783,18.7874
C1,DLC1.2-a-s2,0.82,18.8688,30.0204,19.0745
C1,DLC1.2-a-s2,0.83,19.1517,30.5647,19.3623
C1,DLC1.2-a-s2,0.84,19.4352,31.111,19.6507
C1,DLC1.2-a-s2,0.85,19.7193,31.6595,19.9397
C1,DLC1.2-a-s2,0.86,20.0041,32.21,20.2294
C1,DLC1.2-a-s2,0.87,20.2895,32.7627,20.5198
C1,DLC1.2-a-s2,0.88,20.5755,33.3176,20.8108
C1,DLC1.2-a-s2,0.89,20.8622,33.8746,21.1025
C1,DLC1.2-a-s2,0.9,21.1495,34.4337,21.3948
C1,DLC1.2-a-s2,0.91,21.4374,34.995,21.6878
C1,DLC1.2-a-s2,0.92,21.726,35.5584,21.9815
C1,DLC1.2-a-s2,0.93,22.0152,36.1241,22.2758
C1,DLC1.2-a-s2,0.94,22.305,36.6919,22.5708
C1,DLC1.2-a-s2,0.95,22.5954,37.2618,22.8664
C1,DLC1.2-a-s2,0.96,22.8865,37.834,23.1627
C1,DLC1.2-a-s2,0.97,23.1783,38.4084,23.4597
C1,DLC1.2-a-s2,0.98,23.4706,38.985,23.7574
C1,DLC1.2-a-s2,0.99,23.7636,39.5637,24.0557
C1,DLC1.2-a-s2,1.0,24.0573,40.1447,24.3547
C1,DLC1.2-a-s2,1.01,24.3516,40.728,24.6544
C1,DLC1.2-a-s2,1.02,24.6465,41.3134,24.9547
C1,DLC1.2-a-s2,1.03,24.9421,41.9011,25.2557
C1,DLC1.2-a-s2,1.04,25.2383,42.4911,25.5574
C1,DLC1.2-a-s2,1.05,25.5352,43.0833,25.8598
C1,DLC1.2-a-s2,1.06,25.8327,43.6777,26.1629
C1,DLC1.2-a-s2,1.07,26.1309,44.2745,26.4666
C1,DLC1.2-a-s2,1.08,26.4297,44.8735,26.771
C1,DLC1.2-a-s2,1.09,26.7292,45.4748,27.0761
C1,DLC1.2-a-s2,1.1,27.0293,46.0783,27.3819
