design,DLC,k,eps_UW,eps_DW,eps_Sys
C2,DLC1.2-k-s2,2.83,1816.6969,6968.0533,2134.8048
C2,DLC1.2-k-s2,2.84,1836.4447,7064.4383,2159.366
C2,DLC1.2-k-s2,2.85,1856.353,7161.845,2184.1429
C2,DLC1.2-k-s2,2.86,1876.4228,7260.281,2209.1369
C2,DLC1.2-k-s2,2.87,1896.6549,7359.754,2234.3492
C2,DLC1.2-k-s2,2.88,1917.0502,7460.2715,2259.7812
C2,DLC1.2-k-s2,2.89,1937.6097,7561.8411,2285.4344
C2,DLC1.2-k-s2,2.9,1958.3344,7664.4706,2311.31
C2,DLC1.2-k-s2,2.91,1979.225,7768.1675,2337.4094
C2,DLC1.2-k-s2,2.92,2000.2827,7872.9396,2363.7341
C2,DLC1.2-k-s2,2.93,2021.5082,7978.7947,2390.2853
C2,DLC1.2-k-s2,2.94,2042.9026,8085.7405,2417.0645
C2,DLC1.2-k-s2,2.95,2064.4667,8193.7848,2444.0731
C2,DLC1.2-k-s2,2.96,2086.2016,8302.9355,2471.3124
C2,DLC1.2-k-s2,2.97,2108.1082,8413.2004,2498.7839
C2,DLC1.2-k-s2,2.98,2130.1873,8524.5874,2526.4889
C2,DLC1.2-k-s2,2.99,2152.44,8637.1044,2554.4289
C2,DLC1.2-k-s2,3.0,2174.8673,8750.7595,2582.6053
C2,DLC1.2-k-s3,0.0,-64.5909,-88.2054,-66.4684
C2,DLC1.2-k-s3,0.01,-63.9631,-87.7934,-65.859
C2,DLC1.2-k-s3,0.02,-63.3211,-87.3692,-65.2356
C2,DLC1.2-k-s3,0.03,-62.6673,-86.9325,-64.6002
C2,DLC1.2-k-s3,0.04,-62.0013,-86.4749,-63.9521
C2,DLC1.2-k-s3,0.05,-61.3232,-86.0034,-63.2917
C2,DLC1.2-k-s3,0.06,-60.63,-85.5179,-62.6163
C2,DLC1.2-k-s3,0.07,-59.9204,-85.0183,-61.9247
C2,DLC1.2-k-s3,0.08,-59.198,-84.5043,-61.2203
C2,DLC1.2-k-s3,0.09,-58.4627,-83.9754,-60.5028
C2,DLC1.2-k-s3,0.1,-57.7143,-83.4314,-59.772
C2,DLC1.2-k-s3,0.11,-56.9527,-82.872,-59.0278
C2,DLC1.2-k-s3,0.12,-56.1775,-82.2968,-58.27
C2,DLC1.2-k-s3,0.13,-55.3887,-81.7054,-57.4984
C2,DLC1.2-k-s3,0.14,-54.5861,-81.0976,-56.7127
C2,DLC1.2-k-s3,0.15,-53.7695,-80.473,-55.9128
C2,DLC1.2-k-s3,0.16,-52.9387,-79.8311,-55.0984
C2,DLC1.2-k-s3,0.17,-52.0934,-79.1705,-54.2693
C2,DLC1.2-k-s3,0.18,-51.2336,-78.4833,-53.4247
C2,DLC1.2-k-s3,0.19,-50.3576,-77.7773,-52.5638
C2,DLC1.2-k-s3,0.2,-49.4653,-77.0521,-51.6863
C2,DLC1.2-k-s3,0.21,-48.5562,-76.3072,-50.7917
C2,DLC1.2-k-s3,0.22,-47.6315,-75.5424,-49.8813
C2,DLC1.2-k-s3,0.23,-46.691,-74.7571,-48.9547
C2,DLC1.2-k-s3,0.24,-45.7345,-73.9511,-48.0117
C2,DLC1.2-k-s3,0.25,-44.7619,-73.1237,-47.0522
C2,DLC1.2-k-s3,0.26,-43.7728,-72.2748,-46.0757
C2,DLC1.2-k-s3,0.27,-42.767,-71.3997,-45.082
C2,DLC1.2-k-s3,0.28,-41.7444,-70.4951,-44.0703
C2,DLC1.2-k-s3,0.29,-40.7048,-69.5668,-43.041
C2,DLC1.2-k-s3,0.3,-39.6478,-68.6142,-41.9939
C2,DLC1.2-k-s3,0.31,-38.5732,-67.637,-40.9286
C2,DLC1.2-k-s3,0.32,-37.4809,-66.6255,-39.8443
C2,DLC1.2-k-s3,0.33,-36.3706,-65.5868,-38.7412
C2,DLC1.2-k-s3,0.34,-35.242,-64.5214,-37.6192
C2,DLC1.2-k-s3,0.35,-34.0949,-63.4286,-36.4779
C2,DLC1.2-k-s3,0.36,-32.9291,-62.3079,-35.3172
C2,DLC1.2-k-s3,0.37,-31.7443,-61.1588,-34.1368
C2,DLC1.2-k-s3,0.38,-30.5403,-59.9798,-32.9362
C2,DLC1.2-k-s3,0.39,-29.3169,-58.7573,-31.7143
C2,DLC1.2-k-s3,0.4,-28.0737,-57.5035,-30.4717
C2,DLC1.2-k-s3,0.41,-26.8105,-56.2177,-29.2081
C2,DLC1.2-k-s3,0.42,-25.5271,-54.8992,-27.9232
C2,DLC1.2-k-s3,0.43,-24.2232,-53.5475,-26.6169
C2,DLC1.2-k-s3,0.44,-22.8986,-52.1618,-25.2886
C2,DLC1.2-k-s3,0.45,-21.5529,-50.7348,-23.9377
C2,DLC1.2-k-s3,0.46,-20.186,-49.2671,-22.564
C2,DLC1.2-k-s3,0.47,-18.7972,-47.7625,-21.1672
C2,DLC1.2-k-s3,0.48,-17.3841,-46.2205,-19.7449
C2,DLC1.2-k-s3,0.49,-15.9488,-44.6402,-18.2991
C2,DLC1.2-k-s3,0.5,-14.4911,-43.0209,-16.8295
C2,DLC1.2-k-s3,0.51,-13.0106,-41.3619,-15.3357
C2,DLC1.2-k-s3,0.52,-11.5071,-39.6623,-13.8175
C2,DLC1.2-k-s3,0.53,-9.9803,-37.9148,-12.2739
C2,DLC1.2-k-s3,0.54,-8.43,-36.1225,-10.705
C2,DLC1.2-k-s3,0.55,-6.8558,-34.2868,-9.1107
C2,DLC1.2-k-s3,0.56,-5.2574,-32.407,-7.4904
C2,DLC1.2-k-s3,0.57,-3.6346,-30.4822,-5.844
C2,DLC1.2-k-s3,0.58,-1.9871,-28.5116,-4.1711
C2,DLC1.2-k-s3,0.59,-0.3144,-26.4943,-2.4714
C2,DLC1.2-k-s3,0.6,1.3835,-24.4295,-0.7444
C2,DLC1.2-k-s3,0.61,3.1071,-22.3163,1.0102
C2,DLC1.2-k-s3,0.62,4.8567,-20.1538,2.7927
C2,DLC1.2-k-s3,0.63,6.6326,-17.9412,4.6034
C2,DLC1.2-k-s3,0.64,8.435,-15.6775,6.4429
C2,DLC1.2-k-s3,0.65,10.2643,-13.3619,8.3113
C2,DLC1.2-k-s3,0.66,12.1209,-10.9933,10.2091
C2,DLC1.2-k-s3,0.67,14.005,-8.5702,12.1368
C2,DLC1.2-k-s3,0.68,15.9169,-6.0821,14.0954
C2,DLC1.2-k-s3,0.69,17.857,-3.5286,16.0853
C2,DLC1.2-k-s3,0.7,19.8344,-0.9172,18.1143
C2,DLC1.2-k-s3,0.71,21.8429,1.7531,20.1767
C2,DLC1.2-k-s3,0.72,23.8808,4.4833,22.2712
C2,DLC1.2-k-s3,0.73,25.9485,7.2799,24.3985
C2,DLC1.2-k-s3,0.74,28.0462,10.1439,26.5591
C2,DLC1.2-k-s3,0.75,30.1745,13.0717,28.753
C2,DLC1.2-k-s3,0.76,32.3335,16.0642,30.9806
C2,DLC1.2-k-s3,0.77,34.5236,19.1227,33.2422
C2,DLC1.2-k-s3,0.78,36.7452,22.2482,35.5384
C2,DLC1.2-k-s3,0.79,38.9987,25.4423,37.8696
C2,DLC1.2-k-s3,0.8,41.2844,28.7189,40.2373
C2,DLC1.2-k-s3,0.81,43.6026,32.0834,42.6421
C2,DLC1.2-k-s3,0.82,45.9537,35.5215,45.0835
C2,DLC1.2-k-s3,0.83,48.3381,39.0422,47.5623
C2,DLC1.2-k-s3,0.84,50.7562,42.6436,50.0787
C2,DLC1.2-k-s3,0.85,53.2083,46.3235,52.6331
C2,DLC1.2-k-s3,0.86,55.6948,50.083,55.2257
C2,DLC1.2-k-s3,0.87,58.216,53.9235,57.857
C2,DLC1.2-k-s3,0.88,60.7724,57.8465,60.5276
C2,DLC1.2-k-s3,0.89,63.3644,61.8532,63.2378
C2,DLC1.2-k-s3,0.9,65.9922,65.945,65.9882
C2,DLC1.2-k-s3,0.91,68.6563,70.1235,68.7793
C2,DLC1.2-k-s3,0.92,71.3655,74.3899,71.6191
C2,DLC1.2-k-s3,0.93,74.1132,78.7457,74.5019
C2,DLC1.2-k-s3,0.94,76.8985,83.1925,77.4269
C2,DLC1.2-k-s3,0.95,79.722,87.7403,80.3954
C2,DLC1.2-k-s3,0.96,82.5838,92.3848,83.4073
C2,DLC1.2-k-s3,0.97,85.4845,97.1253,86.4631
C2,DLC1.2-k-s3,0.98,88.4245,101.9634,89.5632
C2,DLC1.2-k-s3,0.99,91.4041,106.9111,92.709
C2,DLC1.2-k-s3,1.0,94.4238,111.9601,95.9002
C2,DLC1.2-k-s3,1.01,97.484,117.112,99.1373
C2,DLC1.2-k-s3,1.02,100.5851,122.3697,102.421
C2,DLC1.2-k-s3,1.03,103.7275,127.7438,105.7525
C2,DLC1.2-k-s3,1.04,106.9117,133.2263,109.1315
C2,DLC1.2-k-s3,1.05,110.1394,138.8191,112.56
C2,DLC1.2-k-s3,1.06,113.4216,144.5238,116.0479
C2,DLC1.2-k-s3,1.07,116.7472,150.3422,119.5853
C2,DLC1.2-k-s3,1.08,120.1164,156.276,123.1727
C2,DLC1.2-k-s3,1.09,123.5298,162.327,126.8106
C2,DLC1.2-k-s3,1.1,126.9879,168.5042,130.5002
C2,DLC1.2-k-s3,1.11,130.491,174.8039,134.2417
C2,DLC1.2-k-s3,1.12,134.0396,181.2267,138.0355
C2,DLC1.2-k-s3,1.13,137.6342,187.7818,141.8827
C2,DLC1.2-k-s3,1.14,141.2751,194.4643,145.7835
C2,DLC1.2-k-s3,1.15,144.963,201.2759,149.7383
C2,DLC1.2-k-s3,1.16,148.6981,208.2183,153.7478
C2,DLC1.2-k-s3,1.17,152.4811,215.2936,157.8125
C2,DLC1.2-k-s3,1.18,156.3123,222.5036,161.9331
C2,DLC1.2-k-s3,1.19,160.1922,229.8504,166.1101
C2,DLC1.2-k-s3,1.2,164.1213,237.336,170.3442
C2,DLC1.2-k-s3,1.21,168.1001,244.9622,174.636
C2,DLC1.2-k-s3,1.22,172.129,252.7312,178.986
C2,DLC1.2-k-s3,1.23,176.2085,260.6509,183.3954
C2,DLC1.2-k-s3,1.24,180.3391,268.731,187.8655
C2,DLC1.2-k-s3,1.25,184.5213,276.9615,192.3959
C2,DLC1.2-k-s3,1.26,188.7555,285.3442,196.9872
C2,DLC1.2-k-s3,1.27,193.0423,293.8811,201.6401
C2,DLC1.2-k-s3,1.28,197.3821,302.5744,206.355
C2,DLC1.2-k-s3,1.29,201.7755,311.4262,211.1328
C2,DLC1.2-k-s3,1.3,206.2229,320.4389,215.9741
C2,DLC1.2-k-s3,1.31,210.7248,329.6145,220.8795
C2,DLC1.2-k-s3,1.32,215.2818,338.9553,225.8496
C2,DLC1.2-k-s3,1.33,219.8943,348.4635,230.8852
C2,DLC1.2-k-s3,1.34,224.5629,358.1415,235.9869
C2,DLC1.2-k-s3,1.35,229.288,367.9915,241.1554
C2,DLC1.2-k-s3,1.36,234.0702,378.0158,246.3914
C2,DLC1.2-k-s3,1.37,238.91,388.2168,251.6955
C2,DLC1.2-k-s3,1.38,243.808,398.5967,257.0684
C2,DLC1.2-k-s3,1.39,248.7645,409.158,262.5109
C2,DLC1.2-k-s3,1.4,253.7802,419.9037,268.0236
C2,DLC1.2-k-s3,1.41,258.8557,430.8438,273.608
C2,DLC1.2-k-s3,1.42,263.9913,441.9729,279.264
C2,DLC1.2-k-s3,1.43,269.1877,453.2935,284.9924
C2,DLC1.2-k-s3,1.44,274.4454,464.8079,290.7939
C2,DLC1.2-k-s3,1.45,279.7649,476.5188,296.6692
C2,DLC1.2-k-s3,1.46,285.1467,488.4286,302.6191
C2,DLC1.2-k-s3,1.47,290.5915,500.5398,308.6441
C2,DLC1.2-k-s3,1.48,296.0998,512.855,314.7452
C2,DLC1.2-k-s3,1.49,301.6721,525.3768,320.923
C2,DLC1.2-k-s3,1.5,307.3089,538.1077,327.1782
C2,DLC1.2-k-s3,1.51,313.0109,551.0504,333.5116
C2,DLC1.2-k-s3,1.52,318.7786,564.2074,339.924
C2,DLC1.2-k-s3,1.53,324.6125,577.5815,346.4161
C2,DLC1.2-k-s3,1.54,330.5132,591.1752,352.9886
C2,DLC1.2-k-s3,1.55,336.4813,604.9913,359.6424
C2,DLC1.2-k-s3,1.56,342.5173,619.0324,366.3781
C2,DLC1.2-k-s3,1.57,348.6219,633.3013,373.1966
C2,DLC1.2-k-s3,1.58,354.7955,647.8007,380.0986
C2,DLC1.2-k-s3,1.59,361.0389,662.5334,387.085
C2,DLC1.2-k-s3,1.6,367.3524,677.5022,394.1564
C2,DLC1.2-k-s3,1.61,373.7369,692.7098,401.3137
C2,DLC1.2-k-s3,1.62,380.1927,708.159,408.5577
C2,DLC1.2-k-s3,1.63,386.7206,723.8528,415.8891
C2,DLC1.2-k-s3,1.64,393.321,739.7939,423.3089
C2,DLC1.2-k-s3,1.65,399.9947,755.9853,430.8176
C2,DLC1.2-k-s3,1.66,406.7422,772.4298,438.4163
C2,DLC1.2-k-s3,1.67,413.5641,789.1303,446.1057
C2,DLC1.2-k-s3,1.68,420.4609,806.0899,453.8866
C2,DLC1.2-k-s3,1.69,427.4334,823.3113,461.7598
C2,DLC1.2-k-s3,1.7,434.4821,840.7977,469.7262
C2,DLC1.2-k-s3,1.71,441.6077,858.552,477.7866
C2,DLC1.2-k-s3,1.72,448.8106,876.5771,485.9418
C2,DLC1.2-k-s3,1.73,456.0917,894.8763,494.1927
C2,DLC1.2-k-s3,1.74,463.4514,913.4524,502.5402
C2,DLC1.2-k-s3,1.75,470.8904,932.3086,510.9849
C2,DLC1.2-k-s3,1.76,478.4094,951.448,519.528
C2,DLC1.2-k-s3,1.77,486.0089,970.8736,528.17
C2,DLC1.2-k-s3,1.78,493.6896,990.5886,536.9121
C2,DLC1.2-k-s3,1.79,501.4522,1010.5962,545.7549
C2,DLC1.2-k-s3,1.8,509.2972,1030.8995,554.6994
C2,DLC1.2-k-s3,1.81,517.2253,1051.5018,563.7465
C2,DLC1.2-k-s3,1.82,525.2372,1072.4061,572.897
C2,DLC1.2-k-s3,1.83,533.3334,1093.6158,582.1518
C2,DLC1.2-k-s3,1.84,541.5147,1115.1341,591.5118
C2,DLC1.2-k-s3,1.85,549.7817,1136.9642,600.978
C2,DLC1.2-k-s3,1.86,558.135,1159.1095,610.5511
C2,DLC1.2-k-s3,1.87,566.5753,1181.5733,620.2321
C2,DLC1.2-k-s3,1.88,575.1033,1204.3588,630.0219
C2,DLC1.2-k-s3,1.89,583.7195,1227.4695,639.9215
C2,DLC1.2-k-s3,1.9,592.4248,1250.9087,649.9317
C2,DLC1.2-k-s3,1.91,601.2197,1274.6798,660.0534
C2,DLC1.2-k-s3,1.92,610.105,1298.7862,670.2876
C2,DLC1.2-k-s3,1.93,619.0812,1323.2312,680.6352
C2,DLC1.2-k-s3,1.94,628.1491,1348.0185,691.0971
C2,DLC1.2-k-s3,1.95,637.3094,1373.1514,701.6743
C2,DLC1.2-k-s3,1.96,646.5627,1398.6334,712.3678
C2,DLC1.2-k-s3,1.97,655.9097,1424.468,723.1783
C2,DLC1.2-k-s3,1.98,665.3511,1450.6588,734.107
C2,DLC1.2-k-s3,1.99,674.8876,1477.2092,745.1548
C2,DLC1.2-k-s3,2.0,684.5199,1504.1229,756.3226
C2,DLC1.2-k-s3,2.01,694.2487,1531.4035,767.6113
C2,DLC1.2-k-s3,2.02,704.0746,1559.0545,779.022
C2,DLC1.2-k-s3,2.03,713.9984,1587.0796,790.5557
C2,DLC1.2-k-s3,2.04,724.0208,1615.4823,802.2132
C2,DLC1.2-k-s3,2.05,734.1425,1644.2665,813.9956
C2,DLC1.2-k-s3,2.06,744.3642,1673.4357,825.9039
C2,DLC1.2-k-s3,2.07,754.6866,1702.9936,837.9391
C2,DLC1.2-k-s3,2.08,765.1104,1732.9441,850.1021
C2,DLC1.2-k-s3,2.09,775.6363,1763.2908,862.3939
C2,DLC1.2-k-s3,2.1,786.2651,1794.0374,874.8157
C2,DLC1.2-k-s3,2.11,796.9975,1825.1879,887.3682
C2,DLC1.2-k-s3,2.12,807.8342,1856.7459,900.0527
C2,DLC1.2-k-s3,2.13,818.7759,1888.7153,912.87
C2,DLC1.2-k-s3,2.14,829.8234,1921.0999,925.8212
C2,DLC1.2-k-s3,2.15,840.9774,1953.9036,938.9074
C2,DLC1.2-k-s3,2.16,852.2387,1987.1303,952.1296
C2,DLC1.2-k-s3,2.17,863.6079,2020.7839,965.4887
C2,DLC1.2-k-s3,2.18,875.0858,2054.8683,978.9859
C2,DLC1.2-k-s3,2.19,886.6732,2089.3875,992.6221
C2,DLC1.2-k-s3,2.2,898.3709,2124.3453,1006.3985
C2,DLC1.2-k-s3,2.21,910.1794,2159.7458,1020.3161
C2,DLC1.2-k-s3,2.22,922.0997,2195.593,1034.3758
C2,DLC1.2-k-s3,2.23,934.1325,2231.8909,1048.5789
C2,DLC1.2-k-s3,2.24,946.2785,2268.6436,1062.9264
C2,DLC1.2-k-s3,2.25,958.5385,2305.8551,1077.4192
C2,DLC1.2-k-s3,2.26,970.9132,2343.5294,1092.0586
C2,DLC1.2-k-s3,2.27,983.4035,2381.6707,1106.8455
C2,DLC1.2-k-s3,2.28,996.01,2420.2832,1121.7811
C2,DLC1.2-k-s3,2.29,1008.7336,2459.3708,1136.8664
C2,DLC1.2-k-s3,2.3,1021.5751,2498.9379,1152.1026
C2,DLC1.2-k-s3,2.31,1034.5352,2538.9886,1167.4907
C2,DLC1.2-k-s3,2.32,1047.6147,2579.527,1183.0318
C2,DLC1.2-k-s3,2.33,1060.8143,2620.5574,1198.7271
C2,DLC1.2-k-s3,2.34,1074.1349,2662.0841,1214.5776
C2,DLC1.2-k-s3,2.35,1087.5773,2704.1113,1230.5844
C2,DLC1.2-k-s3,2.36,1101.1422,2746.6432,1246.7487
C2,DLC1.2-k-s3,2.37,1114.8305,2789.6842,1263.0716
C2,DLC1.2-k-s3,2.38,1128.6429,2833.2386,1279.5543
C2,DLC1.2-k-s3,2.39,1142.5803,2877.3107,1296.1978
C2,DLC1.2-k-s3,2.4,1156.6434,2921.9049,1313.0032
C2,DLC1.2-k-s3,2.41,1170.833,2967.0256,1329.9718
C2,DLC1.2-k-s3,2.42,1185.15,3012.6771,1347.1046
C2,DLC1.2-k-s3,2.43,1199.5952,3058.8639,1364.4029
C2,DLC1.2-k-s3,2.44,1214.1693,3105.5904,1381.8677
C2,DLC1.2-k-s3,2.45,1228.8733,3152.8611,1399.5003
C2,DLC1.2-k-s3,2.46,1243.7078,3200.6804,1417.3017
C2,DLC1.2-k-s3,2.47,1258.6738,3249.0529,1435.2732
C2,DLC1.2-k-s3,2.48,1273.7721,3297.983,1453.4158
C2,DLC1.2-k-s3,2.49,1289.0034,3347.4753,1471.7309
C2,DLC1.2-k-s3,2.5,1304.3687,3397.5343,1490.2195
C2,DLC1.2-k-s3,2.51,1319.8687,3448.1647,1508.8829
C2,DLC1.2-k-s3,2.52,1335.5043,3499.371,1527.7222
C2,DLC1.2-k-s3,2.53,1351.2763,3551.1578,1546.7387
C2,DLC1.2-k-s3,2.54,1367.1856,3603.5298,1565.9335
C2,DLC1.2-k-s3,2.55,1383.233,3656.4916,1585.3078
C2,DLC1.2-k-s3,2.56,1399.4193,3710.0479,1604.8628
C2,DLC1.2-k-s3,2.57,1415.7455,3764.2034,1624.5997
C2,DLC1.2-k-s3,2.58,1432.2123,3818.9627,1644.5198
C2,DLC1.2-k-s3,2.59,1448.8206,3874.3308,1664.6243
C2,DLC1.2-k-s3,2.6,1465.5713,3930.3122,1684.9144
C2,DLC1.2-k-s3,2.61,1482.4652,3986.9117,1705.3912
C2,DLC1.2-k-s3,2.62,1499.5032,4044.1342,1726.0561
C2,DLC1.2-k-s3,2.63,1516.6862,4101.9845,1746.9103
C2,DLC1.2-k-s3,2.64,1534.0149,4160.4674,1767.955
C2,DLC1.2-k-s3,2.65,1551.4904,4219.5877,1789.1915
C2,DLC1.2-k-s3,2.66,1569.1135,4279.3504,1810.621
C2,DLC1.2-k-s3,2.67,1586.8849,4339.7603,1832.2447
C2,DLC1.2-k-s3,2.68,1604.8057,4400.8222,1854.064
C2,DLC1.2-k-s3,2.69,1622.8768,4462.5413,1876.08
C2,DLC1.2-k-s3,2.7,1641.0988,4524.9223,1898.2941
C2,DLC1.2-k-s3,2.71,1659.4729,4587.9703,1920.7075
C2,DLC1.2-k-s3,2.72,1677.9998,4651.6903,1943.3214
C2,DLC1.2-k-s3,2.73,1696.6805,4716.0873,1966.1373
C2,DLC1.2-k-s3,2.74,1715.5159,4781.1662,1989.1562
C2,DLC1.2-k-s3,2.75,1734.5068,4846.9322,2012.3796
C2,DLC1.2-k-s3,2.76,1753.6541,4913.3904,2035.8088
C2,DLC1.2-k-s3,2.77,1772.9588,4980.5457,2059.4449
C2,DLC1.2-k-s3,2.78,1792.4217,5048.4034,2083.2894
C2,DLC1.2-k-s3,2.79,1812.0439,5116.9685,2107.3435
C2,DLC1.2-k-s3,2.8,1831.8261,5186.2462,2131.6085
C2,DLC1.2-k-s3,2.81,1851.7692,5256.2416,2156.0858
C2,DLC1.2-k-s3,2.82,1871.8743,5326.96,2180.7766
C2,DLC1.2-k-s3,2.83,1892.1423,5398.4065,2205.6823
C2,DLC1.2-k-s3,2.84,1912.5739,5470.5865,2230.8042
C2,DLC1.2-k-s3,2.85,1933.1703,5543.505,2256.1437
C2,DLC1.2-k-s3,2.86,1953.9322,5617.1674,2281.702
C2,DLC1.2-k-s3,2.87,1974.8607,5691.579,2307.4806
C2,DLC1.2-k-s3,2.88,1995.9567,5766.7451,2333.4806
C2,DLC1.2-k-s3,2.89,2017.221,5842.671,2359.7036
C2,DLC1.2-k-s3,2.9,2038.6547,5919.362,2386.1509
C2,DLC1.2-k-s3,2.91,2060.2587,5996.8235,2412.8237
C2,DLC1.2-k-s3,2.92,2082.0339,6075.0609,2439.7235
C2,DLC1.2-k-s3,2.93,2103.9812,6154.0796,2466.8516
C2,DLC1.2-k-s3,2.94,2126.1017,6233.8851,2494.2095
C2,DLC1.2-k-s3,2.95,2148.3962,6314.4826,2521.7984
C2,DLC1.2-k-s3,2.96,2170.8658,6395.8778,2549.6198
C2,DLC1.2-k-s3,2.97,2193.5114,6478.0761,2577.6749
C2,DLC1.2-k-s3,2.98,2216.3339,6561.083,2605.9653
C2,DLC1.2-k-s3,2.99,2239.3342,6644.904,2634.4924
C2,DLC1.2-k-s3,3.0,2262.5135,6729.5446,2663.2574
C2,DLC1.2-k-s4,0.0,-62.9741,-84.1042,-65.0558
C2,DLC1.2-k-s4,0.01,-62.3261,-83.6173,-64.4248
C2,DLC1.2-k-s4,0.02,-61.6667,-83.1176,-63.7823
C2,DLC1.2-k-s4,0.03,-60.9958,-82.6047,-63.1282
C2,DLC1.2-k-s4,0.04,-60.3133,-82.0784,-62.4622
C2,DLC1.2-k-s4,0.05,-59.6189,-81.5384,-61.7842
C2,DLC1.2-k-s4,0.06,-58.9127,-80.9843,-61.0941
C2,DLC1.2-k-s4,0.07,-58.1943,-80.416,-60.3917
C2,DLC1.2-k-s4,0.08,-57.4636,-79.833,-59.6768
C2,DLC1.2-k-s4,0.09,-56.7204,-79.2351,-58.9492
C2,DLC1.2-k-s4,0.1,-55.9635,-78.622,-58.2076
C2,DLC1.2-k-s4,0.11,-55.1906,-77.9933,-57.4502
C2,DLC1.2-k-s4,0.12,-54.4048,-77.347,-56.6794
C2,DLC1.2-k-s4,0.13,-53.606,-76.6797,-55.8947
C2,DLC1.2-k-s4,0.14,-52.7938,-75.9954,-55.0964
C2,DLC1.2-k-s4,0.15,-51.9682,-75.2937,-54.2843
C2,DLC1.2-k-s4,0.16,-51.129,-74.5744,-53.4582
C2,DLC1.2-k-s4,0.17,-50.2759,-73.8371,-52.6178
C2,DLC1.2-k-s4,0.18,-49.4089,-73.0814,-51.763
C2,DLC1.2-k-s4,0.19,-48.5277,-72.3005,-50.893
C2,DLC1.2-k-s4,0.2,-47.6321,-71.4981,-50.008
C2,DLC1.2-k-s4,0.21,-46.722,-70.6755,-49.1078
C2,DLC1.2-k-s4,0.22,-45.7971,-69.8323,-48.1923
C2,DLC1.2-k-s4,0.23,-44.8573,-68.9679,-47.2613
C2,DLC1.2-k-s4,0.24,-43.9024,-68.0821,-46.3145
C2,DLC1.2-k-s4,0.25,-42.9322,-67.1743,-45.3517
C2,DLC1.2-k-s4,0.26,-41.9464,-66.2442,-44.3727
C2,DLC1.2-k-s4,0.27,-40.945,-65.2913,-43.3773
C2,DLC1.2-k-s4,0.28,-39.9276,-64.3151,-42.3653
C2,DLC1.2-k-s4,0.29,-38.8941,-63.3151,-41.3364
C2,DLC1.2-k-s4,0.3,-37.8442,-62.291,-40.2903
C2,DLC1.2-k-s4,0.31,-36.7778,-61.2422,-39.2269
C2,DLC1.2-k-s4,0.32,-35.6947,-60.1683,-38.1459
C2,DLC1.2-k-s4,0.33,-34.5946,-59.0688,-37.0471
C2,DLC1.2-k-s4,0.34,-33.4773,-57.9409,-35.93
C2,DLC1.2-k-s4,0.35,-32.3427,-56.7824,-34.7941
C2,DLC1.2-k-s4,0.36,-31.1904,-55.5965,-33.6397
C2,DLC1.2-k-s4,0.37,-30.0203,-54.3826,-32.4664
C2,DLC1.2-k-s4,0.38,-28.8322,-53.1402,-31.274
C2,DLC1.2-k-s4,0.39,-27.6257,-51.8688,-30.0623
C2,DLC1.2-k-s4,0.4,-26.4008,-50.5678,-28.8309
C2,DLC1.2-k-s4,0.41,-25.1571,-49.2366,-27.5796
C2,DLC1.2-k-s4,0.42,-23.8945,-47.8749,-26.3081
C2,DLC1.2-k-s4,0.43,-22.6126,-46.4819,-25.0163
C2,DLC1.2-k-s4,0.44,-21.3114,-45.0571,-23.7037
C2,DLC1.2-k-s4,0.45,-19.9905,-43.6,-22.3702
C2,DLC1.2-k-s4,0.46,-18.6496,-42.11,-21.0155
C2,DLC1.2-k-s4,0.47,-17.2886,-40.5858,-19.6392
C2,DLC1.2-k-s4,0.48,-15.9073,-39.0232,-18.2406
C2,DLC1.2-k-s4,0.49,-14.5053,-37.4255,-16.8199
C2,DLC1.2-k-s4,0.5,-13.0824,-35.7923,-15.3769
C2,DLC1.2-k-s4,0.51,-11.6383,-34.123,-13.9112
C2,DLC1.2-k-s4,0.52,-10.1729,-32.4168,-12.4225
C2,DLC1.2-k-s4,0.53,-8.6859,-30.6732,-10.9105
C2,DLC1.2-k-s4,0.54,-7.1769,-28.8915,-9.375
C2,DLC1.2-k-s4,0.55,-5.6459,-27.0711,-7.8157
C2,DLC1.2-k-s4,0.56,-4.0924,-25.2059,-6.2316
C2,DLC1.2-k-s4,0.57,-2.5162,-23.2947,-4.6224
C2,DLC1.2-k-s4,0.58,-0.9171,-21.3422,-2.9885
C2,DLC1.2-k-s4,0.59,0.7052,-19.3476,-1.3293
C2,DLC1.2-k-s4,0.6,2.351,-17.3103,0.3553
C2,DLC1.2-k-s4,0.61,4.0206,-15.2295,2.0656
C2,DLC1.2-k-s4,0.62,5.7141,-13.1044,3.8021
C2,DLC1.2-k-s4,0.63,7.4319,-10.9345,5.5651
C2,DLC1.2-k-s4,0.64,9.1743,-8.7189,7.3548
C2,DLC1.2-k-s4,0.65,10.9438,-6.4568,9.1735
C2,DLC1.2-k-s4,0.66,12.7409,-4.1477,11.0219
C2,DLC1.2-k-s4,0.67,14.5635,-1.7906,12.8982
C2,DLC1.2-k-s4,0.68,16.412,0.6152,14.8027
C2,DLC1.2-k-s4,0.69,18.2865,3.0704,16.7357
C2,DLC1.2-k-s4,0.7,20.1875,5.5758,18.6976
C2,DLC1.2-k-s4,0.71,22.1151,8.1359,20.6891
C2,DLC1.2-k-s4,0.72,24.0697,10.7511,22.7105
C2,DLC1.2-k-s4,0.73,26.0516,13.4241,24.7624
