DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC4.1-c-y1,2001,0.1,2.1737761679160417,0.0946627,6.34115,114.40858937601315,9.20057929385325,0.788500508582828,1120,500.0,27.8,7977.4154985167415,13995.13741034805,175.43448016403556,-17688.767195272365,12884.217731368819,72.83841541434472,-7019.384109025487,9811.550994226654,139.7779469228791,638.249483758121,488.58450156543495,76.55070846098718,120.33793873063468,180.6633148036948,150.1299728991477,-4666.967511244377,125.5641600201356,2.690487125046555
