model,DLC,brg,nbin,k,ScaleFactor,rev_total,rpm_tw,dur_total,nbin_all,kappa_w,kappa_m,lambda_in_w,lambda_in_m,lambda_out_w,lambda_out_m,hmin_in_um_w,hmin_in_um_m,hmin_out_um_w,hmin_out_um_m,nu_mm2s_w,nu_mm2s_m,nu1_mm2s_w,nu1_mm2s_m,a_iso_w,a_iso_m,cap_pct,lam_min,lam_max,regime_w,D30_UW,D30_DW,dmg_pct
기준선,DLC2.4.2-a-s2,DW,15,0.23,25.0,379.1935,3.0325,7502.6,15,1.65529,0.87969,2.81015,1.52393,2.88702,1.56562,0.84867,0.46023,0.87188,0.47282,294.63725,294.63725,267.10244,2168.22537,1.79013,0.95173,0.0,0.1407,3.3159,혼합 (1≤λ<3),5.8e-05,1.1e-05,0.001
기준선,DLC2.4.2-a-s2,UW,15,0.23,25.0,379.1935,3.0325,7502.6,15,1.65529,0.87969,2.67263,1.43846,2.74574,1.47781,0.80714,0.43441,0.82921,0.4463,294.63725,294.63725,267.10244,2168.22537,1.05146,0.57652,0.0,0.1281,3.1378,혼합 (1≤λ<3),5.8e-05,1.1e-05,0.001
기준선,DLC2.4.2-a-s3,DW,15,0.26,25.0,410.9798,3.2866,7502.7,15,1.65043,0.95265,2.79167,1.62161,2.86803,1.66597,0.84308,0.48973,0.86615,0.50312,294.63725,294.63725,248.80892,3465.1902,1.67114,0.95902,0.0,0.057,3.3311,혼합 (1≤λ<3),6.1e-05,1.2e-05,0.001
기준선,DLC2.4.2-a-s3,UW,15,0.26,25.0,410.9798,3.2866,7502.7,15,1.65043,0.95265,2.65956,1.53673,2.73232,1.57877,0.80319,0.46409,0.82516,0.47679,294.63725,294.63725,248.80892,3465.1902,1.02633,0.60897,0.0,0.052,2.9941,혼합 (1≤λ<3),6.1e-05,1.2e-05,0.001
기준선,DLC2.4.2-a-s4,DW,15,0.24,25.0,414.858,3.3177,7502.5,15,1.67227,0.95361,2.9107,1.68362,2.99032,1.72968,0.87903,0.50845,0.90308,0.52236,294.63725,294.63725,251.86979,1831.46594,2.49593,1.34094,0.0,0.1715,3.6116,혼합 (1≤λ<3),4.7e-05,7e-06,0.001
기준선,DLC2.4.2-a-s4,UW,15,0.24,25.0,414.858,3.3177,7502.5,15,1.67227,0.95361,2.7396,1.57921,2.81454,1.62241,0.82736,0.47692,0.84999,0.48997,294.63725,294.63725,251.86979,1831.46594,1.18021,0.67553,0.0,0.156,3.1894,혼합 (1≤λ<3),4.7e-05,7e-06,0.001
기준선,DLC2.4.2-a-s5,DW,15,0.27,25.0,492.3605,3.9364,7502.5,15,1.71982,1.11973,2.85056,1.85514,2.92854,1.90588,0.86087,0.56025,0.88442,0.57558,294.63725,294.63725,217.5079,4585.66031,1.51096,0.97592,0.0,0.0289,3.1947,혼합 (1≤λ<3),6.5e-05,1.3e-05,0.001
기준선,DLC2.4.2-a-s5,UW,15,0.27,25.0,492.3605,3.9364,7502.5,15,1.71982,1.11973,2.76167,1.79174,2.83721,1.84075,0.83402,0.54111,0.85684,0.55591,294.63725,294.63725,217.5079,4585.66031,1.03233,0.68213,0.0,0.0263,3.0867,혼합 (1≤λ<3),6.5e-05,1.3e-05,0.001
기준선,DLC2.4.2-a-s6,DW,15,0.24,25.0,481.099,3.8475,7502.6,15,1.7267,1.09331,2.91261,1.86626,2.99228,1.91731,0.87961,0.56361,0.90367,0.57903,294.63725,294.63725,225.28912,2211.28204,1.77116,1.11619,0.0,0.0732,3.2076,혼합 (1≤λ<3),5.6e-05,9e-06,0.001
기준선,DLC2.4.2-a-s6,UW,15,0.24,25.0,481.099,3.8475,7502.6,15,1.7267,1.09331,2.79261,1.7791,2.869,1.82777,0.84337,0.53729,0.86644,0.55199,294.63725,294.63725,225.28912,2211.28204,1.12106,0.72072,0.0,0.0665,3.1012,혼합 (1≤λ<3),5.6e-05,9e-06,0.001
기준선,DLC2.4.2-b-s1,DW,15,0.43,25.0,418.8182,3.3494,7502.5,15,1.68193,0.96114,2.8717,1.67349,2.95025,1.71927,0.86725,0.5054,0.89098,0.51922,294.63725,294.63725,249.76227,1951.12713,1.97317,1.1187,0.0,0.1283,3.2435,혼합 (1≤λ<3),3.3e-05,1.4e-05,0.0
기준선,DLC2.4.2-b-s1,UW,15,0.43,25.0,418.8182,3.3494,7502.5,15,1.68193,0.96114,2.88895,1.65999,2.96798,1.7054,0.87246,0.50132,0.89633,0.51503,294.63725,294.63725,249.76227,1951.12713,1.71041,0.95004,0.0,0.1174,3.2988,혼합 (1≤λ<3),3.3e-05,1.4e-05,0.0
기준선,DLC2.4.2-b-s2,DW,15,0.55,25.0,359.3785,2.8741,7502.4,15,1.61127,0.8332,2.68672,1.44051,2.76021,1.47992,0.81139,0.43504,0.83358,0.44694,294.63725,294.63725,283.27182,1642.70518,1.52945,0.79164,0.0,0.1895,3.0812,혼합 (1≤λ<3),4.6e-05,1.8e-05,0.001
기준선,DLC2.4.2-b-s2,UW,15,0.55,25.0,359.3785,2.8741,7502.4,15,1.61127,0.8332,2.76084,1.45618,2.83636,1.49601,0.83377,0.43977,0.85658,0.45179,294.63725,294.63725,283.27182,1642.70518,1.4975,0.7622,0.0,0.174,3.2426,혼합 (1≤λ<3),4.6e-05,1.8e-05,0.001
기준선,DLC2.4.2-b-s3,DW,15,0.48,25.0,296.258,2.3692,7502.6,15,1.49956,0.70198,2.65045,1.29461,2.72295,1.33002,0.80043,0.39097,0.82233,0.40167,294.63725,294.63725,332.02298,1663.46426,1.93036,0.85154,0.0,0.1848,3.2455,혼합 (1≤λ<3),4.6e-05,7e-06,0.001
기준선,DLC2.4.2-b-s3,UW,15,0.48,25.0,296.258,2.3692,7502.6,15,1.49956,0.70198,2.58066,1.24085,2.65126,1.27479,0.77936,0.37474,0.80068,0.38499,294.63725,294.63725,332.02298,1663.46426,1.54699,0.67602,0.0,0.1693,3.3666,혼합 (1≤λ<3),4.6e-05,7e-06,0.001
기준선,DLC2.4.2-b-s4,DW,15,0.52,25.0,323.7835,2.5894,7502.6,15,1.57955,0.75559,2.76834,1.37641,2.84407,1.41406,0.83604,0.41567,0.85891,0.42705,294.63725,294.63725,307.01445,1678.78785,2.11671,0.96614,0.0,0.2062,3.2759,혼합 (1≤λ<3),3.9e-05,7e-06,0.001
기준선,DLC2.4.2-b-s4,UW,15,0.52,25.0,323.7835,2.5894,7502.6,15,1.57955,0.75559,2.81438,1.37491,2.89136,1.41252,0.84994,0.41522,0.87319,0.42658,294.63725,294.63725,307.01445,1678.78785,1.9983,0.90517,0.0,0.1893,3.407,혼합 (1≤λ<3),3.9e-05,7e-06,0.001
기준선,DLC2.4.2-b-s5,DW,15,0.53,25.0,456.7332,3.6526,7502.5,15,1.67902,1.03762,2.82564,1.79946,2.90293,1.84868,0.85334,0.54344,0.87668,0.5583,294.63725,294.63725,240.11179,1116.78494,1.73186,1.07362,0.0,0.2227,3.2861,혼합 (1≤λ<3),4.9e-05,1.9e-05,0.001
기준선,DLC2.4.2-b-s5,UW,15,0.53,25.0,456.7332,3.6526,7502.5,15,1.67902,1.03762,2.85076,1.79068,2.92874,1.83966,0.86093,0.54079,0.88448,0.55558,294.63725,294.63725,240.11179,1116.78494,1.50904,0.91605,0.0,0.204,3.4059,혼합 (1≤λ<3),4.9e-05,1.9e-05,0.001
기준선,DLC2.4.2-b-s6,DW,15,0.45,25.0,392.5485,3.1393,7502.5,15,1.64173,0.90267,2.72303,1.55323,2.79752,1.59571,0.82236,0.46907,0.84485,0.48191,294.63725,294.63725,266.08332,1471.52982,1.42434,0.79542,0.0,0.1851,3.0946,혼합 (1≤λ<3),3.4e-05,1.3e-05,0.0
기준선,DLC2.4.2-b-s6,UW,15,0.45,25.0,392.5485,3.1393,7502.5,15,1.64173,0.90267,2.86049,1.60067,2.93874,1.64445,0.86387,0.4834,0.8875,0.49662,294.63725,294.63725,266.08332,1471.52982,1.72709,0.93131,0.0,0.169,3.3741,혼합 (1≤λ<3),3.4e-05,1.3e-05,0.0
기준선,DLC4.1-a-y1,DW,10,0.1,10000.0,28506.5,0.8549,2000774.4,10,0.81002,0.32349,1.52404,0.58937,1.56573,0.60549,0.46026,0.17799,0.47285,0.18286,294.63725,294.63725,736.41247,7307.57802,0.77891,0.29151,0.0,0.0454,1.9768,혼합 (1≤λ<3),0.014529,0.001808,0.21
기준선,DLC4.1-a-y1,UW,10,0.1,10000.0,28506.5,0.8549,2000774.4,10,0.81002,0.32349,1.39028,0.53758,1.42831,0.55229,0.41986,0.16235,0.43135,0.16679,294.63725,294.63725,736.41247,7307.57802,0.52344,0.2222,0.0,0.0413,1.7951,혼합 (1≤λ<3),0.014529,0.001808,0.21
기준선,DLC4.1-a-y2,DW,10,0.1,10000.0,28431.2,0.8525,2001119.4,10,0.81093,0.32344,1.52816,0.58685,1.56996,0.6029,0.4615,0.17723,0.47413,0.18208,294.63725,294.63725,732.76422,8378.15902,0.78545,0.29299,0.0,0.0404,1.978,혼합 (1≤λ<3),0.01415,0.001747,0.204
기준선,DLC4.1-a-y2,UW,10,0.1,10000.0,28431.2,0.8525,2001119.4,10,0.81093,0.32344,1.39324,0.53506,1.43136,0.5497,0.42076,0.16159,0.43227,0.16601,294.63725,294.63725,732.76422,8378.15902,0.52628,0.2228,0.0,0.0367,1.7952,혼합 (1≤λ<3),0.01415,0.001747,0.204
기준선,DLC4.1-a-y3,DW,10,0.09,10000.0,28590.6,0.8573,2000864.5,10,0.80855,0.3238,1.52587,0.59453,1.56761,0.61079,0.46081,0.17955,0.47342,0.18446,294.63725,294.63725,741.3088,5946.32549,0.79127,0.29556,0.0,0.0633,1.9815,혼합 (1≤λ<3),0.014005,0.001721,0.202
기준선,DLC4.1-a-y3,UW,10,0.09,10000.0,28590.6,0.8573,2000864.5,10,0.80855,0.3238,1.39042,0.54183,1.42845,0.55665,0.41991,0.16363,0.43139,0.16811,294.63725,294.63725,741.3088,5946.32549,0.52823,0.22396,0.0,0.0576,1.7976,혼합 (1≤λ<3),0.014005,0.001721,0.202
기준선,DLC4.1-b-y1,DW,10,0.19,500.0,3570.33,2.1412,100048.5,10,1.43928,0.65565,2.52351,1.16826,2.59254,1.20022,0.7621,0.35281,0.78295,0.36247,294.63725,294.63725,349.12159,2946.44231,1.62674,0.71428,0.0,0.1223,3.0338,혼합 (1≤λ<3),0.000674,9e-05,0.01
기준선,DLC4.1-b-y1,UW,10,0.19,500.0,3570.33,2.1412,100048.5,10,1.43928,0.65565,2.36242,1.08542,2.42704,1.11511,0.71345,0.3278,0.73297,0.33676,294.63725,294.63725,349.12159,2946.44231,0.96504,0.45012,0.0,0.1112,2.817,혼합 (1≤λ<3),0.000674,9e-05,0.01
기준선,DLC4.1-b-y2,DW,10,0.17,500.0,3574.93,2.1439,100050.0,10,1.43583,0.65581,2.55693,1.18861,2.62687,1.22113,0.77219,0.35896,0.79332,0.36878,294.63725,294.63725,350.48109,2689.97191,1.83542,0.79816,0.0,0.1516,3.0796,혼합 (1≤λ<3),0.00058,7e-05,0.008
기준선,DLC4.1-b-y2,UW,10,0.17,500.0,3574.93,2.1439,100050.0,10,1.43583,0.65581,2.37037,1.0953,2.43521,1.12526,0.71585,0.33078,0.73543,0.33983,294.63725,294.63725,350.48109,2689.97191,1.00321,0.46744,0.0,0.138,2.8241,혼합 (1≤λ<3),0.00058,7e-05,0.008
기준선,DLC4.1-b-y3,DW,10,0.15,500.0,3615.545,2.1682,100051.3,10,1.42947,0.6592,2.57073,1.21984,2.64105,1.25321,0.77636,0.36839,0.7976,0.37847,294.63725,294.63725,351.86244,2244.01506,1.99213,0.86952,0.0,0.1712,3.1295,혼합 (1≤λ<3),0.000563,6.6e-05,0.008
기준선,DLC4.1-b-y3,UW,10,0.15,500.0,3615.545,2.1682,100051.3,10,1.42947,0.6592,2.36772,1.1176,2.43249,1.14817,0.71505,0.33752,0.73461,0.34675,294.63725,294.63725,351.86244,2244.01506,1.02265,0.48086,0.0,0.1559,2.8484,혼합 (1≤λ<3),0.000563,6.6e-05,0.008
기준선,DLC4.1-c-y1,DW,10,0.2,500.0,3624.775,2.1738,100049.8,10,1.41404,0.66052,2.74052,1.28446,2.81548,1.3196,0.82764,0.38791,0.85028,0.39852,294.63725,294.63725,351.61681,2211.59078,7.08691,2.64038,0.0,0.1753,3.5847,혼합 (1≤λ<3),0.000548,8.5e-05,0.008
기준선,DLC4.1-c-y1,UW,10,0.2,500.0,3624.775,2.1738,100049.8,10,1.41404,0.66052,2.53953,1.18917,2.60899,1.2217,0.76694,0.35913,0.78792,0.36895,294.63725,294.63725,351.61681,2211.59078,2.01728,0.83679,0.0,0.1593,3.191,혼합 (1≤λ<3),0.000548,8.5e-05,0.008
기준선,DLC4.1-c-y2,DW,10,0.29,500.0,3672.11,2.2021,100050.9,10,1.40697,0.6646,2.60247,1.26702,2.67366,1.30168,0.78595,0.38264,0.80745,0.39311,294.63725,294.63725,351.88628,1874.55224,2.68181,1.14027,0.0,0.2131,3.1418,혼합 (1≤λ<3),0.000397,5.8e-05,0.006
기준선,DLC4.1-c-y2,UW,10,0.29,500.0,3672.11,2.2021,100050.9,10,1.40697,0.6646,2.64036,1.25899,2.71259,1.29342,0.79739,0.38021,0.8192,0.39061,294.63725,294.63725,351.88628,1874.55224,2.54256,1.07494,0.0,0.194,3.2069,혼합 (1≤λ<3),0.000397,5.8e-05,0.006
기준선,DLC4.1-c-y3,DW,10,0.53,500.0,3773.845,2.2632,100049.8,10,1.38022,0.68076,2.42593,1.26419,2.49229,1.29877,0.73263,0.38178,0.75267,0.39223,294.63725,294.63725,352.62654,1358.08545,1.58611,0.76394,0.0,0.2701,2.9342,혼합 (1≤λ<3),0.000656,0.000129,0.009
기준선,DLC4.1-c-y3,UW,10,0.53,500.0,3773.845,2.2632,100049.8,10,1.38022,0.68076,2.54561,1.28919,2.61524,1.32446,0.76877,0.38934,0.7898,0.39999,294.63725,294.63725,352.62654,1358.08545,2.02817,0.93253,0.0,0.2494,3.0582,혼합 (1≤λ<3),0.000656,0.000129,0.009
기준선,DLC6.4-a-s1,DW,30,3.0,24340.0,7073.204,0.0285,14600259.9,30,0.1,0.1,0.08456,0.06501,0.08688,0.06679,0.02554,0.01963,0.02624,0.02017,294.63725,294.63725,13871.91734,120740.22952,0.09998,0.09998,0.0,0.0009,0.1188,경계 (λ<1),0.011102,0.001563,0.16
기준선,DLC6.4-a-s1,UW,30,3.0,24340.0,7073.204,0.0285,14600259.9,30,0.1,0.1,0.07694,0.05916,0.07905,0.06078,0.02324,0.01787,0.02387,0.01835,294.63725,294.63725,13871.91734,120740.22952,0.09998,0.09998,0.0,0.0008,0.1081,경계 (λ<1),0.011102,0.001563,0.16
기준선,DLC6.4-a-s2,DW,30,3.0,24340.0,10992.4308,0.0452,14606971.6,30,0.1,0.1,0.10495,0.09144,0.10782,0.09394,0.0317,0.02761,0.03256,0.02837,294.63725,294.63725,10000.57916,13398.32637,0.09998,0.09998,0.0,0.0279,0.1368,경계 (λ<1),0.017225,0.002425,0.249
기준선,DLC6.4-a-s2,UW,30,3.0,24340.0,10992.4308,0.0452,14606971.6,30,0.1,0.1,0.0955,0.0832,0.09811,0.08547,0.02884,0.02513,0.02963,0.02581,294.63725,294.63725,10000.57916,13398.32637,0.09998,0.09998,0.0,0.0254,0.1245,경계 (λ<1),0.017225,0.002425,0.249
기준선,DLC6.4-a-s3,DW,30,3.0,24340.0,11907.6148,0.0464,14607615.8,30,0.1,0.1,0.11655,0.09546,0.11974,0.09807,0.0352,0.02883,0.03616,0.02962,294.63725,294.63725,9245.70862,17695.65125,0.09998,0.09998,0.0,0.0088,0.1661,경계 (λ<1),0.018748,0.002643,0.271
기준선,DLC6.4-a-s3,UW,30,3.0,24340.0,11907.6148,0.0464,14607615.8,30,0.1,0.1,0.10606,0.08687,0.10896,0.08924,0.03203,0.02623,0.03291,0.02695,294.63725,294.63725,9245.70862,17695.65125,0.09998,0.09998,0.0,0.008,0.1511,경계 (λ<1),0.018748,0.002643,0.271
기준선,DLC6.4-a-s4,DW,30,3.0,24340.0,7556.353,0.0299,14606366.8,30,0.1,0.1,0.09033,0.06802,0.09281,0.06988,0.02728,0.02054,0.02803,0.0211,294.63725,294.63725,13206.75019,39626.40359,0.09998,0.09998,0.0,0.0041,0.126,경계 (λ<1),0.011892,0.001677,0.172
기준선,DLC6.4-a-s4,UW,30,3.0,24340.0,7556.353,0.0299,14606366.8,30,0.1,0.1,0.0822,0.06189,0.08445,0.06359,0.02482,0.01869,0.0255,0.0192,294.63725,294.63725,13206.75019,39626.40359,0.09998,0.09998,0.0,0.0037,0.1146,경계 (λ<1),0.011892,0.001677,0.172
기준선,DLC6.4-a-s5,DW,30,3.0,24340.0,7737.4426,0.0314,14604606.9,30,0.1,0.1,0.08868,0.07035,0.09111,0.07227,0.02678,0.02125,0.02751,0.02183,294.63725,294.63725,13196.21397,24973.80224,0.09998,0.09998,0.0,0.007,0.1322,경계 (λ<1),0.01213,0.001707,0.175
기준선,DLC6.4-a-s5,UW,30,3.0,24340.0,7737.4426,0.0314,14604606.9,30,0.1,0.1,0.08069,0.06401,0.08289,0.06576,0.02437,0.01933,0.02503,0.01986,294.63725,294.63725,13196.21397,24973.80224,0.09998,0.09998,0.0,0.0064,0.1203,경계 (λ<1),0.01213,0.001707,0.175
기준선,DLC6.4-a-s6,DW,30,3.0,24340.0,7578.9892,0.0311,14603694.8,30,0.1,0.1,0.08312,0.06979,0.0854,0.07169,0.0251,0.02108,0.02579,0.02165,294.63725,294.63725,13462.04107,25586.37072,0.09998,0.09998,0.0,0.0082,0.1164,경계 (λ<1),0.011891,0.001674,0.172
기준선,DLC6.4-a-s6,UW,30,3.0,24340.0,7578.9892,0.0311,14603694.8,30,0.1,0.1,0.07563,0.0635,0.0777,0.06524,0.02284,0.01918,0.02347,0.0197,294.63725,294.63725,13462.04107,25586.37072,0.09998,0.09998,0.0,0.0074,0.1059,경계 (λ<1),0.011891,0.001674,0.172
기준선,DLC6.4-b-s1,DW,30,0.34,292.4,837.2201,0.2863,175469.6,30,0.14699,0.13776,0.37045,0.34317,0.38058,0.35256,0.11188,0.10364,0.11494,0.10647,294.63725,294.63725,2180.657,2492.43556,0.11562,0.11255,0.0,0.153,0.4734,경계 (λ<1),0.000743,0.000109,0.011
기준선,DLC6.4-b-s1,UW,30,0.34,292.4,837.2201,0.2863,175469.6,30,0.14699,0.13776,0.3374,0.31249,0.34663,0.32104,0.10189,0.09437,0.10468,0.09695,294.63725,294.63725,2180.657,2492.43556,0.11287,0.11035,0.0,0.1386,0.4275,경계 (λ<1),0.000743,0.000109,0.011
기준선,DLC6.4-b-s2,DW,30,0.35,292.4,864.6999,0.2957,175470.2,30,0.15059,0.13894,0.37822,0.35037,0.38857,0.35995,0.11422,0.10581,0.11735,0.1087,294.63725,294.63725,2125.75356,2352.94331,0.11663,0.1128,0.0,0.1978,0.4973,경계 (λ<1),0.000811,0.00012,0.012
기준선,DLC6.4-b-s2,UW,30,0.35,292.4,864.6999,0.2957,175470.2,30,0.15059,0.13894,0.34464,0.31918,0.35407,0.32791,0.10408,0.09639,0.10693,0.09903,294.63725,294.63725,2125.75356,2352.94331,0.11368,0.11055,0.0,0.1801,0.4521,경계 (λ<1),0.000811,0.00012,0.012
기준선,DLC6.4-b-s3,DW,30,0.26,292.4,817.4539,0.2795,175468.3,30,0.14274,0.13393,0.36367,0.3398,0.37362,0.3491,0.10983,0.10262,0.11283,0.10543,294.63725,294.63725,2228.78384,2457.83406,0.11442,0.11142,0.0,0.1795,0.4803,경계 (λ<1),0.000684,9.8e-05,0.01
기준선,DLC6.4-b-s3,UW,30,0.26,292.4,817.4539,0.2795,175468.3,30,0.14274,0.13393,0.33054,0.3088,0.33958,0.31724,0.09982,0.09326,0.10255,0.09581,294.63725,294.63725,2228.78384,2457.83406,0.11183,0.10939,0.0,0.1627,0.4356,경계 (λ<1),0.000684,9.8e-05,0.01
기준선,DLC6.4-b-s4,DW,30,0.48,292.4,837.5652,0.2864,175470.2,30,0.14871,0.13731,0.36731,0.33797,0.37736,0.34722,0.11093,0.10207,0.11396,0.10486,294.63725,294.63725,2179.89692,2464.57517,0.11544,0.11185,0.0,0.1632,0.4992,경계 (λ<1),0.00103,0.000169,0.015
기준선,DLC6.4-b-s4,UW,30,0.48,292.4,837.5652,0.2864,175470.2,30,0.14871,0.13731,0.33618,0.30911,0.34537,0.31757,0.10152,0.09335,0.1043,0.09591,294.63725,294.63725,2179.89692,2464.57517,0.11283,0.10986,0.0,0.1477,0.4579,경계 (λ<1),0.00103,0.000169,0.015
기준선,DLC6.4-b-s5,DW,30,0.6,292.4,842.4775,0.2881,175468.4,30,0.14808,0.13621,0.36243,0.33499,0.37235,0.34416,0.10946,0.10117,0.11245,0.10394,294.63725,294.63725,2172.09903,2402.07864,0.11466,0.11109,0.0,0.1905,0.5193,경계 (λ<1),0.001469,0.000286,0.021
기준선,DLC6.4-b-s5,UW,30,0.6,292.4,842.4775,0.2881,175468.4,30,0.14808,0.13621,0.33339,0.30797,0.34251,0.3164,0.10068,0.09301,0.10344,0.09555,294.63725,294.63725,2172.09903,2402.07864,0.11228,0.1093,0.0,0.1735,0.4736,경계 (λ<1),0.001469,0.000286,0.021
기준선,DLC6.4-b-s6,DW,30,0.29,292.4,807.3047,0.2761,175468.1,30,0.13802,0.13132,0.35542,0.33847,0.36514,0.34773,0.10734,0.10222,0.11027,0.10502,294.63725,294.63725,2256.87049,2418.49817,0.11276,0.11054,0.0,0.1971,0.4615,경계 (λ<1),0.000671,9.5e-05,0.01
기준선,DLC6.4-b-s6,UW,30,0.29,292.4,807.3047,0.2761,175468.1,30,0.13802,0.13132,0.32281,0.30731,0.33164,0.31572,0.09749,0.09281,0.10016,0.09535,294.63725,294.63725,2256.87049,2418.49817,0.1105,0.10868,0.0,0.1775,0.4208,경계 (λ<1),0.000671,9.5e-05,0.01
A1,DLC1.2-a-s1,DW,30,0.18,37800.0,1321345.494,3.495,22683763.2,30,1.15524,1.15524,3.22539,3.22537,3.3797,3.37968,0.97407,0.97406,1.02067,1.02066,294.63725,294.63725,255.04366,255.04403,4.80918,4.80898,0.0,3.1486,3.3003,유체 (λ≥3),0.001714,4.5e-05,3.315
A1,DLC1.2-a-s1,UW,30,0.18,37800.0,1321345.494,3.495,22683763.2,30,1.15524,1.15524,2.82509,2.82508,2.96025,2.96024,0.85318,0.85317,0.89399,0.89399,294.63725,294.63725,255.04366,255.04403,1.78309,1.78306,0.0,2.7879,2.8555,혼합 (1≤λ<3),0.001714,4.5e-05,3.315
A1,DLC1.2-a-s2,DW,30,0.17,37800.0,1321343.604,3.495,22683773.3,30,1.15524,1.15524,3.22581,3.22579,3.38014,3.38012,0.97419,0.97419,1.0208,1.0208,294.63725,294.63725,255.04402,255.04484,4.81714,4.81694,0.0,3.1357,3.2959,유체 (λ≥3),0.001721,4.5e-05,3.329
A1,DLC1.2-a-s2,UW,30,0.17,37800.0,1321343.604,3.495,22683773.3,30,1.15524,1.15524,2.82513,2.82511,2.96028,2.96027,0.85319,0.85318,0.89401,0.894,294.63725,294.63725,255.04402,255.04484,1.78456,1.78452,0.0,2.783,2.8648,혼합 (1≤λ<3),0.001721,4.5e-05,3.329
A1,DLC1.2-a-s3,DW,30,0.17,37800.0,1321359.48,3.4951,22683784.1,30,1.15525,1.15525,3.22628,3.22626,3.38063,3.38061,0.97434,0.97433,1.02095,1.02094,294.63725,294.63725,255.04164,255.04232,4.84151,4.84134,0.0,3.1262,3.2947,유체 (λ≥3),0.001736,4.7e-05,3.358
A1,DLC1.2-a-s3,UW,30,0.17,37800.0,1321359.48,3.4951,22683784.1,30,1.15525,1.15525,2.8252,2.82519,2.96036,2.96035,0.85321,0.85321,0.89403,0.89403,294.63725,294.63725,255.04164,255.04232,1.78653,1.78651,0.0,2.7797,2.8567,혼합 (1≤λ<3),0.001736,4.7e-05,3.358
A1,DLC1.2-a-s4,DW,30,0.17,37800.0,1321363.638,3.4951,22683789.4,30,1.15526,1.15525,3.22162,3.22164,3.37574,3.37577,0.97293,0.97294,1.01947,1.01948,294.63725,294.63725,255.04093,255.04178,4.76587,4.76633,0.0,3.1537,3.3114,유체 (λ≥3),0.001762,4.7e-05,3.407
A1,DLC1.2-a-s4,UW,30,0.17,37800.0,1321363.638,3.4951,22683789.4,30,1.15526,1.15525,2.82339,2.8234,2.95847,2.95847,0.85266,0.85267,0.89346,0.89346,294.63725,294.63725,255.04093,255.04178,1.77646,1.77653,0.0,2.792,2.8606,혼합 (1≤λ<3),0.001762,4.7e-05,3.407
A1,DLC1.2-a-s5,DW,30,0.18,37800.0,1321343.982,3.495,22683777.3,30,1.15524,1.15524,3.22905,3.22904,3.38353,3.38352,0.97517,0.97517,1.02183,1.02182,294.63725,294.63725,255.044,255.04474,4.9808,4.98077,0.0,3.1109,3.4174,유체 (λ≥3),0.001799,5.1e-05,3.478
A1,DLC1.2-a-s5,UW,30,0.18,37800.0,1321343.982,3.495,22683777.3,30,1.15524,1.15524,2.82567,2.82566,2.96086,2.96085,0.85335,0.85335,0.89418,0.89418,294.63725,294.63725,255.044,255.04474,1.79335,1.79334,0.0,2.7688,2.9017,혼합 (1≤λ<3),0.001799,5.1e-05,3.478
A1,DLC1.2-a-s6,DW,30,0.18,37800.0,1321356.078,3.4951,22683769.9,30,1.15525,1.15525,3.22517,3.22519,3.37946,3.37949,0.974,0.97401,1.0206,1.02061,294.63725,294.63725,255.04201,255.04272,4.80949,4.80991,0.0,3.1548,3.3115,유체 (λ≥3),0.00174,4.6e-05,3.365
A1,DLC1.2-a-s6,UW,30,0.18,37800.0,1321356.078,3.4951,22683769.9,30,1.15525,1.15525,2.8244,2.82441,2.95953,2.95953,0.85297,0.85297,0.89378,0.89378,294.63725,294.63725,255.04201,255.04272,1.78171,1.78177,0.0,2.7942,2.861,혼합 (1≤λ<3),0.00174,4.6e-05,3.365
A1,DLC1.2-b-s1,DW,30,0.2,45700.0,1678915.175,3.6732,27424561.1,30,1.20569,1.20374,3.39934,3.39395,3.56197,3.55632,1.0266,1.02497,1.07571,1.07401,294.63725,294.63725,244.70223,245.08699,6.36515,6.3296,0.0,3.2212,3.7545,유체 (λ≥3),0.001749,3.2e-05,3.383
A1,DLC1.2-b-s1,UW,30,0.2,45700.0,1678915.175,3.6732,27424561.1,30,1.20569,1.20374,2.94908,2.94478,3.09017,3.08566,0.89062,0.88932,0.93323,0.93187,294.63725,294.63725,244.70223,245.08699,1.94759,1.94347,0.0,2.8243,3.2204,혼합 (1≤λ<3),0.001749,3.2e-05,3.383
A1,DLC1.2-b-s2,DW,30,0.2,45700.0,1696607.016,3.7119,27424584.6,30,1.22074,1.21387,3.45178,3.42972,3.61692,3.5938,1.04244,1.03577,1.09231,1.08533,294.63725,294.63725,242.50573,243.75361,7.46396,7.17221,0.0,3.2148,4.2629,유체 (λ≥3),0.001707,3e-05,3.302
A1,DLC1.2-b-s2,UW,30,0.2,45700.0,1696607.016,3.7119,27424584.6,30,1.22074,1.21387,2.98432,2.96837,3.12709,3.11038,0.90126,0.89645,0.94438,0.93934,294.63725,294.63725,242.50573,243.75361,1.99913,1.97908,0.0,2.8168,3.5286,혼합 (1≤λ<3),0.001707,3e-05,3.302
A1,DLC1.2-b-s3,DW,30,0.2,45700.0,1691755.961,3.7013,27424587.4,30,1.21564,1.21114,3.42406,3.4118,3.58787,3.57503,1.03407,1.03036,1.08354,1.07966,294.63725,294.63725,243.11859,243.98113,6.48289,6.4052,0.0,3.1864,3.8544,유체 (λ≥3),0.00171,3e-05,3.307
