model,DLC,brg,nbin,k,ScaleFactor,rev_total,rpm_tw,dur_total,nbin_all,kappa_w,kappa_m,lambda_in_w,lambda_in_m,lambda_out_w,lambda_out_m,hmin_in_um_w,hmin_in_um_m,hmin_out_um_w,hmin_out_um_m,nu_mm2s_w,nu_mm2s_m,nu1_mm2s_w,nu1_mm2s_m,a_iso_w,a_iso_m,cap_pct,lam_min,lam_max,regime_w,D30_UW,D30_DW,dmg_pct
기준선,DLC1.2-g-s3,UW,30,0.42,11340.0,700911.1116,6.1798,6805132.4,30,1.71472,1.71331,2.84822,2.84602,2.92614,2.92387,0.86016,0.8595,0.88369,0.88301,294.63725,294.63725,171.94514,172.08777,1.35448,1.35283,0.0,2.6191,3.0582,혼합 (1≤λ<3),0.03562,0.007745,0.514
기준선,DLC1.2-g-s4,DW,30,0.41,11340.0,701135.8704,6.1818,6805131.1,30,1.71464,1.71382,2.93579,2.93521,3.0161,3.0155,0.88661,0.88643,0.91086,0.91068,294.63725,294.63725,171.90445,171.98618,2.0638,2.06694,0.0,2.7649,3.2053,혼합 (1≤λ<3),0.043255,0.009819,0.625
기준선,DLC1.2-g-s4,UW,30,0.41,11340.0,701135.8704,6.1818,6805131.1,30,1.71464,1.71382,2.8316,2.83064,2.90906,2.90807,0.85514,0.85485,0.87854,0.87824,294.63725,294.63725,171.90445,171.98618,1.30019,1.30049,0.0,2.6631,3.1966,혼합 (1≤λ<3),0.043255,0.009819,0.625
기준선,DLC1.2-g-s5,DW,30,0.42,11340.0,701324.7948,6.1835,6805136.5,30,1.71543,1.71416,2.96987,2.96686,3.05111,3.04802,0.8969,0.89599,0.92143,0.9205,294.63725,294.63725,171.86221,171.99126,2.38598,2.37387,0.0,2.7121,3.3612,혼합 (1≤λ<3),0.039594,0.008139,0.572
기준선,DLC1.2-g-s5,UW,30,0.42,11340.0,701324.7948,6.1835,6805136.5,30,1.71543,1.71416,2.84723,2.84453,2.92511,2.92234,0.85986,0.85905,0.88338,0.88255,294.63725,294.63725,171.86221,171.99126,1.35388,1.34963,0.0,2.6234,3.2117,혼합 (1≤λ<3),0.039594,0.008139,0.572
기준선,DLC1.2-g-s6,DW,30,0.42,11340.0,701776.467,6.1875,6805133.9,30,1.71589,1.71512,2.94476,2.94394,3.02531,3.02447,0.88932,0.88907,0.91364,0.91339,294.63725,294.63725,171.7747,171.85157,2.20838,2.20793,0.0,2.6488,3.3878,혼합 (1≤λ<3),0.044411,0.010468,0.641
기준선,DLC1.2-g-s6,UW,30,0.42,11340.0,701776.467,6.1875,6805133.9,30,1.71589,1.71512,2.83764,2.83682,2.91526,2.91442,0.85697,0.85672,0.88041,0.88016,294.63725,294.63725,171.7747,171.85157,1.31059,1.31119,0.0,2.5915,3.0852,혼합 (1≤λ<3),0.044411,0.010468,0.641
기준선,DLC1.2-h-s1,DW,30,0.47,6126.0,379097.8309,6.1873,3676212.4,30,1.71597,1.71507,2.92041,2.91893,3.0003,2.99877,0.88196,0.88152,0.90609,0.90563,294.63725,294.63725,171.77731,171.86783,1.93623,1.93442,0.0,2.6371,3.2436,혼합 (1≤λ<3),0.023376,0.007546,0.338
기준선,DLC1.2-h-s1,UW,30,0.47,6126.0,379097.8309,6.1873,3676212.4,30,1.71597,1.71507,2.84278,2.84134,2.92054,2.91906,0.85852,0.85808,0.882,0.88156,294.63725,294.63725,171.77731,171.86783,1.32112,1.32039,0.0,2.5998,3.0461,혼합 (1≤λ<3),0.023376,0.007546,0.338
기준선,DLC1.2-h-s2,DW,30,0.49,6126.0,378825.469,6.1829,3676213.2,30,1.71512,1.71404,2.94447,2.94249,3.02502,3.02298,0.88923,0.88863,0.91356,0.91294,294.63725,294.63725,171.87818,171.98802,2.10091,2.09905,0.0,2.6744,3.2662,혼합 (1≤λ<3),0.019287,0.004443,0.279
기준선,DLC1.2-h-s2,UW,30,0.49,6126.0,378825.469,6.1829,3676213.2,30,1.71512,1.71404,2.85938,2.85739,2.9376,2.93555,0.86353,0.86293,0.88716,0.88654,294.63725,294.63725,171.87818,171.98802,1.39058,1.38833,0.0,2.6372,3.2444,혼합 (1≤λ<3),0.019287,0.004443,0.279
기준선,DLC1.2-h-s3,DW,30,0.47,6126.0,379206.0161,6.1891,3676212.4,30,1.71611,1.71551,2.93796,2.93724,3.01833,3.01759,0.88727,0.88705,0.91154,0.91131,294.63725,294.63725,171.73909,171.79974,2.07847,2.07959,0.0,2.7402,3.2089,혼합 (1≤λ<3),0.018907,0.004932,0.273
기준선,DLC1.2-h-s3,UW,30,0.47,6126.0,379206.0161,6.1891,3676212.4,30,1.71611,1.71551,2.86002,2.85871,2.93826,2.93691,0.86373,0.86333,0.88735,0.88695,294.63725,294.63725,171.73909,171.79974,1.39721,1.39536,0.0,2.694,3.1189,혼합 (1≤λ<3),0.018907,0.004932,0.273
기준선,DLC1.2-h-s4,DW,30,0.48,6126.0,378921.0346,6.1844,3676212.2,30,1.71533,1.71442,2.95366,2.95225,3.03445,3.03301,0.892,0.89158,0.9164,0.91597,294.63725,294.63725,171.8437,171.93371,2.1717,2.17174,0.0,2.7139,3.2389,혼합 (1≤λ<3),0.01966,0.005069,0.284
기준선,DLC1.2-h-s4,UW,30,0.48,6126.0,378921.0346,6.1844,3676212.2,30,1.71533,1.71442,2.87325,2.87183,2.95185,2.95038,0.86772,0.86729,0.89146,0.89102,294.63725,294.63725,171.8437,171.93371,1.44896,1.44756,0.0,2.6636,3.2042,혼합 (1≤λ<3),0.01966,0.005069,0.284
기준선,DLC1.2-h-s5,DW,30,0.47,6126.0,378979.9054,6.1854,3676212.1,30,1.71578,1.7146,2.94012,2.93892,3.02055,3.01931,0.88792,0.88755,0.91221,0.91183,294.63725,294.63725,171.8192,171.93936,2.14765,2.15578,0.0,2.74,3.2517,혼합 (1≤λ<3),0.019394,0.004769,0.28
기준선,DLC1.2-h-s5,UW,30,0.47,6126.0,378979.9054,6.1854,3676212.1,30,1.71578,1.7146,2.8593,2.85769,2.93751,2.93586,0.86351,0.86302,0.88713,0.88663,294.63725,294.63725,171.8192,171.93936,1.38487,1.38448,0.0,2.6505,3.1813,혼합 (1≤λ<3),0.019394,0.004769,0.28
기준선,DLC1.2-h-s6,DW,30,0.48,6126.0,379000.06,6.1857,3676212.6,30,1.71554,1.71471,2.98394,2.98395,3.06557,3.06558,0.90115,0.90115,0.9258,0.9258,294.63725,294.63725,171.81462,171.89877,2.55713,2.5665,0.0,2.7842,3.4486,혼합 (1≤λ<3),0.017424,0.003916,0.252
기준선,DLC1.2-h-s6,UW,30,0.48,6126.0,379000.06,6.1857,3676212.6,30,1.71554,1.71471,2.85823,2.85814,2.93642,2.93633,0.86319,0.86316,0.8868,0.88677,294.63725,294.63725,171.81462,171.89877,1.39386,1.39703,0.0,2.7155,3.1335,혼합 (1≤λ<3),0.017424,0.003916,0.252
기준선,DLC1.2-i-s1,DW,30,0.58,2997.0,185401.3431,6.1852,1798500.0,30,1.71585,1.71455,2.93622,2.93389,3.01654,3.01414,0.88674,0.88603,0.91099,0.91027,294.63725,294.63725,171.82245,171.95475,1.98555,1.98151,0.0,2.6758,3.2492,혼합 (1≤λ<3),0.00772,0.002098,0.111
기준선,DLC1.2-i-s1,UW,30,0.58,2997.0,185401.3431,6.1852,1798500.0,30,1.71585,1.71455,2.89578,2.89327,2.97499,2.97242,0.87452,0.87377,0.89845,0.89767,294.63725,294.63725,171.82245,171.95475,1.50402,1.50114,0.0,2.6498,3.1408,혼합 (1≤λ<3),0.00772,0.002098,0.111
기준선,DLC1.2-i-s2,DW,30,0.49,2997.0,185469.5548,6.1875,1798499.9,30,1.71623,1.71509,2.96412,2.96342,3.0452,3.04449,0.89516,0.89495,0.91965,0.91943,294.63725,294.63725,171.77142,171.88601,2.26557,2.27361,0.0,2.7325,3.269,혼합 (1≤λ<3),0.00811,0.002736,0.117
기준선,DLC1.2-i-s2,UW,30,0.49,2997.0,185469.5548,6.1875,1798499.9,30,1.71623,1.71509,2.9097,2.90785,2.9893,2.98739,0.87873,0.87817,0.90277,0.90219,294.63725,294.63725,171.77142,171.88601,1.58976,1.58819,0.0,2.6475,3.3158,혼합 (1≤λ<3),0.00811,0.002736,0.117
기준선,DLC1.2-i-s3,DW,30,0.49,2997.0,185477.6767,6.1877,1798499.5,30,1.71663,1.71512,2.97291,2.9698,3.05423,3.05104,0.89782,0.89688,0.92238,0.92141,294.63725,294.63725,171.76188,171.91716,2.4512,2.44114,0.0,2.5314,3.558,혼합 (1≤λ<3),0.008338,0.002496,0.12
기준선,DLC1.2-i-s3,UW,30,0.49,2997.0,185477.6767,6.1877,1798499.5,30,1.71663,1.71512,2.9101,2.90651,2.98971,2.98601,0.87885,0.87777,0.90289,0.90178,294.63725,294.63725,171.76188,171.91716,1.57887,1.57325,0.0,2.4677,3.2573,혼합 (1≤λ<3),0.008338,0.002496,0.12
기준선,DLC1.2-i-s4,DW,30,0.55,2997.0,185345.5989,6.1833,1798499.2,30,1.71564,1.7141,2.97565,2.97395,3.05705,3.0553,0.89865,0.89813,0.92323,0.9227,294.63725,294.63725,171.86336,172.01859,2.26475,2.26606,0.0,2.6984,3.1867,혼합 (1≤λ<3),0.00657,0.002293,0.095
기준선,DLC1.2-i-s4,UW,30,0.55,2997.0,185345.5989,6.1833,1798499.2,30,1.71564,1.7141,2.89092,2.88877,2.96999,2.96779,0.87306,0.87241,0.89694,0.89627,294.63725,294.63725,171.86336,172.01859,1.52493,1.52387,0.0,2.6787,3.1991,혼합 (1≤λ<3),0.00657,0.002293,0.095
기준선,DLC1.2-i-s5,DW,30,0.54,2997.0,185436.4979,6.1864,1798500.1,30,1.71618,1.71483,2.97524,2.97478,3.05663,3.05615,0.89852,0.89838,0.9231,0.92296,294.63725,294.63725,171.79503,171.93065,2.43698,2.44748,0.0,2.6795,3.3399,혼합 (1≤λ<3),0.008188,0.003845,0.118
기준선,DLC1.2-i-s5,UW,30,0.54,2997.0,185436.4979,6.1864,1798500.1,30,1.71618,1.71483,2.86557,2.86452,2.94396,2.94288,0.8654,0.86509,0.88908,0.88875,294.63725,294.63725,171.79503,171.93065,1.41269,1.41528,0.0,2.6778,3.1298,혼합 (1≤λ<3),0.008188,0.003845,0.118
기준선,DLC1.2-i-s6,DW,30,0.56,2997.0,185480.2541,6.1878,1798500.1,30,1.71612,1.7152,2.97767,2.97595,3.05913,3.05735,0.89926,0.89874,0.92386,0.92332,294.63725,294.63725,171.76509,171.85675,2.39495,2.38866,0.0,2.689,3.326,혼합 (1≤λ<3),0.007028,0.002532,0.101
기준선,DLC1.2-i-s6,UW,30,0.56,2997.0,185480.2541,6.1878,1798500.1,30,1.71612,1.7152,2.91361,2.91061,2.99331,2.99022,0.87991,0.879,0.90398,0.90305,294.63725,294.63725,171.76509,171.85675,1.61844,1.61121,0.0,2.6564,3.3184,혼합 (1≤λ<3),0.007028,0.002532,0.101
기준선,DLC1.2-j-s1,DW,30,0.57,1332.0,82465.0391,6.19,799333.2,30,1.71659,1.7157,2.93138,2.93014,3.01156,3.01029,0.88528,0.8849,0.90949,0.90911,294.63725,294.63725,171.71458,171.80441,2.00658,2.00577,0.0,2.6727,3.19,혼합 (1≤λ<3),0.002754,0.001555,0.04
기준선,DLC1.2-j-s1,UW,30,0.57,1332.0,82465.0391,6.19,799333.2,30,1.71659,1.7157,2.90745,2.90628,2.98699,2.98578,0.87805,0.8777,0.90207,0.90171,294.63725,294.63725,171.71458,171.80441,1.54754,1.54711,0.0,2.7421,3.2148,혼합 (1≤λ<3),0.002754,0.001555,0.04
기준선,DLC1.2-j-s2,DW,30,0.58,1332.0,82388.6888,6.1843,799333.1,30,1.71583,1.71432,2.92719,2.92575,3.00726,3.00578,0.88401,0.88358,0.90819,0.90775,294.63725,294.63725,171.84145,171.99273,1.94841,1.94936,0.0,2.6951,3.2318,혼합 (1≤λ<3),0.00279,0.001575,0.04
기준선,DLC1.2-j-s2,UW,30,0.58,1332.0,82388.6888,6.1843,799333.1,30,1.71583,1.71432,2.89614,2.89357,2.97536,2.97272,0.87463,0.87386,0.89856,0.89776,294.63725,294.63725,171.84145,171.99273,1.50794,1.50581,0.0,2.6084,3.2652,혼합 (1≤λ<3),0.00279,0.001575,0.04
기준선,DLC1.2-j-s3,DW,30,0.59,1332.0,82369.5613,6.1829,799333.5,30,1.71539,1.71401,2.91754,2.91586,2.99735,2.99563,0.8811,0.88059,0.9052,0.90468,294.63725,294.63725,171.87551,172.01654,1.89387,1.89496,0.0,2.704,3.1212,혼합 (1≤λ<3),0.002909,0.001405,0.042
기준선,DLC1.2-j-s3,UW,30,0.59,1332.0,82369.5613,6.1829,799333.5,30,1.71539,1.71401,2.89773,2.89563,2.977,2.97483,0.87511,0.87448,0.89905,0.8984,294.63725,294.63725,171.87551,172.01654,1.50448,1.50309,0.0,2.6572,3.1292,혼합 (1≤λ<3),0.002909,0.001405,0.042
기준선,DLC1.2-j-s4,DW,30,0.57,1332.0,82432.7248,6.1876,799333.2,30,1.71602,1.71515,2.92636,2.92537,3.00641,3.00539,0.88376,0.88346,0.90794,0.90763,294.63725,294.63725,171.77059,171.85751,1.93811,1.93897,0.0,2.6923,3.1326,혼합 (1≤λ<3),0.002702,0.001303,0.039
기준선,DLC1.2-j-s4,UW,30,0.57,1332.0,82432.7248,6.1876,799333.2,30,1.71602,1.71515,2.90331,2.90103,2.98273,2.98039,0.8768,0.87611,0.90078,0.90008,294.63725,294.63725,171.77059,171.85751,1.52602,1.52263,0.0,2.7038,3.1872,혼합 (1≤λ<3),0.002702,0.001303,0.039
기준선,DLC1.2-j-s5,DW,30,0.59,1332.0,82351.2863,6.1815,799333.3,30,1.7154,1.71366,2.92923,2.92798,3.00935,3.00807,0.88463,0.88425,0.90882,0.90844,294.63725,294.63725,171.904,172.083,2.01197,2.01815,0.0,2.6867,3.1899,혼합 (1≤λ<3),0.002863,0.0018,0.041
기준선,DLC1.2-j-s5,UW,30,0.59,1332.0,82351.2863,6.1815,799333.3,30,1.7154,1.71366,2.89839,2.89662,2.97768,2.97586,0.87531,0.87478,0.89926,0.89871,294.63725,294.63725,171.904,172.083,1.50773,1.50939,0.0,2.6918,3.1457,혼합 (1≤λ<3),0.002863,0.0018,0.041
기준선,DLC1.2-j-s6,DW,30,0.62,1332.0,82338.952,6.1806,799332.8,30,1.71522,1.71346,2.93521,2.93307,3.0155,3.01331,0.88643,0.88579,0.91068,0.91002,294.63725,294.63725,171.92518,172.10257,1.9906,1.9914,0.0,2.7159,3.2158,혼합 (1≤λ<3),0.002862,0.000981,0.041
기준선,DLC1.2-j-s6,UW,30,0.62,1332.0,82338.952,6.1806,799332.8,30,1.71522,1.71346,2.94045,2.93884,3.02088,3.01923,0.88802,0.88753,0.91231,0.91181,294.63725,294.63725,171.92518,172.10257,1.67898,1.68083,0.0,2.5827,3.1922,혼합 (1≤λ<3),0.002862,0.000981,0.041
기준선,DLC1.2-k-s1,DW,30,0.62,538.2,33311.3723,6.1884,322973.8,30,1.71661,1.71529,2.87705,2.87552,2.95575,2.95418,0.86887,0.86841,0.89264,0.89216,294.63725,294.63725,171.74923,171.88079,1.67978,1.68024,0.0,2.6535,3.1483,혼합 (1≤λ<3),0.001082,0.000994,0.016
기준선,DLC1.2-k-s1,UW,30,0.62,538.2,33311.3723,6.1884,322973.8,30,1.71661,1.71529,2.92377,2.92199,3.00375,3.00192,0.88298,0.88244,0.90713,0.90658,294.63725,294.63725,171.74923,171.88079,1.55676,1.55691,0.0,2.6266,3.1568,혼합 (1≤λ<3),0.001082,0.000994,0.016
기준선,DLC1.2-k-s2,DW,30,0.63,538.2,33322.5454,6.1905,322973.7,30,1.71653,1.71581,2.90472,2.90431,2.98418,2.98375,0.87723,0.8771,0.90122,0.90109,294.63725,294.63725,171.70658,171.77784,1.85767,1.85964,0.0,2.7082,3.1979,혼합 (1≤λ<3),0.000701,0.000724,0.01
기준선,DLC1.2-k-s2,UW,30,0.63,538.2,33322.5454,6.1905,322973.7,30,1.71653,1.71581,2.95647,2.95593,3.03735,3.03679,0.89286,0.89269,0.91728,0.91711,294.63725,294.63725,171.70658,171.77784,1.69555,1.69721,0.0,2.7158,3.2264,혼합 (1≤λ<3),0.000701,0.000724,0.01
기준선,DLC1.2-k-s3,DW,30,0.62,538.2,33322.3139,6.1904,322973.9,30,1.71689,1.71576,2.88342,2.88271,2.96229,2.96156,0.87079,0.87058,0.89461,0.89439,294.63725,294.63725,171.70417,171.81673,1.77358,1.7758,0.0,2.6902,3.2009,혼합 (1≤λ<3),0.001034,0.001047,0.015
기준선,DLC1.2-k-s3,UW,30,0.62,538.2,33322.3139,6.1904,322973.9,30,1.71689,1.71576,2.93844,2.93625,3.01882,3.01657,0.88741,0.88675,0.91168,0.91101,294.63725,294.63725,171.70417,171.81673,1.62281,1.62062,0.0,2.6722,3.1888,혼합 (1≤λ<3),0.001034,0.001047,0.015
기준선,DLC1.2-k-s4,DW,30,0.6,538.2,33306.0926,6.1874,322973.9,30,1.71609,1.71509,2.88745,2.88576,2.96644,2.9647,0.87201,0.8715,0.89586,0.89534,294.63725,294.63725,171.77454,171.87518,1.8737,1.87084,0.0,2.6278,3.2093,혼합 (1≤λ<3),0.00165,0.001423,0.024
기준선,DLC1.2-k-s4,UW,30,0.6,538.2,33306.0926,6.1874,322973.9,30,1.71609,1.71509,2.91831,2.91708,2.99814,2.99688,0.88133,0.88096,0.90544,0.90506,294.63725,294.63725,171.77454,171.87518,1.57755,1.57751,0.0,2.5325,3.2056,혼합 (1≤λ<3),0.00165,0.001423,0.024
기준선,DLC1.2-k-s5,DW,30,0.5,538.2,33317.5293,6.1895,322973.7,30,1.71668,1.71557,2.92275,2.9226,3.0027,3.00254,0.88267,0.88262,0.90682,0.90677,294.63725,294.63725,171.72467,171.8346,2.0657,2.07848,0.0,2.5996,3.2739,혼합 (1≤λ<3),0.001084,0.001414,0.016
기준선,DLC1.2-k-s5,UW,30,0.5,538.2,33317.5293,6.1895,322973.7,30,1.71668,1.71557,2.96105,2.95877,3.04204,3.03971,0.89424,0.89355,0.9187,0.91799,294.63725,294.63725,171.72467,171.8346,1.74869,1.74613,0.0,2.6955,3.2317,혼합 (1≤λ<3),0.001084,0.001414,0.016
기준선,DLC1.2-k-s6,DW,30,0.58,538.2,33322.6046,6.1905,322974.0,30,1.71694,1.71579,2.92772,2.92673,3.0078,3.00679,0.88417,0.88387,0.90836,0.90805,294.63725,294.63725,171.70267,171.81724,2.21181,2.21132,0.0,2.6944,3.4718,혼합 (1≤λ<3),0.001002,0.001033,0.014
기준선,DLC1.2-k-s6,UW,30,0.58,538.2,33322.6046,6.1905,322974.0,30,1.71694,1.71579,2.92308,2.92255,3.00304,3.00249,0.88277,0.88261,0.90692,0.90675,294.63725,294.63725,171.70267,171.81724,1.57375,1.57717,0.0,2.6431,3.1659,혼합 (1≤λ<3),0.001002,0.001033,0.014
기준선,DLC2.4.1-a-s1,DW,3,0.4,50.0,188.24,3.7585,3005.0,3,1.5154,1.09263,2.55418,1.89247,2.62405,1.94424,0.77136,0.57153,0.79246,0.58716,294.63725,294.63725,247.4075,493.36743,1.36293,0.9234,0.0,0.6167,3.0743,혼합 (1≤λ<3),6.4e-05,1.2e-05,0.001
기준선,DLC2.4.1-a-s1,UW,3,0.4,50.0,188.24,3.7585,3005.0,3,1.5154,1.09263,2.46807,1.80952,2.53559,1.85902,0.74536,0.54647,0.76575,0.56142,294.63725,294.63725,247.4075,493.36743,0.97453,0.67589,0.0,0.5656,3.0134,혼합 (1≤λ<3),6.4e-05,1.2e-05,0.001
기준선,DLC2.4.1-a-s2,DW,3,0.48,50.0,181.4145,3.6223,3005.0,3,1.48584,1.05795,2.45235,1.80378,2.51943,1.85312,0.74061,0.54474,0.76087,0.55964,294.63725,294.63725,254.5209,524.69595,1.10907,0.76884,0.0,0.5776,2.9364,혼합 (1≤λ<3),7.8e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s2,UW,3,0.48,50.0,181.4145,3.6223,3005.0,3,1.48584,1.05795,2.37935,1.73026,2.44444,1.77759,0.71856,0.52254,0.73822,0.53683,294.63725,294.63725,254.5209,524.69595,0.84822,0.5964,0.0,0.5303,2.8912,혼합 (1≤λ<3),7.8e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s3,DW,3,0.41,50.0,190.374,3.8011,3005.0,3,1.51535,1.10447,2.48286,1.86815,2.55077,1.91926,0.74982,0.56418,0.77033,0.57961,294.63725,294.63725,245.61548,474.89014,1.07456,0.76534,0.0,0.6343,2.957,혼합 (1≤λ<3),8.4e-05,1.7e-05,0.001
기준선,DLC2.4.1-a-s3,UW,3,0.41,50.0,190.374,3.8011,3005.0,3,1.51535,1.10447,2.40604,1.79097,2.47186,1.83996,0.72662,0.54087,0.7465,0.55567,294.63725,294.63725,245.61548,474.89014,0.82782,0.59669,0.0,0.5841,2.912,혼합 (1≤λ<3),8.4e-05,1.7e-05,0.001
기준선,DLC2.4.1-a-s4,DW,3,0.5,50.0,174.781,3.4898,3005.0,3,1.48813,1.02121,2.47409,1.75266,2.54177,1.8006,0.74718,0.5293,0.76761,0.54378,294.63725,294.63725,260.95297,582.70721,1.194,0.79113,0.0,0.5151,2.9862,혼합 (1≤λ<3),8.3e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s4,UW,3,0.5,50.0,174.781,3.4898,3005.0,3,1.48813,1.02121,2.38096,1.67127,2.44609,1.71699,0.71905,0.50472,0.73872,0.51853,294.63725,294.63725,260.95297,582.70721,0.85606,0.58383,0.0,0.4749,2.9017,혼합 (1≤λ<3),8.3e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s5,DW,3,0.5,50.0,186.215,3.7181,3005.0,3,1.53713,1.07975,2.53424,1.8396,2.60356,1.88992,0.76534,0.55556,0.78628,0.57076,294.63725,294.63725,248.75462,517.96179,1.18195,0.80158,0.0,0.5864,3.0553,혼합 (1≤λ<3),7.9e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s5,UW,3,0.5,50.0,186.215,3.7181,3005.0,3,1.53713,1.07975,2.45396,1.76163,2.52108,1.80982,0.7411,0.53201,0.76137,0.54657,294.63725,294.63725,248.75462,517.96179,0.87596,0.60686,0.0,0.5381,2.9957,혼합 (1≤λ<3),7.9e-05,1.6e-05,0.001
기준선,DLC2.4.1-a-s6,DW,3,0.37,50.0,190.5935,3.8055,3005.0,3,1.52694,1.10422,2.55056,1.89984,2.62033,1.95181,0.77027,0.57375,0.79134,0.58945,294.63725,294.63725,244.90493,488.41659,1.26813,0.87588,0.0,0.6231,3.0512,혼합 (1≤λ<3),6.3e-05,1.2e-05,0.001
기준선,DLC2.4.1-a-s6,UW,3,0.37,50.0,190.5935,3.8055,3005.0,3,1.52694,1.10422,2.45333,1.80996,2.52043,1.85947,0.7409,0.54661,0.76117,0.56156,294.63725,294.63725,244.90493,488.41659,0.90538,0.64092,0.0,0.5706,2.9741,혼합 (1≤λ<3),6.3e-05,1.2e-05,0.001
기준선,DLC2.4.1-b-s1,DW,3,0.78,50.0,133.654,2.6198,3004.9,3,1.41975,0.80891,2.36083,1.36208,2.42541,1.39933,0.71297,0.41135,0.73247,0.4226,294.63725,294.63725,303.15626,2487.67562,1.02519,0.57386,0.0,0.1296,2.7544,혼합 (1≤λ<3),7.3e-05,1.5e-05,0.001
기준선,DLC2.4.1-b-s1,UW,3,0.78,50.0,133.654,2.6198,3004.9,3,1.41975,0.80891,2.24891,1.2912,2.31042,1.32652,0.67917,0.38994,0.69775,0.40061,294.63725,294.63725,303.15626,2487.67562,0.76003,0.44224,0.0,0.1187,2.6305,혼합 (1≤λ<3),7.3e-05,1.5e-05,0.001
기준선,DLC2.4.1-b-s2,DW,3,0.86,50.0,138.64,2.6932,3005.0,3,1.40429,0.83326,2.31669,1.40653,2.38006,1.445,0.69964,0.42477,0.71878,0.43639,294.63725,294.63725,299.19014,1791.54681,0.99565,0.58881,0.0,0.1761,2.7166,혼합 (1≤λ<3),5.2e-05,1.4e-05,0.001
기준선,DLC2.4.1-b-s2,UW,3,0.86,50.0,138.64,2.6932,3005.0,3,1.40429,0.83326,2.42378,1.43248,2.49008,1.47167,0.73198,0.43261,0.75201,0.44444,294.63725,294.63725,299.19014,1791.54681,1.18855,0.6594,0.0,0.1612,2.8966,혼합 (1≤λ<3),5.2e-05,1.4e-05,0.001
기준선,DLC2.4.1-b-s3,DW,3,0.6,50.0,140.664,2.7618,3005.0,3,1.4227,0.8473,2.36548,1.42019,2.43019,1.45904,0.71438,0.4289,0.73392,0.44063,294.63725,294.63725,290.98073,2552.949,0.99692,0.5947,0.0,0.1258,2.7667,혼합 (1≤λ<3),7.9e-05,1.4e-05,0.001
기준선,DLC2.4.1-b-s3,UW,3,0.6,50.0,140.664,2.7618,3005.0,3,1.4227,0.8473,2.22187,1.33218,2.28265,1.36863,0.671,0.40232,0.68936,0.41332,294.63725,294.63725,290.98073,2552.949,0.70764,0.44206,0.0,0.1152,2.6003,혼합 (1≤λ<3),7.9e-05,1.4e-05,0.001
기준선,DLC2.4.1-b-s4,DW,3,0.73,50.0,132.17,2.5945,3005.1,3,1.37809,0.80437,2.40862,1.40257,2.47451,1.44093,0.7274,0.42358,0.7473,0.43516,294.63725,294.63725,305.87678,2673.12628,1.393,0.75306,0.0,0.1196,2.8348,혼합 (1≤λ<3),6.4e-05,1.1e-05,0.001
기준선,DLC2.4.1-b-s4,UW,3,0.73,50.0,132.17,2.5945,3005.1,3,1.37809,0.80437,2.23086,1.30085,2.29188,1.33644,0.67372,0.39286,0.69215,0.4036,294.63725,294.63725,305.87678,2673.12628,0.84895,0.49105,0.0,0.1102,2.6224,혼합 (1≤λ<3),6.4e-05,1.1e-05,0.001
기준선,DLC2.4.1-b-s5,DW,3,0.7,50.0,131.769,2.5447,3005.0,3,1.3246,0.7994,2.17242,1.33973,2.23184,1.37637,0.65607,0.4046,0.67402,0.41566,294.63725,294.63725,314.56545,1621.53145,0.84396,0.5111,0.0,0.1847,2.5604,혼합 (1≤λ<3),0.000112,3e-05,0.002
기준선,DLC2.4.1-b-s5,UW,3,0.7,50.0,131.769,2.5447,3005.0,3,1.3246,0.7994,2.10762,1.29081,2.16528,1.32611,0.6365,0.38982,0.65391,0.40049,294.63725,294.63725,314.56545,1621.53145,0.70029,0.43104,0.0,0.173,2.4971,혼합 (1≤λ<3),0.000112,3e-05,0.002
기준선,DLC2.4.1-b-s6,DW,3,0.61,50.0,136.215,2.6542,3005.1,3,1.38903,0.82254,2.3495,1.40652,2.41377,1.445,0.70955,0.42477,0.72896,0.43639,294.63725,294.63725,302.31833,1986.90195,1.11708,0.63669,0.0,0.1588,2.7686,혼합 (1≤λ<3),7.7e-05,1.6e-05,0.001
기준선,DLC2.4.1-b-s6,UW,3,0.61,50.0,136.215,2.6542,3005.1,3,1.38903,0.82254,2.2227,1.32719,2.2835,1.3635,0.67126,0.40081,0.68962,0.41178,294.63725,294.63725,302.31833,1986.90195,0.7925,0.47243,0.0,0.1454,2.6223,혼합 (1≤λ<3),7.7e-05,1.6e-05,0.001
기준선,DLC2.4.2-a-s1,DW,15,0.3,25.0,526.841,4.2103,7501.7,15,1.80051,1.18584,2.91435,1.91887,2.99407,1.97136,0.88013,0.5795,0.90421,0.59535,294.63725,294.63725,205.45484,4672.6679,1.38101,0.91251,0.0,0.0317,3.1813,혼합 (1≤λ<3),9.3e-05,2.3e-05,0.001
기준선,DLC2.4.2-a-s1,UW,15,0.3,25.0,526.841,4.2103,7501.7,15,1.80051,1.18584,2.83642,1.86178,2.91401,1.91271,0.8566,0.56226,0.88003,0.57764,294.63725,294.63725,205.45484,4672.6679,0.97263,0.65556,0.0,0.0291,3.0717,혼합 (1≤λ<3),9.3e-05,2.3e-05,0.001
