model,case,idx,bin,rpm,rev,brg,kappa,lambda_in,lambda_out,hmin_in_um,hmin_out_um,nu_mm2s,nu1_mm2s,a_iso,a_iso_capped
A1,C1,110,0,6.04809,0.01008015,UW,1.82117,4.223456,4.425512,1.275484,1.336505,294.637248,161.784558,2.535856,0
A1,C1,111,0,6.05846,0.01009743,UW,1.823762,4.228524,4.430822,1.277014,1.338108,294.637248,161.554681,2.538782,0
A1,C1,112,0,6.05502,0.0100917,UW,1.822902,4.226843,4.429061,1.276507,1.337576,294.637248,161.630858,2.537812,0
A1,C1,113,0,6.04842,0.0100807,UW,1.821253,4.223618,4.425681,1.275533,1.336556,294.637248,161.777232,2.535949,0
A1,C1,114,0,6.06025,0.01010042,UW,1.824209,4.229399,4.431738,1.277278,1.338385,294.637248,161.515074,2.539287,0
A1,C1,115,0,6.096,0.01016,UW,1.833136,4.246848,4.450022,1.282548,1.343907,294.637248,160.728501,2.549364,0
A1,C1,116,0,6.13658,0.01022763,UW,1.843259,4.266618,4.470738,1.288519,1.350163,294.637248,159.845825,2.560779,0
A1,C1,117,0,6.15743,0.01026238,UW,1.848456,4.27676,4.481365,1.291582,1.353372,294.637248,159.396448,2.566635,0
A1,C1,118,0,6.15713,0.01026188,UW,1.848381,4.276614,4.481213,1.291537,1.353326,294.637248,159.402894,2.566551,0
A1,C1,119,0,6.14909,0.01024848,UW,1.846377,4.272704,4.477116,1.290357,1.352089,294.637248,159.575864,2.564293,0
A1,C1,100,0,6.15269,0.01025448,DW,1.847274,4.404151,4.614851,1.330054,1.393685,294.637248,159.498364,4.380763,0
A1,C1,101,0,6.15207,0.01025345,DW,1.84712,4.403841,4.614526,1.32996,1.393587,294.637248,159.511705,4.380407,0
A1,C1,102,0,6.14344,0.01023907,DW,1.844969,4.399516,4.609994,1.328654,1.392218,294.637248,159.697664,4.37544,0
A1,C1,103,0,6.14272,0.01023787,DW,1.84479,4.399155,4.609615,1.328545,1.392104,294.637248,159.713201,4.375026,0
A1,C1,104,0,6.14617,0.01024362,DW,1.84565,4.400884,4.611428,1.329067,1.392651,294.637248,159.638787,4.377011,0
A1,C1,105,0,6.13692,0.0102282,DW,1.843344,4.396247,4.606568,1.327666,1.391184,294.637248,159.838475,4.371687,0
A1,C1,106,0,6.10614,0.0101769,DW,1.835667,4.3808,4.590383,1.323002,1.386296,294.637248,160.506935,4.353962,0
A1,C1,107,0,6.06252,0.0101042,DW,1.824776,4.35887,4.567404,1.316379,1.379356,294.637248,161.464877,4.328817,0
A1,C1,108,0,6.0287,0.01004783,DW,1.816323,4.341835,4.549553,1.311234,1.373965,294.637248,162.216326,4.3093,0
A1,C1,109,0,6.0297,0.0100495,DW,1.816573,4.342339,4.550082,1.311386,1.374125,294.637248,162.193997,4.309877,0
A1,C1,110,0,6.04809,0.01008015,DW,1.82117,4.351605,4.559791,1.314185,1.377057,294.637248,161.784558,4.320492,0
A1,C1,111,0,6.05846,0.01009743,DW,1.823762,4.356827,4.565263,1.315762,1.378709,294.637248,161.554681,4.326475,0
A1,C1,112,0,6.05502,0.0100917,DW,1.822902,4.355095,4.563448,1.315239,1.378161,294.637248,161.630858,4.32449,0
A1,C1,113,0,6.04842,0.0100807,DW,1.821253,4.351771,4.559965,1.314235,1.37711,294.637248,161.777232,4.320682,0
A1,C1,114,0,6.06025,0.01010042,DW,1.824209,4.357728,4.566207,1.316034,1.378994,294.637248,161.515074,4.327507,0
A1,C1,115,0,6.096,0.01016,DW,1.833136,4.375707,4.585046,1.321463,1.384684,294.637248,160.728501,4.348119,0
A1,C1,116,0,6.13658,0.01022763,DW,1.843259,4.396076,4.60639,1.327615,1.39113,294.637248,159.845825,4.371492,0
A1,C1,117,0,6.15743,0.01026238,DW,1.848456,4.406526,4.61734,1.330771,1.394437,294.637248,159.396448,4.38349,0
A1,C1,118,0,6.15713,0.01026188,DW,1.848381,4.406376,4.617182,1.330726,1.394389,294.637248,159.402894,4.383318,0
A1,C1,119,0,6.14909,0.01024848,DW,1.846377,4.402347,4.612961,1.329509,1.393114,294.637248,159.575864,4.378692,0
A1,C1,120,0,6.1424,0.01023733,UW,1.84471,4.26945,4.473705,1.289374,1.351059,294.637248,159.720107,2.562414,0
A1,C1,121,0,6.1496,0.01024933,UW,1.846504,4.272952,4.477376,1.290432,1.352167,294.637248,159.56488,2.564437,0
A1,C1,122,0,6.14295,0.01023825,UW,1.844847,4.269717,4.473986,1.289455,1.351144,294.637248,159.708237,2.562569,0
A1,C1,123,0,6.10745,0.01017908,UW,1.835994,4.25243,4.455872,1.284234,1.345673,294.637248,160.47836,2.552587,0
A1,C1,124,0,6.06134,0.01010223,UW,1.824481,4.229931,4.432296,1.277439,1.338553,294.637248,161.490967,2.539595,0
A1,C1,125,0,6.02613,0.01004355,UW,1.81568,4.212716,4.414258,1.27224,1.333106,294.637248,162.273745,2.529653,0
A1,C1,126,0,6.01956,0.0100326,UW,1.814037,4.209501,4.410888,1.271269,1.332088,294.637248,162.420734,2.527796,0
A1,C1,127,0,6.03347,0.01005578,UW,1.817516,4.216307,4.418021,1.273325,1.334242,294.637248,162.109874,2.531727,0
A1,C1,128,0,6.03811,0.01006352,UW,1.818676,4.218577,4.420399,1.27401,1.33496,294.637248,162.006471,2.533038,0
A1,C1,129,0,6.02359,0.01003932,UW,1.815045,4.211473,4.412955,1.271865,1.332712,294.637248,162.330537,2.528935,0
A1,C1,130,0,6.01528,0.01002547,UW,1.812967,4.207405,4.408693,1.270636,1.331425,294.637248,162.516648,2.526585,0
A1,C1,131,0,6.03713,0.01006188,UW,1.818431,4.218098,4.419896,1.273865,1.334809,294.637248,162.028299,2.532761,0
A1,C1,132,0,6.08361,0.01013935,UW,1.830043,4.240804,4.443689,1.280723,1.341994,294.637248,161.000149,2.545874,0
A1,C1,133,0,6.12995,0.01021658,UW,1.841606,4.26339,4.467356,1.287544,1.349142,294.637248,159.989307,2.558916,0
A1,C1,134,0,6.15613,0.01026022,UW,1.848132,4.276128,4.480703,1.291391,1.353172,294.637248,159.424385,2.56627,0
A1,C1,135,0,6.15117,0.01025195,UW,1.846896,4.273716,4.478176,1.290662,1.352409,294.637248,159.531076,2.564878,0
A1,C1,136,0,6.13907,0.01023178,UW,1.84388,4.267829,4.472008,1.288884,1.350546,294.637248,159.792012,2.561479,0
A1,C1,137,0,6.1405,0.01023417,UW,1.844236,4.268525,4.472737,1.289095,1.350766,294.637248,159.761125,2.561881,0
A1,C1,138,0,6.13769,0.01022948,UW,1.843536,4.267158,4.471304,1.288682,1.350334,294.637248,159.821831,2.561091,0
A1,C1,139,0,6.12426,0.0102071,UW,1.840187,4.26062,4.464453,1.286707,1.348265,294.637248,160.112672,2.557316,0
A1,C1,120,0,6.1424,0.01023733,DW,1.84471,4.398994,4.609447,1.328496,1.392053,294.637248,159.720107,4.374842,0
A1,C1,121,0,6.1496,0.01024933,DW,1.846504,4.402603,4.613229,1.329586,1.393195,294.637248,159.56488,4.378985,0
A1,C1,122,0,6.14295,0.01023825,DW,1.844847,4.39927,4.609736,1.32858,1.39214,294.637248,159.708237,4.375158,0
A1,C1,123,0,6.10745,0.01017908,DW,1.835994,4.381458,4.591072,1.3232,1.386504,294.637248,160.47836,4.354717,0
A1,C1,124,0,6.06134,0.01010223,DW,1.824481,4.358276,4.566782,1.316199,1.379168,294.637248,161.490967,4.328136,0
A1,C1,125,0,6.02613,0.01004355,DW,1.81568,4.340539,4.548196,1.310843,1.373555,294.637248,162.273745,4.307816,0
A1,C1,126,0,6.01956,0.0100326,DW,1.814037,4.337226,4.544724,1.309842,1.372507,294.637248,162.420734,4.304022,0
A1,C1,127,0,6.03347,0.01005578,DW,1.817516,4.344239,4.552073,1.31196,1.374726,294.637248,162.109874,4.312054,0
A1,C1,128,0,6.03811,0.01006352,DW,1.818676,4.346578,4.554523,1.312666,1.375466,294.637248,162.006471,4.314732,0
A1,C1,129,0,6.02359,0.01003932,DW,1.815045,4.339258,4.546854,1.310456,1.37315,294.637248,162.330537,4.306349,0
A1,C1,130,0,6.01528,0.01002547,DW,1.812967,4.335067,4.542462,1.30919,1.371823,294.637248,162.516648,4.30155,0
A1,C1,131,0,6.03713,0.01006188,DW,1.818431,4.346084,4.554006,1.312517,1.37531,294.637248,162.028299,4.314166,0
A1,C1,132,0,6.08361,0.01013935,DW,1.830043,4.369479,4.57852,1.319583,1.382713,294.637248,161.000149,4.340978,0
A1,C1,133,0,6.12995,0.01021658,DW,1.841606,4.392751,4.602905,1.326611,1.390077,294.637248,159.989307,4.367675,0
A1,C1,134,0,6.15613,0.01026022,DW,1.848132,4.405875,4.616657,1.330574,1.394231,294.637248,159.424385,4.382743,0
A1,C1,135,0,6.15117,0.01025195,DW,1.846896,4.40339,4.614053,1.329824,1.393444,294.637248,159.531076,4.379889,0
A1,C1,136,0,6.13907,0.01023178,DW,1.84388,4.397325,4.607698,1.327992,1.391525,294.637248,159.792012,4.372925,0
A1,C1,137,0,6.1405,0.01023417,DW,1.844236,4.398042,4.608449,1.328209,1.391752,294.637248,159.761125,4.373748,0
A1,C1,138,0,6.13769,0.01022948,DW,1.843536,4.396633,4.606973,1.327783,1.391306,294.637248,159.821831,4.372131,0
A1,C1,139,0,6.12426,0.0102071,DW,1.840187,4.389896,4.599914,1.325749,1.389174,294.637248,160.112672,4.364399,0
A1,C1,140,0,6.09485,0.01015808,UW,1.832849,4.246287,4.449435,1.282379,1.343729,294.637248,160.753672,2.54904,0
A1,C1,141,0,6.06492,0.0101082,UW,1.825376,4.23168,4.434129,1.277967,1.339107,294.637248,161.411843,2.540605,0
A1,C1,142,0,6.05593,0.01009322,UW,1.82313,4.227288,4.429527,1.276641,1.337717,294.637248,161.610699,2.538068,0
A1,C1,143,0,6.0629,0.01010483,UW,1.824871,4.230693,4.433095,1.277669,1.338795,294.637248,161.456478,2.540035,0
A1,C1,144,0,6.0608,0.01010133,UW,1.824346,4.229667,4.43202,1.27736,1.33847,294.637248,161.502909,2.539443,0
A1,C1,145,0,6.04951,0.01008252,UW,1.821525,4.224151,4.426239,1.275693,1.336724,294.637248,161.753038,2.536257,0
A1,C1,146,0,6.04567,0.01007612,UW,1.820566,4.222273,4.424272,1.275127,1.33613,294.637248,161.838307,2.535172,0
A1,C1,147,0,6.05232,0.0100872,UW,1.822228,4.225524,4.427678,1.276108,1.337159,294.637248,161.690703,2.53705,0
A1,C1,148,0,6.08693,0.01014488,UW,1.830872,4.242424,4.445387,1.281212,1.342507,294.637248,160.927259,2.546809,0
A1,C1,149,0,6.13363,0.01022272,UW,1.842523,4.265182,4.469233,1.288085,1.349708,294.637248,159.909632,2.55995,0
A1,C1,150,0,6.16943,0.01028238,UW,1.851445,4.282593,4.487477,1.293343,1.355218,294.637248,159.139074,2.570003,0
A1,C1,151,0,6.19362,0.0103227,UW,1.857468,4.29434,4.499787,1.296891,1.358936,294.637248,158.623025,2.576785,0
A1,C1,152,0,6.20155,0.01033592,UW,1.859442,4.298188,4.503819,1.298053,1.360153,294.637248,158.454655,2.579006,0
A1,C1,153,0,6.20397,0.01033995,UW,1.860044,4.299362,4.505049,1.298407,1.360525,294.637248,158.403352,2.579684,0
A1,C1,154,0,6.20511,0.01034185,UW,1.860328,4.299915,4.505628,1.298574,1.3607,294.637248,158.379197,2.580003,0
A1,C1,155,0,6.18853,0.01031422,UW,1.856201,4.291869,4.497198,1.296145,1.358154,294.637248,158.731304,2.575358,0
A1,C1,156,0,6.15832,0.01026387,UW,1.848677,4.277193,4.481819,1.291712,1.353509,294.637248,159.377328,2.566885,0
A1,C1,157,0,6.11926,0.01019877,UW,1.83894,4.258185,4.461901,1.285972,1.347494,294.637248,160.221251,2.55591,0
A1,C1,158,0,6.08151,0.01013585,UW,1.829519,4.239779,4.442615,1.280413,1.34167,294.637248,161.046291,2.545282,0
A1,C1,159,0,6.06421,0.01010702,UW,1.825198,4.231333,4.433765,1.277863,1.338997,294.637248,161.427528,2.540404,0
A1,C1,140,0,6.09485,0.01015808,DW,1.832849,4.375129,4.58444,1.321289,1.384501,294.637248,160.753672,4.347457,0
A1,C1,141,0,6.06492,0.0101082,DW,1.825376,4.360078,4.56867,1.316744,1.379738,294.637248,161.411843,4.330201,0
A1,C1,142,0,6.05593,0.01009322,DW,1.82313,4.355553,4.563928,1.315377,1.378306,294.637248,161.610699,4.325015,0
A1,C1,143,0,6.0629,0.01010483,DW,1.824871,4.359062,4.567604,1.316437,1.379417,294.637248,161.456478,4.329036,0
A1,C1,144,0,6.0608,0.01010133,DW,1.824346,4.358005,4.566497,1.316117,1.379082,294.637248,161.502909,4.327824,0
A1,C1,145,0,6.04951,0.01008252,DW,1.821525,4.35232,4.560541,1.314401,1.377283,294.637248,161.753038,4.321311,0
A1,C1,146,0,6.04567,0.01007612,DW,1.820566,4.350386,4.558514,1.313817,1.376671,294.637248,161.838307,4.319095,0
A1,C1,147,0,6.05232,0.0100872,DW,1.822228,4.353735,4.562023,1.314828,1.377731,294.637248,161.690703,4.322932,0
A1,C1,148,0,6.08693,0.01014488,DW,1.830872,4.371148,4.580269,1.320087,1.383241,294.637248,160.927259,4.342892,0
A1,C1,149,0,6.13363,0.01022272,DW,1.842523,4.394597,4.604839,1.327168,1.390662,294.637248,159.909632,4.369793,0
A1,C1,150,0,6.16943,0.01028238,DW,1.851445,4.412536,4.623637,1.332586,1.396338,294.637248,159.139074,4.390393,0
A1,C1,151,0,6.19362,0.0103227,DW,1.857468,4.42464,4.63632,1.336241,1.400169,294.637248,158.623025,4.404301,0
A1,C1,152,0,6.20155,0.01033592,DW,1.859442,4.428604,4.640474,1.337439,1.401423,294.637248,158.454655,4.408858,0
A1,C1,153,0,6.20397,0.01033995,DW,1.860044,4.429814,4.641742,1.337804,1.401806,294.637248,158.403352,4.410249,0
A1,C1,154,0,6.20511,0.01034185,DW,1.860328,4.430384,4.642339,1.337976,1.401986,294.637248,158.379197,4.410904,0
A1,C1,155,0,6.18853,0.01031422,DW,1.856201,4.422094,4.633652,1.335472,1.399363,294.637248,158.731304,4.401375,0
A1,C1,156,0,6.15832,0.01026387,DW,1.848677,4.406972,4.617807,1.330906,1.394578,294.637248,159.377328,4.384002,0
A1,C1,157,0,6.11926,0.01019877,DW,1.83894,4.387387,4.597285,1.324991,1.38838,294.637248,160.221251,4.361519,0
A1,C1,158,0,6.08151,0.01013585,DW,1.829519,4.368423,4.577414,1.319264,1.382379,294.637248,161.046291,4.339767,0
A1,C1,159,0,6.06421,0.01010702,DW,1.825198,4.359721,4.568295,1.316636,1.379625,294.637248,161.427528,4.329791,0
A1,C1,160,0,6.06798,0.0101133,UW,1.82614,4.233174,4.435694,1.278419,1.33958,294.637248,161.34428,2.541468,0
A1,C1,161,0,6.07554,0.0101259,UW,1.828028,4.236865,4.439562,1.279533,1.340748,294.637248,161.177627,2.543599,0
A1,C1,162,0,6.09079,0.01015132,UW,1.831836,4.244307,4.44736,1.281781,1.343103,294.637248,160.842606,2.547896,0
A1,C1,163,0,6.10088,0.01016813,UW,1.834354,4.249228,4.452516,1.283267,1.34466,294.637248,160.621786,2.550738,0
A1,C1,164,0,6.11309,0.01018848,UW,1.837401,4.255179,4.458752,1.285064,1.346543,294.637248,160.355461,2.554174,0
A1,C1,165,0,6.13341,0.01022235,UW,1.842469,4.265075,4.469121,1.288053,1.349675,294.637248,159.914393,2.559888,0
A1,C1,166,0,6.15869,0.01026448,UW,1.848769,4.277373,4.482007,1.291767,1.353566,294.637248,159.369381,2.566989,0
A1,C1,167,0,6.19614,0.0103269,UW,1.858096,4.295563,4.501068,1.29726,1.359323,294.637248,158.569478,2.577491,0
A1,C1,168,0,6.23575,0.01039292,UW,1.867949,4.314767,4.521191,1.30306,1.3654,294.637248,157.733011,2.588576,0
A1,C1,169,0,6.25409,0.01042348,UW,1.872508,4.323646,4.530495,1.305741,1.368209,294.637248,157.348999,2.593702,0
A1,C1,170,0,6.24735,0.01041225,UW,1.870833,4.320384,4.527076,1.304756,1.367177,294.637248,157.489885,2.591819,0
A1,C1,171,0,6.22602,0.0103767,UW,1.86553,4.310053,4.516251,1.301636,1.363908,294.637248,157.937582,2.585855,0
A1,C1,172,0,6.19502,0.01032503,UW,1.857817,4.29502,4.500498,1.297096,1.359151,294.637248,158.593272,2.577177,0
A1,C1,173,0,6.17099,0.01028498,UW,1.851834,4.283351,4.488271,1.293572,1.355458,294.637248,159.105683,2.57044,0
A1,C1,174,0,6.14826,0.0102471,UW,1.84617,4.272301,4.476693,1.290235,1.351961,294.637248,159.593744,2.56406,0
A1,C1,175,0,6.11665,0.01019442,UW,1.838289,4.256913,4.460569,1.285588,1.347092,294.637248,160.277994,2.555176,0
A1,C1,176,0,6.09854,0.01016423,UW,1.83377,4.248087,4.45132,1.282922,1.344299,294.637248,160.672937,2.550079,0
A1,C1,177,0,6.08573,0.01014288,UW,1.830573,4.241838,4.444773,1.281035,1.342321,294.637248,160.953597,2.546471,0
A1,C1,178,0,6.09459,0.01015765,UW,1.832784,4.24616,4.449302,1.28234,1.343689,294.637248,160.759364,2.548967,0
A1,C1,179,0,6.13769,0.01022948,UW,1.843536,4.267158,4.471304,1.288682,1.350334,294.637248,159.821831,2.561091,0
A1,C1,160,0,6.06798,0.0101133,DW,1.82614,4.361618,4.570283,1.317209,1.380225,294.637248,161.34428,4.331966,0
A1,C1,161,0,6.07554,0.0101259,DW,1.828028,4.365421,4.574268,1.318357,1.381429,294.637248,161.177627,4.336325,0
A1,C1,162,0,6.09079,0.01015132,DW,1.831836,4.373088,4.582302,1.320673,1.383855,294.637248,160.842606,4.345117,0
A1,C1,163,0,6.10088,0.01016813,DW,1.834354,4.378158,4.587615,1.322204,1.38546,294.637248,160.621786,4.350931,0
A1,C1,164,0,6.11309,0.01018848,DW,1.837401,4.38429,4.59404,1.324056,1.3874,294.637248,160.355461,4.357966,0
A1,C1,165,0,6.13341,0.01022235,DW,1.842469,4.394486,4.604724,1.327135,1.390627,294.637248,159.914393,4.369667,0
A1,C1,166,0,6.15869,0.01026448,DW,1.848769,4.407157,4.618001,1.330962,1.394636,294.637248,159.369381,4.384215,0
A1,C1,167,0,6.19614,0.0103269,DW,1.858096,4.4259,4.63764,1.336622,1.400567,294.637248,158.569478,4.405749,0
A1,C1,168,0,6.23575,0.01039292,DW,1.867949,4.445686,4.658373,1.342597,1.406829,294.637248,157.733011,4.428502,0
A1,C1,169,0,6.25409,0.01042348,DW,1.872508,4.454835,4.66796,1.34536,1.409724,294.637248,157.348999,4.439029,0
A1,C1,170,0,6.24735,0.01041225,DW,1.870833,4.451474,4.664438,1.344345,1.40866,294.637248,157.489885,4.435161,0
A1,C1,171,0,6.22602,0.0103767,DW,1.86553,4.440829,4.653284,1.34113,1.405292,294.637248,157.937582,4.422915,0
A1,C1,172,0,6.19502,0.01032503,DW,1.857817,4.42534,4.637053,1.336453,1.40039,294.637248,158.593272,4.405106,0
A1,C1,173,0,6.17099,0.01028498,DW,1.851834,4.413317,4.624455,1.332822,1.396585,294.637248,159.105683,4.39129,0
A1,C1,174,0,6.14826,0.0102471,DW,1.84617,4.401931,4.612525,1.329383,1.392983,294.637248,159.593744,4.378214,0
A1,C1,175,0,6.11665,0.01019442,DW,1.838289,4.386077,4.595912,1.324595,1.387966,294.637248,160.277994,4.360016,0
A1,C1,176,0,6.09854,0.01016423,DW,1.83377,4.376983,4.586383,1.321849,1.385088,294.637248,160.672937,4.349583,0
A1,C1,177,0,6.08573,0.01014288,DW,1.830573,4.370545,4.579637,1.319905,1.38305,294.637248,160.953597,4.3422,0
A1,C1,178,0,6.09459,0.01015765,DW,1.832784,4.374998,4.584303,1.321249,1.38446,294.637248,160.759364,4.347307,0
A1,C1,179,0,6.13769,0.01022948,DW,1.843536,4.396633,4.606973,1.327783,1.391306,294.637248,159.821831,4.372131,0
A1,C1,180,0,6.17961,0.01029935,UW,1.85398,4.287538,4.492659,1.294837,1.356783,294.637248,158.921452,2.572858,0
A1,C1,181,0,6.20733,0.01034555,UW,1.86088,4.300992,4.506757,1.2989,1.361041,294.637248,158.332182,2.580625,0
A1,C1,182,0,6.22908,0.0103818,UW,1.866291,4.311536,4.517805,1.302084,1.364377,294.637248,157.873183,2.586711,0
A1,C1,183,0,6.23497,0.01039162,UW,1.867755,4.314389,4.520795,1.302945,1.36528,294.637248,157.749389,2.588358,0
A1,C1,184,0,6.25536,0.0104256,UW,1.872824,4.324261,4.531139,1.305927,1.368404,294.637248,157.322484,2.594057,0
A1,C1,185,0,6.2865,0.0104775,UW,1.880558,4.339318,4.546916,1.310474,1.373169,294.637248,156.675398,2.602748,0
A1,C1,186,0,6.3007,0.01050117,UW,1.884083,4.346177,4.554103,1.312545,1.375339,294.637248,156.382267,2.606706,0
A1,C1,187,0,6.29218,0.01048697,UW,1.881969,4.342062,4.549792,1.311303,1.374037,294.637248,156.558,2.604332,0
A1,C1,188,0,6.25825,0.01043042,UW,1.873542,4.325659,4.532604,1.306349,1.368846,294.637248,157.262182,2.594864,0
A1,C1,189,0,6.21869,0.01036448,UW,1.863707,4.3065,4.512528,1.300563,1.362784,294.637248,158.092081,2.583804,0
A1,C1,190,0,6.19945,0.01033242,UW,1.858919,4.297169,4.502751,1.297745,1.359831,294.637248,158.499204,2.578418,0
A1,C1,191,0,6.18741,0.01031235,UW,1.855922,4.291326,4.496628,1.29598,1.357982,294.637248,158.755152,2.575044,0
A1,C1,192,0,6.16454,0.01027423,UW,1.850227,4.280216,4.484987,1.292625,1.354466,294.637248,159.243843,2.568631,0
A1,C1,193,0,6.14104,0.01023507,UW,1.844371,4.268788,4.473012,1.289174,1.35085,294.637248,159.749465,2.562032,0
A1,C1,194,0,6.12931,0.01021552,UW,1.841446,4.263079,4.46703,1.28745,1.349043,294.637248,160.003172,2.558736,0
A1,C1,195,0,6.13774,0.01022957,UW,1.843548,4.267182,4.471329,1.288689,1.350341,294.637248,159.82075,2.561105,0
A1,C1,196,0,6.17219,0.01028698,UW,1.852132,4.283934,4.488882,1.293748,1.355642,294.637248,159.080007,2.570777,0
A1,C1,197,0,6.20742,0.0103457,UW,1.860903,4.301036,4.506802,1.298913,1.361054,294.637248,158.330277,2.58065,0
A1,C1,198,0,6.2353,0.01039217,UW,1.867837,4.314549,4.520962,1.302994,1.365331,294.637248,157.742459,2.588451,0
A1,C1,199,0,6.26315,0.01043858,UW,1.874759,4.32803,4.535088,1.307065,1.369596,294.637248,157.160056,2.596232,0
A1,C1,180,0,6.17961,0.01029935,DW,1.85398,4.417631,4.628976,1.334125,1.397951,294.637248,158.921452,4.396247,0
A1,C1,181,0,6.20733,0.01034555,DW,1.86088,4.431493,4.643501,1.338311,1.402337,294.637248,158.332182,4.41218,0
A1,C1,182,0,6.22908,0.0103818,DW,1.866291,4.442357,4.654885,1.341592,1.405775,294.637248,157.873183,4.424672,0
A1,C1,183,0,6.23497,0.01039162,DW,1.867755,4.445297,4.657965,1.34248,1.406706,294.637248,157.749389,4.428054,0
A1,C1,184,0,6.25536,0.0104256,DW,1.872824,4.455468,4.668623,1.345551,1.409924,294.637248,157.322484,4.439757,0
A1,C1,185,0,6.2865,0.0104775,DW,1.880558,4.470982,4.68488,1.350237,1.414834,294.637248,156.675398,4.457618,0
A1,C1,186,0,6.3007,0.01050117,DW,1.884083,4.478049,4.692285,1.352371,1.41707,294.637248,156.382267,4.465758,0
A1,C1,187,0,6.29218,0.01048697,DW,1.881969,4.47381,4.687842,1.351091,1.415728,294.637248,156.558,4.460875,0
A1,C1,188,0,6.25825,0.01043042,DW,1.873542,4.456909,4.670133,1.345986,1.41038,294.637248,157.262182,4.441416,0
A1,C1,189,0,6.21869,0.01036448,DW,1.863707,4.437169,4.649448,1.340025,1.404133,294.637248,158.092081,4.418705,0
A1,C1,190,0,6.19945,0.01033242,DW,1.858919,4.427555,4.639374,1.337122,1.401091,294.637248,158.499204,4.407652,0
A1,C1,191,0,6.18741,0.01031235,DW,1.855922,4.421534,4.633065,1.335303,1.399186,294.637248,158.755152,4.400732,0
A1,C1,192,0,6.16454,0.01027423,DW,1.850227,4.410087,4.621071,1.331846,1.395564,294.637248,159.243843,4.387581,0
A1,C1,193,0,6.14104,0.01023507,DW,1.844371,4.398312,4.608733,1.32829,1.391837,294.637248,159.749465,4.374059,0
A1,C1,194,0,6.12931,0.01021552,DW,1.841446,4.39243,4.602569,1.326514,1.389976,294.637248,160.003172,4.367306,0
A1,C1,195,0,6.13774,0.01022957,DW,1.843548,4.396658,4.606999,1.327791,1.391314,294.637248,159.82075,4.372159,0
A1,C1,196,0,6.17219,0.01028698,DW,1.852132,4.413918,4.625085,1.333003,1.396776,294.637248,159.080007,4.39198,0
A1,C1,197,0,6.20742,0.0103457,DW,1.860903,4.431538,4.643548,1.338325,1.402352,294.637248,158.330277,4.412231,0
A1,C1,198,0,6.2353,0.01039217,DW,1.867837,4.445462,4.658138,1.342529,1.406758,294.637248,157.742459,4.428244,0
A1,C1,199,0,6.26315,0.01043858,DW,1.874759,4.459351,4.672692,1.346724,1.411153,294.637248,157.160056,4.444227,0
A1,C1,200,1,6.29128,0.01048547,UW,1.881745,4.357716,4.566195,1.31603,1.378991,294.637248,156.576589,2.677841,0
A1,C1,201,1,6.3139,0.01052317,UW,1.887359,4.368678,4.577681,1.319341,1.38246,294.637248,156.110861,2.684389,0
A1,C1,202,1,6.32767,0.01054612,UW,1.890775,4.375345,4.584667,1.321354,1.384569,294.637248,155.82884,2.688371,0
A1,C1,203,1,6.31939,0.01053232,UW,1.888721,4.371337,4.580467,1.320144,1.383301,294.637248,155.998287,2.685977,0
A1,C1,204,1,6.29419,0.01049032,UW,1.882468,4.359127,4.567673,1.316456,1.379437,294.637248,156.516503,2.678684,0
A1,C1,205,1,6.27122,0.01045203,UW,1.876764,4.347985,4.555998,1.313092,1.375911,294.637248,156.99218,2.672029,0
A1,C1,206,1,6.24893,0.01041488,UW,1.871226,4.337162,4.544657,1.309823,1.372486,294.637248,157.456833,2.665563,0
