idx,dmg_UW,dmg_DW
0,5.113295066360456e-10,7.490135949010927e-11
1,4.694653654364159e-10,6.939895454897391e-11
2,4.5071116309799254e-10,6.937642588099306e-11
3,4.709109140462278e-10,7.686522939228245e-11
4,4.76861806771762e-10,8.045061272207174e-11
5,4.421579517156109e-10,7.48161772695097e-11
6,3.7601328942005494e-10,6.143036575541155e-11
7,3.1287616441160977e-10,4.6275740571196625e-11
8,2.772555140297973e-10,3.6712318719301903e-11
9,2.42418477636838e-10,2.8821219499553484e-11
10,2.039735586539836e-10,2.2258731929779046e-11
11,1.779665281945272e-10,1.8353283400693105e-11
12,1.8074461025119461e-10,1.9147792925605136e-11
13,1.939906389581628e-10,2.236664624777739e-11
14,2.0649257678888553e-10,2.607360681376157e-11
15,2.2172575380256505e-10,2.9920748154040977e-11
16,2.582432495410063e-10,3.620370995345181e-11
17,3.0763976898229596e-10,4.357099565002642e-11
18,3.3479822954068604e-10,4.713424758923281e-11
19,3.2624669243513196e-10,4.5005602317637694e-11
20,3.295448809182115e-10,4.532203046980148e-11
21,3.4592512337220633e-10,4.833318397303892e-11
22,3.557657582654656e-10,5.087769081004099e-11
23,3.3815714771810127e-10,4.987180093212945e-11
24,3.499408490539333e-10,5.3811640472161055e-11
25,4.054937731494577e-10,6.642834089417647e-11
26,4.890703713145958e-10,8.493745836709163e-11
27,5.430211609316455e-10,9.875123500903765e-11
28,5.516519465901147e-10,1.039515292219912e-10
29,5.297340967556353e-10,1.0069750198137201e-10
30,4.736110541300826e-10,8.7840020188763e-11
31,3.8645433803364764e-10,6.806243099608792e-11
32,3.0241592321057933e-10,5.0356638109159005e-11
33,2.550757900534623e-10,4.0476013424782407e-11
34,2.4237902734621684e-10,3.777882517244158e-11
35,2.4842884672234783e-10,3.9278367761218355e-11
36,2.505759955017911e-10,4.079632161842543e-11
37,2.3634061007940444e-10,3.9928601801819835e-11
38,2.1336986216711708e-10,3.709944174504552e-11
39,1.8564162172883358e-10,3.2404328678846504e-11
40,1.6310851360534828e-10,2.8121831890488082e-11
41,1.434464772954492e-10,2.354943189136376e-11
42,1.2404445787195587e-10,1.851382407139987e-11
43,1.1536859362520728e-10,1.500364016394448e-11
44,1.1636470461906701e-10,1.3552832342375973e-11
45,1.243860348972589e-10,1.3819344362645874e-11
46,1.4242222088559466e-10,1.589762816785836e-11
47,1.7570243025511203e-10,2.048550634239576e-11
48,2.051074903113925e-10,2.4966176506150177e-11
49,2.095838581665683e-10,2.598229926697439e-11
50,2.0145100087449593e-10,2.5054152898313165e-11
51,2.0975459251080676e-10,2.5989920975791204e-11
52,2.230232405016534e-10,2.7452420040207883e-11
53,2.3520806583720384e-10,2.865626098096046e-11
54,2.450937622843167e-10,3.0000811437452776e-11
55,2.663530264263571e-10,3.3404186095311746e-11
56,2.9578558205454053e-10,3.838290771210356e-11
57,3.1409339546543243e-10,4.2099394000735475e-11
58,3.112909729340693e-10,4.214267077668413e-11
59,3.0634581030485957e-10,4.192581283104143e-11
60,3.1027218526015623e-10,4.3448726578619414e-11
61,2.9572292420542875e-10,4.25943396717593e-11
62,2.75902227688078e-10,4.135042601152153e-11
63,2.513004852212553e-10,3.8955477926844774e-11
64,2.3759819305984375e-10,3.7399265176721603e-11
65,2.180767215960057e-10,3.4167130896321713e-11
66,1.8030569760496556e-10,2.7661697836581254e-11
67,1.4804945247373496e-10,2.2183092010470035e-11
68,1.2539264338129415e-10,1.8534864749343608e-11
69,1.1376447001182e-10,1.707549923911661e-11
70,1.0609778825118697e-10,1.6892902543776176e-11
71,1.0143454961677169e-10,1.818074503442549e-11
72,1.1440278791432378e-10,2.2976382802596556e-11
73,1.3462699938214854e-10,2.8440674088205628e-11
74,1.4773453819647433e-10,3.042948041179338e-11
75,1.3202906014135434e-10,2.6020325533601522e-11
76,1.0299098293559478e-10,1.891282373437155e-11
77,7.97183096046467e-11,1.1822703800669279e-11
78,7.407549748094253e-11,7.876188134811497e-12
79,7.754341593655896e-11,6.318834715687481e-12
80,8.431364390341477e-11,6.4199176993803034e-12
81,9.916850565806042e-11,8.04428240079328e-12
82,1.3714537040236437e-10,1.262957274208027e-11
83,1.8619780564430342e-10,1.9168403375306723e-11
84,1.9736975031480355e-10,2.1228369870202757e-11
85,1.8260234720516895e-10,1.974224395034865e-11
86,1.788875681278728e-10,1.971759140935119e-11
87,1.9383915150644224e-10,2.2056001306188495e-11
88,1.9753737032165638e-10,2.312281999819912e-11
89,1.874921725976066e-10,2.24901362865211e-11
90,1.978216866001009e-10,2.4870816196059286e-11
91,2.192189802187918e-10,2.9243653665000295e-11
92,2.2109732214479402e-10,3.037021125649469e-11
93,1.9397998680231217e-10,2.6590941632234847e-11
94,1.5869601569812876e-10,2.1439339436963243e-11
95,1.4245444812856232e-10,1.966851699434996e-11
96,1.4019652902614177e-10,2.0393315423727357e-11
97,1.2012599872983682e-10,1.8657168349781833e-11
98,9.287889695975328e-11,1.5577046609992866e-11
