design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
A1,DLC1.2-a-s1,0.18,center,30,37800.0,1.4889,-2.3553,1.3689
A1,DLC1.2-a-s2,0.17,center,30,37800.0,1.6592,-1.0316,1.5756
A1,DLC1.2-a-s3,0.17,center,30,37800.0,1.6907,-0.9741,1.6055
A1,DLC1.2-a-s4,0.17,center,30,37800.0,1.6285,-0.8238,1.5501
A1,DLC1.2-a-s5,0.18,center,30,37800.0,1.5424,-1.1539,1.4492
A1,DLC1.2-a-s6,0.18,center,30,37800.0,1.6564,-1.3683,1.5621
A1,DLC1.2-b-s1,0.2,center,30,45700.0,1.7434,-7.9153,1.5764
A1,DLC1.2-b-s2,0.2,center,30,45700.0,1.7566,-6.2572,1.6222
A1,DLC1.2-b-s3,0.2,center,30,45700.0,1.837,-9.4287,1.647
A1,DLC1.2-b-s4,0.2,center,30,45700.0,1.5932,-8.9803,1.4207
A1,DLC1.2-b-s5,0.19,center,30,45700.0,1.489,-8.076,1.309
A1,DLC1.2-b-s6,0.19,center,30,45700.0,1.5165,-8.6524,1.351
A1,DLC1.2-c-s1,0.22,center,30,45040.0,1.7968,-15.0326,1.5265
A1,DLC1.2-c-s2,0.24,center,30,45040.0,2.0698,-19.1299,1.6928
A1,DLC1.2-c-s3,0.23,center,30,45040.0,1.8035,-20.4357,1.4918
A1,DLC1.2-c-s4,0.24,center,30,45040.0,1.9892,-18.3236,1.6478
A1,DLC1.2-c-s5,0.23,center,30,45040.0,1.8791,-19.1437,1.4998
A1,DLC1.2-c-s6,0.23,center,30,45040.0,1.6239,-17.1727,1.2308
A1,DLC1.2-d-s1,0.24,center,30,38180.0,2.1172,-19.6397,1.4716
A1,DLC1.2-d-s2,0.23,center,30,38180.0,1.8078,-20.8654,1.3634
A1,DLC1.2-d-s3,0.22,center,30,38180.0,1.8646,-17.0495,1.4521
A1,DLC1.2-d-s4,0.23,center,30,38180.0,1.8107,-21.6581,1.2566
A1,DLC1.2-d-s5,0.25,center,30,38180.0,2.3641,-17.417,1.7842
A1,DLC1.2-d-s6,0.24,center,30,38180.0,1.7689,-19.706,1.268
A1,DLC1.2-e-s1,0.27,center,30,28490.0,1.934,-25.9641,1.0792
A1,DLC1.2-e-s2,0.29,center,30,28490.0,2.0651,-25.7832,1.2235
A1,DLC1.2-e-s3,0.27,center,30,28490.0,2.0958,-24.6794,1.5152
A1,DLC1.2-e-s4,0.29,center,30,28490.0,2.6294,-30.3638,1.7245
A1,DLC1.2-e-s5,0.25,center,30,28490.0,1.76,-16.3234,1.188
A1,DLC1.2-e-s6,0.28,center,30,28490.0,2.0478,-23.254,1.3743
A1,DLC1.2-f-s1,0.34,center,30,18970.0,2.255,-31.9284,1.3532
A1,DLC1.2-f-s2,0.34,center,30,18970.0,1.9522,-26.7231,1.3486
A1,DLC1.2-f-s3,0.36,center,30,18970.0,2.0664,-22.1396,1.1206
A1,DLC1.2-f-s4,0.34,center,30,18970.0,1.913,-23.273,1.0721
A1,DLC1.2-f-s5,0.33,center,30,18970.0,1.9648,-21.4069,1.1884
A1,DLC1.2-f-s6,0.37,center,30,18970.0,2.4582,-36.0734,1.224
A1,DLC1.2-g-s1,0.38,center,30,11340.0,2.1579,-31.989,1.0593
A1,DLC1.2-g-s2,0.38,center,30,11340.0,2.4457,-25.1049,1.4205
A1,DLC1.2-g-s3,0.41,center,30,11340.0,2.8732,-38.6721,1.3339
A1,DLC1.2-g-s4,0.39,center,30,11340.0,2.8466,-36.3887,1.5978
A1,DLC1.2-g-s5,0.4,center,30,11340.0,2.4061,-37.3478,1.1391
A1,DLC1.2-g-s6,0.4,center,30,11340.0,2.7106,-31.5239,1.4371
A1,DLC1.2-h-s1,0.44,center,30,6126.0,2.4431,-28.4324,0.627
A1,DLC1.2-h-s2,0.47,center,30,6126.0,2.6374,-40.9345,1.1034
A1,DLC1.2-h-s3,0.45,center,30,6126.0,2.9032,-38.1254,1.3928
A1,DLC1.2-h-s4,0.45,center,30,6126.0,2.6893,-34.1219,1.0595
A1,DLC1.2-h-s5,0.44,center,30,6126.0,1.9647,-40.0306,0.3688
A1,DLC1.2-h-s6,0.46,center,30,6126.0,1.8795,-43.672,0.3719
A1,DLC1.2-i-s1,0.56,min_pos,30,2997.0,3.5409,-47.7198,1.2326
A1,DLC1.2-i-s2,0.46,center,30,2997.0,2.6806,-27.9196,0.929
A1,DLC1.2-i-s3,0.45,center,30,2997.0,1.9549,-31.5797,0.1793
A1,DLC1.2-i-s4,0.52,center,30,2997.0,2.7533,-38.7267,0.4888
A1,DLC1.2-i-s5,0.53,min_pos,30,2997.0,3.6047,-29.1004,0.558
A1,DLC1.2-i-s6,0.55,min_pos,30,2997.0,3.5901,-31.4947,1.5203
A1,DLC1.2-j-s1,0.55,min_pos,30,1332.0,5.0205,-36.7549,1.0544
A1,DLC1.2-j-s2,0.58,center,30,1332.0,2.1993,-25.3828,0.0011
A1,DLC1.2-j-s3,0.57,min_pos,30,1332.0,3.5066,-36.6088,0.524
A1,DLC1.2-j-s4,0.55,min_pos,30,1332.0,3.2305,-36.1912,0.6377
A1,DLC1.2-j-s5,0.59,min_pos,30,1332.0,3.3051,-21.9102,0.7123
A1,DLC1.2-j-s6,0.61,min_pos,30,1332.0,3.6795,-40.0398,1.4856
A1,DLC1.2-k-s1,0.65,min_pos,30,538.2,3.0375,-12.3462,0.976
A1,DLC1.2-k-s2,0.69,center,30,538.2,2.2001,-5.5088,1.2905
A1,DLC1.2-k-s3,0.67,min_pos,30,538.2,3.5891,-8.3231,1.8383
A1,DLC1.2-k-s4,0.63,center,30,538.2,2.8042,-11.9125,0.4719
A1,DLC1.2-k-s5,0.52,min_pos,30,538.2,-0.1524,7.1017,1.6252
A1,DLC1.2-k-s6,0.61,min_pos,30,538.2,3.8805,-16.02,0.6576
A1,DLC2.4.1-a-s1,0.3,center,3,50.0,2.344,-6.3458,0.5698
A1,DLC2.4.1-a-s2,0.37,center,3,50.0,2.1912,-6.3268,0.4896
A1,DLC2.4.1-a-s3,0.33,center,3,50.0,2.8908,-7.7738,0.7277
A1,DLC2.4.1-a-s4,0.45,min_pos,3,50.0,3.1205,-7.2847,0.9379
A1,DLC2.4.1-a-s5,0.43,center,3,50.0,2.3428,-3.8043,1.109
A1,DLC2.4.1-a-s6,0.25,center,3,50.0,2.2842,-2.9752,1.2935
A1,DLC2.4.1-b-s1,0.9,min_pos,3,50.0,4.0931,-16.6315,0.085
A1,DLC2.4.1-b-s2,0.94,center,3,50.0,2.7599,-9.3601,0.4383
A1,DLC2.4.1-b-s3,0.78,min_pos,3,50.0,6.4256,-21.6344,1.0899
A1,DLC2.4.1-b-s4,0.88,min_pos,3,50.0,3.7093,-15.1116,0.0445
A1,DLC2.4.1-b-s5,0.81,min_pos,3,50.0,6.8222,-14.5953,1.6667
A1,DLC2.4.1-b-s6,0.68,min_pos,3,50.0,3.6532,-9.9606,0.9537
A1,DLC2.4.2-a-s1,0.3,center,15,25.0,2.7957,-20.702,0.9409
A1,DLC2.4.2-a-s2,0.21,center,15,25.0,1.8682,-1.2578,1.5046
A1,DLC2.4.2-a-s3,0.26,center,15,25.0,2.4325,-4.6208,1.6639
A1,DLC2.4.2-a-s4,0.13,center,15,25.0,1.4001,3.4587,1.6624
A1,DLC2.4.2-a-s5,0.28,center,15,25.0,2.8373,-9.3845,1.6209
A1,DLC2.4.2-a-s6,0.21,center,15,25.0,1.7208,-1.0223,1.4271
A1,DLC2.4.2-b-s1,0.3,center,15,25.0,2.3262,-5.6359,0.8814
A1,DLC2.4.2-b-s2,0.47,min_pos,15,25.0,3.1034,-8.8113,0.6535
A1,DLC2.4.2-b-s3,0.39,center,15,25.0,2.7821,-6.9749,0.9954
A1,DLC2.4.2-b-s4,0.39,center,15,25.0,2.6116,-5.0559,1.1887
A1,DLC2.4.2-b-s5,0.41,center,15,25.0,2.8719,-3.7045,1.6103
A1,DLC2.4.2-b-s6,0.27,center,15,25.0,2.7874,-5.5317,1.2592
A1,DLC4.1-a-y1,0.3,center,10,10000.0,1.6236,0.6512,1.4738
A1,DLC4.1-a-y2,0.3,center,10,10000.0,1.6035,0.6361,1.455
A1,DLC4.1-a-y3,0.3,center,10,10000.0,1.601,0.6934,1.4615
A1,DLC4.1-b-y1,0.0,center,10,500.0,2.0512,2.9802,2.1821
A1,DLC4.1-b-y2,0.0,min_pos,10,500.0,3.0265,4.3492,3.2135
A1,DLC4.1-b-y3,0.0,center,10,500.0,2.2901,3.0427,2.3977
A1,DLC4.1-c-y1,0.1,center,10,500.0,2.0652,-0.7056,1.5933
A1,DLC4.1-c-y2,0.23,center,10,500.0,2.5699,-4.7484,1.2727
A1,DLC4.1-c-y3,0.5,min_pos,10,500.0,3.2549,-10.0795,0.4512
A1,DLC6.4-a-s1,3.0,center,30,24340.0,0.1806,0.2577,0.194
A1,DLC6.4-a-s2,3.0,center,30,24340.0,0.6025,0.6624,0.613
A1,DLC6.4-a-s3,3.0,center,30,24340.0,0.494,0.6562,0.5222
A1,DLC6.4-a-s4,3.0,center,30,24340.0,0.6039,0.7406,0.6277
A1,DLC6.4-a-s5,3.0,center,30,24340.0,0.2568,0.3282,0.2692
A1,DLC6.4-a-s6,3.0,center,30,24340.0,0.5702,0.6735,0.5881
A1,DLC6.4-b-s1,0.26,center,30,292.4,2.6793,-4.4316,1.382
A1,DLC6.4-b-s2,0.27,center,30,292.4,2.9557,-4.928,1.5013
A1,DLC6.4-b-s3,0.18,center,30,292.4,2.3069,-3.3613,1.3011
A1,DLC6.4-b-s4,0.39,center,30,292.4,2.5637,-9.0295,0.2359
A1,DLC6.4-b-s5,0.51,min_pos,30,292.4,4.5142,-11.3041,0.9512
A1,DLC6.4-b-s6,0.2,center,30,292.4,2.2747,-3.55,1.2466
A2,DLC1.2-a-s1,0.2,center,30,37800.0,1.5946,-2.1661,1.3881
A2,DLC1.2-a-s2,0.18,center,30,37800.0,1.6254,-1.0579,1.4782
A2,DLC1.2-a-s3,0.18,center,30,37800.0,1.6853,-0.9232,1.5377
A2,DLC1.2-a-s4,0.18,center,30,37800.0,1.6438,-0.7475,1.5091
A2,DLC1.2-a-s5,0.2,center,30,37800.0,1.7494,-0.7676,1.5964
A2,DLC1.2-a-s6,0.19,center,30,37800.0,1.5493,-1.4616,1.3829
A2,DLC1.2-b-s1,0.22,center,30,45700.0,1.6192,-6.7378,1.3049
A2,DLC1.2-b-s2,0.22,center,30,45700.0,1.7616,-5.0461,1.5177
A2,DLC1.2-b-s3,0.22,center,30,45700.0,1.7105,-7.8574,1.3647
A2,DLC1.2-b-s4,0.23,center,30,45700.0,1.8911,-6.9573,1.5751
A2,DLC1.2-b-s5,0.22,center,30,45700.0,1.8808,-6.0881,1.5671
A2,DLC1.2-b-s6,0.22,center,30,45700.0,1.8719,-6.3346,1.5831
A2,DLC1.2-c-s1,0.24,center,30,45040.0,2.0154,-13.3245,1.4794
