design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_Sys,D30_UW,D30_DW,life_UW_yr,life_DW_yr,life_Sys_yr,t_s
A1,DLC1.2-a-s1,0.18,center,30,37800.0,1.4889,1.3689,0.001714396429402151,4.453092277267366e-05,17498.869856175377,673689.1609712939,17246.79457986363,3.492
A1,DLC1.2-a-s2,0.17,center,30,37800.0,1.6592,1.5756,0.0017213858342899492,4.5077666014268694e-05,17427.818564787154,665518.0414732193,17174.49443283021,2.713
A1,DLC1.2-a-s3,0.17,center,30,37800.0,1.6907,1.6055,0.001736273816415639,4.6551789340418815e-05,17278.38070030449,644443.5418071536,17020.5878607556,1.976
A1,DLC1.2-a-s4,0.17,center,30,37800.0,1.6285,1.5501,0.0017619832887790377,4.748093016717567e-05,17026.26817805317,631832.609310158,16770.80862215159,2.04
A1,DLC1.2-a-s5,0.18,center,30,37800.0,1.5424,1.4492,0.001798649840494646,5.111098521694071e-05,16679.177527822598,586957.967502777,16413.788301326756,2.016
A1,DLC1.2-a-s6,0.18,center,30,37800.0,1.6564,1.5621,0.0017400962645673327,4.580330067871137e-05,17240.425493045565,654974.6318597409,16988.389339561865,2.007
A1,DLC1.2-b-s1,0.2,center,30,45700.0,1.7434,1.5764,0.0017494023049091792,3.175154388282836e-05,17148.71411556615,944835.9459529897,16982.821309673396,1.805
A1,DLC1.2-b-s2,0.2,center,30,45700.0,1.7566,1.6222,0.0017074670180948963,3.02926645182364e-05,17569.885498270094,990338.7660712311,17404.174417593997,2.363
A1,DLC1.2-b-s3,0.2,center,30,45700.0,1.837,1.647,0.0017100103972787334,2.9954087057857334e-05,17543.752978193133,1001532.777215142,17380.61758846197,1.901
A1,DLC1.2-b-s4,0.2,center,30,45700.0,1.5932,1.4207,0.0017032103990873213,2.9568149505668376e-05,17613.795697863126,1014605.2594278461,17451.63985945105,1.847
A1,DLC1.2-b-s5,0.19,center,30,45700.0,1.489,1.309,0.0017855705220051834,3.413494313513771e-05,16801.352637872966,878864.800835678,16629.1509690236,1.944
A1,DLC1.2-b-s6,0.19,center,30,45700.0,1.5165,1.351,0.001703745596329614,2.9240135490976906e-05,17608.262679961797,1025987.0378937738,17448.215979024146,1.874
A1,DLC1.2-c-s1,0.22,center,30,45040.0,1.7968,1.5265,0.0014934418927216157,4.2130996123467286e-05,20087.825409349312,712064.8159393927,19770.75713912814,1.746
A1,DLC1.2-c-s2,0.24,center,30,45040.0,2.0698,1.6928,0.0015173007605948532,4.0712392900797576e-05,19771.95344464112,736876.3627601041,19476.703193943187,1.701
A1,DLC1.2-c-s3,0.23,center,30,45040.0,1.8035,1.4918,0.0014167441744108978,3.3208383988820834e-05,21175.31205834986,903386.3258777995,20903.100209267697,1.699
A1,DLC1.2-c-s4,0.24,center,30,45040.0,1.9892,1.6478,0.0015154551262659855,3.393630736409577e-05,19796.03320483575,884008.9665070531,19554.13187543611,1.645
A1,DLC1.2-c-s5,0.23,center,30,45040.0,1.8791,1.4998,0.001515934127332969,4.303887739770362e-05,19789.778103867844,697044.2031464481,19475.205040033623,1.77
A1,DLC1.2-c-s6,0.23,center,30,45040.0,1.6239,1.2308,0.0015788607004202325,5.383768515343854e-05,19001.04296219112,557230.495971351,18631.307624390636,1.731
A1,DLC1.2-d-s1,0.24,center,30,38180.0,2.1172,1.4716,0.001352747959885819,0.00011578122847735568,22177.080202384637,259109.35990688123,21005.76727750162,1.787
A1,DLC1.2-d-s2,0.23,center,30,38180.0,1.8078,1.3634,0.0013011179299222623,8.098224451699258e-05,23057.09521795031,370451.5746498613,22191.488669073948,2.007
A1,DLC1.2-d-s3,0.22,center,30,38180.0,1.8646,1.4521,0.00124138473584965,8.938563272673266e-05,24166.561045610797,335624.4072435577,23105.207495906914,1.812
A1,DLC1.2-d-s4,0.23,center,30,38180.0,1.8107,1.2566,0.001260986474332212,8.95386707754961e-05,23790.897531940045,335050.763431816,22761.572479484916,1.898
A1,DLC1.2-d-s5,0.25,center,30,38180.0,2.3641,1.7842,0.0013412344516527067,0.00011650883897474976,22367.454074142785,257491.19349220977,21167.364312819103,1.844
A1,DLC1.2-d-s6,0.24,center,30,38180.0,1.7689,1.268,0.0012890341140908616,8.731137936931808e-05,23273.239763059795,343597.82443824544,22316.10152863505,2.024
A1,DLC1.2-e-s1,0.27,center,30,28490.0,1.934,1.0792,0.0010072034754579939,7.959587602899937e-05,29785.441304557105,376903.9490069815,28340.379654866272,1.997
A1,DLC1.2-e-s2,0.29,center,30,28490.0,2.0651,1.2235,0.0009968293952026506,8.051517568437472e-05,30095.420685202753,372600.56560768315,28600.918730815192,1.942
A1,DLC1.2-e-s3,0.27,center,30,28490.0,2.0958,1.5152,0.0008438280582945996,4.952128926935756e-05,35552.26648972878,605800.0597848569,34299.80412341499,1.897
A1,DLC1.2-e-s4,0.29,center,30,28490.0,2.6294,1.7245,0.0008930314716948196,7.076863789766374e-05,33593.44093782628,423916.5948535288,31958.816277447713,1.939
A1,DLC1.2-e-s5,0.25,center,30,28490.0,1.76,1.188,0.0009311668018716984,8.335559303791571e-05,32217.643433698762,359903.8637557769,30433.100437232304,1.895
A1,DLC1.2-e-s6,0.28,center,30,28490.0,2.0478,1.3743,0.0009342929963228957,6.66678131356365e-05,32109.84147164887,449992.2614675334,30713.25124613544,1.905
A1,DLC1.2-f-s1,0.34,center,30,18970.0,2.255,1.3532,0.0005223215082707565,2.671711684819584e-05,57435.888671942,1122875.6519821056,55693.017095992655,1.695
A1,DLC1.2-f-s2,0.34,center,30,18970.0,1.9522,1.3486,0.0004743919980038519,2.0042095436202427e-05,63238.84071871805,1496849.4734243415,61681.60316156395,1.704
A1,DLC1.2-f-s3,0.36,center,30,18970.0,2.0664,1.1206,0.0005787236143369925,4.4225676985862935e-05,51838.21647639025,678338.9660624013,49411.77745452204,1.821
A1,DLC1.2-f-s4,0.34,center,30,18970.0,1.913,1.0721,0.0005393951138471407,3.25111357781647e-05,55617.85642815761,922760.7489538633,53601.10261372635,1.855
A1,DLC1.2-f-s5,0.33,center,30,18970.0,1.9648,1.1884,0.0005409390172969698,3.423697233029504e-05,55459.11653758619,876245.7062669091,53339.08088581255,1.754
A1,DLC1.2-f-s6,0.37,center,30,18970.0,2.4582,1.224,0.0005378786744211418,3.166554320942782e-05,55774.659652170856,947402.0326001565,53803.09029221192,1.724
A1,DLC1.2-g-s1,0.38,center,30,11340.0,2.1579,1.0593,0.0002769940797425706,1.301535923143462e-05,108305.56388743412,2304969.0343962368,105309.61646883431,1.78
A1,DLC1.2-g-s2,0.38,center,30,11340.0,2.4457,1.4205,0.0002972977512316421,1.704659898572604e-05,100908.93683425558,1759881.840660444,97442.42469822761,1.869
A1,DLC1.2-g-s3,0.41,center,30,11340.0,2.8732,1.3339,0.00026993147331953087,1.138280919033566e-05,111139.3185502587,2635553.271460518,108408.13167464924,1.707
A1,DLC1.2-g-s4,0.39,center,30,11340.0,2.8466,1.5978,0.0003212067650707861,1.4438357587571437e-05,93397.78380255701,2077798.6566715906,90936.38737887105,1.882
A1,DLC1.2-g-s5,0.4,center,30,11340.0,2.4061,1.1391,0.00029688566252325115,1.1239065698735779e-05,101049.00231633952,2669261.0225932337,98843.02696116829,1.808
A1,DLC1.2-g-s6,0.4,center,30,11340.0,2.7106,1.4371,0.0003211875737163172,1.4829818024539242e-05,93403.36443556477,2022951.3234996079,90868.61416257842,1.806
A1,DLC1.2-h-s1,0.44,center,30,6126.0,2.4431,0.627,0.00016438945760938897,1.175145102231978e-05,182493.45448467843,2552876.231456044,174540.65832230772,1.869
A1,DLC1.2-h-s2,0.47,center,30,6126.0,2.6374,1.1034,0.00014645412984372593,6.5425646855143315e-06,204842.29452601672,4585357.798054634,199480.30037673548,1.939
A1,DLC1.2-h-s3,0.45,center,30,6126.0,2.9032,1.3928,0.0001418785954552039,7.212218130694921e-06,211448.38588053308,4159607.967529596,205075.3448704328,1.786
A1,DLC1.2-h-s4,0.45,center,30,6126.0,2.6893,1.0595,0.00014285186185496055,7.048574794248347e-06,210007.76336019626,4256179.564765357,203880.28110668127,1.902
A1,DLC1.2-h-s5,0.44,center,30,6126.0,1.9647,0.3688,0.00014415860591087036,6.590831487666145e-06,208104.12122428714,4551777.731859928,202517.1162683872,1.985
A1,DLC1.2-h-s6,0.46,center,30,6126.0,1.8795,0.3719,0.00013937740530583,5.80299449578053e-06,215242.922152068,5169744.693332654,210026.82436215665,1.895
A1,DLC1.2-i-s1,0.56,min_pos,30,2997.0,3.5409,1.2326,6.0009732427352784e-05,3.1773453483146645e-06,499918.9095921685,9441844.27919133,484168.4522218029,1.826
A1,DLC1.2-i-s2,0.46,center,30,2997.0,2.6806,0.929,5.741721918487983e-05,4.257826972725608e-06,522491.343640344,7045847.610100459,498808.9079822578,1.842
A1,DLC1.2-i-s3,0.45,center,30,2997.0,1.9549,0.1793,6.090815726452898e-05,3.655021378329729e-06,492544.863403232,8207886.328071053,474769.54372211965,1.868
A1,DLC1.2-i-s4,0.52,center,30,2997.0,2.7533,0.4888,5.13502688658192e-05,3.8303863904067865e-06,584222.8417224356,7832108.028353245,557575.0934885644,1.798
A1,DLC1.2-i-s5,0.53,min_pos,30,2997.0,3.6047,0.558,6.063626564096829e-05,7.447603598546483e-06,494753.4232670621,4028141.3481586175,456593.1229712355,1.87
