DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC1.2-j-s5,6001,0.1,6.181497830361606,5.38298,6.83353,5.076461758791248,3.235461784321299,0.7316862587857228,0,1332.0,221.8862521,42958.69728378603,1563.3048908846852,3.639088216659507,657.7980450424925,15541.08955886952,2362.59284684642,8415.289274100984,15485.86657418816,184.0206090341741,2004.2464089318446,329.76172393880034,16.453152789458937,-144.44727540859856,160.54762702763605,111.14617882095344,-4954.116710548243,144.07099152528193,2.908106529233108
