design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_Sys,D30_UW,D30_DW,life_UW_yr,life_DW_yr,life_Sys_yr,t_s
a01,DLC1.2-a-s1,0.18,center,30,37800.0,1.6802,1.5784,0.003457011542746672,5.6663720210499674e-05,8678.01557184398,529439.2935824405,8603.078729009821,3.793
a01,DLC1.2-a-s2,0.16,center,30,37800.0,1.4981,1.4221,0.003458698049553335,5.742727811388322e-05,8673.784056944281,522399.8243571187,8597.799234151766,3.088
a01,DLC1.2-a-s3,0.16,center,30,37800.0,1.5157,1.4415,0.0034845891085255615,5.9693084030165183e-05,8609.33644273885,502570.7833229032,8531.244516564026,2.324
a01,DLC1.2-a-s4,0.16,center,30,37800.0,1.4597,1.3918,0.0035341138272216325,6.099066914933108e-05,8488.690932624742,491878.51877058845,8411.056575043569,2.393
a01,DLC1.2-a-s5,0.18,center,30,37800.0,1.6546,1.5719,0.0036005071091907617,6.749496517728892e-05,8332.159634797306,444477.598013408,8248.604133586543,2.523
a01,DLC1.2-a-s6,0.17,center,30,37800.0,1.5139,1.44,0.0034904310503191247,5.872850140825762e-05,8594.926978218678,510825.22592312907,8518.510950006248,2.365
a01,DLC1.2-b-s1,0.19,center,30,45700.0,1.5698,1.4122,0.0031401149672319866,5.524974476587609e-05,9553.790327124558,542988.9337430733,9464.511549860374,2.277
a01,DLC1.2-b-s2,0.19,center,30,45700.0,1.5508,1.4366,0.0030982526500039445,5.1277415645347124e-05,9682.877217893061,585052.8858063107,9598.355864313515,2.076
a01,DLC1.2-b-s3,0.19,center,30,45700.0,1.7093,1.5483,0.0030693176412778353,5.228331361512744e-05,9774.159440699084,573796.837377957,9686.057639580857,2.585
a01,DLC1.2-b-s4,0.2,center,30,45700.0,1.8,1.65,0.003067891373922312,5.177527947664896e-05,9778.703462256186,579427.0992497534,9691.469364521134,2.054
a01,DLC1.2-b-s5,0.19,center,30,45700.0,1.7825,1.6318,0.0032067243080914614,6.477058577725899e-05,9355.341188608456,463173.20802327874,9253.404204889986,2.242
a01,DLC1.2-b-s6,0.19,center,30,45700.0,1.6991,1.5587,0.0030538992965102717,5.1446036324608525e-05,9823.50663438096,583135.3033829334,9736.049251297956,2.268
a01,DLC1.2-c-s1,0.18,center,30,45040.0,1.6133,1.4734,0.0030058925787347962,0.00012070280809410062,9980.396575790886,248544.34187323813,9747.946242116928,2.489
a01,DLC1.2-c-s2,0.2,center,30,45040.0,1.7093,1.5193,0.003034946348262674,0.00011693750754319096,9884.85348914758,256547.28435972074,9664.836242652336,2.41
a01,DLC1.2-c-s3,0.19,center,30,45040.0,1.6908,1.5329,0.002911631330651741,9.368984983723437e-05,10303.502261491598,320205.44436903717,10115.427411771552,2.421
a01,DLC1.2-c-s4,0.2,center,30,45040.0,1.4892,1.2984,0.002794753305638986,0.00010953929737853347,10734.400041488052,273874.3146793192,10490.94616568826,2.571
a01,DLC1.2-c-s5,0.19,center,30,45040.0,1.9362,1.7394,0.002970556157995745,0.0001239036377663164,10099.118954290772,242123.64173342776,9853.89529354737,2.603
a01,DLC1.2-c-s6,0.2,center,30,45040.0,1.8113,1.6114,0.0031466130122911034,0.00014912907486364663,9534.060872060172,201168.01520716157,9267.842855601073,2.442
a01,DLC1.2-d-s1,0.19,center,30,38180.0,1.9177,1.7087,0.004793319829943687,0.00024244615890995773,6258.710260181501,123738.81333026903,6071.098328063516,2.384
a01,DLC1.2-d-s2,0.19,center,30,38180.0,1.6541,1.5201,0.00457425085949871,0.00018205829121856692,6558.450972950724,164782.38809779898,6407.180141918787,2.504
a01,DLC1.2-d-s3,0.18,center,30,38180.0,1.6703,1.5422,0.004449396614051299,0.00019282031942469873,6742.487263387421,155585.26243244694,6571.765693473243,2.374
a01,DLC1.2-d-s4,0.18,center,30,38180.0,1.4902,1.3157,0.004371291331050847,0.00018964166070935623,6862.960559709041,158193.08841625173,6688.981557446354,2.415
a01,DLC1.2-d-s5,0.2,center,30,38180.0,1.7762,1.5846,0.004717428972288098,0.00024352516744854136,6359.396225408154,123190.55280534492,6164.484515339369,2.485
a01,DLC1.2-d-s6,0.19,center,30,38180.0,1.6332,1.4684,0.0043294963020506045,0.00019235058457409205,6929.212524281618,155965.21355225836,6748.920705563379,2.421
a01,DLC1.2-e-s1,0.22,center,30,28490.0,2.132,1.8524,0.0034478166610978317,0.00016864622628363774,8701.158718354704,177887.17044604654,8449.681214170085,2.513
a01,DLC1.2-e-s2,0.22,center,30,28490.0,1.6582,1.3642,0.0033685748449957557,0.00016572877439316623,8905.843384945718,181018.655992891,8646.816964567226,2.424
a01,DLC1.2-e-s3,0.2,center,30,28490.0,1.9092,1.7137,0.0027614616924219815,0.0001077976377209494,10863.811756768586,278299.23395593854,10618.514424027397,2.362
a01,DLC1.2-e-s4,0.22,center,30,28490.0,1.638,1.3561,0.0032289151620097985,0.00014070007074327143,9291.046216688725,213219.50899896518,9054.375361027365,2.508
a01,DLC1.2-e-s5,0.2,center,30,28490.0,1.5943,1.3974,0.003182715063647287,0.00017329402108707317,9425.914478696997,173116.18607387628,9119.778498895219,2.5
a01,DLC1.2-e-s6,0.21,center,30,28490.0,2.0534,1.8152,0.0031680375327112296,0.0001399281328560422,9469.584779295776,214395.77151268034,9224.767152654409,2.375
a01,DLC1.2-f-s1,0.26,center,30,18970.0,1.914,1.543,0.0013487752894837262,5.918963205355975e-05,22242.400371586853,506845.5227573214,21671.421511059372,2.526
a01,DLC1.2-f-s2,0.26,center,30,18970.0,1.7566,1.5068,0.0012766954454746608,4.5529023011846407e-05,23498.16481787976,658920.3548732896,23017.796143868592,2.397
a01,DLC1.2-f-s3,0.25,center,30,18970.0,1.7376,1.2461,0.001457939856076163,8.850285274455047e-05,20576.980507783577,338972.12428383826,19825.071949125915,2.495
a01,DLC1.2-f-s4,0.26,center,30,18970.0,1.9201,1.5304,0.001390391766768424,6.923029785408164e-05,21576.652506887745,433336.283822319,20940.839679994773,2.484
a01,DLC1.2-f-s5,0.25,center,30,18970.0,1.8076,1.4554,0.001427329210709975,7.405699390402379e-05,21018.276494935286,405093.4073678352,20370.511940437893,2.452
a01,DLC1.2-f-s6,0.28,center,30,18970.0,1.8102,1.3147,0.0013975184682622143,6.511599297045189e-05,21466.621501828442,460716.30994882155,20878.245718475522,2.491
a01,DLC1.2-g-s1,0.3,center,30,11340.0,2.2685,1.6984,0.0005741778941688507,2.9362223696266708e-05,52248.61546337725,1021720.9810241443,50663.58385179175,2.457
a01,DLC1.2-g-s2,0.29,center,30,11340.0,1.8339,1.239,0.0006107172211939436,3.6742892977277756e-05,49122.57090335593,816484.4292079112,47344.85228213657,2.649
a01,DLC1.2-g-s3,0.31,center,30,11340.0,2.8126,2.0233,0.0005643237962697639,2.51622863223236e-05,53160.96928448342,1192260.4971466546,51772.30395456055,2.505
a01,DLC1.2-g-s4,0.31,center,30,11340.0,2.3201,1.6493,0.0006327029185486532,3.250540490739133e-05,47415.61816850238,922923.4364399002,45969.92413226157,2.511
