dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
4.0,0.44,0,2.830881928415585,-3.1448984595943696,1.2138572908646728,4365.079420980319,10503.915136073683,3294.5521539487863,0.006872727184712378,0.0028560779110801027,0.007067285976573705,21.652227886666758,26.29870229998778,1
