dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
20.0,0.22,0,2.7401968835903956,-5.169257054462162,2.375034533262177,158.20278786746923,2324.4109185919488,151.6626707704645,0.18963003373323495,0.012906495903991453,0.19482627000794447,20.276139346666664,5.150360500001625,1
