design,DLC,k,eps_UW,eps_DW,eps_Sys
3,DLC2.4.2-b-s6,2.55,489.2447,949.4263,592.1031
3,DLC2.4.2-b-s6,2.56,493.5795,959.876,597.8188
3,DLC2.4.2-b-s6,2.57,497.9432,970.4144,603.577
3,DLC2.4.2-b-s6,2.58,502.3359,981.042,609.378
3,DLC2.4.2-b-s6,2.59,506.7577,991.7595,615.222
3,DLC2.4.2-b-s6,2.6,511.2088,1002.5675,621.1093
3,DLC2.4.2-b-s6,2.61,515.6894,1013.4664,627.0402
3,DLC2.4.2-b-s6,2.62,520.1996,1024.4568,633.0149
3,DLC2.4.2-b-s6,2.63,524.7396,1035.5394,639.0336
3,DLC2.4.2-b-s6,2.64,529.3095,1046.7147,645.0967
3,DLC2.4.2-b-s6,2.65,533.9095,1057.9832,651.2043
3,DLC2.4.2-b-s6,2.66,538.5398,1069.3456,657.3568
3,DLC2.4.2-b-s6,2.67,543.2005,1080.8025,663.5543
3,DLC2.4.2-b-s6,2.68,547.8918,1092.3543,669.7972
3,DLC2.4.2-b-s6,2.69,552.6139,1104.0018,676.0857
3,DLC2.4.2-b-s6,2.7,557.3668,1115.7454,682.4201
3,DLC2.4.2-b-s6,2.71,562.1509,1127.5859,688.8007
3,DLC2.4.2-b-s6,2.72,566.9661,1139.5237,695.2276
3,DLC2.4.2-b-s6,2.73,571.8128,1151.5594,701.7012
3,DLC2.4.2-b-s6,2.74,576.691,1163.6937,708.2217
3,DLC2.4.2-b-s6,2.75,581.601,1175.9271,714.7894
3,DLC2.4.2-b-s6,2.76,586.5429,1188.2603,721.4045
3,DLC2.4.2-b-s6,2.77,591.5168,1200.6938,728.0674
3,DLC2.4.2-b-s6,2.78,596.523,1213.2283,734.7783
3,DLC2.4.2-b-s6,2.79,601.5616,1225.8643,741.5374
3,DLC2.4.2-b-s6,2.8,606.6327,1238.6025,748.3451
3,DLC2.4.2-b-s6,2.81,611.7366,1251.4434,755.2015
3,DLC2.4.2-b-s6,2.82,616.8734,1264.3877,762.1071
3,DLC2.4.2-b-s6,2.83,622.0433,1277.436,769.062
3,DLC2.4.2-b-s6,2.84,627.2464,1290.5889,776.0665
3,DLC2.4.2-b-s6,2.85,632.4829,1303.847,783.1209
3,DLC2.4.2-b-s6,2.86,637.753,1317.2109,790.2254
3,DLC2.4.2-b-s6,2.87,643.0569,1330.6813,797.3804
3,DLC2.4.2-b-s6,2.88,648.3947,1344.2587,804.5862
3,DLC2.4.2-b-s6,2.89,653.7666,1357.9439,811.8429
3,DLC2.4.2-b-s6,2.9,659.1728,1371.7373,819.1509
3,DLC2.4.2-b-s6,2.91,664.6135,1385.6397,826.5104
3,DLC2.4.2-b-s6,2.92,670.0888,1399.6517,833.9218
3,DLC2.4.2-b-s6,2.93,675.5989,1413.7739,841.3853
3,DLC2.4.2-b-s6,2.94,681.1439,1428.0069,848.9012
3,DLC2.4.2-b-s6,2.95,686.7242,1442.3513,856.4698
3,DLC2.4.2-b-s6,2.96,692.3397,1456.8079,864.0913
3,DLC2.4.2-b-s6,2.97,697.9908,1471.3772,871.7661
3,DLC2.4.2-b-s6,2.98,703.6775,1486.0599,879.4944
3,DLC2.4.2-b-s6,2.99,709.4001,1500.8567,887.2766
3,DLC2.4.2-b-s6,3.0,715.1587,1515.7681,895.1128
3,DLC4.1-a-y1,0.0,-2.6643,-4.4275,-2.9421
3,DLC4.1-a-y1,0.01,-2.5352,-4.2726,-2.809
3,DLC4.1-a-y1,0.02,-2.4059,-4.1173,-2.6756
3,DLC4.1-a-y1,0.03,-2.2764,-3.9615,-2.5419
3,DLC4.1-a-y1,0.04,-2.1466,-3.8053,-2.408
3,DLC4.1-a-y1,0.05,-2.0166,-3.6486,-2.2738
3,DLC4.1-a-y1,0.06,-1.8863,-3.4914,-2.1393
3,DLC4.1-a-y1,0.07,-1.7558,-3.3339,-2.0045
3,DLC4.1-a-y1,0.08,-1.625,-3.1758,-1.8694
3,DLC4.1-a-y1,0.09,-1.494,-3.0174,-1.7341
3,DLC4.1-a-y1,0.1,-1.3627,-2.8584,-1.5984
3,DLC4.1-a-y1,0.11,-1.2312,-2.699,-1.4625
3,DLC4.1-a-y1,0.12,-1.0994,-2.5392,-1.3264
3,DLC4.1-a-y1,0.13,-0.9674,-2.3789,-1.1899
3,DLC4.1-a-y1,0.14,-0.8352,-2.2181,-1.0531
3,DLC4.1-a-y1,0.15,-0.7026,-2.0569,-0.9161
3,DLC4.1-a-y1,0.16,-0.5699,-1.8952,-0.7788
3,DLC4.1-a-y1,0.17,-0.4369,-1.7331,-0.6412
3,DLC4.1-a-y1,0.18,-0.3036,-1.5705,-0.5033
3,DLC4.1-a-y1,0.19,-0.1701,-1.4075,-0.3652
3,DLC4.1-a-y1,0.2,-0.0364,-1.244,-0.2267
3,DLC4.1-a-y1,0.21,0.0976,-1.08,-0.088
3,DLC4.1-a-y1,0.22,0.2319,-0.9156,0.051
3,DLC4.1-a-y1,0.23,0.3664,-0.7507,0.1903
3,DLC4.1-a-y1,0.24,0.5011,-0.5853,0.3299
3,DLC4.1-a-y1,0.25,0.6362,-0.4195,0.4697
3,DLC4.1-a-y1,0.26,0.7714,-0.2532,0.6099
3,DLC4.1-a-y1,0.27,0.9069,-0.0865,0.7503
3,DLC4.1-a-y1,0.28,1.0427,0.0807,0.891
3,DLC4.1-a-y1,0.29,1.1787,0.2484,1.032
3,DLC4.1-a-y1,0.3,1.315,0.4165,1.1733
3,DLC4.1-a-y1,0.31,1.4515,0.5852,1.3149
3,DLC4.1-a-y1,0.32,1.5883,0.7542,1.4568
3,DLC4.1-a-y1,0.33,1.7253,0.9238,1.599
3,DLC4.1-a-y1,0.34,1.8626,1.0938,1.7414
3,DLC4.1-a-y1,0.35,2.0002,1.2643,1.8841
3,DLC4.1-a-y1,0.36,2.138,1.4353,2.0272
3,DLC4.1-a-y1,0.37,2.276,1.6067,2.1705
3,DLC4.1-a-y1,0.38,2.4143,1.7786,2.3141
3,DLC4.1-a-y1,0.39,2.5529,1.951,2.458
3,DLC4.1-a-y1,0.4,2.6917,2.1238,2.6022
3,DLC4.1-a-y1,0.41,2.8308,2.2971,2.7466
3,DLC4.1-a-y1,0.42,2.9701,2.4709,2.8914
3,DLC4.1-a-y1,0.43,3.1097,2.6452,3.0365
3,DLC4.1-a-y1,0.44,3.2496,2.82,3.1818
3,DLC4.1-a-y1,0.45,3.3897,2.9952,3.3275
3,DLC4.1-a-y1,0.46,3.5301,3.1709,3.4734
3,DLC4.1-a-y1,0.47,3.6707,3.3471,3.6196
3,DLC4.1-a-y1,0.48,3.8116,3.5238,3.7662
3,DLC4.1-a-y1,0.49,3.9527,3.7009,3.913
3,DLC4.1-a-y1,0.5,4.0941,3.8785,4.0601
3,DLC4.1-a-y1,0.51,4.2358,4.0566,4.2075
3,DLC4.1-a-y1,0.52,4.3777,4.2352,4.3552
3,DLC4.1-a-y1,0.53,4.5199,4.4143,4.5032
3,DLC4.1-a-y1,0.54,4.6623,4.5939,4.6515
3,DLC4.1-a-y1,0.55,4.805,4.7739,4.8001
3,DLC4.1-a-y1,0.56,4.948,4.9544,4.949
3,DLC4.1-a-y1,0.57,5.0912,5.1354,5.0982
3,DLC4.1-a-y1,0.58,5.2347,5.3169,5.2477
3,DLC4.1-a-y1,0.59,5.3785,5.4989,5.3975
3,DLC4.1-a-y1,0.6,5.5225,5.6814,5.5476
3,DLC4.1-a-y1,0.61,5.6668,5.8644,5.6979
3,DLC4.1-a-y1,0.62,5.8113,6.0478,5.8486
3,DLC4.1-a-y1,0.63,5.9561,6.2318,5.9996
3,DLC4.1-a-y1,0.64,6.1012,6.4162,6.1509
3,DLC4.1-a-y1,0.65,6.2465,6.6011,6.3025
3,DLC4.1-a-y1,0.66,6.3921,6.7865,6.4544
3,DLC4.1-a-y1,0.67,6.538,6.9725,6.6065
3,DLC4.1-a-y1,0.68,6.6841,7.1589,6.759
3,DLC4.1-a-y1,0.69,6.8305,7.3458,6.9118
3,DLC4.1-a-y1,0.7,6.9772,7.5332,7.0649
3,DLC4.1-a-y1,0.71,7.1241,7.7211,7.2183
3,DLC4.1-a-y1,0.72,7.2713,7.9094,7.372
3,DLC4.1-a-y1,0.73,7.4188,8.0983,7.526
3,DLC4.1-a-y1,0.74,7.5665,8.2877,7.6803
3,DLC4.1-a-y1,0.75,7.7145,8.4776,7.8349
3,DLC4.1-a-y1,0.76,7.8627,8.668,7.9898
3,DLC4.1-a-y1,0.77,8.0113,8.8589,8.145
3,DLC4.1-a-y1,0.78,8.1601,9.0503,8.3006
3,DLC4.1-a-y1,0.79,8.3091,9.2421,8.4564
3,DLC4.1-a-y1,0.8,8.4585,9.4345,8.6125
3,DLC4.1-a-y1,0.81,8.6081,9.6274,8.769
3,DLC4.1-a-y1,0.82,8.758,9.8208,8.9257
3,DLC4.1-a-y1,0.83,8.9081,10.0147,9.0828
3,DLC4.1-a-y1,0.84,9.0585,10.2091,9.2401
3,DLC4.1-a-y1,0.85,9.2092,10.404,9.3978
3,DLC4.1-a-y1,0.86,9.3602,10.5995,9.5558
3,DLC4.1-a-y1,0.87,9.5114,10.7954,9.7141
3,DLC4.1-a-y1,0.88,9.6629,10.9918,9.8727
3,DLC4.1-a-y1,0.89,9.8147,11.1888,10.0316
3,DLC4.1-a-y1,0.9,9.9667,11.3863,10.1908
3,DLC4.1-a-y1,0.91,10.1191,11.5842,10.3503
3,DLC4.1-a-y1,0.92,10.2716,11.7827,10.5102
3,DLC4.1-a-y1,0.93,10.4245,11.9817,10.6703
3,DLC4.1-a-y1,0.94,10.5777,12.1812,10.8308
3,DLC4.1-a-y1,0.95,10.7311,12.3812,10.9916
3,DLC4.1-a-y1,0.96,10.8848,12.5818,11.1527
3,DLC4.1-a-y1,0.97,11.0387,12.7828,11.3141
3,DLC4.1-a-y1,0.98,11.193,12.9844,11.4758
3,DLC4.1-a-y1,0.99,11.3475,13.1865,11.6378
3,DLC4.1-a-y1,1.0,11.5023,13.3891,11.8001
3,DLC4.1-a-y1,1.01,11.6573,13.5922,11.9628
3,DLC4.1-a-y1,1.02,11.8127,13.7959,12.1258
3,DLC4.1-a-y1,1.03,11.9683,14.0,12.2891
3,DLC4.1-a-y1,1.04,12.1242,14.2047,12.4527
3,DLC4.1-a-y1,1.05,12.2803,14.4099,12.6166
3,DLC4.1-a-y1,1.06,12.4368,14.6156,12.7808
3,DLC4.1-a-y1,1.07,12.5935,14.8219,12.9454
3,DLC4.1-a-y1,1.08,12.7505,15.0287,13.1103
3,DLC4.1-a-y1,1.09,12.9078,15.236,13.2755
3,DLC4.1-a-y1,1.1,13.0654,15.4438,13.441
3,DLC4.1-a-y1,1.11,13.2232,15.6521,13.6068
3,DLC4.1-a-y1,1.12,13.3813,15.861,13.7729
3,DLC4.1-a-y1,1.13,13.5398,16.0704,13.9394
3,DLC4.1-a-y1,1.14,13.6984,16.2804,14.1062
3,DLC4.1-a-y1,1.15,13.8574,16.4908,14.2733
3,DLC4.1-a-y1,1.16,14.0166,16.7018,14.4407
3,DLC4.1-a-y1,1.17,14.1762,16.9134,14.6085
3,DLC4.1-a-y1,1.18,14.336,17.1254,14.7765
3,DLC4.1-a-y1,1.19,14.4961,17.338,14.9449
3,DLC4.1-a-y1,1.2,14.6564,17.5512,15.1137
3,DLC4.1-a-y1,1.21,14.8171,17.7648,15.2827
3,DLC4.1-a-y1,1.22,14.978,17.979,15.4521
3,DLC4.1-a-y1,1.23,15.1393,18.1937,15.6217
3,DLC4.1-a-y1,1.24,15.3008,18.409,15.7917
3,DLC4.1-a-y1,1.25,15.4626,18.6248,15.9621
3,DLC4.1-a-y1,1.26,15.6246,18.8412,16.1327
3,DLC4.1-a-y1,1.27,15.787,19.0581,16.3037
3,DLC4.1-a-y1,1.28,15.9496,19.2755,16.475
3,DLC4.1-a-y1,1.29,16.1126,19.4934,16.6467
3,DLC4.1-a-y1,1.3,16.2758,19.712,16.8186
3,DLC4.1-a-y1,1.31,16.4393,19.931,16.9909
3,DLC4.1-a-y1,1.32,16.6031,20.1506,17.1635
3,DLC4.1-a-y1,1.33,16.7671,20.3707,17.3365
3,DLC4.1-a-y1,1.34,16.9315,20.5914,17.5098
3,DLC4.1-a-y1,1.35,17.0962,20.8126,17.6834
3,DLC4.1-a-y1,1.36,17.2611,21.0344,17.8573
3,DLC4.1-a-y1,1.37,17.4263,21.2567,18.0316
3,DLC4.1-a-y1,1.38,17.5918,21.4796,18.2061
3,DLC4.1-a-y1,1.39,17.7576,21.703,18.3811
3,DLC4.1-a-y1,1.4,17.9237,21.927,18.5563
3,DLC4.1-a-y1,1.41,18.0901,22.1515,18.7319
3,DLC4.1-a-y1,1.42,18.2568,22.3766,18.9078
3,DLC4.1-a-y1,1.43,18.4237,22.6022,19.0841
3,DLC4.1-a-y1,1.44,18.591,22.8284,19.2606
3,DLC4.1-a-y1,1.45,18.7585,23.0551,19.4376
3,DLC4.1-a-y1,1.46,18.9264,23.2824,19.6148
3,DLC4.1-a-y1,1.47,19.0945,23.5102,19.7924
3,DLC4.1-a-y1,1.48,19.2629,23.7386,19.9703
3,DLC4.1-a-y1,1.49,19.4316,23.9676,20.1485
3,DLC4.1-a-y1,1.5,19.6006,24.1971,20.3271
3,DLC4.1-a-y1,1.51,19.7699,24.4272,20.506
3,DLC4.1-a-y1,1.52,19.9395,24.6578,20.6853
3,DLC4.1-a-y1,1.53,20.1094,24.889,20.8649
3,DLC4.1-a-y1,1.54,20.2796,25.1207,21.0448
3,DLC4.1-a-y1,1.55,20.4501,25.353,21.2251
3,DLC4.1-a-y1,1.56,20.6208,25.5859,21.4057
3,DLC4.1-a-y1,1.57,20.7919,25.8193,21.5866
3,DLC4.1-a-y1,1.58,20.9632,26.0533,21.7679
3,DLC4.1-a-y1,1.59,21.1349,26.2879,21.9495
3,DLC4.1-a-y1,1.6,21.3068,26.523,22.1315
3,DLC4.1-a-y1,1.61,21.4791,26.7587,22.3138
3,DLC4.1-a-y1,1.62,21.6516,26.995,22.4964
3,DLC4.1-a-y1,1.63,21.8245,27.2318,22.6794
3,DLC4.1-a-y1,1.64,21.9976,27.4693,22.8627
3,DLC4.1-a-y1,1.65,22.171,27.7072,23.0464
3,DLC4.1-a-y1,1.66,22.3448,27.9458,23.2304
3,DLC4.1-a-y1,1.67,22.5188,28.1849,23.4147
3,DLC4.1-a-y1,1.68,22.6931,28.4246,23.5994
3,DLC4.1-a-y1,1.69,22.8678,28.6649,23.7844
3,DLC4.1-a-y1,1.7,23.0427,28.9057,23.9698
3,DLC4.1-a-y1,1.71,23.2179,29.1471,24.1555
3,DLC4.1-a-y1,1.72,23.3935,29.3891,24.3416
3,DLC4.1-a-y1,1.73,23.5693,29.6317,24.528
3,DLC4.1-a-y1,1.74,23.7454,29.8748,24.7148
3,DLC4.1-a-y1,1.75,23.9219,30.1186,24.9019
3,DLC4.1-a-y1,1.76,24.0986,30.3629,25.0893
3,DLC4.1-a-y1,1.77,24.2756,30.6078,25.2771
3,DLC4.1-a-y1,1.78,24.453,30.8532,25.4652
3,DLC4.1-a-y1,1.79,24.6306,31.0993,25.6537
3,DLC4.1-a-y1,1.8,24.8086,31.3459,25.8425
3,DLC4.1-a-y1,1.81,24.9868,31.5931,26.0317
3,DLC4.1-a-y1,1.82,25.1654,31.8409,26.2213
3,DLC4.1-a-y1,1.83,25.3442,32.0893,26.4111
3,DLC4.1-a-y1,1.84,25.5234,32.3383,26.6014
3,DLC4.1-a-y1,1.85,25.7029,32.5879,26.792
3,DLC4.1-a-y1,1.86,25.8826,32.838,26.9829
3,DLC4.1-a-y1,1.87,26.0627,33.0887,27.1742
3,DLC4.1-a-y1,1.88,26.2431,33.3401,27.3658
3,DLC4.1-a-y1,1.89,26.4238,33.592,27.5578
3,DLC4.1-a-y1,1.9,26.6048,33.8445,27.7501
3,DLC4.1-a-y1,1.91,26.7861,34.0976,27.9428
3,DLC4.1-a-y1,1.92,26.9677,34.3513,28.1359
3,DLC4.1-a-y1,1.93,27.1496,34.6056,28.3293
3,DLC4.1-a-y1,1.94,27.3319,34.8605,28.523
3,DLC4.1-a-y1,1.95,27.5144,35.116,28.7171
3,DLC4.1-a-y1,1.96,27.6972,35.3721,28.9116
3,DLC4.1-a-y1,1.97,27.8804,35.6287,29.1064
3,DLC4.1-a-y1,1.98,28.0639,35.886,29.3016
3,DLC4.1-a-y1,1.99,28.2476,36.1439,29.4971
3,DLC4.1-a-y1,2.0,28.4317,36.4024,29.693
3,DLC4.1-a-y1,2.01,28.6161,36.6614,29.8893
3,DLC4.1-a-y1,2.02,28.8008,36.9211,30.0859
3,DLC4.1-a-y1,2.03,28.9858,37.1814,30.2828
3,DLC4.1-a-y1,2.04,29.1712,37.4423,30.4801
3,DLC4.1-a-y1,2.05,29.3568,37.7038,30.6778
3,DLC4.1-a-y1,2.06,29.5428,37.9659,30.8759
3,DLC4.1-a-y1,2.07,29.729,38.2286,31.0743
3,DLC4.1-a-y1,2.08,29.9156,38.4919,31.273
3,DLC4.1-a-y1,2.09,30.1025,38.7558,31.4721
3,DLC4.1-a-y1,2.1,30.2897,39.0204,31.6716
3,DLC4.1-a-y1,2.11,30.4773,39.2855,31.8715
3,DLC4.1-a-y1,2.12,30.6651,39.5513,32.0717
3,DLC4.1-a-y1,2.13,30.8532,39.8176,32.2723
3,DLC4.1-a-y1,2.14,31.0417,40.0846,32.4732
3,DLC4.1-a-y1,2.15,31.2305,40.3522,32.6745
3,DLC4.1-a-y1,2.16,31.4196,40.6204,32.8761
3,DLC4.1-a-y1,2.17,31.609,40.8892,33.0782
3,DLC4.1-a-y1,2.18,31.7988,41.1586,33.2806
3,DLC4.1-a-y1,2.19,31.9888,41.4287,33.4833
3,DLC4.1-a-y1,2.2,32.1792,41.6994,33.6864
3,DLC4.1-a-y1,2.21,32.3699,41.9707,33.8899
3,DLC4.1-a-y1,2.22,32.5609,42.2426,34.0938
3,DLC4.1-a-y1,2.23,32.7522,42.5151,34.298
3,DLC4.1-a-y1,2.24,32.9438,42.7883,34.5026
3,DLC4.1-a-y1,2.25,33.1358,43.062,34.7075
3,DLC4.1-a-y1,2.26,33.3281,43.3364,34.9129
3,DLC4.1-a-y1,2.27,33.5207,43.6115,35.1186
3,DLC4.1-a-y1,2.28,33.7136,43.8871,35.3246
3,DLC4.1-a-y1,2.29,33.9069,44.1634,35.5311
3,DLC4.1-a-y1,2.3,34.1004,44.4403,35.7379
3,DLC4.1-a-y1,2.31,34.2943,44.7178,35.9451
3,DLC4.1-a-y1,2.32,34.4885,44.996,36.1526
3,DLC4.1-a-y1,2.33,34.6831,45.2748,36.3605
3,DLC4.1-a-y1,2.34,34.8779,45.5542,36.5688
3,DLC4.1-a-y1,2.35,35.0731,45.8343,36.7775
3,DLC4.1-a-y1,2.36,35.2686,46.115,36.9865
3,DLC4.1-a-y1,2.37,35.4644,46.3963,37.1959
3,DLC4.1-a-y1,2.38,35.6606,46.6782,37.4057
3,DLC4.1-a-y1,2.39,35.8571,46.9608,37.6159
3,DLC4.1-a-y1,2.4,36.0539,47.2441,37.8264
3,DLC4.1-a-y1,2.41,36.251,47.5279,38.0373
3,DLC4.1-a-y1,2.42,36.4484,47.8124,38.2486
3,DLC4.1-a-y1,2.43,36.6462,48.0976,38.4603
3,DLC4.1-a-y1,2.44,36.8443,48.3834,38.6723
3,DLC4.1-a-y1,2.45,37.0428,48.6698,38.8847
3,DLC4.1-a-y1,2.46,37.2415,48.9569,39.0975
3,DLC4.1-a-y1,2.47,37.4406,49.2446,39.3107
3,DLC4.1-a-y1,2.48,37.64,49.5329,39.5243
3,DLC4.1-a-y1,2.49,37.8398,49.8219,39.7382
3,DLC4.1-a-y1,2.5,38.0398,50.1116,39.9525
3,DLC4.1-a-y1,2.51,38.2403,50.4018,40.1672
3,DLC4.1-a-y1,2.52,38.441,50.6928,40.3823
3,DLC4.1-a-y1,2.53,38.642,50.9844,40.5978
3,DLC4.1-a-y1,2.54,38.8434,51.2766,40.8136
3,DLC4.1-a-y1,2.55,39.0452,51.5695,41.0298
3,DLC4.1-a-y1,2.56,39.2472,51.863,41.2464
3,DLC4.1-a-y1,2.57,39.4496,52.1572,41.4634
3,DLC4.1-a-y1,2.58,39.6523,52.4521,41.6808
3,DLC4.1-a-y1,2.59,39.8554,52.7476,41.8985
3,DLC4.1-a-y1,2.6,40.0588,53.0437,42.1167
3,DLC4.1-a-y1,2.61,40.2625,53.3405,42.3352
3,DLC4.1-a-y1,2.62,40.4665,53.638,42.5541
3,DLC4.1-a-y1,2.63,40.6709,53.9361,42.7734
3,DLC4.1-a-y1,2.64,40.8756,54.2349,42.9931
3,DLC4.1-a-y1,2.65,41.0807,54.5343,43.2131
3,DLC4.1-a-y1,2.66,41.2861,54.8344,43.4336
3,DLC4.1-a-y1,2.67,41.4918,55.1352,43.6544
3,DLC4.1-a-y1,2.68,41.6978,55.4366,43.8757
3,DLC4.1-a-y1,2.69,41.9042,55.7387,44.0973
3,DLC4.1-a-y1,2.7,42.111,56.0415,44.3193
3,DLC4.1-a-y1,2.71,42.318,56.3449,44.5417
3,DLC4.1-a-y1,2.72,42.5254,56.649,44.7645
3,DLC4.1-a-y1,2.73,42.7332,56.9537,44.9877
3,DLC4.1-a-y1,2.74,42.9413,57.2592,45.2112
3,DLC4.1-a-y1,2.75,43.1497,57.5653,45.4352
3,DLC4.1-a-y1,2.76,43.3584,57.872,45.6596
3,DLC4.1-a-y1,2.77,43.5675,58.1795,45.8843
3,DLC4.1-a-y1,2.78,43.777,58.4876,46.1095
3,DLC4.1-a-y1,2.79,43.9867,58.7963,46.335
3,DLC4.1-a-y1,2.8,44.1969,59.1058,46.5609
3,DLC4.1-a-y1,2.81,44.4073,59.4159,46.7872
3,DLC4.1-a-y1,2.82,44.6181,59.7267,47.014
3,DLC4.1-a-y1,2.83,44.8292,60.0382,47.2411
3,DLC4.1-a-y1,2.84,45.0407,60.3504,47.4686
3,DLC4.1-a-y1,2.85,45.2526,60.6632,47.6965
3,DLC4.1-a-y1,2.86,45.4647,60.9767,47.9248
3,DLC4.1-a-y1,2.87,45.6772,61.2909,48.1535
3,DLC4.1-a-y1,2.88,45.8901,61.6058,48.3826
3,DLC4.1-a-y1,2.89,46.1033,61.9214,48.6121
3,DLC4.1-a-y1,2.9,46.3168,62.2376,48.842
3,DLC4.1-a-y1,2.91,46.5307,62.5545,49.0723
3,DLC4.1-a-y1,2.92,46.7449,62.8722,49.303
3,DLC4.1-a-y1,2.93,46.9595,63.1905,49.5341
3,DLC4.1-a-y1,2.94,47.1744,63.5095,49.7656
3,DLC4.1-a-y1,2.95,47.3897,63.8291,49.9975
3,DLC4.1-a-y1,2.96,47.6053,64.1495,50.2298
3,DLC4.1-a-y1,2.97,47.8213,64.4706,50.4625
3,DLC4.1-a-y1,2.98,48.0376,64.7923,50.6956
3,DLC4.1-a-y1,2.99,48.2542,65.1148,50.9291
3,DLC4.1-a-y1,3.0,48.4712,65.4379,51.163
3,DLC4.1-a-y2,0.0,-2.6591,-4.4189,-2.9354
3,DLC4.1-a-y2,0.01,-2.5306,-4.2643,-2.8027
3,DLC4.1-a-y2,0.02,-2.4017,-4.1093,-2.6698
3,DLC4.1-a-y2,0.03,-2.2727,-3.9538,-2.5366
3,DLC4.1-a-y2,0.04,-2.1434,-3.7979,-2.4031
3,DLC4.1-a-y2,0.05,-2.0139,-3.6415,-2.2694
3,DLC4.1-a-y2,0.06,-1.8841,-3.4847,-2.1354
3,DLC4.1-a-y2,0.07,-1.7541,-3.3274,-2.0011
3,DLC4.1-a-y2,0.08,-1.6238,-3.1697,-1.8665
3,DLC4.1-a-y2,0.09,-1.4933,-3.0115,-1.7316
3,DLC4.1-a-y2,0.1,-1.3625,-2.8529,-1.5965
3,DLC4.1-a-y2,0.11,-1.2316,-2.6938,-1.4611
3,DLC4.1-a-y2,0.12,-1.1003,-2.5343,-1.3254
3,DLC4.1-a-y2,0.13,-0.9688,-2.3743,-1.1895
3,DLC4.1-a-y2,0.14,-0.8371,-2.2139,-1.0533
3,DLC4.1-a-y2,0.15,-0.7051,-2.053,-0.9168
3,DLC4.1-a-y2,0.16,-0.5729,-1.8916,-0.78
3,DLC4.1-a-y2,0.17,-0.4405,-1.7298,-0.6429
3,DLC4.1-a-y2,0.18,-0.3077,-1.5676,-0.5056
3,DLC4.1-a-y2,0.19,-0.1748,-1.4049,-0.3679
3,DLC4.1-a-y2,0.2,-0.0416,-1.2417,-0.23
3,DLC4.1-a-y2,0.21,0.0919,-1.0781,-0.0918
3,DLC4.1-a-y2,0.22,0.2256,-0.914,0.0466
3,DLC4.1-a-y2,0.23,0.3595,-0.7494,0.1854
3,DLC4.1-a-y2,0.24,0.4937,-0.5844,0.3244
3,DLC4.1-a-y2,0.25,0.6281,-0.419,0.4637
3,DLC4.1-a-y2,0.26,0.7628,-0.253,0.6033
3,DLC4.1-a-y2,0.27,0.8977,-0.0866,0.7432
3,DLC4.1-a-y2,0.28,1.0329,0.0802,0.8833
3,DLC4.1-a-y2,0.29,1.1684,0.2475,1.0237
3,DLC4.1-a-y2,0.3,1.304,0.4153,1.1645
3,DLC4.1-a-y2,0.31,1.44,0.5836,1.3055
3,DLC4.1-a-y2,0.32,1.5762,0.7523,1.4468
3,DLC4.1-a-y2,0.33,1.7126,0.9214,1.5883
3,DLC4.1-a-y2,0.34,1.8493,1.0911,1.7302
3,DLC4.1-a-y2,0.35,1.9862,1.2612,1.8723
3,DLC4.1-a-y2,0.36,2.1234,1.4318,2.0148
3,DLC4.1-a-y2,0.37,2.2608,1.6028,2.1575
3,DLC4.1-a-y2,0.38,2.3985,1.7744,2.3005
3,DLC4.1-a-y2,0.39,2.5364,1.9464,2.4438
3,DLC4.1-a-y2,0.4,2.6746,2.1188,2.5873
3,DLC4.1-a-y2,0.41,2.8131,2.2918,2.7312
3,DLC4.1-a-y2,0.42,2.9518,2.4652,2.8753
3,DLC4.1-a-y2,0.43,3.0907,2.639,3.0198
3,DLC4.1-a-y2,0.44,3.2299,2.8134,3.1645
3,DLC4.1-a-y2,0.45,3.3694,2.9882,3.3095
3,DLC4.1-a-y2,0.46,3.5091,3.1635,3.4548
3,DLC4.1-a-y2,0.47,3.6491,3.3393,3.6004
3,DLC4.1-a-y2,0.48,3.7893,3.5156,3.7463
3,DLC4.1-a-y2,0.49,3.9298,3.6923,3.8925
3,DLC4.1-a-y2,0.5,4.0705,3.8695,4.0389
3,DLC4.1-a-y2,0.51,4.2115,4.0472,4.1857
3,DLC4.1-a-y2,0.52,4.3527,4.2254,4.3327
3,DLC4.1-a-y2,0.53,4.4943,4.404,4.4801
3,DLC4.1-a-y2,0.54,4.636,4.5832,4.6277
3,DLC4.1-a-y2,0.55,4.778,4.7628,4.7756
3,DLC4.1-a-y2,0.56,4.9203,4.9429,4.9238
3,DLC4.1-a-y2,0.57,5.0628,5.1235,5.0724
3,DLC4.1-a-y2,0.58,5.2056,5.3045,5.2212
3,DLC4.1-a-y2,0.59,5.3487,5.4861,5.3703
3,DLC4.1-a-y2,0.6,5.492,5.6681,5.5196
3,DLC4.1-a-y2,0.61,5.6355,5.8506,5.6693
3,DLC4.1-a-y2,0.62,5.7794,6.0336,5.8193
3,DLC4.1-a-y2,0.63,5.9234,6.2171,5.9696
3,DLC4.1-a-y2,0.64,6.0678,6.4011,6.1202
3,DLC4.1-a-y2,0.65,6.2124,6.5856,6.271
3,DLC4.1-a-y2,0.66,6.3572,6.7706,6.4222
3,DLC4.1-a-y2,0.67,6.5024,6.956,6.5737
3,DLC4.1-a-y2,0.68,6.6478,7.142,6.7254
3,DLC4.1-a-y2,0.69,6.7934,7.3284,6.8775
3,DLC4.1-a-y2,0.7,6.9393,7.5153,7.0298
