design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_DW,eps_Sys
5,DLC1.2-b-s1,0.2,center,30,45700.0,1.4706,-9.1542,1.2808
5,DLC1.2-b-s2,0.2,center,30,45700.0,1.5373,-7.0079,1.3929
5,DLC1.2-b-s3,0.2,center,30,45700.0,1.5585,-10.2408,1.3572
5,DLC1.2-b-s4,0.21,center,30,45700.0,1.7439,-9.2321,1.5599
5,DLC1.2-b-s5,0.2,center,30,45700.0,1.6576,-8.044,1.4753
5,DLC1.2-b-s6,0.2,center,30,45700.0,1.6803,-8.4472,1.5135
5,DLC1.2-c-s1,0.22,center,30,45040.0,1.8129,-20.6164,1.5971
5,DLC1.2-c-s2,0.24,center,30,45040.0,1.7624,-24.3874,1.4711
5,DLC1.2-c-s3,0.23,center,30,45040.0,1.518,-24.4033,1.2607
5,DLC1.2-c-s4,0.24,center,30,45040.0,1.5969,-21.6707,1.3514
5,DLC1.2-c-s5,0.23,center,30,45040.0,1.6538,-25.5767,1.3514
5,DLC1.2-c-s6,0.24,center,30,45040.0,1.735,-23.3134,1.3983
5,DLC1.2-d-s1,0.28,center,30,38180.0,2.5092,-21.3947,1.869
5,DLC1.2-d-s2,0.27,center,30,38180.0,1.8306,-23.1614,1.4039
5,DLC1.2-d-s3,0.26,center,30,38180.0,1.6024,-17.6635,1.2433
5,DLC1.2-d-s4,0.27,center,30,38180.0,1.6626,-20.7573,1.1433
5,DLC1.2-d-s5,0.28,center,30,38180.0,1.6298,-18.3529,1.0943
5,DLC1.2-d-s6,0.28,center,30,38180.0,2.26,-20.7626,1.7983
5,DLC1.2-e-s1,0.32,center,30,28490.0,2.3692,-25.4932,1.5631
5,DLC1.2-e-s2,0.33,center,30,28490.0,2.0469,-28.3432,1.2108
5,DLC1.2-e-s3,0.29,center,30,28490.0,1.6908,-29.9542,1.124
5,DLC1.2-e-s4,0.35,center,30,28490.0,2.5801,-29.9226,1.6662
5,DLC1.2-e-s5,0.29,center,30,28490.0,1.8417,-15.9868,1.2946
5,DLC1.2-e-s6,0.32,center,30,28490.0,2.4742,-25.2228,1.8478
5,DLC1.2-f-s1,0.37,center,30,18970.0,1.9178,-37.9254,1.048
5,DLC1.2-f-s2,0.35,center,30,18970.0,2.4267,-31.6045,1.8805
5,DLC1.2-f-s3,0.37,center,30,18970.0,2.4067,-24.1794,1.4998
5,DLC1.2-f-s4,0.36,center,30,18970.0,2.4412,-27.3221,1.631
5,DLC1.2-f-s5,0.35,center,30,18970.0,2.1857,-24.2674,1.4613
5,DLC1.2-f-s6,0.39,center,30,18970.0,2.1505,-41.0187,0.9046
5,DLC1.2-g-s1,0.39,center,30,11340.0,1.8006,-40.0651,0.5227
5,DLC1.2-g-s2,0.38,center,30,11340.0,2.1399,-34.9388,0.9021
5,DLC1.2-g-s3,0.41,center,30,11340.0,2.6742,-48.2768,1.0607
5,DLC1.2-g-s4,0.4,center,30,11340.0,2.1645,-42.5308,0.8088
5,DLC1.2-g-s5,0.41,center,30,11340.0,1.8618,-47.7716,0.5296
5,DLC1.2-g-s6,0.4,center,30,11340.0,1.7005,-40.0476,0.4078
5,DLC1.2-h-s1,0.45,center,30,6126.0,2.851,-33.8731,0.4432
5,DLC1.2-h-s2,0.48,min_pos,30,6126.0,3.0023,-42.278,1.37
5,DLC1.2-h-s3,0.45,center,30,6126.0,2.3759,-47.0193,0.3698
5,DLC1.2-h-s4,0.46,min_pos,30,6126.0,3.4543,-45.8364,1.3425
5,DLC1.2-h-s5,0.45,center,30,6126.0,1.8208,-46.3343,0.034
5,DLC1.2-h-s6,0.47,center,30,6126.0,2.1999,-44.2967,0.3498
5,DLC1.2-i-s1,0.57,min_pos,30,2997.0,4.1359,-45.9894,1.1655
5,DLC1.2-i-s2,0.47,min_pos,30,2997.0,3.7501,-36.1203,1.0308
5,DLC1.2-i-s3,0.47,min_pos,30,2997.0,3.8139,-37.5013,1.3191
5,DLC1.2-i-s4,0.54,min_pos,30,2997.0,4.2742,-32.0506,1.3419
5,DLC1.2-i-s5,0.54,min_pos,30,2997.0,3.3357,-20.6807,0.0874
5,DLC1.2-i-s6,0.56,min_pos,30,2997.0,4.5076,-34.6607,1.5329
5,DLC1.2-j-s1,0.57,min_pos,30,1332.0,7.1394,-27.614,1.5894
5,DLC1.2-j-s2,0.59,center,30,1332.0,2.0502,-11.1478,0.2557
5,DLC1.2-j-s3,0.58,min_pos,30,1332.0,3.9406,-25.0267,0.3784
5,DLC1.2-j-s4,0.56,min_pos,30,1332.0,3.8504,-27.3766,0.2339
5,DLC1.2-j-s5,0.6,min_pos,30,1332.0,4.4975,-12.3809,1.7143
5,DLC1.2-j-s6,0.62,min_pos,30,1332.0,4.7057,-35.9689,1.627
5,DLC1.2-k-s1,0.65,center,30,538.2,2.7361,-1.701,1.7112
5,DLC1.2-k-s2,0.67,min_pos,30,538.2,-0.6698,6.9497,1.0587
5,DLC1.2-k-s3,0.66,center,30,538.2,1.9049,1.0155,1.6907
5,DLC1.2-k-s4,0.63,min_pos,30,538.2,3.0415,-4.5553,1.3443
5,DLC1.2-k-s5,0.5,min_pos,30,538.2,-2.6493,5.3663,0.2317
5,DLC1.2-k-s6,0.61,min_pos,30,538.2,3.6693,-3.9665,1.5143
5,DLC2.4.1-a-s1,0.3,center,3,50.0,2.1475,-9.2146,0.0604
5,DLC2.4.1-a-s2,0.36,center,3,50.0,2.416,-10.3325,0.0826
5,DLC2.4.1-a-s3,0.33,min_pos,3,50.0,3.2595,-11.0086,0.6149
5,DLC2.4.1-a-s4,0.44,min_pos,3,50.0,3.6708,-10.8865,0.8892
5,DLC2.4.1-a-s5,0.42,center,3,50.0,2.3906,-7.0321,0.6667
5,DLC2.4.1-a-s6,0.23,center,3,50.0,2.7476,-5.8027,1.3192
5,DLC2.4.1-b-s1,0.9,min_pos,3,50.0,4.2948,-17.9591,0.2701
5,DLC2.4.1-b-s2,0.93,center,3,50.0,2.161,-5.5285,0.7385
5,DLC2.4.1-b-s3,0.76,min_pos,3,50.0,5.3342,-22.9621,0.2979
5,DLC2.4.1-b-s4,0.88,min_pos,3,50.0,3.7539,-14.6356,0.4229
5,DLC2.4.1-b-s5,0.81,min_pos,3,50.0,7.5039,-17.0927,1.6787
5,DLC2.4.1-b-s6,0.68,min_pos,3,50.0,3.1566,-10.9492,0.5199
5,DLC2.4.2-a-s1,0.32,center,15,25.0,2.1081,-20.7929,0.0526
5,DLC2.4.2-a-s2,0.22,center,15,25.0,1.8651,-0.9426,1.5459
5,DLC2.4.2-a-s3,0.29,center,15,25.0,1.9601,-4.6289,1.2682
5,DLC2.4.2-a-s4,0.17,center,15,25.0,1.203,2.7277,1.386
5,DLC2.4.2-a-s5,0.31,center,15,25.0,2.5277,-8.5636,1.4383
5,DLC2.4.2-a-s6,0.26,center,15,25.0,1.5466,-0.2867,1.3597
5,DLC2.4.2-b-s1,0.31,center,15,25.0,2.5051,-9.4031,0.2903
5,DLC2.4.2-b-s2,0.49,min_pos,15,25.0,3.4199,-10.762,0.4924
5,DLC2.4.2-b-s3,0.42,center,15,25.0,2.6505,-9.699,0.5287
5,DLC2.4.2-b-s4,0.41,center,15,25.0,2.8445,-8.1309,0.9062
5,DLC2.4.2-b-s5,0.42,center,15,25.0,2.0014,-7.4655,0.2046
5,DLC2.4.2-b-s6,0.29,min_pos,15,25.0,3.2974,-10.66,0.7326
5,DLC4.1-a-y1,0.33,center,10,10000.0,1.6122,0.7083,1.4906
5,DLC4.1-a-y2,0.33,center,10,10000.0,1.6006,0.7078,1.481
5,DLC4.1-a-y3,0.33,center,10,10000.0,1.6358,0.8245,1.5269
5,DLC4.1-b-y1,0.0,center,10,500.0,2.5171,3.218,2.6066
5,DLC4.1-b-y2,0.0,min_pos,10,500.0,3.5594,4.9988,3.7437
5,DLC4.1-b-y3,0.0,center,10,500.0,1.4915,1.659,1.5132
5,DLC4.1-c-y1,0.1,center,10,500.0,2.0687,-1.6829,1.4902
