design,DLC,k,ksel,nbin,ScaleFactor,eps_UW,eps_Sys,D30_UW,D30_DW,life_UW_yr,life_DW_yr,life_Sys_yr,t_s
1,DLC1.2-a-s1,0.2,center,30,37800.0,1.6822,1.5091,0.003568604440563396,8.647229540291455e-05,8406.647612438583,346931.92611825647,8294.523380390132,5.222
1,DLC1.2-a-s2,0.18,center,30,37800.0,1.6774,1.5533,0.003577121874180674,8.771482812027878e-05,8386.630664316235,342017.4290128296,8273.28962911198,4.42
1,DLC1.2-a-s3,0.18,center,30,37800.0,1.7349,1.6105,0.0036200992091694525,9.193850470841333e-05,8287.065703617223,326305.0676661123,8170.62844334222,3.788
1,DLC1.2-a-s4,0.18,center,30,37800.0,1.6862,1.5721,0.0036774544795900874,9.342889798671732e-05,8157.816817720064,321099.7951004952,8043.149649672816,3.906
1,DLC1.2-a-s5,0.19,center,30,37800.0,1.5015,1.3618,0.0037835630106366138,0.00010306431125893951,7929.034065419798,291080.3908117892,7808.637376236443,4.037
1,DLC1.2-a-s6,0.19,center,30,37800.0,1.6141,1.4738,0.0036231810109111887,8.946897978274611e-05,8280.01689941937,335311.7479694949,8167.243900909517,3.756
1,DLC1.2-b-s1,0.22,center,30,45700.0,1.7758,1.5299,0.00361517417339144,6.486741011806199e-05,8298.355365782176,462481.85252653796,8219.0969942641,3.467
1,DLC1.2-b-s2,0.22,center,30,45700.0,1.8853,1.6995,0.003512710457009724,6.08369716186172e-05,8540.4135544773,493121.19262063113,8461.996518954904,3.524
1,DLC1.2-b-s3,0.22,center,30,45700.0,1.873,1.6102,0.0035204154115958163,6.041424175068068e-05,8521.721584669718,496571.6548062443,8444.270945659382,3.422
1,DLC1.2-b-s4,0.22,center,30,45700.0,1.5506,1.3048,0.00350265751383568,5.996046446430147e-05,8564.925312137551,500329.6800320991,8487.297012873405,3.53
1,DLC1.2-b-s5,0.21,center,30,45700.0,1.5506,1.3082,0.0037199680088969697,6.988071599398542e-05,8064.585482522868,429302.98542708234,7983.524318490322,3.631
1,DLC1.2-b-s6,0.21,center,30,45700.0,1.536,1.3113,0.003500280133456935,5.863340083315344e-05,8570.7425852146,511653.7600363259,8494.917548795256,3.314
1,DLC1.2-c-s1,0.23,center,30,45040.0,1.5752,1.2519,0.0035321872228871575,5.8574707771446294e-05,8493.321023758883,512166.44762544165,8419.019988586932,3.155
1,DLC1.2-c-s2,0.26,center,30,45040.0,1.9571,1.516,0.003616443618195836,5.7044007788482056e-05,8295.442475325064,525909.7521906131,8226.811124963207,3.307
1,DLC1.2-c-s3,0.25,center,30,45040.0,1.7854,1.4008,0.0032792837481845825,5.133320752447346e-05,9148.339181264218,584417.0167176344,9073.291845975995,3.21
1,DLC1.2-c-s4,0.26,center,30,45040.0,1.847,1.472,0.0035603992607837506,5.365667577880578e-05,8426.021297790097,559110.298291157,8359.7664379004,3.306
1,DLC1.2-c-s5,0.25,center,30,45040.0,1.9191,1.4741,0.003589947333700126,6.567150710612047e-05,8356.668555657967,456819.11870123737,8275.117420434466,3.206
1,DLC1.2-c-s6,0.26,center,30,45040.0,2.0422,1.5561,0.0038007869741565237,8.934550925089886e-05,7893.1021927788115,335775.1301831455,7791.312437933789,3.359
1,DLC1.2-d-s1,0.29,center,30,38180.0,2.1728,1.2662,0.003323955022304546,0.0002289044847596846,9025.392882482678,131059.03115657826,8647.542711476239,2.704
1,DLC1.2-d-s2,0.29,center,30,38180.0,2.2492,1.6147,0.0030450355749794033,0.00015263178552001833,9852.101645874178,196551.45812380846,9559.66806810185,2.862
1,DLC1.2-d-s3,0.28,center,30,38180.0,2.1837,1.679,0.002953958841490229,0.00016817965568235316,10155.862559298706,178380.67201577613,9809.64917068124,2.827
1,DLC1.2-d-s4,0.29,center,30,38180.0,1.9896,1.2564,0.002985602575552114,0.00019841216174982683,10048.222843072888,151200.40896397413,9643.362827814719,2.827
1,DLC1.2-d-s5,0.3,center,30,38180.0,2.0381,1.3066,0.0033080115666792235,0.00024057708964904913,9068.892110953459,124700.15346749613,8666.325045532963,2.725
1,DLC1.2-d-s6,0.29,center,30,38180.0,1.8657,1.1865,0.0031100484404100854,0.00017206522559385133,9646.152005286533,174352.4869505767,9327.379226044002,2.696
1,DLC1.2-e-s1,0.34,center,30,28490.0,2.7539,1.619,0.0025269649987228154,0.00017966001368790633,11871.949162399427,166982.0645350392,11357.602155865545,2.783
1,DLC1.2-e-s2,0.35,center,30,28490.0,2.3818,1.208,0.0024852649980162816,0.0001759869553426781,12071.147352071412,170467.1800337964,11550.42018249261,2.774
1,DLC1.2-e-s3,0.32,center,30,28490.0,2.7147,1.8646,0.00211672558292618,9.650530370457787e-05,14172.833853374485,310863.74373615807,13793.493313764457,2.87
1,DLC1.2-e-s4,0.37,center,30,28490.0,2.8411,1.5554,0.0021187686060282276,0.00016306433700433759,14159.167695162801,183976.46322385003,13491.375939657823,2.683
1,DLC1.2-e-s5,0.31,center,30,28490.0,2.5242,1.7636,0.0022794213627605367,0.00019046789117809737,13161.234903786251,157506.86278113115,12483.614561083717,3.012
1,DLC1.2-e-s6,0.34,center,30,28490.0,2.8478,1.9558,0.0023335986477526914,0.00013072010350692462,12855.681086758721,229497.98229321945,12425.082894418694,2.788
1,DLC1.2-f-s1,0.4,center,30,18970.0,2.8977,1.6037,0.0013133501984375353,6.066906330932675e-05,22842.34626506347,494485.9597888015,22222.13101574362,3.06
1,DLC1.2-f-s2,0.37,center,30,18970.0,2.0442,1.2023,0.001170706961897382,3.4339593191182966e-05,25625.541639710213,873627.1228659401,25203.245705154844,2.805
1,DLC1.2-f-s3,0.39,center,30,18970.0,2.4033,1.1633,0.0014812805453543953,0.0001061091302597623,20252.746918256813,282727.79096914636,19368.201986495227,3.023
1,DLC1.2-f-s4,0.38,center,30,18970.0,2.5611,1.4124,0.0013537321908364457,6.686981511710946e-05,22160.956356857823,448632.91378121567,21513.57436252318,2.955
1,DLC1.2-f-s5,0.37,center,30,18970.0,2.3003,1.2685,0.0013647329395522483,7.14580013951364e-05,21982.322790452043,419827.02306647314,21298.09041291694,2.994
1,DLC1.2-f-s6,0.42,center,30,18970.0,2.7847,0.9609,0.001325531782281078,7.441778844575849e-05,22632.426020275176,403129.42142679164,21872.517922152925,3.102
1,DLC1.2-g-s1,0.42,center,30,11340.0,2.6702,0.7748,0.0006662008313440275,3.6314533098617433e-05,45031.4658711495,826115.5366786792,43567.13696513506,3.159
1,DLC1.2-g-s2,0.4,center,30,11340.0,2.0873,0.3481,0.0007458798940759918,4.544217019587034e-05,40220.952781096865,660179.7376905718,38745.463399216314,3.212
1,DLC1.2-g-s3,0.44,min_pos,30,11340.0,3.0672,0.7198,0.0006598182249204972,2.2635367251501778e-05,45467.067848292245,1325359.5431728463,44576.43723409185,3.331
1,DLC1.2-g-s4,0.43,center,30,11340.0,2.7474,0.8059,0.0007778324337403483,4.519588829439739e-05,38568.7182723142,663777.1959383943,37224.56825821936,3.156
1,DLC1.2-g-s5,0.44,center,30,11340.0,2.6585,0.7005,0.0007207533133380487,2.7076595047598604e-05,41623.11770869287,1107967.9681755505,40722.08719994583,3.167
1,DLC1.2-g-s6,0.43,center,30,11340.0,2.6374,0.8041,0.0007957036064003397,3.8431813526103726e-05,37702.48087188661,780603.2879406887,36627.74762366662,3.224
1,DLC1.2-h-s1,0.48,min_pos,30,6126.0,4.3969,1.1044,0.0004072493781597245,4.792862660082952e-05,73664.93752688778,625930.7250727852,68228.8913114705,3.208
1,DLC1.2-h-s2,0.51,min_pos,30,6126.0,3.7461,1.4327,0.00034422124475264884,2.7897922392842686e-05,87153.24942118973,1075348.8943569723,82809.60833518127,3.382
1,DLC1.2-h-s3,0.48,min_pos,30,6126.0,3.3641,0.4123,0.00033420444284492984,2.6536866829411633e-05,89765.41348350637,1130502.7150661987,85388.24060694521,3.282
1,DLC1.2-h-s4,0.49,min_pos,30,6126.0,4.5073,1.4497,0.0003490046933380047,2.225266643086774e-05,85958.72941727332,1348153.0446340383,82646.52079935739,3.112
1,DLC1.2-h-s5,0.48,center,30,6126.0,2.7781,0.148,0.0003463138586607437,2.4885582644974774e-05,86626.62278666887,1205517.2839627285,82830.42312309897,3.169
1,DLC1.2-h-s6,0.5,center,30,6126.0,2.7563,0.0616,0.00031659158746207634,2.5678657956381917e-05,94759.30880062825,1168285.3539682007,90032.66155661698,3.357
1,DLC1.2-i-s1,0.6,min_pos,30,2997.0,4.7315,0.5079,0.00013910533026167127,1.8494605860148576e-05,215663.91412584225,1622094.5840561425,197616.09015945706,3.377
1,DLC1.2-i-s2,0.49,min_pos,30,2997.0,3.8569,0.0354,0.00013630478681343018,1.760986431878161e-05,220094.98493301694,1703590.6385720319,202210.86372029738,3.312
1,DLC1.2-i-s3,0.49,min_pos,30,2997.0,3.8332,0.3747,0.00014473846058096453,1.751075059827472e-05,207270.40953443365,1713233.2410100002,191531.4859574603,3.254
1,DLC1.2-i-s4,0.57,min_pos,30,2997.0,5.0548,1.0737,0.00011522250823616994,2.058332747150054e-05,260365.79535753056,1457490.2936144646,231013.3273998251,3.383
