DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC2.4.2-b-s1,3001,0.1,3.349426448787071,-0.036713,7.50257,90.88550260451949,5.9711715739399525,0.6664383004757036,1301,25.0,2.08,15142.110574026125,18020.829963887096,119.01134835720295,-8876.0085650983,20731.790013400827,233.57109066930275,738.9728807414193,14670.99379796563,1985.3223548942779,922.6866535454848,661.0671887778007,71.64590343185371,-98.20532801399533,178.98940841627766,182.26038447809034,-4762.346864378541,185.20881609616936,3.889024075115076
