t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,6.15815,34148.3,-21399.1,23947.6,3976.61,131.302,-5094.61
0.1,6.16859,34186.6,-20197.0,23345.5,3985.8,180.764,-5023.61
0.2,6.16245,34302.1,-19774.1,22453.3,3975.98,191.928,-4989.28
0.3,6.14519,34465.4,-19939.1,21752.8,3977.8,215.777,-4984.49
0.4,6.11525,34597.1,-18424.9,21523.3,3978.19,238.852,-4961.69
0.5,6.07097,34702.8,-16245.3,21659.7,3966.84,205.584,-4906.83
0.6,6.02459,34759.4,-15326.2,22425.7,3950.53,166.075,-4920.14
0.7,5.98211,34670.4,-16286.5,23097.7,3952.21,116.784,-5033.93
0.8,5.95293,34468.7,-17284.3,23075.0,3955.4,114.07,-5142.94
0.9,5.95203,34219.7,-17552.9,23051.6,3981.92,170.225,-5119.99
1.0,5.9602,34171.1,-16504.6,23038.5,3985.85,198.318,-5077.29
1.1,5.98463,34113.1,-15369.4,22817.8,3993.75,190.827,-5060.51
1.2,6.01889,34001.6,-14498.9,22767.0,4009.72,209.856,-5029.09
1.3,6.04967,33923.7,-11835.3,22762.6,4036.8,230.496,-5013.31
1.4,6.0888,33917.7,-9280.77,23781.6,4094.68,243.22,-4994.41
1.5,6.12723,33861.0,-8029.88,26603.3,4162.35,207.459,-5015.01
1.6,6.14582,33826.7,-10010.8,30010.7,4185.18,146.941,-5054.74
1.7,6.15119,33911.4,-12137.2,32626.8,4191.09,117.336,-5135.8
1.8,6.13769,34038.1,-13831.8,34005.0,4196.77,147.892,-5127.04
1.9,6.11728,34241.0,-15049.3,34601.9,4157.89,194.158,-5062.81
2.0,6.10078,34376.4,-16874.6,35527.3,4089.0,178.301,-5052.18
2.1,6.07479,34403.7,-19731.7,37242.2,4031.19,141.526,-5092.97
2.2,6.03643,34402.3,-20481.4,38511.3,3996.25,111.097,-5131.15
2.3,5.98772,34315.7,-19791.2,38256.8,3962.75,116.152,-5061.45
2.4,5.93534,34135.6,-19485.3,36487.3,3955.05,175.996,-5008.54
2.5,5.90411,33920.7,-22367.5,34356.4,3952.66,256.453,-5022.43
2.6,5.89994,33929.9,-26252.4,32886.1,3938.39,268.066,-5075.36
2.7,5.92097,33850.7,-28452.5,32173.6,3913.76,218.125,-5036.68
2.8,5.96025,33744.6,-27952.3,31567.5,3883.97,164.824,-4943.59
2.9,6.00466,33635.6,-28234.0,30623.8,3862.67,153.594,-4913.75
3.0,6.04668,33548.3,-29465.1,29180.2,3836.47,146.141,-5022.33
3.1,6.0827,33492.3,-29985.7,27803.6,3801.76,136.14,-5128.46
3.2,6.11059,33486.1,-28138.7,27284.2,3812.73,148.825,-5109.96
3.3,6.12666,33518.1,-25330.8,27200.5,3843.13,164.894,-5020.17
3.4,6.12848,33672.2,-24386.5,27333.2,3900.55,189.538,-4994.99
3.5,6.11155,33835.7,-24543.7,27327.1,3958.28,208.146,-5014.35
3.6,6.07192,34014.3,-23750.3,26426.6,3991.83,185.378,-4947.56
3.7,6.03093,34197.6,-21968.6,25102.1,4003.6,172.16,-4827.25
3.8,5.99313,34229.4,-20738.6,24160.5,3975.08,159.796,-4829.84
3.9,5.95938,34165.2,-21098.4,23901.7,3930.64,116.39,-4969.28
4.0,5.94026,33997.3,-21354.1,24586.8,3898.51,69.2972,-5118.87
4.1,5.92278,33653.2,-19948.2,25395.7,3866.78,42.5482,-5149.9
4.2,5.90595,33616.9,-18503.0,25326.9,3863.02,76.8418,-5113.41
4.3,5.9044,33553.4,-17716.9,24375.6,3879.33,152.609,-5124.57
4.4,5.91899,33490.4,-17142.9,23256.7,3910.58,204.023,-5111.62
4.5,5.95737,33471.2,-14928.8,23034.2,3941.75,216.428,-4991.86
4.6,6.0125,33403.1,-12635.3,24374.1,3972.54,171.518,-4831.54
4.7,6.05556,33292.6,-11470.6,26722.2,3998.6,87.0679,-4826.47
4.8,6.08105,33245.1,-13257.8,28526.4,4035.05,14.4703,-4945.6
4.9,6.09186,33240.3,-15338.3,29584.3,4041.8,22.8532,-5085.82
5.0,6.09213,33274.3,-16034.8,29944.7,4041.75,75.2934,-5167.49
5.1,6.09084,33385.3,-16832.4,30676.5,4013.07,146.349,-5204.09
5.2,6.08465,33465.5,-18147.5,32705.9,3993.13,165.453,-5254.65
5.3,6.05595,33519.2,-19379.1,35285.8,3984.11,141.798,-5263.99
5.4,6.01193,33596.4,-19455.1,37295.2,3953.85,112.808,-5149.27
5.5,5.95518,33590.2,-18780.7,37510.6,3928.96,79.8773,-4989.54
5.6,5.90573,33573.9,-17830.8,35731.9,3937.87,81.526,-4951.12
5.7,5.88909,33472.0,-18975.3,33058.4,3930.61,107.101,-4938.69
