DLC,n_pts,dt0_s,rpm_mean,rpm_min,rpm_max,rpm_CV_pct,T3P_s,dt_rule_max_s,n_rpm_lt1,ScaleFactor,hours_30yr,Mx_mean,Mx_std,Mx_CV_pct,My_mean,My_std,My_CV_pct,Mz_mean,Mz_std,Mz_CV_pct,Fx_mean,Fx_std,Fx_CV_pct,Fy_mean,Fy_std,Fy_CV_pct,Fz_mean,Fz_std,Fz_CV_pct
DLC6.4-a-s5,6001,0.1,0.03139434919881687,-0.0117754,0.0792381,64.39931853969156,637.0573211549078,63.10095774633667,6001,24340.0,4055.830554,0.33337789560739856,6.703452248594226,2010.7668615463713,-28012.344425929008,46.83793630482672,0.16720462804774103,16.272893143192803,52.482023570306126,322.5119412294559,463.3381246458924,0.8511100636251916,0.1836909199465628,-0.8368720228295286,4.1140926717535535,491.60356177799923,-4962.57014164306,2.461054522971753,0.04959233729151727
